date_time,United%20States%20Virgin%20Islands_maxtempC,United%20States%20Virgin%20Islands_mintempC,United%20States%20Virgin%20Islands_totalSnow_cm,United%20States%20Virgin%20Islands_sunHour,United%20States%20Virgin%20Islands_uvIndex,United%20States%20Virgin%20Islands_moon_illumination,United%20States%20Virgin%20Islands_moonrise,United%20States%20Virgin%20Islands_moonset,United%20States%20Virgin%20Islands_sunrise,United%20States%20Virgin%20Islands_sunset,United%20States%20Virgin%20Islands_DewPointC,United%20States%20Virgin%20Islands_FeelsLikeC,United%20States%20Virgin%20Islands_HeatIndexC,United%20States%20Virgin%20Islands_WindChillC,United%20States%20Virgin%20Islands_WindGustKmph,United%20States%20Virgin%20Islands_cloudcover,United%20States%20Virgin%20Islands_humidity,United%20States%20Virgin%20Islands_precipMM,United%20States%20Virgin%20Islands_pressure,United%20States%20Virgin%20Islands_tempC,United%20States%20Virgin%20Islands_visibility,United%20States%20Virgin%20Islands_winddirDegree,United%20States%20Virgin%20Islands_windspeedKmph,United%20States%20Virgin%20Islands_location
2020-05-15,26,21,0.0,9.4,6,40,01:29 AM,01:10 PM,05:45 AM,06:45 PM,22,28,28,26,38,73,77,2.0,1017,26,10,97,27,United%20States%20Virgin%20Islands
2020-05-16,27,21,0.0,10.7,6,33,02:06 AM,01:59 PM,05:45 AM,06:45 PM,23,28,28,26,41,62,79,1.2,1017,27,10,111,29,United%20States%20Virgin%20Islands
2020-05-17,27,20,0.0,13.0,6,26,02:41 AM,02:47 PM,05:44 AM,06:46 PM,23,29,29,26,38,56,78,0.3,1017,27,10,114,27,United%20States%20Virgin%20Islands
2020-05-18,27,26,0.0,12.0,6,19,03:15 AM,03:34 PM,05:44 AM,06:46 PM,23,30,30,27,37,44,78,0.8,1017,27,10,104,26,United%20States%20Virgin%20Islands
2020-05-19,28,26,0.0,9.4,6,11,03:49 AM,04:21 PM,05:44 AM,06:47 PM,23,30,30,27,36,60,77,2.1,1016,28,10,98,26,United%20States%20Virgin%20Islands
2020-05-20,28,26,0.0,10.7,6,4,04:23 AM,05:10 PM,05:44 AM,06:47 PM,23,30,30,27,32,69,80,1.1,1016,28,10,104,23,United%20States%20Virgin%20Islands
2020-05-21,27,22,0.0,10.7,6,0,05:00 AM,06:01 PM,05:43 AM,06:47 PM,24,29,29,26,33,71,81,5.8,1016,27,10,100,23,United%20States%20Virgin%20Islands
2020-05-22,28,26,0.0,9.4,6,0,05:39 AM,06:53 PM,05:43 AM,06:48 PM,24,31,31,27,25,69,83,1.6,1016,28,10,111,18,United%20States%20Virgin%20Islands
2020-05-23,28,27,0.0,12.0,6,3,06:22 AM,07:47 PM,05:43 AM,06:48 PM,23,31,31,27,27,59,80,1.2,1016,28,10,119,20,United%20States%20Virgin%20Islands
2020-05-24,28,22,0.0,10.7,6,10,07:09 AM,08:42 PM,05:43 AM,06:49 PM,23,30,30,27,26,61,80,0.6,1016,28,10,108,19,United%20States%20Virgin%20Islands
2020-05-25,28,27,0.0,9.4,6,17,08:01 AM,09:38 PM,05:43 AM,06:49 PM,23,31,31,27,29,68,80,7.3,1015,28,10,112,21,United%20States%20Virgin%20Islands
2020-05-26,28,23,0.0,9.4,6,25,08:56 AM,10:31 PM,05:42 AM,06:49 PM,24,30,30,27,33,71,81,5.3,1015,28,10,115,24,United%20States%20Virgin%20Islands
2020-05-27,28,22,0.0,8.2,6,32,09:54 AM,11:23 PM,05:42 AM,06:50 PM,23,30,30,27,28,73,77,16.6,1015,28,9,117,18,United%20States%20Virgin%20Islands
2020-05-28,28,22,0.0,8.2,6,39,10:53 AM,No moonset,05:42 AM,06:50 PM,22,29,29,26,32,81,77,24.7,1015,28,8,116,20,United%20States%20Virgin%20Islands
2020-05-29,28,23,0.0,8.2,6,47,11:53 AM,12:11 AM,05:42 AM,06:50 PM,23,29,29,26,34,74,76,27.6,1015,28,7,122,22,United%20States%20Virgin%20Islands
2020-05-30,28,27,0.0,9.4,6,54,12:52 PM,12:56 AM,05:42 AM,06:51 PM,23,31,31,27,35,55,78,0.9,1016,28,10,113,25,United%20States%20Virgin%20Islands
2020-05-31,28,27,0.0,9.4,6,58,01:51 PM,01:39 AM,05:42 AM,06:51 PM,23,31,31,27,36,63,78,1.3,1016,28,10,98,27,United%20States%20Virgin%20Islands
2020-06-01,28,27,0.0,13.1,6,71,02:49 PM,02:21 AM,05:42 AM,06:52 PM,23,31,31,27,27,55,77,0.5,1016,28,10,109,20,United%20States%20Virgin%20Islands
2020-06-02,28,24,0.0,13.1,6,79,03:50 PM,03:04 AM,05:42 AM,06:52 PM,24,30,30,27,33,54,80,1.4,1016,28,10,94,24,United%20States%20Virgin%20Islands
2020-06-03,28,27,0.0,13.1,7,86,04:51 PM,03:48 AM,05:42 AM,06:52 PM,23,31,31,27,38,38,78,0.1,1016,28,10,95,28,United%20States%20Virgin%20Islands
2020-06-04,28,24,0.0,12.0,6,94,05:54 PM,04:35 AM,05:42 AM,06:53 PM,23,30,30,27,41,51,77,0.4,1017,28,10,95,30,United%20States%20Virgin%20Islands
2020-06-05,28,21,0.0,9.5,6,100,06:58 PM,05:26 AM,05:42 AM,06:53 PM,23,30,30,27,41,71,79,1.6,1017,28,10,83,31,United%20States%20Virgin%20Islands
2020-06-06,28,23,0.0,10.7,6,100,08:00 PM,06:20 AM,05:42 AM,06:53 PM,23,30,30,27,37,65,76,2.8,1017,28,10,90,27,United%20States%20Virgin%20Islands
2020-06-07,28,27,0.0,12.0,6,84,08:59 PM,07:18 AM,05:42 AM,06:54 PM,23,30,30,27,33,58,77,0.8,1016,28,10,99,23,United%20States%20Virgin%20Islands
2020-06-08,28,27,0.0,13.1,7,76,09:53 PM,08:16 AM,05:42 AM,06:54 PM,22,30,30,27,22,45,73,0.2,1015,28,10,104,16,United%20States%20Virgin%20Islands
2020-06-09,28,21,0.0,10.7,6,69,10:41 PM,09:14 AM,05:42 AM,06:54 PM,22,29,29,26,19,62,73,0.7,1014,28,10,97,14,United%20States%20Virgin%20Islands
2020-06-10,28,27,0.0,9.5,6,61,11:25 PM,10:09 AM,05:42 AM,06:55 PM,22,30,30,27,24,61,74,1.2,1014,28,10,94,18,United%20States%20Virgin%20Islands
2020-06-11,28,27,0.0,8.2,6,54,No moonrise,11:02 AM,05:42 AM,06:55 PM,23,31,31,28,30,79,79,6.1,1015,28,9,104,21,United%20States%20Virgin%20Islands
2020-06-12,28,27,0.0,9.5,6,46,12:04 AM,11:52 AM,05:42 AM,06:55 PM,23,31,31,28,25,65,77,2.1,1014,28,9,111,18,United%20States%20Virgin%20Islands
2020-06-13,28,27,0.0,13.1,6,38,12:40 AM,12:41 PM,05:42 AM,06:56 PM,23,31,31,28,28,47,78,0.2,1014,28,10,121,20,United%20States%20Virgin%20Islands
2020-06-14,28,27,0.0,10.7,6,31,01:15 AM,01:29 PM,05:42 AM,06:56 PM,24,31,31,28,34,63,79,6.5,1015,28,10,101,24,United%20States%20Virgin%20Islands
2020-06-15,28,22,0.0,13.1,6,23,01:49 AM,02:16 PM,05:42 AM,06:56 PM,24,31,31,27,35,43,79,1.2,1016,28,10,93,28,United%20States%20Virgin%20Islands
2020-06-16,28,22,0.0,9.5,6,16,02:22 AM,03:04 PM,05:43 AM,06:56 PM,23,29,29,26,39,69,79,8.7,1016,28,10,95,27,United%20States%20Virgin%20Islands
2020-06-17,28,24,0.0,9.5,6,8,02:58 AM,03:54 PM,05:43 AM,06:57 PM,23,30,30,27,40,64,79,4.3,1016,28,10,91,29,United%20States%20Virgin%20Islands
2020-06-18,28,27,0.0,8.2,6,1,03:36 AM,04:45 PM,05:43 AM,06:57 PM,24,31,31,28,36,76,79,3.6,1016,28,9,102,26,United%20States%20Virgin%20Islands
2020-06-19,28,24,0.0,9.5,6,0,04:17 AM,05:39 PM,05:43 AM,06:57 PM,24,31,31,27,41,66,80,6.7,1016,28,10,94,29,United%20States%20Virgin%20Islands
2020-06-20,29,22,0.0,8.2,6,0,05:04 AM,06:34 PM,05:43 AM,06:57 PM,24,31,31,27,42,76,79,5.0,1016,29,10,93,29,United%20States%20Virgin%20Islands
2020-06-21,29,28,0.0,8.2,6,0,05:54 AM,07:31 PM,05:44 AM,06:58 PM,24,33,33,28,43,75,80,5.4,1018,29,9,106,30,United%20States%20Virgin%20Islands
2020-06-22,29,28,0.0,8.2,6,7,06:49 AM,08:26 PM,05:44 AM,06:58 PM,24,33,33,28,44,68,78,1.2,1018,29,10,97,31,United%20States%20Virgin%20Islands
2020-06-23,29,28,0.0,8.2,6,14,07:48 AM,09:20 PM,05:44 AM,06:58 PM,23,32,32,28,37,72,75,1.0,1017,29,10,83,27,United%20States%20Virgin%20Islands
2020-06-24,28,23,0.0,10.7,6,22,08:48 AM,10:09 PM,05:44 AM,06:58 PM,23,31,31,27,37,67,77,7.0,1016,28,10,89,27,United%20States%20Virgin%20Islands
2020-06-25,28,22,0.0,8.2,6,29,09:48 AM,10:56 PM,05:45 AM,06:58 PM,24,30,30,26,44,68,79,3.1,1017,28,10,88,32,United%20States%20Virgin%20Islands
2020-06-26,28,22,0.0,9.5,6,37,10:47 AM,11:39 PM,05:45 AM,06:58 PM,24,31,31,27,50,70,80,8.9,1017,28,9,92,34,United%20States%20Virgin%20Islands
2020-06-27,29,28,0.0,8.2,6,44,11:45 AM,No moonset,05:45 AM,06:59 PM,24,32,32,28,44,77,78,0.9,1016,29,10,86,31,United%20States%20Virgin%20Islands
2020-06-28,28,28,0.0,10.7,6,52,12:43 PM,12:21 AM,05:45 AM,06:59 PM,24,32,32,28,31,64,79,1.3,1015,28,10,82,22,United%20States%20Virgin%20Islands
2020-06-29,28,27,0.0,8.2,6,59,01:41 PM,01:02 AM,05:46 AM,06:59 PM,23,31,31,27,31,82,77,5.8,1015,28,9,87,22,United%20States%20Virgin%20Islands
2020-06-30,28,23,0.0,8.2,6,67,02:40 PM,01:45 AM,05:46 AM,06:59 PM,23,30,30,27,34,79,78,6.3,1015,28,9,103,24,United%20States%20Virgin%20Islands
2020-07-01,29,23,0.0,8.2,6,72,03:41 PM,02:29 AM,05:46 AM,06:59 PM,24,31,31,27,36,71,80,4.0,1014,29,10,94,26,United%20States%20Virgin%20Islands
2020-07-02,29,23,0.0,8.2,6,79,04:43 PM,03:17 AM,05:47 AM,06:59 PM,24,32,32,27,36,70,80,3.7,1015,29,10,112,25,United%20States%20Virgin%20Islands
2020-07-03,28,25,0.0,9.5,6,86,05:45 PM,04:08 AM,05:47 AM,06:59 PM,24,31,31,27,34,65,79,0.8,1015,28,10,105,24,United%20States%20Virgin%20Islands
2020-07-04,28,27,0.0,12.0,6,94,06:45 PM,05:04 AM,05:47 AM,06:59 PM,23,31,31,28,33,63,78,1.0,1015,28,10,101,23,United%20States%20Virgin%20Islands
2020-07-05,28,27,0.0,10.7,6,100,07:41 PM,06:01 AM,05:48 AM,06:59 PM,23,31,31,28,38,69,77,7.9,1015,28,9,100,26,United%20States%20Virgin%20Islands
2020-07-06,29,28,0.0,8.2,6,100,08:32 PM,07:00 AM,05:48 AM,06:59 PM,24,32,32,28,41,67,80,5.9,1016,29,10,86,28,United%20States%20Virgin%20Islands
2020-07-07,29,24,0.0,8.2,6,85,09:18 PM,07:57 AM,05:48 AM,06:59 PM,24,31,31,27,44,69,79,4.9,1015,29,10,88,32,United%20States%20Virgin%20Islands
2020-07-08,29,24,0.0,8.2,6,77,10:00 PM,08:51 AM,05:49 AM,06:59 PM,24,32,32,28,47,72,81,4.7,1015,29,10,110,34,United%20States%20Virgin%20Islands
2020-07-09,28,27,0.0,9.5,6,70,10:37 PM,09:44 AM,05:49 AM,06:59 PM,23,31,31,28,42,72,76,0.9,1016,28,10,91,30,United%20States%20Virgin%20Islands
2020-07-10,29,27,0.0,10.7,6,63,11:13 PM,10:33 AM,05:49 AM,06:59 PM,24,32,32,28,44,57,78,2.8,1017,29,10,89,32,United%20States%20Virgin%20Islands
2020-07-11,28,27,0.0,9.4,6,55,11:47 PM,11:21 AM,05:50 AM,06:59 PM,24,32,32,28,46,69,78,2.6,1016,28,10,83,33,United%20States%20Virgin%20Islands
2020-07-12,29,28,0.0,8.2,6,48,No moonrise,12:09 PM,05:50 AM,06:59 PM,24,33,33,28,52,73,79,31.2,1016,29,7,102,31,United%20States%20Virgin%20Islands
2020-07-13,29,28,0.0,9.4,6,41,12:20 AM,12:56 PM,05:50 AM,06:59 PM,24,32,32,28,39,66,79,0.6,1017,29,10,91,28,United%20States%20Virgin%20Islands
2020-07-14,28,23,0.0,9.4,6,34,12:55 AM,01:45 PM,05:51 AM,06:58 PM,24,30,30,27,37,69,80,1.0,1016,28,10,78,27,United%20States%20Virgin%20Islands
2020-07-15,28,22,0.0,10.7,6,26,01:32 AM,02:35 PM,05:51 AM,06:58 PM,23,29,29,26,33,70,78,6.1,1015,28,9,76,24,United%20States%20Virgin%20Islands
2020-07-16,28,24,0.0,12.0,6,19,02:12 AM,03:28 PM,05:51 AM,06:58 PM,23,30,30,27,32,66,77,3.8,1015,28,10,114,23,United%20States%20Virgin%20Islands
2020-07-17,28,27,0.0,9.4,6,12,02:56 AM,04:23 PM,05:52 AM,06:58 PM,23,31,31,28,35,64,77,5.6,1015,28,10,95,26,United%20States%20Virgin%20Islands
2020-07-18,28,27,0.0,12.0,6,5,03:45 AM,05:20 PM,05:52 AM,06:58 PM,22,30,30,27,28,58,73,1.9,1014,28,10,88,21,United%20States%20Virgin%20Islands
2020-07-19,29,27,0.0,10.7,6,0,04:38 AM,06:16 PM,05:52 AM,06:57 PM,24,32,32,28,33,56,78,10.9,1013,29,9,94,22,United%20States%20Virgin%20Islands
2020-07-20,28,23,0.0,9.4,6,0,05:36 AM,07:11 PM,05:53 AM,06:57 PM,24,30,30,27,38,68,79,2.5,1013,28,10,98,27,United%20States%20Virgin%20Islands
2020-07-21,28,24,0.0,8.2,6,2,06:37 AM,08:03 PM,05:53 AM,06:57 PM,23,31,31,27,36,79,77,22.7,1014,28,8,102,22,United%20States%20Virgin%20Islands
2020-07-22,29,23,0.0,8.2,6,10,07:39 AM,08:52 PM,05:53 AM,06:57 PM,23,31,31,27,38,74,77,3.9,1015,29,9,91,28,United%20States%20Virgin%20Islands
2020-07-23,28,24,0.0,10.7,6,17,08:39 AM,09:38 PM,05:54 AM,06:56 PM,23,30,30,27,45,66,77,3.5,1015,28,10,86,31,United%20States%20Virgin%20Islands
2020-07-24,29,22,0.0,10.7,6,24,09:39 AM,10:20 PM,05:54 AM,06:56 PM,25,32,32,27,56,68,79,16.5,1015,29,9,89,35,United%20States%20Virgin%20Islands
2020-07-25,29,23,0.0,10.7,6,32,10:38 AM,11:02 PM,05:54 AM,06:56 PM,24,32,32,28,53,68,80,1.4,1015,29,10,80,36,United%20States%20Virgin%20Islands
2020-07-26,28,25,0.0,10.7,6,39,11:36 AM,11:44 PM,05:55 AM,06:55 PM,24,31,31,27,41,66,81,1.0,1016,28,10,73,29,United%20States%20Virgin%20Islands
2020-07-27,28,22,0.0,8.1,6,46,12:34 PM,No moonset,05:55 AM,06:55 PM,24,30,30,26,39,65,80,1.1,1015,28,10,76,28,United%20States%20Virgin%20Islands
2020-07-28,29,28,0.0,12.0,6,53,01:34 PM,12:27 AM,05:55 AM,06:55 PM,25,33,33,28,44,66,82,4.4,1015,29,10,86,31,United%20States%20Virgin%20Islands
2020-07-29,28,24,0.0,8.1,6,61,02:34 PM,01:13 AM,05:56 AM,06:54 PM,24,31,31,28,53,68,76,1.1,1015,28,10,66,38,United%20States%20Virgin%20Islands
2020-07-30,27,23,0.0,8.1,6,68,03:35 PM,02:02 AM,05:56 AM,06:54 PM,23,29,29,26,57,81,79,11.2,1010,27,10,64,40,United%20States%20Virgin%20Islands
2020-07-31,28,27,0.0,11.9,6,72,04:34 PM,02:55 AM,05:56 AM,06:53 PM,24,31,31,28,46,59,79,0.7,1015,28,10,89,31,United%20States%20Virgin%20Islands
2020-08-01,28,23,0.0,8.1,6,82,05:32 PM,03:51 AM,05:57 AM,06:53 PM,24,31,31,27,30,74,78,2.5,1014,28,10,99,21,United%20States%20Virgin%20Islands
2020-08-02,29,27,0.0,11.9,6,90,06:24 PM,04:48 AM,05:57 AM,06:52 PM,23,32,32,28,17,51,76,0.5,1014,29,10,97,12,United%20States%20Virgin%20Islands
2020-08-03,29,27,0.0,13.0,7,97,07:12 PM,05:46 AM,05:57 AM,06:52 PM,24,32,32,28,21,45,79,0.6,1016,29,10,136,15,United%20States%20Virgin%20Islands
2020-08-04,28,28,0.0,12.9,6,100,07:55 PM,06:41 AM,05:58 AM,06:51 PM,24,33,33,28,34,53,81,1.6,1017,28,10,106,24,United%20States%20Virgin%20Islands
2020-08-05,28,27,0.0,11.9,6,88,08:34 PM,07:34 AM,05:58 AM,06:51 PM,23,31,31,27,32,51,78,2.1,1016,28,10,80,24,United%20States%20Virgin%20Islands
2020-08-06,28,27,0.0,11.9,6,81,09:11 PM,08:25 AM,05:58 AM,06:50 PM,23,31,31,27,29,55,77,1.4,1016,28,10,98,22,United%20States%20Virgin%20Islands
2020-08-07,28,22,0.0,10.6,6,74,09:45 PM,09:14 AM,05:58 AM,06:50 PM,24,30,30,26,38,67,81,0.5,1017,28,10,94,27,United%20States%20Virgin%20Islands
2020-08-08,29,22,0.0,11.9,6,67,10:19 PM,10:02 AM,05:59 AM,06:49 PM,24,32,32,27,41,52,81,0.6,1018,29,10,89,29,United%20States%20Virgin%20Islands
2020-08-09,29,28,0.0,12.9,6,59,10:53 PM,10:49 AM,05:59 AM,06:49 PM,24,32,32,28,36,56,80,1.9,1017,29,10,78,26,United%20States%20Virgin%20Islands
2020-08-10,28,27,0.0,9.3,6,52,11:29 PM,11:38 AM,05:59 AM,06:48 PM,24,32,32,28,31,71,79,2.2,1015,28,9,81,22,United%20States%20Virgin%20Islands
2020-08-11,28,22,0.0,7.8,6,45,No moonrise,12:26 PM,06:00 AM,06:47 PM,24,30,30,27,32,72,78,3.7,1014,28,10,92,23,United%20States%20Virgin%20Islands
2020-08-12,29,23,0.0,7.8,6,38,12:06 AM,01:18 PM,06:00 AM,06:47 PM,25,33,33,28,42,76,80,11.8,1014,29,9,87,28,United%20States%20Virgin%20Islands
2020-08-13,29,28,0.0,10.5,6,30,12:48 AM,02:11 PM,06:00 AM,06:46 PM,24,33,33,28,42,59,77,1.1,1014,29,10,89,30,United%20States%20Virgin%20Islands
2020-08-14,29,22,0.0,10.5,6,23,01:34 AM,03:06 PM,06:00 AM,06:46 PM,24,32,32,27,38,62,78,2.5,1013,29,10,78,28,United%20States%20Virgin%20Islands
2020-08-15,29,27,0.0,8.9,6,16,02:24 AM,04:02 PM,06:01 AM,06:45 PM,24,33,33,28,30,65,77,6.3,1011,29,9,72,21,United%20States%20Virgin%20Islands
2020-08-16,29,28,0.0,10.3,6,8,03:21 AM,04:58 PM,06:01 AM,06:44 PM,24,33,33,28,22,54,79,3.0,1012,29,10,136,16,United%20States%20Virgin%20Islands
2020-08-17,29,23,0.0,10.3,6,1,04:20 AM,05:52 PM,06:01 AM,06:44 PM,24,32,32,27,42,47,78,0.4,1013,29,10,102,28,United%20States%20Virgin%20Islands
2020-08-18,29,23,0.0,8.9,6,0,05:23 AM,06:43 PM,06:01 AM,06:43 PM,24,32,32,28,46,63,78,1.0,1013,29,10,92,33,United%20States%20Virgin%20Islands
2020-08-19,29,22,0.0,10.3,6,0,06:25 AM,07:31 PM,06:01 AM,06:42 PM,24,31,31,27,41,59,77,0.7,1014,29,10,92,29,United%20States%20Virgin%20Islands
2020-08-20,28,23,0.0,7.5,6,6,07:27 AM,08:15 PM,06:02 AM,06:41 PM,24,31,31,27,41,70,79,3.3,1014,28,10,78,28,United%20States%20Virgin%20Islands
2020-08-21,29,22,0.0,6.2,6,13,08:28 AM,08:59 PM,06:02 AM,06:41 PM,25,33,33,28,42,74,80,10.8,1012,29,9,74,28,United%20States%20Virgin%20Islands
2020-08-22,29,28,0.0,6.2,6,20,09:28 AM,09:42 PM,06:02 AM,06:40 PM,24,33,33,28,61,80,78,29.9,1009,29,7,110,37,United%20States%20Virgin%20Islands
2020-08-23,29,21,0.0,6.2,6,28,10:28 AM,10:25 PM,06:02 AM,06:39 PM,24,31,31,27,43,69,79,3.4,1015,29,10,90,31,United%20States%20Virgin%20Islands
2020-08-24,28,28,0.0,6.2,6,35,11:29 AM,11:11 PM,06:03 AM,06:38 PM,24,32,32,28,39,75,77,4.6,1014,28,10,77,27,United%20States%20Virgin%20Islands
2020-08-25,28,22,0.0,7.5,6,42,12:29 PM,12:00 AM,06:03 AM,06:38 PM,24,31,31,27,37,72,79,1.8,1013,28,10,113,25,United%20States%20Virgin%20Islands
2020-08-26,29,27,0.0,10.2,6,50,01:30 PM,No moonset,06:03 AM,06:37 PM,24,32,32,28,34,57,82,0.5,1014,29,10,94,25,United%20States%20Virgin%20Islands
2020-08-27,29,27,0.0,7.5,6,57,02:29 PM,12:51 AM,06:03 AM,06:36 PM,25,33,33,28,36,63,82,1.0,1015,29,10,80,27,United%20States%20Virgin%20Islands
2020-08-28,29,28,0.0,7.5,6,64,03:26 PM,01:46 AM,06:03 AM,06:35 PM,24,32,32,28,37,69,78,0.6,1016,29,10,84,27,United%20States%20Virgin%20Islands
2020-08-29,29,28,0.0,8.9,6,71,04:19 PM,02:41 AM,06:03 AM,06:35 PM,24,32,32,28,35,67,77,1.2,1015,29,10,76,26,United%20States%20Virgin%20Islands
2020-08-30,29,28,0.0,7.5,6,79,05:08 PM,03:38 AM,06:04 AM,06:34 PM,24,32,32,28,40,68,77,0.9,1013,29,10,74,28,United%20States%20Virgin%20Islands
2020-08-31,29,27,0.0,7.5,6,82,05:52 PM,04:33 AM,06:04 AM,06:33 PM,25,33,33,28,38,64,81,8.2,1013,29,9,75,27,United%20States%20Virgin%20Islands
2020-09-01,29,24,0.0,6.1,6,97,06:32 PM,05:27 AM,06:04 AM,06:32 PM,24,32,32,28,34,73,80,22.3,1013,29,8,105,22,United%20States%20Virgin%20Islands
2020-09-02,29,22,0.0,7.5,6,100,07:09 PM,06:18 AM,06:04 AM,06:31 PM,24,32,32,27,43,72,80,7.9,1013,29,9,86,30,United%20States%20Virgin%20Islands
2020-09-03,28,27,0.0,7.5,6,88,07:44 PM,07:08 AM,06:04 AM,06:30 PM,24,32,32,28,33,78,80,8.9,1012,28,9,97,23,United%20States%20Virgin%20Islands
2020-09-04,29,27,0.0,6.1,6,81,08:18 PM,07:56 AM,06:05 AM,06:30 PM,24,32,32,28,35,71,79,1.3,1014,29,10,90,25,United%20States%20Virgin%20Islands
2020-09-05,28,26,0.0,8.9,6,73,08:52 PM,08:44 AM,06:05 AM,06:29 PM,24,32,32,28,37,57,80,1.2,1015,28,10,83,26,United%20States%20Virgin%20Islands
2020-09-06,28,27,0.0,7.5,6,66,09:27 PM,09:32 AM,06:05 AM,06:28 PM,24,32,32,28,33,61,80,1.6,1013,28,10,79,23,United%20States%20Virgin%20Islands
2020-09-07,29,27,0.0,8.9,6,58,10:03 PM,10:20 AM,06:05 AM,06:27 PM,23,32,32,28,23,68,77,2.6,1010,29,9,84,17,United%20States%20Virgin%20Islands
2020-09-08,29,22,0.0,6.1,6,50,10:42 PM,11:10 AM,06:05 AM,06:26 PM,24,32,32,28,23,70,77,1.3,1011,29,10,104,18,United%20States%20Virgin%20Islands
2020-09-09,29,23,0.0,10.2,6,43,11:26 PM,12:01 PM,06:05 AM,06:25 PM,24,32,32,27,35,63,79,1.4,1013,29,10,88,26,United%20States%20Virgin%20Islands
2020-09-10,29,28,0.0,6.1,6,35,No moonrise,12:55 PM,06:06 AM,06:24 PM,23,32,32,28,32,63,76,1.1,1014,29,10,74,23,United%20States%20Virgin%20Islands
2020-09-11,29,27,0.0,6.1,6,28,12:13 AM,01:50 PM,06:06 AM,06:24 PM,23,32,32,28,24,63,76,5.4,1011,29,10,56,18,United%20States%20Virgin%20Islands
2020-09-12,29,28,0.0,6.1,6,20,01:06 AM,02:44 PM,06:06 AM,06:23 PM,23,32,32,28,21,68,73,2.9,1009,29,10,53,15,United%20States%20Virgin%20Islands
2020-09-13,29,28,0.0,7.5,6,13,02:03 AM,03:38 PM,06:06 AM,06:22 PM,24,32,32,28,23,70,76,4.3,1012,29,10,116,17,United%20States%20Virgin%20Islands
2020-09-14,29,22,0.0,11.6,7,5,03:04 AM,04:30 PM,06:06 AM,06:21 PM,24,32,32,28,27,48,79,0.4,1014,29,10,119,20,United%20States%20Virgin%20Islands
2020-09-15,29,24,0.0,10.2,6,0,04:06 AM,05:19 PM,06:06 AM,06:20 PM,25,32,32,28,29,60,80,3.8,1015,29,10,96,22,United%20States%20Virgin%20Islands
2020-09-16,29,28,0.0,10.2,6,0,05:08 AM,06:05 PM,06:06 AM,06:19 PM,25,34,34,29,32,63,81,1.5,1013,29,10,77,23,United%20States%20Virgin%20Islands
2020-09-17,28,22,0.0,8.8,6,0,06:10 AM,06:50 PM,06:07 AM,06:18 PM,23,31,31,27,26,68,76,8.3,1012,28,9,60,17,United%20States%20Virgin%20Islands
2020-09-18,28,24,0.0,6.1,6,2,07:13 AM,07:35 PM,06:07 AM,06:18 PM,23,31,31,27,21,65,73,2.2,1011,28,10,54,15,United%20States%20Virgin%20Islands
2020-09-19,29,28,0.0,11.6,6,10,08:14 AM,08:19 PM,06:07 AM,06:17 PM,22,31,31,28,10,41,66,0.0,1011,29,10,203,7,United%20States%20Virgin%20Islands
2020-09-20,29,28,0.0,11.6,6,17,09:17 AM,09:05 PM,06:07 AM,06:16 PM,22,31,31,28,12,44,70,0.5,1012,29,10,181,9,United%20States%20Virgin%20Islands
2020-09-21,29,28,0.0,8.8,6,25,10:19 AM,09:54 PM,06:07 AM,06:15 PM,24,33,33,28,18,54,76,3.2,1012,29,10,173,13,United%20States%20Virgin%20Islands
2020-09-22,29,24,0.0,7.4,6,32,11:23 AM,10:46 PM,06:07 AM,06:14 PM,24,32,32,28,22,54,78,2.9,1012,29,10,159,15,United%20States%20Virgin%20Islands
2020-09-23,29,28,0.0,10.2,6,40,12:24 PM,11:41 PM,06:08 AM,06:13 PM,24,33,33,29,21,63,76,19.1,1013,29,8,143,13,United%20States%20Virgin%20Islands
2020-09-24,29,28,0.0,11.6,7,47,01:23 PM,No moonset,06:08 AM,06:12 PM,24,33,33,29,17,47,74,0.0,1015,29,10,101,12,United%20States%20Virgin%20Islands
2020-09-25,29,28,0.0,8.8,6,55,02:17 PM,12:37 AM,06:08 AM,06:11 PM,24,33,33,29,25,54,76,2.7,1015,29,10,84,18,United%20States%20Virgin%20Islands
2020-09-26,29,28,0.0,6.0,6,62,03:07 PM,01:34 AM,06:08 AM,06:11 PM,24,33,33,28,27,69,78,4.0,1014,29,10,79,20,United%20States%20Virgin%20Islands
2020-09-27,29,24,0.0,7.4,6,70,03:52 PM,02:29 AM,06:08 AM,06:10 PM,24,32,32,28,36,73,80,12.3,1011,29,9,80,24,United%20States%20Virgin%20Islands
2020-09-28,29,25,0.0,10.2,6,78,04:32 PM,03:23 AM,06:08 AM,06:09 PM,24,32,32,28,40,64,77,4.8,1012,29,10,98,29,United%20States%20Virgin%20Islands
2020-09-29,28,24,0.0,6.0,6,85,05:10 PM,04:14 AM,06:09 AM,06:08 PM,24,31,31,27,46,71,78,3.1,1014,28,10,103,31,United%20States%20Virgin%20Islands
2020-09-30,29,24,0.0,8.8,6,93,05:45 PM,05:04 AM,06:09 AM,06:07 PM,25,33,33,28,45,62,79,12.5,1015,29,9,96,30,United%20States%20Virgin%20Islands
2020-10-01,29,23,0.0,6.0,6,97,06:19 PM,05:52 AM,06:09 AM,06:06 PM,24,32,32,27,49,74,78,6.5,1013,29,10,91,34,United%20States%20Virgin%20Islands
