date_time,Hong%20Kong_maxtempC,Hong%20Kong_mintempC,Hong%20Kong_totalSnow_cm,Hong%20Kong_sunHour,Hong%20Kong_uvIndex,Hong%20Kong_moon_illumination,Hong%20Kong_moonrise,Hong%20Kong_moonset,Hong%20Kong_sunrise,Hong%20Kong_sunset,Hong%20Kong_DewPointC,Hong%20Kong_FeelsLikeC,Hong%20Kong_HeatIndexC,Hong%20Kong_WindChillC,Hong%20Kong_WindGustKmph,Hong%20Kong_cloudcover,Hong%20Kong_humidity,Hong%20Kong_precipMM,Hong%20Kong_pressure,Hong%20Kong_tempC,Hong%20Kong_visibility,Hong%20Kong_winddirDegree,Hong%20Kong_windspeedKmph,Hong%20Kong_location
2020-05-29,28,26,0.0,8.5,6,47,11:23 AM,No moonset,05:40 AM,07:02 PM,25,31,31,27,28,76,89,10.0,1010,28,9,91,19,Hong%20Kong
2020-05-30,30,27,0.0,12.1,6,54,12:23 PM,12:43 AM,05:40 AM,07:03 PM,25,34,34,28,16,65,82,1.0,1010,30,10,170,13,Hong%20Kong
2020-05-31,30,24,0.0,9.7,6,58,01:24 PM,01:26 AM,05:39 AM,07:03 PM,26,34,34,28,26,78,85,24.6,1010,30,8,207,16,Hong%20Kong
2020-06-01,30,28,0.0,10.9,6,71,02:24 PM,02:06 AM,05:39 AM,07:04 PM,26,34,34,29,18,66,84,7.5,1010,30,9,180,13,Hong%20Kong
2020-06-02,30,28,0.0,8.5,6,79,03:26 PM,02:47 AM,05:39 AM,07:04 PM,25,34,34,28,25,75,84,11.2,1009,30,9,187,17,Hong%20Kong
2020-06-03,30,27,0.0,10.9,6,86,04:29 PM,03:29 AM,05:39 AM,07:05 PM,25,34,34,29,24,59,83,7.3,1008,30,9,202,17,Hong%20Kong
2020-06-04,30,28,0.0,10.9,6,94,05:33 PM,04:12 AM,05:39 AM,07:05 PM,26,35,35,29,24,59,83,14.7,1008,30,9,199,15,Hong%20Kong
2020-06-05,30,28,0.0,8.5,6,100,06:38 PM,04:59 AM,05:39 AM,07:05 PM,26,35,35,29,28,80,83,8.3,1006,30,9,202,20,Hong%20Kong
2020-06-06,29,28,0.0,8.5,6,100,07:43 PM,05:51 AM,05:39 AM,07:06 PM,25,33,33,28,37,76,81,39.3,1006,29,7,201,21,Hong%20Kong
2020-06-07,28,26,0.0,9.7,6,84,08:43 PM,06:46 AM,05:39 AM,07:06 PM,25,32,32,28,26,63,84,14.8,1006,28,9,177,18,Hong%20Kong
2020-06-08,27,21,0.0,9.7,6,76,09:40 PM,07:44 AM,05:39 AM,07:07 PM,25,30,30,26,31,70,86,48.7,1007,27,7,160,17,Hong%20Kong
2020-06-09,27,22,0.0,8.6,6,69,10:30 PM,08:42 AM,05:39 AM,07:07 PM,24,29,29,26,24,77,86,28.9,1009,27,8,155,15,Hong%20Kong
2020-06-10,29,25,0.0,8.6,6,61,11:15 PM,09:40 AM,05:39 AM,07:07 PM,26,34,34,28,19,73,85,19.6,1008,29,8,187,12,Hong%20Kong
2020-06-11,30,28,0.0,9.7,6,54,11:55 PM,10:35 AM,05:39 AM,07:08 PM,26,35,35,29,16,67,83,1.8,1007,30,10,189,12,Hong%20Kong
2020-06-12,31,28,0.0,13.3,6,46,No moonrise,11:29 AM,05:39 AM,07:08 PM,26,35,35,29,12,34,81,0.2,1006,31,10,166,10,Hong%20Kong
2020-06-13,31,28,0.0,13.7,6,38,12:31 AM,12:19 PM,05:39 AM,07:08 PM,25,36,36,29,19,43,78,0.2,1004,31,10,75,16,Hong%20Kong
2020-06-14,29,28,0.0,8.6,6,31,01:04 AM,01:09 PM,05:39 AM,07:09 PM,25,33,33,28,56,85,82,34.1,1006,29,8,150,32,Hong%20Kong
2020-06-15,30,28,0.0,8.6,6,23,01:37 AM,01:58 PM,05:39 AM,07:09 PM,24,33,33,29,27,75,78,32.5,1010,30,8,175,15,Hong%20Kong
2020-06-16,30,28,0.0,8.6,6,16,02:09 AM,02:47 PM,05:40 AM,07:09 PM,24,33,33,29,26,77,77,10.3,1008,30,9,184,18,Hong%20Kong
2020-06-17,29,28,0.0,10.9,6,8,02:42 AM,03:37 PM,05:40 AM,07:09 PM,24,33,33,28,32,66,79,6.5,1007,29,10,196,23,Hong%20Kong
2020-06-18,30,28,0.0,9.8,6,1,03:18 AM,04:29 PM,05:40 AM,07:10 PM,25,34,34,29,28,60,80,11.6,1008,30,9,193,19,Hong%20Kong
2020-06-19,30,28,0.0,9.8,6,0,03:56 AM,05:23 PM,05:40 AM,07:10 PM,25,35,35,29,23,62,80,11.8,1008,30,9,199,16,Hong%20Kong
2020-06-20,31,28,0.0,10.9,6,0,04:38 AM,06:19 PM,05:40 AM,07:10 PM,25,35,35,29,19,59,79,1.6,1008,31,10,204,15,Hong%20Kong
2020-06-21,31,28,0.0,8.6,6,0,05:26 AM,07:16 PM,05:41 AM,07:10 PM,26,36,36,29,25,72,80,3.7,1006,31,9,214,19,Hong%20Kong
2020-06-22,31,29,0.0,8.6,7,7,06:18 AM,08:12 PM,05:41 AM,07:11 PM,26,37,37,30,26,69,80,1.4,1005,31,10,209,20,Hong%20Kong
2020-06-23,31,29,0.0,8.6,7,14,07:15 AM,09:06 PM,05:41 AM,07:11 PM,26,36,36,30,27,79,81,2.2,1006,31,9,216,21,Hong%20Kong
2020-06-24,30,28,0.0,10.9,6,22,08:15 AM,09:57 PM,05:41 AM,07:11 PM,26,35,35,29,27,62,81,0.7,1006,30,10,215,21,Hong%20Kong
2020-06-25,30,28,0.0,10.9,6,29,09:17 AM,10:43 PM,05:41 AM,07:11 PM,26,35,35,29,29,67,82,2.0,1006,30,10,207,21,Hong%20Kong
2020-06-26,30,28,0.0,8.6,6,37,10:18 AM,11:26 PM,05:42 AM,07:11 PM,26,36,36,29,30,79,82,6.8,1007,30,10,196,21,Hong%20Kong
2020-06-27,31,28,0.0,8.6,6,44,11:18 AM,No moonset,05:42 AM,07:11 PM,26,36,36,29,21,69,81,1.3,1008,31,10,190,16,Hong%20Kong
2020-06-28,31,28,0.0,10.9,6,52,12:18 PM,12:07 AM,05:42 AM,07:11 PM,26,35,35,29,20,54,81,4.8,1008,31,10,193,15,Hong%20Kong
2020-06-29,31,28,0.0,10.9,7,59,01:18 PM,12:46 AM,05:43 AM,07:12 PM,25,36,36,30,17,52,78,4.8,1006,31,9,181,13,Hong%20Kong
2020-06-30,32,28,0.0,13.3,7,67,02:18 PM,01:26 AM,05:43 AM,07:12 PM,25,36,36,30,16,32,76,1.6,1005,32,10,188,13,Hong%20Kong
2020-07-01,31,29,0.0,10.9,7,72,03:20 PM,02:07 AM,05:43 AM,07:12 PM,25,36,36,30,14,52,77,0.7,1004,31,10,155,11,Hong%20Kong
2020-07-02,30,28,0.0,8.6,6,79,04:23 PM,02:52 AM,05:44 AM,07:12 PM,26,36,36,29,24,70,81,9.5,1004,30,9,178,17,Hong%20Kong
2020-07-03,30,28,0.0,8.6,6,86,05:27 PM,03:40 AM,05:44 AM,07:12 PM,26,35,35,29,27,75,80,23.3,1007,30,8,184,17,Hong%20Kong
2020-07-04,30,28,0.0,8.6,6,94,06:28 PM,04:33 AM,05:44 AM,07:12 PM,26,35,35,29,29,72,82,29.8,1008,30,8,190,18,Hong%20Kong
2020-07-05,30,28,0.0,13.3,6,100,07:27 PM,05:29 AM,05:45 AM,07:12 PM,26,35,35,29,22,59,81,1.1,1007,30,10,196,17,Hong%20Kong
2020-07-06,31,28,0.0,10.9,6,100,08:20 PM,06:27 AM,05:45 AM,07:12 PM,25,35,35,29,23,63,79,3.5,1007,31,9,201,17,Hong%20Kong
2020-07-07,31,28,0.0,8.5,6,85,09:08 PM,07:26 AM,05:45 AM,07:12 PM,25,36,36,29,27,73,80,9.3,1009,31,9,208,19,Hong%20Kong
2020-07-08,31,29,0.0,9.7,6,77,09:50 PM,08:23 AM,05:46 AM,07:12 PM,26,36,36,29,28,74,80,1.2,1007,31,10,218,22,Hong%20Kong
2020-07-09,30,29,0.0,13.3,7,70,10:28 PM,09:18 AM,05:46 AM,07:11 PM,26,36,36,29,33,51,81,0.1,1004,30,10,217,25,Hong%20Kong
2020-07-10,30,28,0.0,9.7,6,63,11:03 PM,10:10 AM,05:47 AM,07:11 PM,26,36,36,29,36,69,81,2.5,1005,30,10,203,25,Hong%20Kong
2020-07-11,31,25,0.0,12.1,6,55,11:36 PM,11:01 AM,05:47 AM,07:11 PM,26,35,35,29,29,63,80,0.6,1006,31,10,189,22,Hong%20Kong
2020-07-12,31,29,0.0,13.3,7,48,No moonrise,11:50 AM,05:47 AM,07:11 PM,26,36,36,30,19,43,79,0.4,1008,31,10,191,16,Hong%20Kong
2020-07-13,32,29,0.0,12.1,7,41,12:08 AM,12:39 PM,05:48 AM,07:11 PM,26,37,37,30,15,48,78,0.5,1008,32,10,210,12,Hong%20Kong
2020-07-14,32,29,0.0,13.6,8,34,12:40 AM,01:29 PM,05:48 AM,07:11 PM,25,36,36,30,21,13,77,0.0,1007,32,10,235,17,Hong%20Kong
2020-07-15,31,29,0.0,13.3,8,26,01:15 AM,02:19 PM,05:49 AM,07:10 PM,25,35,35,30,29,46,78,0.0,1005,31,10,234,22,Hong%20Kong
2020-07-16,31,29,0.0,12.1,7,19,01:51 AM,03:13 PM,05:49 AM,07:10 PM,25,36,36,30,30,55,77,2.9,1006,31,10,221,22,Hong%20Kong
2020-07-17,31,29,0.0,12.1,7,12,02:31 AM,04:07 PM,05:49 AM,07:10 PM,26,37,37,30,27,52,78,0.7,1007,31,10,213,21,Hong%20Kong
2020-07-18,31,29,0.0,12.1,7,5,03:17 AM,05:04 PM,05:50 AM,07:10 PM,25,36,36,30,26,63,79,2.4,1008,31,10,204,19,Hong%20Kong
2020-07-19,31,29,0.0,8.5,7,0,04:07 AM,06:01 PM,05:50 AM,07:09 PM,25,36,36,30,27,74,77,2.4,1007,31,10,203,20,Hong%20Kong
2020-07-20,32,29,0.0,13.3,7,0,05:04 AM,06:57 PM,05:51 AM,07:09 PM,25,36,36,30,19,42,76,0.8,1009,32,10,190,15,Hong%20Kong
2020-07-21,32,29,0.0,13.6,8,2,06:04 AM,07:50 PM,05:51 AM,07:09 PM,25,36,36,30,12,16,72,0.0,1010,32,10,160,10,Hong%20Kong
2020-07-22,31,29,0.0,10.9,7,10,07:06 AM,08:39 PM,05:51 AM,07:08 PM,25,36,36,30,17,47,75,2.6,1009,31,10,118,14,Hong%20Kong
2020-07-23,32,29,0.0,10.9,7,17,08:09 AM,09:25 PM,05:52 AM,07:08 PM,25,37,37,31,16,47,73,1.3,1009,32,10,183,13,Hong%20Kong
2020-07-24,32,29,0.0,13.3,7,24,09:11 AM,10:06 PM,05:52 AM,07:08 PM,25,37,37,30,21,32,76,3.4,1007,32,10,220,16,Hong%20Kong
2020-07-25,32,29,0.0,13.3,7,32,10:12 AM,10:47 PM,05:53 AM,07:07 PM,26,37,37,30,24,31,77,0.0,1007,32,10,232,19,Hong%20Kong
2020-07-26,31,28,0.0,12.1,7,39,11:13 AM,11:27 PM,05:53 AM,07:07 PM,26,37,37,30,26,48,77,0.2,1006,31,10,223,21,Hong%20Kong
2020-07-27,31,29,0.0,8.5,7,46,12:13 PM,No moonset,05:53 AM,07:06 PM,25,36,36,30,28,69,77,4.3,1006,31,9,215,20,Hong%20Kong
2020-07-28,32,29,0.0,10.9,7,53,01:14 PM,12:07 AM,05:54 AM,07:06 PM,25,37,37,30,19,50,75,3.9,1007,32,10,201,14,Hong%20Kong
2020-07-29,33,30,0.0,10.9,7,61,02:15 PM,12:50 AM,05:54 AM,07:05 PM,26,38,38,31,13,57,73,5.9,1007,33,9,184,10,Hong%20Kong
2020-07-30,30,29,0.0,13.3,6,68,03:17 PM,01:36 AM,05:55 AM,07:05 PM,24,35,35,30,23,58,73,2.2,1008,30,10,95,17,Hong%20Kong
2020-07-31,31,26,0.0,13.3,7,72,04:18 PM,02:25 AM,05:55 AM,07:04 PM,25,35,35,29,46,49,74,3.9,1004,31,10,82,34,Hong%20Kong
2020-08-01,28,25,0.0,8.4,6,82,05:17 PM,03:20 AM,05:56 AM,07:04 PM,25,32,32,27,68,99,84,78.6,1003,28,5,105,38,Hong%20Kong
2020-08-02,27,25,0.0,8.4,6,90,06:11 PM,04:16 AM,05:56 AM,07:03 PM,25,31,31,27,45,96,90,108.3,1002,27,5,138,24,Hong%20Kong
2020-08-03,27,23,0.0,8.4,6,97,07:01 PM,05:14 AM,05:56 AM,07:03 PM,25,30,30,26,15,85,89,89.1,1002,27,7,199,8,Hong%20Kong
2020-08-04,31,28,0.0,12.1,6,100,07:45 PM,06:12 AM,05:57 AM,07:02 PM,25,35,35,29,13,56,77,1.6,1001,31,10,248,10,Hong%20Kong
2020-08-05,28,26,0.0,8.4,6,88,08:24 PM,07:08 AM,05:57 AM,07:02 PM,25,31,31,27,58,98,88,285.8,1004,28,6,184,32,Hong%20Kong
2020-08-06,30,27,0.0,12.1,6,81,09:01 PM,08:01 AM,05:57 AM,07:01 PM,25,34,34,29,25,60,80,5.2,1009,30,10,90,18,Hong%20Kong
2020-08-07,31,28,0.0,10.8,6,74,09:35 PM,08:52 AM,05:58 AM,07:00 PM,26,36,36,29,18,62,80,1.1,1008,31,10,100,14,Hong%20Kong
2020-08-08,31,29,0.0,10.8,6,67,10:07 PM,09:43 AM,05:58 AM,07:00 PM,26,36,36,29,17,44,81,0.9,1005,31,10,111,14,Hong%20Kong
2020-08-09,31,28,0.0,10.7,6,59,10:39 PM,10:31 AM,05:59 AM,06:59 PM,25,35,35,29,15,51,78,0.4,1004,31,10,179,12,Hong%20Kong
2020-08-10,32,28,0.0,13.0,7,52,11:12 PM,11:21 AM,05:59 AM,06:58 PM,25,36,36,30,17,40,76,0.8,1005,32,10,202,13,Hong%20Kong
2020-08-11,31,28,0.0,10.7,6,45,11:48 PM,12:11 PM,05:59 AM,06:58 PM,25,36,36,29,17,52,78,0.5,1006,31,10,170,13,Hong%20Kong
2020-08-12,30,21,0.0,7.9,6,38,No moonrise,01:02 PM,06:00 AM,06:57 PM,25,33,33,28,34,70,82,23.0,1009,30,8,168,20,Hong%20Kong
2020-08-13,31,25,0.0,7.9,6,30,12:25 AM,01:56 PM,06:00 AM,06:56 PM,25,34,34,29,28,71,78,23.3,1010,31,8,140,17,Hong%20Kong
2020-08-14,31,29,0.0,12.6,7,23,01:08 AM,02:51 PM,06:00 AM,06:55 PM,25,35,35,30,15,43,76,0.4,1009,31,10,147,12,Hong%20Kong
2020-08-15,31,28,0.0,7.6,6,16,01:56 AM,03:48 PM,06:01 AM,06:55 PM,25,35,35,29,15,47,77,0.5,1008,31,10,175,12,Hong%20Kong
2020-08-16,30,29,0.0,11.6,7,8,02:49 AM,04:43 PM,06:01 AM,06:54 PM,24,34,34,29,14,25,74,0.0,1008,30,10,137,11,Hong%20Kong
2020-08-17,30,29,0.0,11.6,7,1,03:47 AM,05:38 PM,06:01 AM,06:53 PM,25,34,34,29,25,39,76,0.3,1008,30,10,97,19,Hong%20Kong
2020-08-18,31,26,0.0,10.3,6,0,04:49 AM,06:29 PM,06:02 AM,06:52 PM,24,34,34,29,25,51,74,3.8,1007,31,10,80,19,Hong%20Kong
2020-08-19,28,27,0.0,6.2,6,0,05:53 AM,07:17 PM,06:02 AM,06:51 PM,24,32,32,28,58,88,81,49.0,1006,28,6,119,31,Hong%20Kong
2020-08-20,30,28,0.0,7.6,6,6,06:57 AM,08:01 PM,06:02 AM,06:51 PM,25,34,34,29,23,64,77,21.8,1008,30,8,110,16,Hong%20Kong
2020-08-21,30,28,0.0,11.6,7,13,08:01 AM,08:43 PM,06:03 AM,06:50 PM,25,35,35,29,14,10,79,0.0,1009,30,10,93,11,Hong%20Kong
2020-08-22,30,28,0.0,11.6,7,20,09:03 AM,09:25 PM,06:03 AM,06:49 PM,25,35,35,29,13,12,78,0.0,1009,30,10,127,10,Hong%20Kong
2020-08-23,31,28,0.0,11.6,7,28,10:05 AM,10:06 PM,06:03 AM,06:48 PM,25,35,35,30,10,15,76,0.0,1007,31,10,199,9,Hong%20Kong
2020-08-24,31,29,0.0,11.6,7,35,11:07 AM,10:48 PM,06:04 AM,06:47 PM,25,35,35,29,16,16,79,0.5,1005,31,10,224,13,Hong%20Kong
2020-08-25,31,28,0.0,7.6,7,42,12:09 PM,11:34 PM,06:04 AM,06:46 PM,26,36,36,30,31,58,79,8.0,1004,31,9,238,22,Hong%20Kong
2020-08-26,31,27,0.0,6.2,7,50,01:12 PM,No moonset,06:04 AM,06:45 PM,25,36,36,29,31,82,78,14.3,1002,31,9,234,21,Hong%20Kong
2020-08-27,29,25,0.0,6.2,6,57,02:12 PM,12:22 AM,06:05 AM,06:45 PM,25,33,33,28,27,74,81,40.6,1001,29,7,214,15,Hong%20Kong
2020-08-28,32,29,0.0,11.6,8,64,03:12 PM,01:15 AM,06:05 AM,06:44 PM,25,36,36,30,11,41,72,5.5,1002,32,10,208,8,Hong%20Kong
2020-08-29,32,30,0.0,10.2,7,71,04:06 PM,02:10 AM,06:05 AM,06:43 PM,24,36,36,31,8,36,70,0.2,1004,32,10,221,7,Hong%20Kong
2020-08-30,31,29,0.0,8.9,7,79,04:57 PM,03:07 AM,06:06 AM,06:42 PM,24,35,35,30,11,54,72,0.6,1005,31,10,148,9,Hong%20Kong
2020-08-31,31,28,0.0,7.5,6,82,05:42 PM,04:04 AM,06:06 AM,06:41 PM,25,35,35,29,16,69,76,11.6,1006,31,9,98,11,Hong%20Kong
2020-09-01,32,29,0.0,8.9,7,97,06:22 PM,05:00 AM,06:06 AM,06:40 PM,25,36,36,30,12,63,74,10.3,1005,32,9,232,9,Hong%20Kong
2020-09-02,32,29,0.0,6.2,7,100,07:00 PM,05:54 AM,06:06 AM,06:39 PM,26,37,37,30,21,81,76,15.7,1006,32,9,234,14,Hong%20Kong
2020-09-03,33,30,0.0,6.2,7,88,07:34 PM,06:45 AM,06:07 AM,06:38 PM,25,37,37,31,15,78,72,10.0,1007,33,9,228,10,Hong%20Kong
2020-09-04,31,29,0.0,7.5,7,81,08:07 PM,07:36 AM,06:07 AM,06:37 PM,25,36,36,30,14,63,73,2.7,1008,31,10,158,11,Hong%20Kong
2020-09-05,29,27,0.0,7.5,6,73,08:39 PM,08:25 AM,06:07 AM,06:36 PM,25,33,33,28,22,64,80,13.3,1007,29,9,108,15,Hong%20Kong
2020-09-06,29,28,0.0,8.9,6,66,09:11 PM,09:15 AM,06:08 AM,06:35 PM,25,34,34,29,20,66,79,10.0,1006,29,9,123,14,Hong%20Kong
2020-09-07,31,28,0.0,6.1,7,58,09:46 PM,10:04 AM,06:08 AM,06:34 PM,25,36,36,30,16,76,75,12.9,1006,31,9,165,11,Hong%20Kong
2020-09-08,31,29,0.0,6.1,7,50,10:22 PM,10:54 AM,06:08 AM,06:33 PM,25,35,35,30,18,75,76,10.6,1010,31,9,138,13,Hong%20Kong
2020-09-09,28,26,0.0,6.1,6,43,11:02 PM,11:47 AM,06:08 AM,06:32 PM,24,32,32,28,19,64,81,19.6,1010,28,9,164,12,Hong%20Kong
2020-09-10,30,28,0.0,7.5,6,35,11:47 PM,12:40 PM,06:09 AM,06:31 PM,25,34,34,29,16,70,79,16.2,1006,30,9,207,10,Hong%20Kong
2020-09-11,29,28,0.0,7.5,6,28,No moonrise,01:35 PM,06:09 AM,06:30 PM,24,34,34,29,10,65,77,10.1,1008,29,9,213,7,Hong%20Kong
2020-09-12,31,24,0.0,7.5,6,20,12:36 AM,02:30 PM,06:09 AM,06:29 PM,24,34,34,29,6,70,74,8.2,1010,31,9,202,5,Hong%20Kong
2020-09-13,30,27,0.0,7.5,6,13,01:31 AM,03:25 PM,06:09 AM,06:28 PM,24,33,33,28,15,77,80,21.0,1011,30,8,86,9,Hong%20Kong
2020-09-14,29,26,0.0,6.1,6,5,02:30 AM,04:16 PM,06:10 AM,06:27 PM,24,32,32,28,40,72,82,24.3,1010,29,8,82,25,Hong%20Kong
2020-09-15,29,27,0.0,6.1,6,0,03:33 AM,05:06 PM,06:10 AM,06:26 PM,25,33,33,28,36,79,83,17.6,1009,29,9,97,23,Hong%20Kong
2020-09-16,31,28,0.0,7.5,6,0,04:37 AM,05:52 PM,06:10 AM,06:25 PM,26,35,35,29,27,58,81,9.4,1008,31,9,103,19,Hong%20Kong
2020-09-17,30,28,0.0,8.8,6,0,05:41 AM,06:35 PM,06:11 AM,06:24 PM,25,35,35,29,43,66,81,6.0,1007,30,10,81,31,Hong%20Kong
2020-09-18,30,28,0.0,6.1,6,2,06:45 AM,07:18 PM,06:11 AM,06:23 PM,25,34,34,29,52,78,80,15.6,1008,30,9,79,34,Hong%20Kong
2020-09-19,29,27,0.0,6.1,6,10,07:50 AM,08:00 PM,06:11 AM,06:22 PM,24,33,33,28,41,79,78,49.2,1011,29,6,114,21,Hong%20Kong
2020-09-20,30,28,0.0,8.8,6,17,08:53 AM,08:43 PM,06:11 AM,06:21 PM,24,34,34,29,21,70,78,7.4,1011,30,9,103,16,Hong%20Kong
2020-09-21,29,27,0.0,6.0,6,25,09:58 AM,09:29 PM,06:12 AM,06:20 PM,25,32,32,28,30,68,82,8.4,1011,29,10,96,22,Hong%20Kong
2020-09-22,28,25,0.0,7.4,6,32,11:03 AM,10:18 PM,06:12 AM,06:19 PM,24,31,31,27,33,63,81,0.8,1010,28,10,93,25,Hong%20Kong
2020-09-23,29,24,0.0,8.8,6,40,12:06 PM,11:10 PM,06:12 AM,06:18 PM,24,31,31,27,25,65,80,0.2,1010,29,10,98,19,Hong%20Kong
2020-09-24,29,27,0.0,6.0,6,47,01:07 PM,No moonset,06:13 AM,06:17 PM,24,33,33,28,15,75,79,21.8,1011,29,8,85,9,Hong%20Kong
2020-09-25,28,26,0.0,7.4,6,55,02:04 PM,12:05 AM,06:13 AM,06:16 PM,23,31,31,27,25,70,79,12.1,1010,28,9,75,17,Hong%20Kong
2020-09-26,28,26,0.0,7.4,6,62,02:55 PM,01:02 AM,06:13 AM,06:16 PM,22,29,29,26,35,69,77,0.4,1010,28,10,84,27,Hong%20Kong
2020-09-27,27,26,0.0,7.4,6,70,03:42 PM,01:59 AM,06:13 AM,06:15 PM,22,29,29,26,36,72,78,0.0,1011,27,10,79,28,Hong%20Kong
2020-09-28,28,25,0.0,7.4,6,78,04:23 PM,02:55 AM,06:14 AM,06:14 PM,23,29,29,26,29,69,80,0.3,1011,28,10,81,22,Hong%20Kong
2020-09-29,28,26,0.0,6.0,6,85,05:00 PM,03:49 AM,06:14 AM,06:13 PM,24,31,31,27,30,84,84,12.4,1009,28,10,91,21,Hong%20Kong
2020-09-30,28,24,0.0,7.4,6,93,05:35 PM,04:41 AM,06:14 AM,06:12 PM,24,31,31,27,28,76,83,35.1,1008,28,8,110,16,Hong%20Kong
2020-10-01,27,24,0.0,7.4,6,97,06:08 PM,05:32 AM,06:15 AM,06:11 PM,22,29,29,26,40,72,79,0.6,1009,27,10,85,31,Hong%20Kong
2020-10-02,27,23,0.0,11.6,7,100,06:40 PM,06:21 AM,06:15 AM,06:10 PM,22,29,29,26,33,37,77,0.0,1011,27,10,85,25,Hong%20Kong
2020-10-03,28,26,0.0,10.2,6,89,07:12 PM,07:10 AM,06:15 AM,06:09 PM,23,30,30,27,26,45,77,0.0,1011,28,10,92,20,Hong%20Kong
2020-10-04,29,27,0.0,11.6,7,82,07:46 PM,07:59 AM,06:16 AM,06:08 PM,23,31,31,28,15,29,77,0.1,1010,29,10,97,13,Hong%20Kong
2020-10-05,28,26,0.0,7.4,6,74,08:21 PM,08:49 AM,06:16 AM,06:07 PM,23,31,31,27,35,78,78,16.2,1011,28,9,71,24,Hong%20Kong
2020-10-06,28,25,0.0,10.2,6,67,08:59 PM,09:41 AM,06:16 AM,06:06 PM,21,28,28,26,29,66,76,0.5,1013,28,10,70,22,Hong%20Kong
2020-10-07,27,24,0.0,11.6,6,60,09:42 PM,10:33 AM,06:17 AM,06:05 PM,20,27,27,25,24,56,71,1.1,1014,27,10,60,18,Hong%20Kong
2020-10-08,27,23,0.0,10.2,6,53,10:28 PM,11:28 AM,06:17 AM,06:04 PM,19,27,27,25,22,62,70,1.4,1015,27,10,55,18,Hong%20Kong
2020-10-09,26,23,0.0,11.6,6,45,11:20 PM,12:21 PM,06:17 AM,06:03 PM,18,26,26,25,20,57,67,1.1,1015,26,10,49,16,Hong%20Kong
2020-10-10,27,24,0.0,11.6,6,38,No moonrise,01:15 PM,06:18 AM,06:03 PM,19,27,27,25,19,37,68,0.6,1013,27,10,70,15,Hong%20Kong
2020-10-11,28,24,0.0,11.6,7,31,12:16 AM,02:06 PM,06:18 AM,06:02 PM,20,28,28,26,18,19,71,0.0,1011,28,10,76,15,Hong%20Kong
2020-10-12,29,25,0.0,11.6,7,23,01:15 AM,02:55 PM,06:18 AM,06:01 PM,21,29,29,27,25,27,73,0.0,1009,29,10,66,19,Hong%20Kong
2020-10-13,25,24,0.0,5.9,6,16,02:17 AM,03:41 PM,06:19 AM,06:00 PM,21,27,27,25,57,82,79,14.4,1009,25,8,63,42,Hong%20Kong
2020-10-14,26,20,0.0,4.3,6,9,03:20 AM,04:24 PM,06:19 AM,05:59 PM,22,27,27,25,65,97,82,10.7,1011,26,7,81,49,Hong%20Kong
2020-10-15,27,24,0.0,8.7,7,2,04:23 AM,05:07 PM,06:20 AM,05:58 PM,20,27,27,25,48,23,72,0.0,1013,27,10,76,36,Hong%20Kong
2020-10-16,27,24,0.0,8.7,7,0,05:27 AM,05:49 PM,06:20 AM,05:58 PM,20,27,27,25,34,33,71,0.0,1014,27,10,65,26,Hong%20Kong
2020-10-17,26,23,0.0,8.7,5,0,06:32 AM,06:32 PM,06:20 AM,05:57 PM,19,26,26,25,27,47,70,0.3,1015,26,10,50,21,Hong%20Kong
2020-10-18,26,22,0.0,8.7,6,5,07:38 AM,07:18 PM,06:21 AM,05:56 PM,18,26,26,24,27,58,70,0.2,1016,26,10,54,20,Hong%20Kong
2020-10-19,26,22,0.0,8.7,6,13,08:45 AM,08:07 PM,06:21 AM,05:55 PM,17,26,26,24,21,39,68,0.1,1016,26,10,44,16,Hong%20Kong
2020-10-20,26,22,0.0,8.7,6,20,09:52 AM,09:00 PM,06:22 AM,05:54 PM,17,26,26,24,19,27,67,0.0,1016,26,10,42,15,Hong%20Kong
2020-10-21,26,22,0.0,8.7,6,27,10:56 AM,09:56 PM,06:22 AM,05:54 PM,16,26,26,24,36,4,62,0.0,1013,26,10,12,27,Hong%20Kong
2020-10-22,26,21,0.0,8.7,5,35,11:57 AM,10:54 PM,06:22 AM,05:53 PM,16,25,25,23,34,33,62,0.0,1010,26,10,56,26,Hong%20Kong
2020-10-23,23,22,0.0,7.2,5,42,12:52 PM,11:53 PM,06:23 AM,05:52 PM,14,25,25,23,34,73,59,0.0,1012,23,10,39,26,Hong%20Kong
2020-10-24,23,21,0.0,4.2,5,49,01:41 PM,No moonset,06:23 AM,05:51 PM,13,24,24,22,42,88,57,0.1,1014,23,10,68,31,Hong%20Kong
2020-10-25,24,22,0.0,5.7,5,56,02:23 PM,12:50 AM,06:24 AM,05:51 PM,16,25,25,23,34,53,63,0.0,1015,24,10,76,25,Hong%20Kong
2020-10-26,25,22,0.0,8.7,6,64,03:02 PM,01:45 AM,06:24 AM,05:50 PM,19,26,26,24,26,16,75,0.0,1014,25,10,81,20,Hong%20Kong
2020-10-27,25,23,0.0,8.7,6,71,03:37 PM,02:37 AM,06:25 AM,05:49 PM,19,26,26,24,33,8,74,0.0,1013,25,10,75,25,Hong%20Kong
2020-10-28,24,20,0.0,4.2,5,78,04:10 PM,03:28 AM,06:25 AM,05:49 PM,19,25,25,23,40,74,77,10.2,1014,24,7,70,28,Hong%20Kong
