date_time,United%20States%2C%20Nevada_maxtempC,United%20States%2C%20Nevada_mintempC,United%20States%2C%20Nevada_totalSnow_cm,United%20States%2C%20Nevada_sunHour,United%20States%2C%20Nevada_uvIndex,United%20States%2C%20Nevada_moon_illumination,United%20States%2C%20Nevada_moonrise,United%20States%2C%20Nevada_moonset,United%20States%2C%20Nevada_sunrise,United%20States%2C%20Nevada_sunset,United%20States%2C%20Nevada_DewPointC,United%20States%2C%20Nevada_FeelsLikeC,United%20States%2C%20Nevada_HeatIndexC,United%20States%2C%20Nevada_WindChillC,United%20States%2C%20Nevada_WindGustKmph,United%20States%2C%20Nevada_cloudcover,United%20States%2C%20Nevada_humidity,United%20States%2C%20Nevada_precipMM,United%20States%2C%20Nevada_pressure,United%20States%2C%20Nevada_tempC,United%20States%2C%20Nevada_visibility,United%20States%2C%20Nevada_winddirDegree,United%20States%2C%20Nevada_windspeedKmph,United%20States%2C%20Nevada_location
2020-05-17,34,25,0.0,14.1,8,26,02:16 AM,02:10 PM,04:32 AM,06:41 PM,3,28,28,29,31,12,20,0.0,1008,34,10,180,25,United%20States%2C%20Nevada
2020-05-18,30,22,0.0,14.1,7,19,02:42 AM,03:05 PM,04:31 AM,06:42 PM,1,25,25,26,37,2,21,0.0,1007,30,10,218,30,United%20States%2C%20Nevada
2020-05-19,23,17,0.0,14.1,6,11,03:08 AM,04:01 PM,04:30 AM,06:43 PM,-1,20,20,20,36,2,27,0.0,1008,23,10,227,30,United%20States%2C%20Nevada
2020-05-20,26,16,0.0,14.1,6,4,03:35 AM,04:58 PM,04:30 AM,06:43 PM,-1,21,20,21,11,11,24,0.0,1013,26,10,284,9,United%20States%2C%20Nevada
2020-05-21,29,20,0.0,14.2,7,0,04:04 AM,05:56 PM,04:29 AM,06:44 PM,-6,23,23,24,8,0,13,0.0,1011,29,10,140,6,United%20States%2C%20Nevada
2020-05-22,31,22,0.0,14.2,6,0,04:36 AM,06:56 PM,04:29 AM,06:45 PM,-4,25,25,26,37,20,14,0.0,1005,31,10,222,29,United%20States%2C%20Nevada
2020-05-23,27,18,0.0,13.4,5,3,05:14 AM,07:56 PM,04:28 AM,06:46 PM,-5,22,22,22,19,26,17,0.0,1009,27,10,159,15,United%20States%2C%20Nevada
2020-05-24,30,19,0.0,14.2,7,10,05:57 AM,08:54 PM,04:27 AM,06:46 PM,-6,24,24,25,13,6,13,0.0,1010,30,10,104,10,United%20States%2C%20Nevada
2020-05-25,32,22,0.0,14.2,7,17,06:47 AM,09:50 PM,04:27 AM,06:47 PM,-4,26,26,27,23,1,13,0.0,1010,32,10,110,16,United%20States%2C%20Nevada
2020-05-26,36,24,0.0,14.2,8,25,07:44 AM,10:40 PM,04:26 AM,06:48 PM,-3,28,28,30,8,0,12,0.0,1010,36,10,211,5,United%20States%2C%20Nevada
2020-05-27,40,28,0.0,14.2,9,32,08:45 AM,11:26 PM,04:26 AM,06:48 PM,2,33,33,34,21,3,13,0.0,1008,40,10,217,14,United%20States%2C%20Nevada
2020-05-28,42,29,0.0,14.2,9,39,09:51 AM,No moonset,04:25 AM,06:49 PM,2,34,34,35,18,4,14,0.0,1009,42,10,219,11,United%20States%2C%20Nevada
2020-05-29,41,29,0.0,14.3,9,47,10:58 AM,12:06 AM,04:25 AM,06:50 PM,-1,33,33,35,27,0,11,0.0,1010,41,10,178,20,United%20States%2C%20Nevada
2020-05-30,36,27,0.0,14.3,8,54,12:06 PM,12:43 AM,04:25 AM,06:51 PM,-2,29,29,31,32,6,13,0.0,1008,36,10,206,24,United%20States%2C%20Nevada
2020-05-31,37,23,0.0,14.3,8,58,01:15 PM,01:16 AM,04:24 AM,06:51 PM,-1,29,29,30,24,10,15,0.0,1008,37,10,206,17,United%20States%2C%20Nevada
2020-06-01,37,25,0.0,14.3,7,71,02:24 PM,01:49 AM,04:24 AM,06:52 PM,-1,31,31,31,24,16,14,0.0,1009,37,10,194,17,United%20States%2C%20Nevada
2020-06-02,38,26,0.0,10.0,7,79,03:35 PM,02:22 AM,04:24 AM,06:52 PM,-0,30,30,32,14,68,13,0.0,1012,38,10,197,9,United%20States%2C%20Nevada
2020-06-03,36,28,0.0,13.4,7,86,04:46 PM,02:57 AM,04:23 AM,06:53 PM,6,30,30,32,14,28,20,0.5,1011,36,10,237,9,United%20States%2C%20Nevada
2020-06-04,41,29,0.0,14.3,9,94,05:58 PM,03:35 AM,04:23 AM,06:54 PM,-1,34,34,35,22,10,11,0.0,1007,41,10,191,15,United%20States%2C%20Nevada
2020-06-05,38,28,0.0,13.4,8,100,07:08 PM,04:19 AM,04:23 AM,06:54 PM,-1,32,32,33,32,34,13,0.0,1003,38,10,184,24,United%20States%2C%20Nevada
2020-06-06,31,22,0.0,14.3,7,100,08:13 PM,05:09 AM,04:23 AM,06:55 PM,5,26,26,26,40,3,27,0.0,1003,31,10,211,32,United%20States%2C%20Nevada
2020-06-07,30,18,0.0,14.3,6,84,09:12 PM,06:04 AM,04:23 AM,06:55 PM,-3,23,23,24,24,0,19,0.0,1005,30,10,208,18,United%20States%2C%20Nevada
2020-06-08,27,18,0.0,14.3,6,76,10:01 PM,07:04 AM,04:22 AM,06:56 PM,-11,22,22,23,32,0,10,0.0,1014,27,10,202,24,United%20States%2C%20Nevada
2020-06-09,31,18,0.0,14.3,7,69,10:43 PM,08:05 AM,04:22 AM,06:56 PM,-11,25,25,25,12,0,9,0.0,1016,31,10,114,8,United%20States%2C%20Nevada
2020-06-10,35,22,0.0,14.4,8,61,11:20 PM,09:06 AM,04:22 AM,06:57 PM,-6,28,28,29,9,0,10,0.0,1014,35,10,200,6,United%20States%2C%20Nevada
2020-06-11,39,25,0.0,14.4,8,54,11:51 PM,10:06 AM,04:22 AM,06:57 PM,-9,32,32,32,16,0,8,0.0,1013,39,10,157,11,United%20States%2C%20Nevada
2020-06-12,38,25,0.0,14.4,8,46,No moonrise,11:04 AM,04:22 AM,06:58 PM,-9,32,32,32,34,5,7,0.0,1011,38,10,196,25,United%20States%2C%20Nevada
2020-06-13,33,21,0.0,14.4,6,38,12:18 AM,12:01 PM,04:22 AM,06:58 PM,-6,27,27,28,36,12,13,0.0,1008,33,10,217,26,United%20States%2C%20Nevada
2020-06-14,36,21,0.0,14.4,8,31,12:45 AM,12:56 PM,04:22 AM,06:58 PM,-3,28,28,28,20,0,15,0.0,1008,36,10,206,13,United%20States%2C%20Nevada
2020-06-15,38,23,0.0,14.4,8,23,01:11 AM,01:52 PM,04:22 AM,06:59 PM,-2,29,29,30,27,5,13,0.0,1009,38,10,186,19,United%20States%2C%20Nevada
2020-06-16,36,24,0.0,14.4,8,16,01:37 AM,02:48 PM,04:22 AM,06:59 PM,1,29,29,30,39,2,17,0.0,1005,36,10,216,28,United%20States%2C%20Nevada
2020-06-17,33,21,0.0,14.4,7,8,02:05 AM,03:46 PM,04:23 AM,06:59 PM,-0,27,27,27,18,0,19,0.0,1008,33,10,193,12,United%20States%2C%20Nevada
2020-06-18,34,22,0.0,14.5,7,1,02:36 AM,04:45 PM,04:23 AM,07:00 PM,-7,28,28,28,17,0,10,0.0,1009,34,10,89,11,United%20States%2C%20Nevada
2020-06-19,36,23,0.0,14.5,8,0,03:12 AM,05:46 PM,04:23 AM,07:00 PM,-5,28,28,29,13,4,11,0.0,1008,36,10,117,7,United%20States%2C%20Nevada
2020-06-20,40,26,0.0,14.5,9,0,03:53 AM,06:45 PM,04:23 AM,07:00 PM,-2,33,33,33,17,2,12,0.0,1009,40,10,207,11,United%20States%2C%20Nevada
2020-06-21,41,28,0.0,14.5,9,0,04:40 AM,07:44 PM,04:23 AM,07:00 PM,-1,33,33,34,23,0,12,0.0,1008,41,10,211,15,United%20States%2C%20Nevada
2020-06-22,41,27,0.0,14.5,9,7,05:36 AM,08:37 PM,04:24 AM,07:00 PM,1,33,33,34,19,0,14,0.0,1009,41,10,164,11,United%20States%2C%20Nevada
2020-06-23,42,29,0.0,14.5,9,14,06:37 AM,09:25 PM,04:24 AM,07:01 PM,-2,36,36,36,21,1,11,0.0,1008,42,10,166,13,United%20States%2C%20Nevada
2020-06-24,42,28,0.0,11.3,8,22,07:43 AM,10:07 PM,04:24 AM,07:01 PM,-2,35,35,35,22,62,10,0.0,1005,42,10,176,15,United%20States%2C%20Nevada
2020-06-25,42,28,0.0,14.5,8,29,08:50 AM,10:45 PM,04:24 AM,07:01 PM,5,35,35,35,24,31,19,0.4,1004,42,10,220,17,United%20States%2C%20Nevada
2020-06-26,36,25,0.0,12.4,7,37,09:58 AM,11:19 PM,04:25 AM,07:01 PM,9,30,30,31,13,36,27,1.1,1007,36,10,223,9,United%20States%2C%20Nevada
2020-06-27,41,26,0.0,14.5,9,44,11:06 AM,11:51 PM,04:25 AM,07:01 PM,4,33,33,34,12,1,18,0.0,1005,41,10,185,8,United%20States%2C%20Nevada
2020-06-28,39,29,0.0,14.5,8,52,12:14 PM,No moonset,04:26 AM,07:01 PM,4,33,33,34,51,6,18,0.0,1000,39,10,205,39,United%20States%2C%20Nevada
2020-06-29,31,21,0.0,14.5,7,59,01:22 PM,12:23 AM,04:26 AM,07:01 PM,-0,26,26,26,23,1,19,0.0,1004,31,10,243,16,United%20States%2C%20Nevada
2020-06-30,33,21,0.0,14.5,7,67,02:31 PM,12:56 AM,04:26 AM,07:01 PM,-3,26,26,27,19,0,15,0.0,1010,33,10,308,11,United%20States%2C%20Nevada
2020-07-01,37,24,0.0,14.5,8,72,03:41 PM,01:32 AM,04:27 AM,07:01 PM,-3,31,31,31,28,0,12,0.0,1007,37,10,187,20,United%20States%2C%20Nevada
2020-07-02,38,24,0.0,14.5,8,79,04:50 PM,02:12 AM,04:27 AM,07:01 PM,2,29,29,31,28,0,16,0.0,1009,38,10,175,19,United%20States%2C%20Nevada
2020-07-03,39,24,0.0,14.5,8,86,05:57 PM,02:58 AM,04:28 AM,07:01 PM,1,33,33,33,22,3,15,0.0,1011,39,10,185,15,United%20States%2C%20Nevada
2020-07-04,41,26,0.0,14.5,9,94,06:58 PM,03:50 AM,04:28 AM,07:00 PM,-2,34,34,34,21,2,11,0.0,1011,41,10,212,13,United%20States%2C%20Nevada
2020-07-05,42,27,0.0,14.5,9,100,07:52 PM,04:48 AM,04:29 AM,07:00 PM,-5,35,35,35,24,0,8,0.0,1009,42,10,221,16,United%20States%2C%20Nevada
2020-07-06,42,27,0.0,14.5,9,100,08:37 PM,05:49 AM,04:29 AM,07:00 PM,-7,35,35,35,29,0,7,0.0,1007,42,10,223,19,United%20States%2C%20Nevada
2020-07-07,40,26,0.0,14.5,9,85,09:16 PM,06:51 AM,04:30 AM,07:00 PM,-7,34,34,34,33,0,8,0.0,1006,40,10,218,22,United%20States%2C%20Nevada
2020-07-08,41,25,0.0,14.3,9,77,09:50 PM,07:53 AM,04:30 AM,06:59 PM,-7,34,34,34,29,0,9,0.0,1007,41,10,216,19,United%20States%2C%20Nevada
2020-07-09,42,25,0.0,14.3,9,70,10:19 PM,08:52 AM,04:31 AM,06:59 PM,-7,34,34,34,23,0,9,0.0,1008,42,10,203,14,United%20States%2C%20Nevada
2020-07-10,44,26,0.0,14.3,9,63,10:46 PM,09:50 AM,04:32 AM,06:59 PM,-4,36,36,36,15,0,9,0.0,1012,44,10,164,9,United%20States%2C%20Nevada
2020-07-11,44,30,0.0,14.3,9,55,11:13 PM,10:46 AM,04:32 AM,06:58 PM,5,37,37,37,22,5,15,0.0,1012,44,10,225,15,United%20States%2C%20Nevada
2020-07-12,46,32,0.0,14.3,10,48,11:39 PM,11:42 AM,04:33 AM,06:58 PM,5,40,40,39,25,7,13,0.0,1008,46,10,237,17,United%20States%2C%20Nevada
2020-07-13,43,32,0.0,14.2,9,41,No moonrise,12:37 PM,04:34 AM,06:58 PM,3,37,37,38,36,2,13,0.0,1006,43,10,226,25,United%20States%2C%20Nevada
2020-07-14,42,29,0.0,14.2,9,34,12:05 AM,01:34 PM,04:34 AM,06:57 PM,-1,37,37,36,28,1,10,0.0,1007,42,10,208,19,United%20States%2C%20Nevada
2020-07-15,41,27,0.0,14.2,9,26,12:35 AM,02:32 PM,04:35 AM,06:57 PM,-1,35,35,35,24,2,12,0.0,1008,41,10,182,17,United%20States%2C%20Nevada
2020-07-16,42,28,0.0,14.2,9,19,01:08 AM,03:32 PM,04:36 AM,06:56 PM,0,36,36,36,24,1,12,0.0,1009,42,10,171,16,United%20States%2C%20Nevada
2020-07-17,42,28,0.0,14.2,9,12,01:47 AM,04:32 PM,04:36 AM,06:55 PM,2,35,35,35,24,2,14,0.0,1011,42,10,180,16,United%20States%2C%20Nevada
2020-07-18,42,28,0.0,14.2,9,5,02:31 AM,05:32 PM,04:37 AM,06:55 PM,1,36,36,36,20,0,13,0.0,1010,42,10,214,12,United%20States%2C%20Nevada
2020-07-19,43,28,0.0,13.4,8,0,03:24 AM,06:28 PM,04:38 AM,06:54 PM,0,36,36,36,16,21,11,0.2,1008,43,10,199,10,United%20States%2C%20Nevada
2020-07-20,43,29,0.0,14.2,9,0,04:24 AM,07:19 PM,04:38 AM,06:54 PM,-1,37,37,37,21,2,11,0.0,1007,43,10,205,13,United%20States%2C%20Nevada
2020-07-21,42,30,0.0,14.1,9,2,05:30 AM,08:05 PM,04:39 AM,06:53 PM,4,35,35,36,22,8,15,0.0,1006,42,10,164,16,United%20States%2C%20Nevada
2020-07-22,41,29,0.0,14.1,9,10,06:38 AM,08:45 PM,04:40 AM,06:52 PM,-1,34,34,35,32,3,11,0.0,1006,41,10,185,23,United%20States%2C%20Nevada
2020-07-23,39,26,0.0,14.1,8,17,07:49 AM,09:21 PM,04:41 AM,06:52 PM,-4,32,32,33,27,0,10,0.0,1007,39,10,204,19,United%20States%2C%20Nevada
2020-07-24,39,26,0.0,14.1,8,24,08:58 AM,09:54 PM,04:41 AM,06:51 PM,-1,31,31,33,24,0,12,0.0,1008,39,10,182,17,United%20States%2C%20Nevada
2020-07-25,39,27,0.0,14.1,9,32,10:06 AM,10:26 PM,04:42 AM,06:50 PM,1,33,33,34,17,1,13,0.0,1009,39,10,173,11,United%20States%2C%20Nevada
2020-07-26,40,29,0.0,14.1,9,39,11:15 AM,10:58 PM,04:43 AM,06:49 PM,1,33,33,35,12,2,12,0.0,1010,40,10,132,7,United%20States%2C%20Nevada
2020-07-27,41,30,0.0,14.1,9,46,12:22 PM,11:33 PM,04:44 AM,06:49 PM,2,34,34,36,16,2,13,0.0,1009,41,10,218,10,United%20States%2C%20Nevada
2020-07-28,42,29,0.0,14.0,9,53,01:31 PM,No moonset,04:44 AM,06:48 PM,0,36,36,36,20,0,11,0.0,1008,42,10,223,13,United%20States%2C%20Nevada
2020-07-29,43,29,0.0,14.0,9,61,02:39 PM,12:10 AM,04:45 AM,06:47 PM,-4,37,37,36,18,0,8,0.0,1009,43,10,201,11,United%20States%2C%20Nevada
2020-07-30,44,30,0.0,14.0,9,68,03:46 PM,12:53 AM,04:46 AM,06:46 PM,-2,38,38,38,19,0,8,0.0,1010,44,10,203,12,United%20States%2C%20Nevada
2020-07-31,44,31,0.0,14.0,9,72,04:47 PM,01:42 AM,04:47 AM,06:45 PM,3,38,38,38,20,0,12,0.0,1010,44,10,249,13,United%20States%2C%20Nevada
2020-08-01,44,31,0.0,14.0,9,82,05:43 PM,02:37 AM,04:48 AM,06:44 PM,-6,38,38,38,34,0,8,0.0,1009,44,10,226,23,United%20States%2C%20Nevada
2020-08-02,42,28,0.0,14.0,9,90,06:31 PM,03:36 AM,04:48 AM,06:43 PM,-9,36,36,36,32,0,6,0.0,1010,42,10,210,22,United%20States%2C%20Nevada
2020-08-03,43,26,0.0,13.9,9,97,07:13 PM,04:37 AM,04:49 AM,06:42 PM,-8,36,36,35,19,3,7,0.0,1009,43,10,211,11,United%20States%2C%20Nevada
2020-08-04,43,28,0.0,13.9,9,100,07:48 PM,05:40 AM,04:50 AM,06:41 PM,-3,36,36,36,26,0,10,0.0,1008,43,10,204,17,United%20States%2C%20Nevada
2020-08-05,40,26,0.0,13.9,8,88,08:19 PM,06:40 AM,04:51 AM,06:40 PM,-1,33,33,33,21,0,13,0.0,1007,40,10,196,14,United%20States%2C%20Nevada
2020-08-06,38,25,0.0,13.9,8,81,08:47 PM,07:39 AM,04:52 AM,06:39 PM,-0,32,32,32,24,0,16,0.0,1007,38,10,193,16,United%20States%2C%20Nevada
2020-08-07,39,23,0.0,13.9,8,74,09:14 PM,08:35 AM,04:52 AM,06:38 PM,-5,32,32,32,20,0,12,0.0,1009,39,10,169,14,United%20States%2C%20Nevada
2020-08-08,40,25,0.0,13.8,8,67,09:40 PM,09:32 AM,04:53 AM,06:37 PM,-5,33,33,33,18,0,11,0.0,1011,40,10,163,11,United%20States%2C%20Nevada
2020-08-09,41,26,0.0,13.8,9,59,10:06 PM,10:27 AM,04:54 AM,06:36 PM,-6,34,34,34,14,0,9,0.0,1011,41,10,194,8,United%20States%2C%20Nevada
2020-08-10,41,27,0.0,13.8,9,52,10:34 PM,11:23 AM,04:55 AM,06:35 PM,-7,35,35,35,20,0,7,0.0,1010,41,10,161,13,United%20States%2C%20Nevada
2020-08-11,40,26,0.0,13.8,8,45,11:05 PM,12:20 PM,04:56 AM,06:34 PM,-7,33,33,33,23,0,9,0.0,1009,40,10,187,15,United%20States%2C%20Nevada
2020-08-12,41,26,0.0,13.8,9,38,11:41 PM,01:19 PM,04:56 AM,06:32 PM,-1,33,33,34,27,0,11,0.0,1010,41,10,227,18,United%20States%2C%20Nevada
2020-08-13,41,28,0.0,13.7,9,30,No moonrise,02:18 PM,04:57 AM,06:31 PM,5,34,34,35,24,8,16,0.0,1010,41,10,232,16,United%20States%2C%20Nevada
2020-08-14,42,30,0.0,13.7,9,23,12:22 AM,03:18 PM,04:58 AM,06:30 PM,5,36,36,36,13,4,16,0.0,1010,42,10,211,8,United%20States%2C%20Nevada
2020-08-15,44,31,0.0,13.7,9,16,01:11 AM,04:15 PM,04:59 AM,06:29 PM,3,38,38,38,11,5,13,0.0,1009,44,10,205,6,United%20States%2C%20Nevada
2020-08-16,43,32,0.0,13.3,9,8,02:07 AM,05:08 PM,05:00 AM,06:28 PM,4,38,38,38,8,10,14,0.0,1009,43,10,194,5,United%20States%2C%20Nevada
2020-08-17,43,30,0.0,13.3,9,1,03:11 AM,05:57 PM,05:00 AM,06:26 PM,9,38,38,37,11,13,21,0.0,1011,43,10,154,6,United%20States%2C%20Nevada
2020-08-18,44,31,0.0,13.2,8,0,04:19 AM,06:39 PM,05:01 AM,06:25 PM,10,39,39,38,17,12,22,0.2,1012,44,10,167,10,United%20States%2C%20Nevada
2020-08-19,43,31,0.0,13.2,8,0,05:31 AM,07:18 PM,05:02 AM,06:24 PM,8,38,38,37,13,21,19,0.1,1008,43,10,159,8,United%20States%2C%20Nevada
2020-08-20,44,31,0.0,13.2,9,6,06:42 AM,07:53 PM,05:03 AM,06:23 PM,6,38,38,38,20,0,16,0.0,1005,44,10,238,13,United%20States%2C%20Nevada
2020-08-21,44,31,0.0,13.2,9,13,07:53 AM,08:26 PM,05:04 AM,06:21 PM,2,38,38,38,24,3,12,0.0,1005,44,10,209,15,United%20States%2C%20Nevada
2020-08-22,43,28,0.0,13.2,9,20,09:04 AM,08:59 PM,05:04 AM,06:20 PM,12,37,37,36,20,8,28,0.0,1008,43,10,170,13,United%20States%2C%20Nevada
2020-08-23,37,28,0.0,13.1,7,28,10:13 AM,09:34 PM,05:05 AM,06:19 PM,13,33,33,32,10,44,29,2.8,1009,37,10,157,7,United%20States%2C%20Nevada
2020-08-24,40,31,0.0,13.1,8,35,11:24 AM,10:10 PM,05:06 AM,06:17 PM,11,35,35,36,12,48,24,2.4,1008,40,10,188,8,United%20States%2C%20Nevada
2020-08-25,42,32,0.0,13.1,9,42,12:32 PM,10:52 PM,05:07 AM,06:16 PM,6,36,36,36,20,8,16,0.1,1008,42,10,223,14,United%20States%2C%20Nevada
2020-08-26,41,32,0.0,13.1,9,50,01:39 PM,11:39 PM,05:08 AM,06:15 PM,4,35,35,36,22,0,14,0.0,1006,41,10,228,15,United%20States%2C%20Nevada
2020-08-27,41,31,0.0,13.1,9,57,02:42 PM,No moonset,05:08 AM,06:13 PM,3,35,35,36,23,2,14,0.0,1005,41,10,230,16,United%20States%2C%20Nevada
2020-08-28,41,31,0.0,13.0,9,64,03:39 PM,12:31 AM,05:09 AM,06:12 PM,2,34,34,35,23,1,13,0.0,1006,41,10,225,15,United%20States%2C%20Nevada
2020-08-29,39,31,0.0,13.0,9,71,04:28 PM,01:28 AM,05:10 AM,06:11 PM,5,34,34,35,25,1,17,0.0,1008,39,10,196,19,United%20States%2C%20Nevada
2020-08-30,38,28,0.0,13.0,8,79,05:11 PM,02:28 AM,05:11 AM,06:09 PM,7,32,32,33,22,2,22,0.0,1009,38,10,199,16,United%20States%2C%20Nevada
2020-08-31,38,26,0.0,13.0,8,82,05:48 PM,03:30 AM,05:12 AM,06:08 PM,10,31,31,32,21,0,32,0.0,1007,38,10,197,15,United%20States%2C%20Nevada
2020-09-01,34,27,0.0,13.0,8,97,06:20 PM,04:30 AM,05:12 AM,06:07 PM,2,29,29,31,13,0,17,0.0,1008,34,10,125,9,United%20States%2C%20Nevada
2020-09-02,37,27,0.0,12.9,8,100,06:49 PM,05:29 AM,05:13 AM,06:05 PM,0,31,31,32,9,0,14,0.0,1011,37,10,127,5,United%20States%2C%20Nevada
2020-09-03,39,29,0.0,12.9,8,88,07:16 PM,06:26 AM,05:14 AM,06:04 PM,2,32,32,34,6,0,14,0.0,1011,39,10,211,4,United%20States%2C%20Nevada
2020-09-04,41,31,0.0,12.9,9,81,07:42 PM,07:23 AM,05:15 AM,06:02 PM,1,34,34,36,9,0,12,0.0,1012,41,10,187,5,United%20States%2C%20Nevada
2020-09-05,42,32,0.0,12.9,9,73,08:07 PM,08:19 AM,05:15 AM,06:01 PM,2,36,36,37,13,0,12,0.0,1014,42,10,221,7,United%20States%2C%20Nevada
2020-09-06,43,32,0.0,11.6,9,66,08:34 PM,09:15 AM,05:16 AM,05:59 PM,0,37,37,38,11,2,10,0.0,1013,43,10,197,6,United%20States%2C%20Nevada
2020-09-07,44,32,0.0,11.6,9,58,09:04 PM,10:11 AM,05:17 AM,05:58 PM,-3,38,38,38,16,8,8,0.0,1006,44,10,267,10,United%20States%2C%20Nevada
2020-09-08,31,23,0.0,11.6,7,50,09:37 PM,11:08 AM,05:18 AM,05:57 PM,-5,27,27,28,53,0,11,0.0,1007,31,10,120,40,United%20States%2C%20Nevada
2020-09-09,27,18,0.0,11.6,6,43,10:15 PM,12:06 PM,05:19 AM,05:55 PM,-9,22,22,22,33,0,12,0.0,1016,27,10,70,25,United%20States%2C%20Nevada
2020-09-10,29,18,0.0,11.6,6,35,11:00 PM,01:05 PM,05:19 AM,05:54 PM,-0,22,22,23,9,0,23,0.0,1017,29,10,124,6,United%20States%2C%20Nevada
2020-09-11,33,21,0.0,11.6,7,28,11:52 PM,02:02 PM,05:20 AM,05:52 PM,-4,26,26,27,6,0,13,0.0,1015,33,10,132,4,United%20States%2C%20Nevada
2020-09-12,36,23,0.0,11.6,8,20,No moonrise,02:56 PM,05:21 AM,05:51 PM,-5,29,29,30,6,0,11,0.0,1011,36,10,169,4,United%20States%2C%20Nevada
2020-09-13,38,25,0.0,11.6,8,13,12:51 AM,03:46 PM,05:22 AM,05:49 PM,-7,32,32,32,8,0,8,0.0,1012,38,10,151,5,United%20States%2C%20Nevada
2020-09-14,38,26,0.0,11.6,8,5,01:57 AM,04:31 PM,05:22 AM,05:48 PM,-1,31,31,32,11,0,13,0.0,1014,38,10,145,7,United%20States%2C%20Nevada
2020-09-15,37,27,0.0,11.6,8,0,03:06 AM,05:11 PM,05:23 AM,05:46 PM,4,30,30,32,9,1,19,0.0,1016,37,10,216,5,United%20States%2C%20Nevada
2020-09-16,39,27,0.0,11.6,8,0,04:18 AM,05:48 PM,05:24 AM,05:45 PM,-1,33,33,33,8,0,13,0.0,1013,39,10,224,5,United%20States%2C%20Nevada
2020-09-17,40,27,0.0,11.6,9,0,05:31 AM,06:22 PM,05:25 AM,05:43 PM,-4,33,33,33,14,3,10,0.0,1012,40,10,201,9,United%20States%2C%20Nevada
2020-09-18,39,28,0.0,7.5,8,2,06:43 AM,06:56 PM,05:25 AM,05:42 PM,-5,34,34,34,24,44,9,0.0,1011,39,10,198,16,United%20States%2C%20Nevada
2020-09-19,37,26,0.0,11.6,8,10,07:56 AM,07:31 PM,05:26 AM,05:41 PM,4,31,31,32,28,2,19,0.0,1010,37,10,220,19,United%20States%2C%20Nevada
2020-09-20,38,25,0.0,11.6,8,17,09:09 AM,08:07 PM,05:27 AM,05:39 PM,3,31,31,32,18,1,18,0.0,1010,38,10,178,12,United%20States%2C%20Nevada
2020-09-21,36,26,0.0,11.6,7,25,10:21 AM,08:48 PM,05:28 AM,05:38 PM,4,30,30,31,16,23,18,0.5,1011,36,10,192,11,United%20States%2C%20Nevada
2020-09-22,37,26,0.0,11.6,8,32,11:31 AM,09:35 PM,05:29 AM,05:36 PM,3,31,31,31,19,2,18,0.0,1012,37,10,216,13,United%20States%2C%20Nevada
2020-09-23,36,25,0.0,11.6,8,40,12:36 PM,10:26 PM,05:29 AM,05:35 PM,1,29,29,30,12,1,17,0.0,1014,36,10,148,7,United%20States%2C%20Nevada
2020-09-24,38,25,0.0,11.6,8,47,01:36 PM,11:23 PM,05:30 AM,05:33 PM,-0,31,31,32,20,0,14,0.0,1011,38,10,211,13,United%20States%2C%20Nevada
2020-09-25,37,25,0.0,11.6,8,55,02:28 PM,No moonset,05:31 AM,05:32 PM,-3,31,31,31,24,0,12,0.0,1010,37,10,216,15,United%20States%2C%20Nevada
2020-09-26,36,24,0.0,11.6,8,62,03:12 PM,12:22 AM,05:32 AM,05:30 PM,-3,30,30,30,12,0,13,0.0,1011,36,10,193,7,United%20States%2C%20Nevada
2020-09-27,34,23,0.0,11.6,8,70,03:50 PM,01:23 AM,05:33 AM,05:29 PM,-1,29,29,29,17,3,15,0.0,1011,34,10,103,11,United%20States%2C%20Nevada
2020-09-28,32,22,0.0,11.6,7,78,04:23 PM,02:23 AM,05:33 AM,05:27 PM,-4,26,26,26,28,0,15,0.0,1016,32,10,19,20,United%20States%2C%20Nevada
2020-09-29,32,20,0.0,11.6,7,85,04:52 PM,03:22 AM,05:34 AM,05:26 PM,-6,27,27,26,11,0,13,0.0,1017,32,10,106,7,United%20States%2C%20Nevada
2020-09-30,35,22,0.0,11.6,8,93,05:19 PM,04:19 AM,05:35 AM,05:24 PM,-5,29,29,29,6,0,12,0.0,1016,35,10,191,4,United%20States%2C%20Nevada
2020-10-01,36,22,0.0,11.6,8,97,05:45 PM,05:16 AM,05:36 AM,05:23 PM,-9,30,30,30,11,0,9,0.0,1015,36,10,135,7,United%20States%2C%20Nevada
2020-10-02,36,22,0.0,11.6,8,100,06:10 PM,06:12 AM,05:37 AM,05:21 PM,-11,30,30,30,6,0,8,0.0,1012,36,10,221,3,United%20States%2C%20Nevada
2020-10-03,36,22,0.0,11.6,8,89,06:36 PM,07:08 AM,05:37 AM,05:20 PM,-10,30,30,30,7,0,9,0.0,1010,36,10,154,5,United%20States%2C%20Nevada
2020-10-04,37,22,0.0,11.6,8,82,07:05 PM,08:04 AM,05:38 AM,05:19 PM,-8,30,30,30,12,0,11,0.0,1012,37,10,121,7,United%20States%2C%20Nevada
2020-10-05,35,22,0.0,11.6,8,74,07:37 PM,09:01 AM,05:39 AM,05:17 PM,-9,29,29,29,8,4,9,0.0,1014,35,10,227,4,United%20States%2C%20Nevada
2020-10-06,35,22,0.0,11.6,8,67,08:12 PM,09:59 AM,05:40 AM,05:16 PM,-10,28,28,29,8,1,8,0.0,1014,35,10,223,5,United%20States%2C%20Nevada
