date_time,Israel_maxtempC,Israel_mintempC,Israel_totalSnow_cm,Israel_sunHour,Israel_uvIndex,Israel_moon_illumination,Israel_moonrise,Israel_moonset,Israel_sunrise,Israel_sunset,Israel_DewPointC,Israel_FeelsLikeC,Israel_HeatIndexC,Israel_WindChillC,Israel_WindGustKmph,Israel_cloudcover,Israel_humidity,Israel_precipMM,Israel_pressure,Israel_tempC,Israel_visibility,Israel_winddirDegree,Israel_windspeedKmph,Israel_location
2020-06-10,31,25,0.0,9.4,6,61,11:16 PM,10:05 AM,05:34 AM,06:42 PM,25,33,33,28,8,67,88,17.8,1011,31,8,255,5,Israel
2020-06-11,31,24,0.0,10.7,6,54,11:55 PM,10:57 AM,05:34 AM,06:42 PM,24,32,32,27,12,65,84,34.8,1014,31,8,111,7,Israel
2020-06-12,30,22,0.0,8.2,6,46,No moonrise,11:47 AM,05:34 AM,06:42 PM,23,29,29,26,12,75,84,30.4,1015,30,7,209,7,Israel
2020-06-13,28,22,0.0,9.4,6,38,12:32 AM,12:35 PM,05:35 AM,06:43 PM,22,27,27,24,17,67,89,21.3,1013,28,9,268,10,Israel
2020-06-14,29,20,0.0,13.1,6,31,01:07 AM,01:22 PM,05:35 AM,06:43 PM,21,26,26,24,17,43,84,1.6,1014,29,10,267,11,Israel
2020-06-15,28,21,0.0,12.0,6,23,01:41 AM,02:08 PM,05:35 AM,06:43 PM,22,27,27,24,16,58,87,10.0,1014,28,10,267,9,Israel
2020-06-16,29,22,0.0,12.0,6,16,02:15 AM,02:56 PM,05:35 AM,06:43 PM,23,29,29,25,12,58,86,13.6,1014,29,9,264,7,Israel
2020-06-17,28,22,0.0,9.4,6,8,02:52 AM,03:46 PM,05:35 AM,06:44 PM,23,28,28,25,9,65,89,46.6,1014,28,6,198,5,Israel
2020-06-18,30,23,0.0,12.0,6,1,03:31 AM,04:37 PM,05:35 AM,06:44 PM,23,29,29,26,10,59,86,30.5,1012,30,7,107,6,Israel
2020-06-19,28,22,0.0,8.2,6,0,04:13 AM,05:31 PM,05:36 AM,06:44 PM,24,29,29,25,15,88,92,23.4,1012,28,7,104,8,Israel
2020-06-20,31,22,0.0,13.1,6,0,05:00 AM,06:26 PM,05:36 AM,06:44 PM,23,30,30,26,14,39,85,6.6,1013,31,8,97,9,Israel
2020-06-21,31,21,0.0,13.1,6,0,05:51 AM,07:22 PM,05:36 AM,06:45 PM,23,30,30,26,18,42,85,7.8,1013,31,8,106,11,Israel
2020-06-22,31,22,0.0,13.1,6,7,06:46 AM,08:18 PM,05:36 AM,06:45 PM,23,30,30,26,25,47,85,16.0,1013,31,8,107,16,Israel
2020-06-23,30,24,0.0,9.4,6,14,07:45 AM,09:11 PM,05:37 AM,06:45 PM,24,31,31,27,20,67,83,19.9,1011,30,9,124,11,Israel
2020-06-24,31,22,0.0,9.4,6,22,08:44 AM,10:01 PM,05:37 AM,06:45 PM,23,30,30,26,18,73,86,12.2,1011,31,7,114,10,Israel
2020-06-25,32,23,0.0,13.1,7,29,09:44 AM,10:47 PM,05:37 AM,06:45 PM,22,30,30,27,30,29,77,8.3,1011,32,9,113,18,Israel
2020-06-26,31,22,0.0,13.1,7,37,10:42 AM,11:31 PM,05:37 AM,06:45 PM,22,30,30,26,27,21,76,1.1,1013,31,10,108,17,Israel
2020-06-27,31,22,0.0,13.1,6,44,11:40 AM,No moonset,05:38 AM,06:46 PM,22,30,30,26,22,22,80,0.3,1013,31,10,100,14,Israel
2020-06-28,32,21,0.0,13.1,6,52,12:37 PM,12:13 AM,05:38 AM,06:46 PM,22,30,30,26,16,27,79,0.8,1012,32,10,105,10,Israel
2020-06-29,32,22,0.0,13.1,7,59,01:35 PM,12:55 AM,05:38 AM,06:46 PM,22,30,30,26,23,20,80,1.8,1012,32,10,115,15,Israel
2020-06-30,33,22,0.0,13.1,7,67,02:33 PM,01:39 AM,05:38 AM,06:46 PM,22,30,30,27,22,16,76,3.6,1012,33,10,120,13,Israel
2020-07-01,32,21,0.0,13.1,7,72,03:33 PM,02:24 AM,05:39 AM,06:46 PM,21,30,30,26,13,8,74,0.3,1012,32,10,108,8,Israel
2020-07-02,31,21,0.0,13.1,6,79,04:35 PM,03:12 AM,05:39 AM,06:46 PM,22,29,29,26,12,39,83,7.5,1012,31,9,122,7,Israel
2020-07-03,30,22,0.0,13.1,6,86,05:37 PM,04:05 AM,05:39 AM,06:46 PM,22,28,28,25,11,52,87,16.3,1013,30,7,99,7,Israel
2020-07-04,29,22,0.0,13.1,6,94,06:36 PM,05:01 AM,05:40 AM,06:46 PM,23,29,29,25,10,64,88,5.9,1013,29,8,117,6,Israel
2020-07-05,30,22,0.0,9.4,6,100,07:32 PM,05:58 AM,05:40 AM,06:46 PM,23,29,29,25,9,76,90,6.3,1012,30,7,152,6,Israel
2020-07-06,32,22,0.0,13.1,6,100,08:23 PM,06:56 AM,05:40 AM,06:46 PM,23,31,31,27,18,30,82,0.3,1012,32,8,111,11,Israel
2020-07-07,31,23,0.0,13.1,6,85,09:09 PM,07:53 AM,05:41 AM,06:46 PM,23,31,31,27,19,19,78,0.1,1013,31,10,115,12,Israel
2020-07-08,31,22,0.0,13.1,6,77,09:51 PM,08:47 AM,05:41 AM,06:46 PM,23,31,31,27,13,28,79,0.5,1012,31,10,117,8,Israel
2020-07-09,32,23,0.0,10.7,6,70,10:29 PM,09:39 AM,05:41 AM,06:46 PM,23,31,31,27,10,43,79,0.1,1012,32,10,104,7,Israel
2020-07-10,32,22,0.0,13.0,7,63,11:05 PM,10:27 AM,05:42 AM,06:46 PM,23,31,31,27,10,27,80,8.7,1013,32,9,98,7,Israel
2020-07-11,31,22,0.0,13.0,6,55,11:39 PM,11:15 AM,05:42 AM,06:46 PM,23,30,30,26,12,42,86,14.3,1014,31,9,122,7,Israel
2020-07-12,31,21,0.0,13.0,6,48,No moonrise,12:02 PM,05:42 AM,06:46 PM,22,29,29,26,9,43,81,8.6,1014,31,9,122,6,Israel
2020-07-13,31,21,0.0,13.0,6,41,12:13 AM,12:49 PM,05:43 AM,06:46 PM,22,29,29,26,10,35,81,9.6,1013,31,9,139,6,Israel
2020-07-14,31,21,0.0,13.0,6,34,12:49 AM,01:37 PM,05:43 AM,06:46 PM,22,30,30,26,11,40,81,2.4,1013,31,10,110,8,Israel
2020-07-15,31,21,0.0,13.0,6,26,01:27 AM,02:27 PM,05:43 AM,06:46 PM,23,31,31,27,20,38,84,2.6,1013,31,8,110,12,Israel
2020-07-16,32,21,0.0,13.0,7,19,02:07 AM,03:20 PM,05:44 AM,06:45 PM,22,31,31,27,18,20,80,1.8,1014,32,10,104,12,Israel
2020-07-17,31,21,0.0,13.0,6,12,02:51 AM,04:14 PM,05:44 AM,06:45 PM,22,29,29,26,11,40,83,11.3,1014,31,8,145,7,Israel
2020-07-18,31,21,0.0,10.7,6,5,03:41 AM,05:11 PM,05:44 AM,06:45 PM,22,30,30,26,9,57,82,10.9,1012,31,9,120,5,Israel
2020-07-19,31,22,0.0,12.0,6,0,04:35 AM,06:07 PM,05:45 AM,06:45 PM,23,30,30,26,9,55,84,10.6,1012,31,9,183,5,Israel
2020-07-20,31,22,0.0,13.0,6,0,05:33 AM,07:03 PM,05:45 AM,06:45 PM,23,31,31,26,8,49,82,8.9,1011,31,9,109,5,Israel
2020-07-21,31,22,0.0,10.7,6,2,06:34 AM,07:55 PM,05:45 AM,06:44 PM,23,30,30,26,10,69,85,21.4,1011,31,8,190,6,Israel
2020-07-22,31,22,0.0,11.9,6,10,07:35 AM,08:44 PM,05:45 AM,06:44 PM,23,30,30,26,8,60,84,12.0,1012,31,9,255,5,Israel
2020-07-23,30,22,0.0,11.9,6,17,08:35 AM,09:30 PM,05:46 AM,06:44 PM,23,29,29,26,10,60,85,20.3,1012,30,8,133,6,Israel
2020-07-24,31,22,0.0,11.9,6,24,09:35 AM,10:13 PM,05:46 AM,06:44 PM,23,30,30,26,7,50,84,9.3,1011,31,9,106,5,Israel
2020-07-25,31,22,0.0,13.0,6,32,10:32 AM,10:55 PM,05:46 AM,06:43 PM,23,31,31,27,7,48,84,8.7,1011,31,9,135,5,Israel
2020-07-26,32,22,0.0,13.0,6,39,11:30 AM,11:38 PM,05:47 AM,06:43 PM,24,31,31,27,12,34,83,1.1,1010,32,8,117,7,Israel
2020-07-27,32,22,0.0,13.0,6,46,12:27 PM,No moonset,05:47 AM,06:43 PM,23,31,31,27,13,46,83,16.7,1011,32,9,131,7,Israel
2020-07-28,31,22,0.0,13.0,6,53,01:27 PM,12:22 AM,05:47 AM,06:42 PM,24,31,31,26,18,46,85,19.8,1012,31,7,119,10,Israel
2020-07-29,31,22,0.0,11.9,6,61,02:26 PM,01:09 AM,05:48 AM,06:42 PM,23,30,30,26,23,54,85,10.8,1012,31,8,121,14,Israel
2020-07-30,30,21,0.0,10.6,6,68,03:27 PM,01:58 AM,05:48 AM,06:41 PM,23,30,30,26,22,54,85,16.3,1013,30,7,123,12,Israel
2020-07-31,32,22,0.0,12.9,6,72,04:26 PM,02:52 AM,05:48 AM,06:41 PM,23,31,31,27,10,37,82,1.7,1012,32,9,116,7,Israel
2020-08-01,32,22,0.0,12.9,6,82,05:23 PM,03:48 AM,05:49 AM,06:41 PM,23,31,31,27,9,34,81,4.7,1012,32,9,159,5,Israel
2020-08-02,32,22,0.0,10.6,6,90,06:15 PM,04:45 AM,05:49 AM,06:40 PM,23,31,31,27,10,67,82,7.7,1012,32,9,228,6,Israel
2020-08-03,30,22,0.0,9.4,6,97,07:03 PM,05:42 AM,05:49 AM,06:40 PM,23,30,30,26,13,68,86,20.4,1014,30,8,265,7,Israel
2020-08-04,30,23,0.0,8.1,6,100,07:46 PM,06:37 AM,05:49 AM,06:39 PM,24,30,30,26,12,76,88,58.3,1014,30,6,255,6,Israel
2020-08-05,30,23,0.0,8.1,6,88,08:25 PM,07:30 AM,05:50 AM,06:39 PM,24,30,30,26,8,78,87,34.2,1013,30,7,170,4,Israel
2020-08-06,30,22,0.0,9.3,6,81,09:02 PM,08:19 AM,05:50 AM,06:38 PM,23,29,29,26,14,71,89,47.7,1012,30,7,161,7,Israel
2020-08-07,30,22,0.0,9.3,6,74,09:38 PM,09:08 AM,05:50 AM,06:38 PM,24,30,30,26,16,71,89,41.8,1012,30,7,126,10,Israel
2020-08-08,29,21,0.0,10.6,6,67,10:11 PM,09:55 AM,05:50 AM,06:37 PM,23,28,28,25,20,52,89,19.6,1015,29,7,111,11,Israel
2020-08-09,30,21,0.0,8.0,6,59,10:46 PM,10:42 AM,05:51 AM,06:37 PM,23,29,29,25,16,70,89,27.3,1015,30,6,110,9,Israel
2020-08-10,30,22,0.0,10.6,6,52,11:23 PM,11:30 AM,05:51 AM,06:36 PM,24,30,30,26,16,59,89,25.3,1014,30,6,117,10,Israel
2020-08-11,30,21,0.0,10.6,6,45,No moonrise,12:18 PM,05:51 AM,06:35 PM,23,30,30,25,16,59,87,9.1,1013,30,9,120,10,Israel
2020-08-12,31,21,0.0,12.8,7,38,12:01 AM,01:09 PM,05:51 AM,06:35 PM,22,29,29,25,9,34,83,4.4,1013,31,10,139,6,Israel
2020-08-13,31,22,0.0,12.8,6,30,12:43 AM,02:02 PM,05:52 AM,06:34 PM,23,29,29,26,9,44,83,10.2,1012,31,9,134,6,Israel
2020-08-14,30,22,0.0,11.9,6,23,01:30 AM,02:57 PM,05:52 AM,06:34 PM,23,29,29,26,9,64,86,19.7,1012,30,8,149,5,Israel
2020-08-15,30,22,0.0,12.8,6,16,02:21 AM,03:54 PM,05:52 AM,06:33 PM,23,29,29,25,9,59,86,17.9,1012,30,9,138,5,Israel
2020-08-16,31,21,0.0,12.8,7,8,03:18 AM,04:49 PM,05:52 AM,06:32 PM,22,29,29,26,10,22,81,8.7,1013,31,9,156,6,Israel
2020-08-17,30,21,0.0,12.8,6,1,04:17 AM,05:44 PM,05:52 AM,06:32 PM,22,29,29,26,8,56,83,10.1,1014,30,7,222,5,Israel
2020-08-18,30,22,0.0,12.8,6,0,05:19 AM,06:34 PM,05:53 AM,06:31 PM,23,29,29,26,9,63,86,38.3,1013,30,7,272,6,Israel
2020-08-19,30,22,0.0,10.6,6,0,06:21 AM,07:23 PM,05:53 AM,06:30 PM,23,28,28,25,8,64,87,11.0,1012,30,9,213,5,Israel
2020-08-20,29,23,0.0,8.0,6,6,07:23 AM,08:08 PM,05:53 AM,06:30 PM,23,28,28,25,8,71,90,19.3,1011,29,9,255,4,Israel
2020-08-21,31,22,0.0,12.8,6,13,08:22 AM,08:52 PM,05:53 AM,06:29 PM,23,30,30,26,7,46,84,5.2,1010,31,10,156,4,Israel
2020-08-22,31,22,0.0,12.8,6,20,09:22 AM,09:36 PM,05:53 AM,06:28 PM,23,30,30,26,11,36,85,1.5,1009,31,9,258,6,Israel
2020-08-23,30,22,0.0,9.3,6,28,10:21 AM,10:20 PM,05:53 AM,06:28 PM,23,29,29,26,11,68,86,15.4,1009,30,7,266,7,Israel
2020-08-24,28,23,0.0,8.0,6,35,11:21 AM,11:06 PM,05:54 AM,06:27 PM,24,28,28,25,13,77,93,46.3,1011,28,7,266,7,Israel
2020-08-25,29,22,0.0,10.6,6,42,12:21 PM,11:56 PM,05:54 AM,06:26 PM,23,29,29,25,9,62,88,10.1,1010,29,9,264,5,Israel
2020-08-26,30,22,0.0,12.7,6,50,01:22 PM,No moonset,05:54 AM,06:26 PM,23,30,30,26,8,57,86,12.2,1009,30,9,170,5,Israel
2020-08-27,30,21,0.0,10.6,6,57,02:20 PM,12:47 AM,05:54 AM,06:25 PM,23,29,29,26,9,61,86,16.4,1009,30,7,116,5,Israel
2020-08-28,31,23,0.0,11.9,6,64,03:17 PM,01:42 AM,05:54 AM,06:24 PM,23,30,30,26,7,63,87,13.1,1011,31,7,205,4,Israel
2020-08-29,32,23,0.0,12.7,6,71,04:10 PM,02:38 AM,05:54 AM,06:23 PM,24,32,32,27,9,44,85,4.4,1011,32,9,153,5,Israel
2020-08-30,32,22,0.0,12.7,6,79,04:59 PM,03:35 AM,05:55 AM,06:22 PM,24,31,31,27,9,28,84,1.6,1010,32,8,126,5,Israel
2020-08-31,33,22,0.0,12.7,6,82,05:43 PM,04:29 AM,05:55 AM,06:22 PM,23,31,31,27,9,18,80,0.1,1011,33,10,146,5,Israel
2020-09-01,32,22,0.0,12.7,7,97,06:23 PM,05:23 AM,05:55 AM,06:21 PM,21,30,30,26,8,5,75,0.0,1012,32,10,123,5,Israel
2020-09-02,31,22,0.0,12.7,7,100,07:01 PM,06:13 AM,05:55 AM,06:20 PM,22,30,30,26,9,15,78,0.2,1011,31,10,158,5,Israel
2020-09-03,30,22,0.0,7.9,6,88,07:36 PM,07:02 AM,05:55 AM,06:19 PM,23,29,29,26,9,72,85,17.6,1010,30,8,132,5,Israel
2020-09-04,29,22,0.0,10.5,6,81,08:10 PM,07:50 AM,05:55 AM,06:19 PM,23,29,29,25,10,68,87,32.4,1011,29,7,114,6,Israel
2020-09-05,28,22,0.0,7.9,6,73,08:45 PM,08:36 AM,05:55 AM,06:18 PM,23,28,28,25,6,86,91,36.6,1013,28,8,152,3,Israel
2020-09-06,28,21,0.0,9.2,6,66,09:20 PM,09:24 AM,05:56 AM,06:17 PM,23,28,28,24,9,71,91,112.5,1013,28,8,163,5,Israel
2020-09-07,29,22,0.0,10.5,6,58,09:58 PM,10:12 AM,05:56 AM,06:16 PM,23,29,29,25,13,68,86,18.1,1010,29,9,266,7,Israel
2020-09-08,31,22,0.0,11.8,6,50,10:37 PM,11:01 AM,05:56 AM,06:15 PM,23,29,29,26,8,62,85,15.6,1009,31,9,175,5,Israel
2020-09-09,32,22,0.0,12.6,6,43,11:22 PM,11:53 AM,05:56 AM,06:15 PM,23,31,31,26,9,50,84,8.7,1010,32,9,182,5,Israel
2020-09-10,32,22,0.0,11.8,6,35,No moonrise,12:46 PM,05:56 AM,06:14 PM,23,31,31,27,7,51,83,2.7,1012,32,10,158,5,Israel
2020-09-11,31,22,0.0,12.6,6,28,12:10 AM,01:41 PM,05:56 AM,06:13 PM,23,30,30,26,10,49,86,22.0,1012,31,9,200,6,Israel
2020-09-12,30,23,0.0,10.5,6,20,01:03 AM,02:35 PM,05:56 AM,06:12 PM,23,30,30,26,10,58,86,12.1,1010,30,9,243,6,Israel
2020-09-13,29,22,0.0,12.6,6,13,02:00 AM,03:30 PM,05:56 AM,06:11 PM,23,29,29,25,10,59,88,3.4,1010,29,7,259,6,Israel
2020-09-14,30,22,0.0,9.2,6,5,03:00 AM,04:21 PM,05:56 AM,06:10 PM,23,29,29,26,10,62,88,6.4,1011,30,9,273,6,Israel
2020-09-15,30,22,0.0,11.8,6,0,04:02 AM,05:11 PM,05:57 AM,06:10 PM,23,29,29,25,11,56,88,12.0,1013,30,9,258,7,Israel
2020-09-16,30,23,0.0,12.5,6,0,05:04 AM,05:58 PM,05:57 AM,06:09 PM,23,29,29,26,10,46,85,9.8,1013,30,9,173,6,Israel
2020-09-17,31,23,0.0,12.5,7,0,06:06 AM,06:43 PM,05:57 AM,06:08 PM,23,30,30,26,9,49,84,7.4,1011,31,10,172,5,Israel
2020-09-18,30,23,0.0,10.5,6,2,07:07 AM,07:28 PM,05:57 AM,06:07 PM,23,29,29,26,11,66,87,17.8,1011,30,8,255,6,Israel
2020-09-19,29,22,0.0,11.8,6,10,08:08 AM,08:13 PM,05:57 AM,06:06 PM,23,29,29,25,16,54,89,12.8,1012,29,9,263,10,Israel
2020-09-20,26,22,0.0,7.8,5,17,09:10 AM,09:00 PM,05:57 AM,06:06 PM,22,26,26,24,15,77,92,4.9,1013,26,10,265,10,Israel
2020-09-21,28,21,0.0,11.8,6,25,10:12 AM,09:50 PM,05:57 AM,06:05 PM,23,28,28,24,11,56,90,6.6,1013,28,8,264,7,Israel
2020-09-22,29,21,0.0,10.5,6,32,11:15 AM,10:42 PM,05:57 AM,06:04 PM,23,28,28,25,12,54,88,12.2,1013,29,8,262,7,Israel
2020-09-23,29,21,0.0,9.1,6,40,12:15 PM,11:38 PM,05:58 AM,06:03 PM,23,28,28,25,12,69,88,8.0,1013,29,9,261,8,Israel
2020-09-24,30,22,0.0,12.4,7,47,01:14 PM,No moonset,05:58 AM,06:02 PM,23,29,29,25,9,52,86,2.7,1012,30,10,269,6,Israel
2020-09-25,29,22,0.0,7.8,6,55,02:08 PM,12:34 AM,05:58 AM,06:01 PM,23,29,29,25,13,69,90,40.4,1013,29,7,259,7,Israel
2020-09-26,29,22,0.0,7.8,6,62,02:57 PM,01:30 AM,05:58 AM,06:01 PM,23,29,29,25,8,77,89,34.7,1013,29,7,245,5,Israel
2020-09-27,30,22,0.0,10.5,6,70,03:43 PM,02:25 AM,05:58 AM,06:00 PM,24,30,30,26,7,61,88,24.9,1011,30,8,138,4,Israel
2020-09-28,31,22,0.0,10.2,6,78,04:23 PM,03:18 AM,05:58 AM,05:59 PM,23,30,30,26,7,60,86,15.2,1010,31,9,145,4,Israel
2020-09-29,29,22,0.0,8.8,6,85,05:01 PM,04:09 AM,05:58 AM,05:58 PM,22,28,28,24,17,65,89,28.8,1012,29,8,249,10,Israel
2020-09-30,25,20,0.0,7.4,5,93,05:37 PM,04:58 AM,05:58 AM,05:57 PM,20,23,23,22,21,70,89,4.4,1015,25,9,267,14,Israel
2020-10-01,23,21,0.0,6.0,5,97,06:11 PM,05:46 AM,05:59 AM,05:57 PM,21,24,24,22,18,100,97,80.5,1015,23,8,269,11,Israel
2020-10-02,24,21,0.0,6.0,5,100,06:45 PM,06:33 AM,05:59 AM,05:56 PM,21,23,23,22,20,99,95,68.6,1013,24,5,260,13,Israel
2020-10-03,22,18,0.0,6.0,5,89,07:20 PM,07:20 AM,05:59 AM,05:55 PM,20,20,22,20,16,93,97,105.1,1012,22,6,241,9,Israel
2020-10-04,27,19,0.0,6.0,5,82,07:56 PM,08:07 AM,05:59 AM,05:54 PM,20,24,24,23,19,80,86,2.1,1014,27,10,265,12,Israel
2020-10-05,26,19,0.0,8.8,5,74,08:35 PM,08:56 AM,05:59 AM,05:54 PM,19,23,23,22,23,66,83,0.8,1014,26,10,260,15,Israel
2020-10-06,27,18,0.0,10.2,5,67,09:17 PM,09:47 AM,05:59 AM,05:53 PM,19,24,24,22,24,56,83,0.8,1014,27,10,263,15,Israel
2020-10-07,23,20,0.0,7.2,5,60,10:03 PM,10:39 AM,06:00 AM,05:52 PM,19,24,24,22,24,65,84,1.6,1011,23,8,257,13,Israel
2020-10-08,28,21,0.0,5.8,5,53,10:53 PM,11:32 AM,06:00 AM,05:51 PM,22,26,26,24,13,80,90,19.2,1011,28,8,251,8,Israel
2020-10-09,29,21,0.0,10.1,6,45,11:48 PM,12:25 PM,06:00 AM,05:51 PM,23,28,28,25,7,64,88,35.0,1012,29,8,160,4,Israel
2020-10-10,29,22,0.0,5.8,6,38,No moonrise,01:19 PM,06:00 AM,05:50 PM,23,28,28,25,6,79,89,25.1,1012,29,8,182,4,Israel
2020-10-11,30,22,0.0,8.7,6,31,12:45 AM,02:10 PM,06:00 AM,05:49 PM,23,29,29,25,9,69,90,17.1,1012,30,8,190,5,Israel
2020-10-12,30,22,0.0,8.7,6,23,01:44 AM,02:59 PM,06:01 AM,05:49 PM,23,30,30,26,8,52,87,6.3,1012,30,9,126,5,Israel
2020-10-13,31,22,0.0,8.7,6,16,02:44 AM,03:46 PM,06:01 AM,05:48 PM,23,30,30,26,7,51,84,5.2,1013,31,10,91,5,Israel
2020-10-14,30,22,0.0,4.3,6,9,03:45 AM,04:31 PM,06:01 AM,05:47 PM,23,29,29,26,8,78,86,30.0,1013,30,7,146,4,Israel
2020-10-15,29,21,0.0,5.8,6,2,04:46 AM,05:16 PM,06:01 AM,05:47 PM,22,27,27,24,9,76,88,32.2,1012,29,8,149,4,Israel
2020-10-16,29,21,0.0,7.2,6,0,05:48 AM,06:01 PM,06:02 AM,05:46 PM,22,28,28,25,8,75,87,31.7,1013,29,8,186,5,Israel
2020-10-17,28,21,0.0,4.3,6,0,06:50 AM,06:48 PM,06:02 AM,05:45 PM,22,27,27,24,14,78,89,32.4,1015,28,7,261,8,Israel
2020-10-18,29,20,0.0,5.8,6,5,07:54 AM,07:38 PM,06:02 AM,05:45 PM,22,27,27,24,10,60,86,10.4,1014,29,9,258,6,Israel
2020-10-19,29,21,0.0,4.3,6,13,08:59 AM,08:31 PM,06:02 AM,05:44 PM,22,27,27,25,10,76,87,15.5,1012,29,9,216,5,Israel
2020-10-20,28,21,0.0,7.2,6,20,10:03 AM,09:28 PM,06:03 AM,05:43 PM,22,27,27,24,15,72,89,16.8,1011,28,6,264,9,Israel
2020-10-21,28,20,0.0,7.2,5,27,11:05 AM,10:26 PM,06:03 AM,05:43 PM,22,26,26,24,16,51,89,7.9,1011,28,9,264,10,Israel
2020-10-22,28,20,0.0,8.7,6,35,12:03 PM,11:24 PM,06:03 AM,05:42 PM,21,26,26,24,14,45,88,1.7,1012,28,9,265,9,Israel
2020-10-23,29,21,0.0,8.7,6,42,12:55 PM,No moonset,06:03 AM,05:42 PM,22,27,27,24,14,49,89,8.1,1012,29,7,264,8,Israel
2020-10-24,28,21,0.0,7.2,6,49,01:42 PM,12:20 AM,06:04 AM,05:41 PM,22,27,27,24,17,55,90,9.1,1013,28,8,259,10,Israel
2020-10-25,28,21,0.0,7.2,6,56,02:24 PM,01:15 AM,06:04 AM,05:40 PM,22,26,26,24,12,55,89,6.1,1013,28,9,267,7,Israel
2020-10-26,29,20,0.0,8.7,6,64,03:02 PM,02:06 AM,06:04 AM,05:40 PM,22,26,26,24,8,43,88,2.4,1011,29,8,261,5,Israel
2020-10-27,29,21,0.0,8.7,7,71,03:39 PM,02:55 AM,06:05 AM,05:39 PM,22,27,27,24,7,38,85,0.6,1009,29,10,141,5,Israel
2020-10-28,30,20,0.0,8.7,6,78,04:12 PM,03:43 AM,06:05 AM,05:39 PM,22,27,27,25,7,28,85,3.1,1009,30,10,117,5,Israel
2020-10-29,28,22,0.0,4.2,6,85,04:46 PM,04:30 AM,06:05 AM,05:38 PM,23,27,27,24,12,72,92,32.3,1012,28,5,264,6,Israel
2020-10-30,21,20,0.0,4.2,5,93,05:21 PM,05:17 AM,06:06 AM,05:38 PM,21,21,23,21,18,94,97,79.4,1016,21,6,280,11,Israel
2020-10-31,25,18,0.0,4.2,5,97,05:57 PM,06:04 AM,06:06 AM,05:38 PM,21,23,23,21,12,97,95,31.1,1018,25,6,278,8,Israel
2020-11-01,26,20,0.0,4.2,5,89,06:34 PM,06:53 AM,06:07 AM,05:37 PM,21,24,24,22,15,77,92,7.3,1018,26,8,267,10,Israel
2020-11-02,23,20,0.0,4.2,5,81,07:16 PM,07:43 AM,06:07 AM,05:37 PM,21,22,23,22,15,81,95,50.4,1018,23,6,237,8,Israel
2020-11-03,25,20,0.0,4.2,5,74,08:00 PM,08:35 AM,06:07 AM,05:36 PM,21,23,23,22,14,85,91,35.4,1018,25,7,255,8,Israel
2020-11-04,25,20,0.0,4.2,5,66,08:49 PM,09:28 AM,06:08 AM,05:36 PM,20,22,22,21,15,88,92,28.6,1018,25,8,263,9,Israel
2020-11-05,23,20,0.0,4.2,5,58,09:41 PM,10:21 AM,06:08 AM,05:36 PM,21,23,23,21,21,98,96,46.0,1014,23,7,273,11,Israel
2020-11-06,26,21,0.0,4.2,5,51,10:36 PM,11:13 AM,06:09 AM,05:35 PM,22,26,26,23,23,86,95,56.1,1011,26,6,277,12,Israel
2020-11-07,27,20,0.0,4.2,5,43,11:33 PM,12:04 PM,06:09 AM,05:35 PM,21,25,25,23,16,75,90,4.7,1012,27,8,265,9,Israel
2020-11-08,28,20,0.0,8.7,5,36,No moonrise,12:52 PM,06:10 AM,05:35 PM,21,25,25,23,10,47,89,1.0,1013,28,7,275,6,Israel
2020-11-09,27,21,0.0,7.2,5,28,12:31 AM,01:38 PM,06:10 AM,05:34 PM,21,25,25,23,12,70,90,1.0,1013,27,9,291,8,Israel
2020-11-10,27,19,0.0,8.7,5,21,01:30 AM,02:22 PM,06:10 AM,05:34 PM,19,23,23,22,7,12,86,0.0,1011,27,8,240,5,Israel
2020-11-11,28,18,0.0,8.7,5,13,02:28 AM,03:05 PM,06:11 AM,05:34 PM,20,24,24,22,7,19,85,0.2,1012,28,8,191,4,Israel
2020-11-12,28,20,0.0,5.7,5,6,03:28 AM,03:49 PM,06:11 AM,05:34 PM,21,26,26,23,7,71,89,1.9,1014,28,6,256,4,Israel
2020-11-13,28,20,0.0,8.7,5,0,04:28 AM,04:34 PM,06:12 AM,05:33 PM,21,25,25,24,7,40,87,1.7,1015,28,8,259,4,Israel
2020-11-14,27,21,0.0,5.7,5,0,05:31 AM,05:22 PM,06:12 AM,05:33 PM,22,26,26,24,7,74,92,21.2,1014,27,9,134,4,Israel
2020-11-15,28,21,0.0,4.2,5,0,06:36 AM,06:14 PM,06:13 AM,05:33 PM,22,26,26,24,8,74,90,12.4,1014,28,7,203,5,Israel
2020-11-16,26,20,0.0,5.7,5,2,07:42 AM,07:11 PM,06:13 AM,05:33 PM,21,24,24,23,16,70,92,27.7,1016,26,8,258,8,Israel
2020-11-17,26,21,0.0,5.7,5,9,08:47 AM,08:10 PM,06:14 AM,05:33 PM,21,24,24,22,13,72,90,19.4,1017,26,9,260,7,Israel
2020-11-18,24,20,0.0,4.2,5,17,09:50 AM,09:10 PM,06:14 AM,05:33 PM,21,23,23,22,9,92,95,53.5,1017,24,7,149,5,Israel
2020-11-19,24,21,0.0,4.2,5,24,10:46 AM,10:10 PM,06:15 AM,05:33 PM,21,24,24,22,8,96,97,32.5,1017,24,8,134,5,Israel
2020-11-20,25,19,0.0,4.2,5,32,11:37 AM,11:07 PM,06:16 AM,05:33 PM,21,24,24,22,5,91,96,30.8,1017,25,7,233,3,Israel
