date_time,Dominica_maxtempC,Dominica_mintempC,Dominica_totalSnow_cm,Dominica_sunHour,Dominica_uvIndex,Dominica_moon_illumination,Dominica_moonrise,Dominica_moonset,Dominica_sunrise,Dominica_sunset,Dominica_DewPointC,Dominica_FeelsLikeC,Dominica_HeatIndexC,Dominica_WindChillC,Dominica_WindGustKmph,Dominica_cloudcover,Dominica_humidity,Dominica_precipMM,Dominica_pressure,Dominica_tempC,Dominica_visibility,Dominica_winddirDegree,Dominica_windspeedKmph,Dominica_location
2020-06-07,28,26,0.0,10.7,6,84,08:39 PM,07:11 AM,05:35 AM,06:35 PM,23,30,30,27,23,66,79,3.0,1015,28,10,96,18,Dominica
2020-06-08,27,26,0.0,8.1,6,76,09:34 PM,08:09 AM,05:35 AM,06:35 PM,23,30,30,27,20,74,80,4.7,1015,27,10,97,15,Dominica
2020-06-09,28,26,0.0,10.7,6,69,10:23 PM,09:06 AM,05:35 AM,06:35 PM,23,30,30,27,18,69,79,2.8,1013,28,10,101,14,Dominica
2020-06-10,28,26,0.0,13.0,6,61,11:07 PM,10:01 AM,05:35 AM,06:36 PM,23,30,30,27,21,28,79,0.2,1014,28,10,104,17,Dominica
2020-06-11,28,26,0.0,10.7,6,54,11:48 PM,10:52 AM,05:35 AM,06:36 PM,23,30,30,27,26,53,78,1.0,1014,28,10,99,20,Dominica
2020-06-12,28,26,0.0,8.1,6,46,No moonrise,11:42 AM,05:35 AM,06:36 PM,23,30,30,27,27,69,81,5.7,1014,28,10,95,21,Dominica
2020-06-13,28,26,0.0,10.7,6,38,12:25 AM,12:29 PM,05:35 AM,06:37 PM,23,30,30,27,23,68,78,1.4,1014,28,10,100,18,Dominica
2020-06-14,28,26,0.0,13.0,6,31,01:01 AM,01:15 PM,05:35 AM,06:37 PM,23,30,30,27,25,43,78,0.8,1015,28,10,91,19,Dominica
2020-06-15,28,26,0.0,13.0,6,23,01:36 AM,02:01 PM,05:36 AM,06:37 PM,22,29,29,27,27,39,76,0.2,1015,28,10,86,20,Dominica
2020-06-16,28,25,0.0,10.7,6,16,02:11 AM,02:48 PM,05:36 AM,06:37 PM,23,29,29,27,26,63,79,1.5,1015,28,10,84,19,Dominica
2020-06-17,28,24,0.0,9.4,6,8,02:47 AM,03:37 PM,05:36 AM,06:38 PM,23,30,30,27,30,70,77,2.8,1015,28,10,85,23,Dominica
2020-06-18,28,27,0.0,10.7,6,1,03:27 AM,04:27 PM,05:36 AM,06:38 PM,23,31,31,27,30,67,78,2.5,1015,28,10,82,23,Dominica
2020-06-19,28,27,0.0,8.1,6,0,04:09 AM,05:20 PM,05:36 AM,06:38 PM,24,31,31,28,29,77,79,5.8,1015,28,9,83,22,Dominica
2020-06-20,28,27,0.0,8.1,6,0,04:56 AM,06:15 PM,05:37 AM,06:38 PM,24,32,32,28,32,75,81,11.6,1015,28,9,89,23,Dominica
2020-06-21,28,26,0.0,8.1,6,0,05:47 AM,07:11 PM,05:37 AM,06:38 PM,24,31,31,27,34,81,81,2.4,1017,28,10,91,26,Dominica
2020-06-22,28,27,0.0,10.7,6,7,06:42 AM,08:07 PM,05:37 AM,06:39 PM,24,31,31,27,36,70,81,1.4,1017,28,10,79,27,Dominica
2020-06-23,28,27,0.0,10.7,6,14,07:41 AM,09:01 PM,05:37 AM,06:39 PM,23,31,31,28,31,67,77,0.7,1015,28,10,72,23,Dominica
2020-06-24,28,27,0.0,8.1,6,22,08:39 AM,09:51 PM,05:37 AM,06:39 PM,23,31,31,28,30,74,77,3.9,1014,28,10,76,24,Dominica
2020-06-25,28,26,0.0,10.7,6,29,09:39 AM,10:39 PM,05:38 AM,06:39 PM,23,31,31,27,33,69,79,5.8,1015,28,10,83,25,Dominica
2020-06-26,28,24,0.0,8.1,6,37,10:36 AM,11:24 PM,05:38 AM,06:39 PM,24,31,31,27,39,83,80,4.7,1015,28,9,83,29,Dominica
2020-06-27,28,27,0.0,8.1,6,44,11:33 AM,No moonset,05:38 AM,06:40 PM,24,32,32,28,35,78,79,1.5,1014,28,10,80,26,Dominica
2020-06-28,28,27,0.0,8.1,6,52,12:29 PM,12:07 AM,05:38 AM,06:40 PM,24,31,31,27,21,81,80,1.3,1013,28,10,81,17,Dominica
2020-06-29,28,26,0.0,8.1,6,59,01:26 PM,12:49 AM,05:39 AM,06:40 PM,23,30,30,27,22,79,78,4.3,1014,28,9,100,17,Dominica
2020-06-30,28,27,0.0,12.0,6,67,02:23 PM,01:33 AM,05:39 AM,06:40 PM,23,31,31,27,26,57,77,1.6,1014,28,10,88,21,Dominica
2020-07-01,29,26,0.0,8.1,6,72,03:23 PM,02:19 AM,05:39 AM,06:40 PM,24,31,31,27,27,79,79,9.0,1013,29,9,95,20,Dominica
2020-07-02,28,26,0.0,8.1,6,79,04:24 PM,03:08 AM,05:40 AM,06:40 PM,23,31,31,27,32,76,77,1.1,1014,28,10,92,25,Dominica
2020-07-03,28,23,0.0,10.7,6,86,05:25 PM,04:01 AM,05:40 AM,06:40 PM,23,30,30,27,27,66,76,0.9,1014,28,10,87,21,Dominica
2020-07-04,28,27,0.0,8.1,6,94,06:25 PM,04:56 AM,05:40 AM,06:40 PM,23,30,30,27,24,79,77,2.3,1014,28,9,84,19,Dominica
2020-07-05,28,26,0.0,10.7,6,100,07:22 PM,05:54 AM,05:40 AM,06:40 PM,23,30,30,27,26,61,79,4.0,1014,28,10,88,20,Dominica
2020-07-06,28,24,0.0,8.1,6,100,08:13 PM,06:52 AM,05:41 AM,06:40 PM,24,31,31,27,29,70,82,7.0,1014,28,10,83,22,Dominica
2020-07-07,28,27,0.0,8.1,6,85,09:00 PM,07:49 AM,05:41 AM,06:40 PM,24,31,31,28,37,72,81,8.4,1014,28,9,87,26,Dominica
2020-07-08,28,27,0.0,9.4,6,77,09:43 PM,08:42 AM,05:41 AM,06:40 PM,24,31,31,27,29,70,79,4.1,1014,28,10,84,22,Dominica
2020-07-09,28,27,0.0,8.1,6,70,10:22 PM,09:33 AM,05:42 AM,06:40 PM,23,31,31,27,34,75,76,1.2,1015,28,10,79,25,Dominica
2020-07-10,28,27,0.0,9.4,6,63,10:58 PM,10:21 AM,05:42 AM,06:40 PM,23,31,31,28,36,68,77,1.4,1015,28,10,77,28,Dominica
2020-07-11,28,26,0.0,8.1,6,55,11:34 PM,11:09 AM,05:42 AM,06:40 PM,23,30,30,27,30,77,79,6.7,1014,28,10,85,22,Dominica
2020-07-12,28,27,0.0,11.9,6,48,No moonrise,11:55 AM,05:43 AM,06:40 PM,24,31,31,27,31,64,82,4.8,1015,28,10,85,24,Dominica
2020-07-13,27,26,0.0,9.4,6,41,12:08 AM,12:41 PM,05:43 AM,06:40 PM,23,30,30,27,23,60,81,1.1,1015,27,10,77,17,Dominica
2020-07-14,28,27,0.0,13.0,6,34,12:44 AM,01:29 PM,05:43 AM,06:40 PM,23,30,30,27,18,34,76,0.5,1015,28,10,82,14,Dominica
2020-07-15,28,26,0.0,10.7,6,26,01:22 AM,02:18 PM,05:44 AM,06:40 PM,22,29,29,27,15,71,75,7.4,1014,28,9,94,11,Dominica
2020-07-16,27,26,0.0,13.0,6,19,02:03 AM,03:10 PM,05:44 AM,06:40 PM,23,29,29,26,22,52,80,0.5,1014,27,10,98,17,Dominica
2020-07-17,28,26,0.0,8.1,6,12,02:48 AM,04:04 PM,05:44 AM,06:40 PM,23,30,30,27,20,77,80,4.3,1014,28,10,99,15,Dominica
2020-07-18,28,26,0.0,8.1,6,5,03:37 AM,05:00 PM,05:44 AM,06:39 PM,23,30,30,27,24,74,79,11.7,1013,28,9,100,17,Dominica
2020-07-19,28,26,0.0,12.9,7,0,04:31 AM,05:56 PM,05:45 AM,06:39 PM,23,30,30,27,23,21,76,0.1,1012,28,10,94,18,Dominica
2020-07-20,28,27,0.0,8.1,6,0,05:29 AM,06:52 PM,05:45 AM,06:39 PM,23,31,31,27,27,81,76,2.3,1013,28,10,103,22,Dominica
2020-07-21,28,27,0.0,12.9,6,2,06:29 AM,07:45 PM,05:45 AM,06:39 PM,23,31,31,27,27,37,75,1.7,1013,28,10,90,21,Dominica
2020-07-22,28,27,0.0,8.1,6,10,07:30 AM,08:35 PM,05:46 AM,06:39 PM,23,31,31,27,27,77,77,5.0,1013,28,9,78,21,Dominica
2020-07-23,28,27,0.0,10.6,6,17,08:29 AM,09:22 PM,05:46 AM,06:38 PM,22,30,30,27,27,61,74,4.1,1013,28,10,87,21,Dominica
2020-07-24,29,26,0.0,8.1,6,24,09:28 AM,10:06 PM,05:46 AM,06:38 PM,24,32,32,28,37,80,79,18.7,1013,29,9,79,24,Dominica
2020-07-25,29,26,0.0,8.1,6,32,10:25 AM,10:49 PM,05:46 AM,06:38 PM,24,32,32,28,40,77,79,2.8,1013,29,9,73,31,Dominica
2020-07-26,28,24,0.0,9.4,6,39,11:22 AM,11:33 PM,05:47 AM,06:37 PM,24,31,31,27,26,76,80,2.9,1014,28,10,76,20,Dominica
2020-07-27,29,27,0.0,8.1,6,46,12:18 PM,No moonset,05:47 AM,06:37 PM,24,32,32,28,23,70,82,5.8,1014,29,10,72,17,Dominica
2020-07-28,29,27,0.0,8.1,6,53,01:17 PM,12:17 AM,05:47 AM,06:37 PM,24,33,33,28,32,72,80,1.6,1014,29,10,77,24,Dominica
2020-07-29,29,27,0.0,8.1,6,61,02:16 PM,01:04 AM,05:48 AM,06:36 PM,23,32,32,28,29,74,76,7.9,1012,29,9,40,21,Dominica
2020-07-30,29,27,0.0,8.1,6,68,03:16 PM,01:54 AM,05:48 AM,06:36 PM,24,31,31,28,21,81,79,4.2,1010,29,10,144,16,Dominica
2020-07-31,28,27,0.0,8.1,6,72,04:15 PM,02:48 AM,05:48 AM,06:36 PM,23,31,31,27,24,74,79,3.2,1013,28,10,79,18,Dominica
2020-08-01,28,27,0.0,12.9,7,82,05:12 PM,03:44 AM,05:48 AM,06:35 PM,23,30,30,27,22,12,77,0.0,1013,28,10,102,17,Dominica
2020-08-02,28,27,0.0,12.9,6,90,06:05 PM,04:41 AM,05:49 AM,06:35 PM,23,31,31,27,16,35,79,0.2,1014,28,10,112,12,Dominica
2020-08-03,28,27,0.0,12.9,6,97,06:53 PM,05:38 AM,05:49 AM,06:35 PM,24,32,32,28,23,39,81,0.4,1016,28,10,107,18,Dominica
2020-08-04,28,27,0.0,8.0,6,100,07:38 PM,06:32 AM,05:49 AM,06:34 PM,24,31,31,27,24,73,79,4.4,1016,28,10,88,19,Dominica
2020-08-05,28,26,0.0,9.3,6,88,08:18 PM,07:25 AM,05:49 AM,06:34 PM,22,30,30,27,19,60,75,5.8,1015,28,9,88,14,Dominica
2020-08-06,28,26,0.0,8.0,6,81,08:55 PM,08:14 AM,05:49 AM,06:33 PM,23,31,31,27,23,79,79,1.9,1015,28,10,86,18,Dominica
2020-08-07,29,24,0.0,8.0,6,74,09:32 PM,09:02 AM,05:50 AM,06:33 PM,24,32,32,28,34,82,80,12.4,1016,29,9,89,23,Dominica
2020-08-08,29,28,0.0,8.0,6,67,10:06 PM,09:49 AM,05:50 AM,06:32 PM,24,33,33,28,34,75,79,2.8,1016,29,10,73,26,Dominica
2020-08-09,29,28,0.0,11.9,6,59,10:41 PM,10:34 AM,05:50 AM,06:32 PM,24,32,32,28,26,38,77,0.6,1015,29,10,77,20,Dominica
2020-08-10,29,27,0.0,10.6,6,52,11:18 PM,11:22 AM,05:50 AM,06:31 PM,23,31,31,28,20,69,78,2.8,1014,29,9,83,16,Dominica
2020-08-11,28,25,0.0,12.8,6,45,11:57 PM,12:09 PM,05:50 AM,06:31 PM,23,31,31,27,23,56,78,2.0,1012,28,10,73,18,Dominica
2020-08-12,29,24,0.0,10.6,6,38,No moonrise,12:59 PM,05:51 AM,06:30 PM,24,32,32,28,30,71,81,5.2,1012,29,9,90,22,Dominica
2020-08-13,29,24,0.0,8.0,6,30,12:39 AM,01:52 PM,05:51 AM,06:30 PM,24,32,32,28,32,74,77,2.2,1012,29,9,76,25,Dominica
2020-08-14,28,27,0.0,8.0,6,23,01:26 AM,02:46 PM,05:51 AM,06:29 PM,23,31,31,27,22,76,79,7.7,1011,28,9,69,16,Dominica
2020-08-15,29,27,0.0,12.8,6,16,02:17 AM,03:43 PM,05:51 AM,06:29 PM,23,31,31,28,17,23,76,0.9,1011,29,10,102,14,Dominica
2020-08-16,29,27,0.0,8.0,6,8,03:14 AM,04:38 PM,05:51 AM,06:28 PM,24,33,33,28,22,65,80,2.6,1012,29,9,84,16,Dominica
2020-08-17,29,28,0.0,8.0,6,1,04:13 AM,05:33 PM,05:52 AM,06:27 PM,24,32,32,28,31,78,80,2.9,1012,29,9,75,24,Dominica
2020-08-18,28,27,0.0,8.0,6,0,05:14 AM,06:25 PM,05:52 AM,06:27 PM,24,32,32,28,41,63,82,9.8,1012,28,10,89,30,Dominica
2020-08-19,28,24,0.0,8.0,6,0,06:15 AM,07:14 PM,05:52 AM,06:26 PM,24,31,31,27,28,74,79,3.9,1012,28,9,74,21,Dominica
2020-08-20,28,27,0.0,8.0,6,6,07:16 AM,08:01 PM,05:52 AM,06:25 PM,24,32,32,28,23,78,81,3.3,1012,28,9,71,17,Dominica
2020-08-21,29,27,0.0,8.0,6,13,08:15 AM,08:45 PM,05:52 AM,06:25 PM,24,32,32,28,11,69,78,11.7,1010,29,9,151,8,Dominica
2020-08-22,28,25,0.0,8.0,6,20,09:14 AM,09:30 PM,05:52 AM,06:24 PM,24,31,31,27,36,80,80,11.8,1012,28,9,136,24,Dominica
2020-08-23,28,27,0.0,10.6,6,28,10:12 AM,10:15 PM,05:52 AM,06:24 PM,24,31,31,28,23,66,81,1.7,1014,28,10,66,17,Dominica
2020-08-24,28,26,0.0,7.9,6,35,11:12 AM,11:02 PM,05:52 AM,06:23 PM,24,31,31,27,17,80,83,2.2,1013,28,10,78,13,Dominica
2020-08-25,28,27,0.0,10.6,6,42,12:11 PM,11:51 PM,05:53 AM,06:22 PM,24,31,31,27,22,67,82,1.4,1013,28,10,98,17,Dominica
2020-08-26,28,23,0.0,10.6,6,50,01:11 PM,No moonset,05:53 AM,06:21 PM,24,31,31,27,22,70,81,3.4,1013,28,10,72,17,Dominica
2020-08-27,29,27,0.0,12.7,7,57,02:09 PM,12:44 AM,05:53 AM,06:21 PM,24,32,32,28,25,50,80,0.9,1014,29,10,75,19,Dominica
2020-08-28,29,26,0.0,12.7,6,64,03:06 PM,01:39 AM,05:53 AM,06:20 PM,24,32,32,28,32,59,76,0.7,1014,29,10,67,24,Dominica
2020-08-29,29,27,0.0,9.2,6,71,04:00 PM,02:34 AM,05:53 AM,06:19 PM,23,31,31,28,31,71,75,0.9,1012,29,10,62,23,Dominica
2020-08-30,29,27,0.0,9.2,6,79,04:49 PM,03:31 AM,05:53 AM,06:19 PM,24,31,31,28,27,62,78,1.6,1011,29,10,63,21,Dominica
2020-08-31,29,26,0.0,9.2,6,82,05:34 PM,04:25 AM,05:53 AM,06:18 PM,24,32,32,28,24,70,80,11.7,1012,29,9,94,18,Dominica
2020-09-01,28,27,0.0,10.5,6,97,06:15 PM,05:18 AM,05:53 AM,06:17 PM,24,32,32,28,23,65,80,7.0,1013,28,9,101,17,Dominica
2020-09-02,29,27,0.0,10.5,6,100,06:54 PM,06:08 AM,05:53 AM,06:17 PM,24,32,32,28,21,68,78,3.6,1012,29,10,91,17,Dominica
2020-09-03,28,27,0.0,9.2,6,88,07:30 PM,06:56 AM,05:53 AM,06:16 PM,23,31,31,28,20,70,77,3.5,1012,28,9,104,16,Dominica
2020-09-04,28,27,0.0,10.5,6,81,08:05 PM,07:43 AM,05:54 AM,06:15 PM,24,31,31,28,23,55,78,2.3,1013,28,10,78,18,Dominica
2020-09-05,28,27,0.0,7.9,6,73,08:40 PM,08:29 AM,05:54 AM,06:14 PM,24,32,32,28,21,79,79,2.1,1013,28,9,75,16,Dominica
2020-09-06,28,27,0.0,12.6,6,66,09:16 PM,09:16 AM,05:54 AM,06:14 PM,23,31,31,28,16,41,76,0.7,1012,28,10,81,13,Dominica
2020-09-07,28,27,0.0,12.6,7,58,09:54 PM,10:03 AM,05:54 AM,06:13 PM,23,31,31,28,16,29,75,0.5,1010,28,10,97,12,Dominica
2020-09-08,28,27,0.0,12.6,6,50,10:34 PM,10:52 AM,05:54 AM,06:12 PM,23,31,31,28,19,38,76,1.3,1010,28,10,96,15,Dominica
2020-09-09,29,27,0.0,10.5,6,43,11:18 PM,11:43 AM,05:54 AM,06:11 PM,24,32,32,28,18,64,78,2.9,1012,29,10,79,14,Dominica
2020-09-10,29,27,0.0,12.6,6,35,No moonrise,12:35 PM,05:54 AM,06:10 PM,22,31,31,28,11,42,70,1.5,1012,29,10,66,9,Dominica
2020-09-11,28,27,0.0,12.6,7,28,12:06 AM,01:30 PM,05:54 AM,06:10 PM,22,30,30,27,6,26,70,0.1,1010,28,10,175,5,Dominica
2020-09-12,28,27,0.0,12.6,7,20,12:59 AM,02:24 PM,05:54 AM,06:09 PM,20,29,29,27,9,0,66,0.0,1009,28,10,227,7,Dominica
2020-09-13,29,27,0.0,12.5,6,13,01:56 AM,03:19 PM,05:54 AM,06:08 PM,24,32,32,28,21,30,77,4.1,1012,29,10,104,16,Dominica
2020-09-14,29,28,0.0,11.8,6,5,02:56 AM,04:11 PM,05:54 AM,06:07 PM,25,33,33,29,23,56,79,2.1,1014,29,10,94,18,Dominica
2020-09-15,30,28,0.0,9.2,6,0,03:57 AM,05:02 PM,05:54 AM,06:07 PM,24,33,33,29,19,77,77,1.3,1014,30,10,78,15,Dominica
2020-09-16,29,28,0.0,12.5,6,0,04:58 AM,05:50 PM,05:54 AM,06:06 PM,24,33,33,29,17,57,76,0.7,1012,29,10,56,13,Dominica
2020-09-17,29,27,0.0,12.5,7,0,05:59 AM,06:36 PM,05:54 AM,06:05 PM,22,31,31,28,11,25,71,0.0,1011,29,10,60,8,Dominica
2020-09-18,28,27,0.0,12.5,7,2,06:59 AM,07:22 PM,05:55 AM,06:04 PM,21,30,30,28,10,11,69,0.0,1011,28,10,156,8,Dominica
2020-09-19,29,28,0.0,10.5,6,10,07:59 AM,08:08 PM,05:55 AM,06:04 PM,23,32,32,28,16,66,75,7.1,1011,29,9,191,12,Dominica
2020-09-20,29,28,0.0,9.1,6,17,09:00 AM,08:56 PM,05:55 AM,06:03 PM,24,33,33,29,18,69,77,14.3,1012,29,9,144,12,Dominica
2020-09-21,29,28,0.0,12.5,6,25,10:02 AM,09:46 PM,05:55 AM,06:02 PM,24,33,33,29,18,43,78,0.6,1012,29,10,108,14,Dominica
2020-09-22,29,28,0.0,12.5,6,32,11:03 AM,10:38 PM,05:55 AM,06:01 PM,24,33,33,28,16,24,76,0.2,1012,29,10,83,13,Dominica
2020-09-23,29,28,0.0,11.8,6,40,12:04 PM,11:34 PM,05:55 AM,06:01 PM,24,33,33,28,17,66,78,0.8,1013,29,10,88,14,Dominica
2020-09-24,29,28,0.0,7.8,6,47,01:03 PM,No moonset,05:55 AM,06:00 PM,24,33,33,29,17,76,78,3.5,1014,29,9,106,13,Dominica
2020-09-25,29,28,0.0,7.4,6,55,01:57 PM,12:30 AM,05:55 AM,05:59 PM,24,33,33,28,16,71,77,4.7,1015,29,10,93,12,Dominica
2020-09-26,29,28,0.0,10.2,6,62,02:47 PM,01:26 AM,05:55 AM,05:58 PM,24,32,32,28,14,59,76,2.6,1012,29,10,60,11,Dominica
2020-09-27,29,28,0.0,7.4,6,70,03:34 PM,02:21 AM,05:55 AM,05:58 PM,24,33,33,28,23,75,76,10.8,1010,29,9,78,16,Dominica
2020-09-28,29,25,0.0,6.0,6,78,04:15 PM,03:14 AM,05:55 AM,05:57 PM,24,32,32,28,28,80,77,4.5,1011,29,9,92,22,Dominica
2020-09-29,29,26,0.0,6.0,6,85,04:54 PM,04:04 AM,05:55 AM,05:56 PM,24,33,33,28,32,73,79,12.8,1013,29,9,91,22,Dominica
2020-09-30,29,28,0.0,6.0,6,93,05:30 PM,04:52 AM,05:55 AM,05:55 PM,25,34,34,29,39,75,79,15.4,1013,29,9,89,27,Dominica
2020-10-01,28,22,0.0,6.0,6,97,06:05 PM,05:40 AM,05:56 AM,05:55 PM,24,31,31,27,54,73,81,60.7,1012,28,6,93,29,Dominica
2020-10-02,28,21,0.0,6.0,6,100,06:40 PM,06:26 AM,05:56 AM,05:54 PM,22,29,29,26,27,75,77,10.0,1012,28,10,98,20,Dominica
2020-10-03,29,27,0.0,8.8,6,89,07:16 PM,07:12 AM,05:56 AM,05:53 PM,23,31,31,28,23,72,75,2.9,1013,29,9,78,18,Dominica
2020-10-04,28,27,0.0,7.4,6,82,07:53 PM,07:59 AM,05:56 AM,05:52 PM,24,31,31,28,23,69,78,5.4,1012,28,9,83,17,Dominica
2020-10-05,29,24,0.0,6.0,6,74,08:31 PM,08:47 AM,05:56 AM,05:52 PM,23,31,31,27,23,78,78,5.8,1012,29,10,79,17,Dominica
2020-10-06,28,27,0.0,6.0,6,67,09:14 PM,09:37 AM,05:56 AM,05:51 PM,23,31,31,27,18,63,76,4.8,1012,28,9,81,13,Dominica
2020-10-07,29,20,0.0,10.2,6,60,10:00 PM,10:28 AM,05:56 AM,05:50 PM,23,31,31,27,19,33,78,0.2,1013,29,10,84,15,Dominica
2020-10-08,28,27,0.0,11.6,6,53,10:50 PM,11:21 AM,05:56 AM,05:50 PM,23,31,31,27,17,34,79,0.2,1013,28,10,83,13,Dominica
2020-10-09,28,27,0.0,8.8,6,45,11:44 PM,12:15 PM,05:57 AM,05:49 PM,23,31,31,27,11,41,77,0.3,1013,28,9,62,9,Dominica
2020-10-10,28,27,0.0,6.0,6,38,No moonrise,01:08 PM,05:57 AM,05:48 PM,24,32,32,28,21,76,79,3.4,1013,28,9,92,17,Dominica
2020-10-11,28,27,0.0,10.2,6,31,12:40 AM,02:00 PM,05:57 AM,05:48 PM,23,31,31,27,22,48,77,1.0,1013,28,10,92,18,Dominica
2020-10-12,29,27,0.0,6.0,6,23,01:39 AM,02:49 PM,05:57 AM,05:47 PM,23,32,32,28,20,76,77,2.5,1012,29,10,96,15,Dominica
2020-10-13,29,27,0.0,5.9,6,16,02:39 AM,03:38 PM,05:57 AM,05:46 PM,24,32,32,28,22,71,77,6.6,1011,29,10,100,16,Dominica
2020-10-14,29,27,0.0,8.8,6,9,03:39 AM,04:23 PM,05:57 AM,05:46 PM,23,31,31,28,12,72,77,7.0,1011,29,9,75,9,Dominica
2020-10-15,29,27,0.0,8.8,6,2,04:39 AM,05:09 PM,05:58 AM,05:45 PM,23,31,31,28,26,65,76,7.2,1012,29,9,110,19,Dominica
2020-10-16,29,26,0.0,8.8,6,0,05:40 AM,05:55 PM,05:58 AM,05:44 PM,23,31,31,27,24,64,75,2.7,1013,29,10,96,19,Dominica
2020-10-17,29,27,0.0,5.9,6,0,06:41 AM,06:43 PM,05:58 AM,05:44 PM,23,31,31,28,19,71,76,2.3,1012,29,10,81,15,Dominica
2020-10-18,28,27,0.0,5.9,6,5,07:44 AM,07:34 PM,05:58 AM,05:43 PM,23,31,31,27,13,75,77,8.6,1010,28,9,84,9,Dominica
2020-10-19,28,26,0.0,10.2,6,13,08:48 AM,08:27 PM,05:58 AM,05:43 PM,22,30,30,27,8,58,75,0.5,1009,28,10,120,6,Dominica
2020-10-20,28,27,0.0,5.9,6,20,09:52 AM,09:24 PM,05:59 AM,05:42 PM,23,31,31,27,10,63,76,2.0,1010,28,10,148,8,Dominica
2020-10-21,29,27,0.0,11.6,7,27,10:54 AM,10:22 PM,05:59 AM,05:42 PM,23,31,31,28,16,19,76,0.2,1013,29,10,126,12,Dominica
2020-10-22,29,27,0.0,7.3,6,35,11:52 AM,11:20 PM,05:59 AM,05:41 PM,24,32,32,28,22,54,80,1.2,1013,29,10,90,17,Dominica
2020-10-23,29,27,0.0,5.9,6,42,12:45 PM,No moonset,05:59 AM,05:41 PM,24,32,32,28,30,75,80,6.7,1013,29,9,90,22,Dominica
2020-10-24,29,28,0.0,5.7,6,49,01:33 PM,12:16 AM,06:00 AM,05:40 PM,24,32,32,28,35,76,76,2.2,1013,29,9,82,28,Dominica
2020-10-25,29,27,0.0,5.7,6,56,02:15 PM,01:10 AM,06:00 AM,05:39 PM,24,31,31,28,30,75,78,4.9,1013,29,10,74,23,Dominica
2020-10-26,28,26,0.0,5.7,6,64,02:55 PM,02:01 AM,06:00 AM,05:39 PM,23,31,31,27,23,76,78,4.8,1012,28,10,79,18,Dominica
2020-10-27,29,27,0.0,5.7,6,71,03:32 PM,02:50 AM,06:00 AM,05:39 PM,23,31,31,28,26,81,77,8.4,1011,29,9,78,19,Dominica
2020-10-28,29,27,0.0,4.3,6,78,04:07 PM,03:37 AM,06:01 AM,05:38 PM,23,31,31,28,24,76,77,6.1,1010,29,9,79,18,Dominica
2020-10-29,28,23,0.0,4.3,6,85,04:41 PM,04:23 AM,06:01 AM,05:38 PM,23,29,29,26,39,75,79,1.7,1011,28,9,93,31,Dominica
2020-10-30,28,22,0.0,4.3,6,93,05:16 PM,05:10 AM,06:01 AM,05:37 PM,24,30,30,27,49,69,81,25.3,1012,28,8,92,31,Dominica
2020-10-31,27,23,0.0,4.3,6,97,05:53 PM,05:56 AM,06:02 AM,05:37 PM,24,30,30,26,48,74,81,24.2,1012,27,9,83,29,Dominica
2020-11-01,28,27,0.0,4.3,6,89,06:31 PM,06:44 AM,06:02 AM,05:36 PM,24,31,31,27,42,74,80,17.7,1012,28,9,82,28,Dominica
2020-11-02,28,26,0.0,4.3,6,81,07:12 PM,07:34 AM,06:02 AM,05:36 PM,23,30,30,27,32,76,79,7.6,1012,28,9,93,24,Dominica
2020-11-03,28,26,0.0,5.7,6,74,07:57 PM,08:24 AM,06:03 AM,05:36 PM,22,29,29,27,25,66,75,2.2,1013,28,10,87,19,Dominica
2020-11-04,27,26,0.0,7.2,6,66,08:45 PM,09:17 AM,06:03 AM,05:35 PM,21,29,29,27,23,48,74,1.8,1013,27,10,76,17,Dominica
2020-11-05,27,26,0.0,5.7,6,58,09:38 PM,10:10 AM,06:03 AM,05:35 PM,22,29,29,27,23,71,76,5.2,1012,27,10,86,17,Dominica
2020-11-06,27,26,0.0,7.2,6,51,10:32 PM,11:02 AM,06:04 AM,05:35 PM,22,29,29,26,21,35,75,0.6,1010,27,10,80,16,Dominica
2020-11-07,28,26,0.0,4.2,6,43,11:29 PM,11:54 AM,06:04 AM,05:35 PM,23,30,30,27,24,70,78,1.4,1011,28,10,89,18,Dominica
2020-11-08,28,27,0.0,4.2,6,36,No moonrise,12:42 PM,06:05 AM,05:34 PM,24,31,31,27,27,84,82,11.2,1012,28,9,85,19,Dominica
2020-11-09,28,27,0.0,5.7,6,28,12:26 AM,01:29 PM,06:05 AM,05:34 PM,23,30,30,27,20,68,80,9.7,1012,28,9,97,15,Dominica
2020-11-10,27,23,0.0,4.2,6,21,01:24 AM,02:14 PM,06:05 AM,05:34 PM,23,29,29,26,32,67,82,35.2,1013,27,7,98,18,Dominica
2020-11-11,26,23,0.0,7.2,6,13,02:21 AM,02:58 PM,06:06 AM,05:34 PM,23,28,28,25,36,64,86,63.2,1012,26,5,84,19,Dominica
2020-11-12,27,24,0.0,4.2,6,6,03:20 AM,03:43 PM,06:06 AM,05:33 PM,22,28,28,26,26,82,78,6.4,1012,27,9,52,19,Dominica
2020-11-13,27,25,0.0,4.2,6,0,04:19 AM,04:28 PM,06:07 AM,05:33 PM,22,29,29,26,25,70,79,5.7,1012,27,10,75,18,Dominica
2020-11-14,28,26,0.0,5.7,6,0,05:21 AM,05:18 PM,06:07 AM,05:33 PM,22,30,30,27,14,68,77,1.8,1011,28,10,66,11,Dominica
