date_time,United%20States%2C%20Hawaii_maxtempC,United%20States%2C%20Hawaii_mintempC,United%20States%2C%20Hawaii_totalSnow_cm,United%20States%2C%20Hawaii_sunHour,United%20States%2C%20Hawaii_uvIndex,United%20States%2C%20Hawaii_moon_illumination,United%20States%2C%20Hawaii_moonrise,United%20States%2C%20Hawaii_moonset,United%20States%2C%20Hawaii_sunrise,United%20States%2C%20Hawaii_sunset,United%20States%2C%20Hawaii_DewPointC,United%20States%2C%20Hawaii_FeelsLikeC,United%20States%2C%20Hawaii_HeatIndexC,United%20States%2C%20Hawaii_WindChillC,United%20States%2C%20Hawaii_WindGustKmph,United%20States%2C%20Hawaii_cloudcover,United%20States%2C%20Hawaii_humidity,United%20States%2C%20Hawaii_precipMM,United%20States%2C%20Hawaii_pressure,United%20States%2C%20Hawaii_tempC,United%20States%2C%20Hawaii_visibility,United%20States%2C%20Hawaii_winddirDegree,United%20States%2C%20Hawaii_windspeedKmph,United%20States%2C%20Hawaii_location
2020-05-16,24,20,0.0,13.3,6,33,02:30 AM,02:22 PM,05:52 AM,07:03 PM,20,25,25,23,33,44,77,0.7,1019,24,10,64,25,United%20States%2C%20Hawaii
2020-05-17,24,24,0.0,13.3,5,26,03:04 AM,03:11 PM,05:52 AM,07:03 PM,20,26,26,24,35,55,79,1.8,1018,24,10,60,26,United%20States%2C%20Hawaii
2020-05-18,24,24,0.0,8.5,5,19,03:36 AM,03:59 PM,05:51 AM,07:04 PM,21,26,26,24,32,79,80,2.1,1018,24,10,63,24,United%20States%2C%20Hawaii
2020-05-19,25,24,0.0,10.9,5,11,04:09 AM,04:48 PM,05:51 AM,07:04 PM,20,26,26,24,37,58,78,1.7,1019,25,10,63,29,United%20States%2C%20Hawaii
2020-05-20,25,24,0.0,12.1,5,4,04:43 AM,05:39 PM,05:51 AM,07:04 PM,21,26,26,24,38,63,80,2.9,1018,25,10,61,29,United%20States%2C%20Hawaii
2020-05-21,25,23,0.0,12.1,5,0,05:19 AM,06:30 PM,05:51 AM,07:05 PM,20,26,26,24,31,62,79,1.3,1018,25,10,56,24,United%20States%2C%20Hawaii
2020-05-22,24,24,0.0,12.1,5,0,05:58 AM,07:24 PM,05:50 AM,07:05 PM,20,26,26,24,37,57,78,3.0,1017,24,10,60,28,United%20States%2C%20Hawaii
2020-05-23,25,19,0.0,12.1,5,3,06:41 AM,08:19 PM,05:50 AM,07:06 PM,20,25,25,24,21,49,77,0.9,1017,25,10,70,16,United%20States%2C%20Hawaii
2020-05-24,25,24,0.0,8.5,5,10,07:29 AM,09:15 PM,05:50 AM,07:06 PM,20,26,26,24,12,80,77,6.6,1018,25,9,103,9,United%20States%2C%20Hawaii
2020-05-25,25,24,0.0,13.6,5,17,08:21 AM,10:10 PM,05:50 AM,07:07 PM,20,26,26,24,17,31,75,0.2,1018,25,10,80,13,United%20States%2C%20Hawaii
2020-05-26,25,24,0.0,8.5,5,25,09:18 AM,11:03 PM,05:49 AM,07:07 PM,20,26,26,24,20,76,78,5.8,1018,25,9,82,15,United%20States%2C%20Hawaii
2020-05-27,25,24,0.0,8.5,5,32,10:16 AM,11:53 PM,05:49 AM,07:08 PM,21,26,26,24,30,67,80,4.5,1019,25,10,69,22,United%20States%2C%20Hawaii
2020-05-28,25,24,0.0,13.3,5,39,11:17 AM,No moonset,05:49 AM,07:08 PM,19,26,26,24,36,36,75,0.1,1020,25,10,71,27,United%20States%2C%20Hawaii
2020-05-29,25,24,0.0,9.7,5,47,12:17 PM,12:39 AM,05:49 AM,07:08 PM,20,26,26,24,31,58,76,0.6,1020,25,10,68,24,United%20States%2C%20Hawaii
2020-05-30,25,22,0.0,12.1,5,54,01:17 PM,01:22 AM,05:49 AM,07:09 PM,20,26,26,24,31,53,76,0.8,1020,25,10,63,24,United%20States%2C%20Hawaii
2020-05-31,25,24,0.0,9.7,5,58,02:17 PM,02:04 AM,05:49 AM,07:09 PM,20,26,26,24,35,60,78,2.3,1019,25,10,58,27,United%20States%2C%20Hawaii
2020-06-01,25,23,0.0,9.7,5,71,03:18 PM,02:44 AM,05:49 AM,07:10 PM,21,26,26,24,25,65,79,2.6,1017,25,10,50,20,United%20States%2C%20Hawaii
2020-06-02,26,25,0.0,8.5,6,79,04:20 PM,03:26 AM,05:48 AM,07:10 PM,21,27,27,25,21,74,79,1.3,1016,26,10,55,16,United%20States%2C%20Hawaii
2020-06-03,26,25,0.0,13.3,6,86,05:24 PM,04:09 AM,05:48 AM,07:10 PM,21,28,28,25,27,55,79,0.4,1016,26,10,67,21,United%20States%2C%20Hawaii
2020-06-04,26,25,0.0,9.7,6,94,06:28 PM,04:56 AM,05:48 AM,07:11 PM,21,27,27,25,36,63,78,1.8,1017,26,10,80,28,United%20States%2C%20Hawaii
2020-06-05,25,25,0.0,13.3,5,100,07:32 PM,05:47 AM,05:48 AM,07:11 PM,20,27,27,25,41,51,76,1.2,1017,25,10,78,31,United%20States%2C%20Hawaii
2020-06-06,25,25,0.0,10.9,6,100,08:34 PM,06:41 AM,05:48 AM,07:12 PM,21,27,27,25,35,63,78,1.7,1018,25,10,79,27,United%20States%2C%20Hawaii
2020-06-07,25,24,0.0,9.7,5,84,09:32 PM,07:39 AM,05:48 AM,07:12 PM,21,27,27,25,26,64,79,3.4,1020,25,10,87,19,United%20States%2C%20Hawaii
2020-06-08,26,25,0.0,12.1,6,76,10:24 PM,08:37 AM,05:48 AM,07:12 PM,20,27,27,25,27,53,74,1.2,1019,26,10,76,21,United%20States%2C%20Hawaii
2020-06-09,26,25,0.0,8.5,6,69,11:10 PM,09:36 AM,05:48 AM,07:13 PM,21,27,27,25,30,69,76,3.9,1018,26,10,85,22,United%20States%2C%20Hawaii
2020-06-10,25,25,0.0,12.1,5,61,11:52 PM,10:31 AM,05:48 AM,07:13 PM,20,27,27,25,46,49,76,1.0,1018,25,10,73,35,United%20States%2C%20Hawaii
2020-06-11,25,25,0.0,12.1,6,54,No moonrise,11:24 AM,05:49 AM,07:13 PM,20,27,27,25,54,53,74,0.9,1019,25,10,70,41,United%20States%2C%20Hawaii
2020-06-12,25,25,0.0,9.7,5,46,12:28 AM,12:15 PM,05:49 AM,07:14 PM,20,27,27,25,50,61,73,0.7,1020,25,10,72,39,United%20States%2C%20Hawaii
2020-06-13,25,24,0.0,13.3,5,38,01:03 AM,01:04 PM,05:49 AM,07:14 PM,19,26,26,25,48,49,73,0.5,1019,25,10,73,37,United%20States%2C%20Hawaii
2020-06-14,25,24,0.0,10.9,5,31,01:36 AM,01:53 PM,05:49 AM,07:14 PM,20,26,26,25,42,63,75,0.7,1018,25,10,77,32,United%20States%2C%20Hawaii
2020-06-15,26,23,0.0,13.7,6,23,02:09 AM,02:41 PM,05:49 AM,07:14 PM,20,26,26,25,39,31,74,0.2,1018,26,10,73,30,United%20States%2C%20Hawaii
2020-06-16,25,24,0.0,9.7,5,16,02:42 AM,03:31 PM,05:49 AM,07:15 PM,21,27,27,25,41,61,79,10.1,1018,25,9,72,29,United%20States%2C%20Hawaii
2020-06-17,25,24,0.0,13.7,6,8,03:17 AM,04:22 PM,05:49 AM,07:15 PM,20,27,27,25,35,43,75,0.3,1017,25,10,70,26,United%20States%2C%20Hawaii
2020-06-18,26,25,0.0,8.5,6,1,03:55 AM,05:16 PM,05:49 AM,07:15 PM,21,27,27,25,41,66,77,4.9,1017,26,10,80,31,United%20States%2C%20Hawaii
2020-06-19,25,23,0.0,13.3,6,0,04:36 AM,06:11 PM,05:50 AM,07:16 PM,20,27,27,25,44,42,75,0.2,1017,25,10,67,33,United%20States%2C%20Hawaii
2020-06-20,25,24,0.0,8.5,6,0,05:23 AM,07:07 PM,05:50 AM,07:16 PM,20,27,27,25,38,75,76,1.6,1017,25,9,75,29,United%20States%2C%20Hawaii
2020-06-21,25,24,0.0,8.5,5,0,06:14 AM,08:04 PM,05:50 AM,07:16 PM,20,27,27,25,30,72,75,3.0,1017,25,10,76,23,United%20States%2C%20Hawaii
2020-06-22,25,24,0.0,13.3,5,7,07:11 AM,08:59 PM,05:50 AM,07:16 PM,20,26,26,25,26,43,74,1.2,1017,25,10,76,19,United%20States%2C%20Hawaii
2020-06-23,26,24,0.0,10.9,6,14,08:10 AM,09:50 PM,05:51 AM,07:16 PM,20,27,27,25,30,62,74,1.9,1016,26,9,83,23,United%20States%2C%20Hawaii
2020-06-24,25,23,0.0,8.5,5,22,09:11 AM,10:38 PM,05:51 AM,07:16 PM,21,27,27,25,26,66,77,6.0,1016,25,10,83,20,United%20States%2C%20Hawaii
2020-06-25,26,25,0.0,12.1,6,29,10:12 AM,11:23 PM,05:51 AM,07:17 PM,21,27,27,25,31,58,78,1.2,1016,26,10,80,24,United%20States%2C%20Hawaii
2020-06-26,25,23,0.0,12.1,6,37,11:12 AM,No moonset,05:51 AM,07:17 PM,20,27,27,25,42,54,76,0.8,1017,25,10,68,32,United%20States%2C%20Hawaii
2020-06-27,26,24,0.0,13.3,6,44,12:11 PM,12:04 AM,05:52 AM,07:17 PM,20,27,27,25,33,51,76,0.7,1017,26,10,63,26,United%20States%2C%20Hawaii
2020-06-28,26,24,0.0,9.7,6,52,01:10 PM,12:44 AM,05:52 AM,07:17 PM,20,27,27,25,24,67,76,2.3,1015,26,10,66,18,United%20States%2C%20Hawaii
2020-06-29,26,25,0.0,10.9,6,59,02:10 PM,01:24 AM,05:52 AM,07:17 PM,20,27,27,25,20,60,74,1.0,1015,26,10,85,15,United%20States%2C%20Hawaii
2020-06-30,25,24,0.0,12.1,6,67,03:11 PM,02:05 AM,05:53 AM,07:17 PM,20,27,27,25,32,50,75,0.6,1016,25,10,77,24,United%20States%2C%20Hawaii
2020-07-01,26,25,0.0,9.7,6,72,04:13 PM,02:49 AM,05:53 AM,07:17 PM,20,27,27,25,39,70,74,0.7,1016,26,10,67,30,United%20States%2C%20Hawaii
2020-07-02,26,25,0.0,10.9,6,79,05:17 PM,03:37 AM,05:53 AM,07:17 PM,20,27,27,25,32,68,73,1.0,1016,26,10,66,24,United%20States%2C%20Hawaii
2020-07-03,26,25,0.0,10.9,6,86,06:18 PM,04:29 AM,05:54 AM,07:17 PM,20,27,27,25,30,67,75,2.8,1015,26,10,65,23,United%20States%2C%20Hawaii
2020-07-04,27,25,0.0,13.3,6,94,07:18 PM,05:25 AM,05:54 AM,07:17 PM,21,28,28,26,18,60,75,3.6,1015,27,10,97,13,United%20States%2C%20Hawaii
2020-07-05,26,25,0.0,13.3,6,100,08:13 PM,06:22 AM,05:54 AM,07:17 PM,21,27,27,25,23,55,77,1.6,1016,26,10,79,18,United%20States%2C%20Hawaii
2020-07-06,26,23,0.0,13.3,7,100,09:02 PM,07:21 AM,05:55 AM,07:17 PM,21,27,27,25,29,39,76,1.5,1016,26,10,74,23,United%20States%2C%20Hawaii
2020-07-07,26,21,0.0,8.5,6,85,09:46 PM,08:18 AM,05:55 AM,07:17 PM,21,27,27,25,38,79,75,2.3,1017,26,10,72,29,United%20States%2C%20Hawaii
2020-07-08,26,22,0.0,9.7,6,77,10:25 PM,09:14 AM,05:55 AM,07:17 PM,21,27,27,25,47,63,76,4.6,1017,26,10,71,35,United%20States%2C%20Hawaii
2020-07-09,27,21,0.0,8.5,6,70,11:01 PM,10:06 AM,05:56 AM,07:17 PM,21,27,27,25,41,71,76,2.1,1016,27,9,73,30,United%20States%2C%20Hawaii
2020-07-10,26,25,0.0,12.1,6,63,11:35 PM,10:56 AM,05:56 AM,07:17 PM,21,28,28,26,41,54,75,0.6,1016,26,10,80,31,United%20States%2C%20Hawaii
2020-07-11,26,23,0.0,13.6,6,55,No moonrise,11:46 AM,05:56 AM,07:17 PM,21,27,27,25,46,47,75,0.4,1017,26,10,72,36,United%20States%2C%20Hawaii
2020-07-12,26,25,0.0,9.7,6,48,12:08 AM,12:34 PM,05:57 AM,07:17 PM,20,27,27,25,38,64,75,2.0,1017,26,10,65,30,United%20States%2C%20Hawaii
2020-07-13,26,24,0.0,10.9,6,41,12:40 AM,01:23 PM,05:57 AM,07:16 PM,20,27,27,25,30,63,75,4.0,1015,26,10,70,22,United%20States%2C%20Hawaii
2020-07-14,26,25,0.0,8.5,6,34,01:15 AM,02:13 PM,05:58 AM,07:16 PM,21,28,28,26,31,73,75,7.2,1014,26,9,78,23,United%20States%2C%20Hawaii
2020-07-15,26,25,0.0,12.1,6,26,01:51 AM,03:05 PM,05:58 AM,07:16 PM,21,27,27,25,33,54,75,1.5,1015,26,10,77,26,United%20States%2C%20Hawaii
2020-07-16,27,25,0.0,12.1,6,19,02:30 AM,03:59 PM,05:58 AM,07:16 PM,21,28,28,26,23,42,75,0.7,1015,27,10,79,18,United%20States%2C%20Hawaii
2020-07-17,27,26,0.0,10.9,6,12,03:15 AM,04:55 PM,05:59 AM,07:15 PM,22,28,28,26,16,62,77,1.6,1015,27,9,89,12,United%20States%2C%20Hawaii
2020-07-18,27,26,0.0,12.1,6,5,04:04 AM,05:53 PM,05:59 AM,07:15 PM,22,29,29,26,29,56,78,1.0,1017,27,10,78,23,United%20States%2C%20Hawaii
2020-07-19,27,26,0.0,12.0,6,0,04:59 AM,06:49 PM,06:00 AM,07:15 PM,22,28,28,26,46,61,77,0.6,1017,27,10,67,36,United%20States%2C%20Hawaii
2020-07-20,26,25,0.0,13.2,6,0,05:58 AM,07:43 PM,06:00 AM,07:15 PM,21,27,27,26,45,44,73,0.2,1016,26,10,64,33,United%20States%2C%20Hawaii
2020-07-21,26,25,0.0,13.1,6,2,07:00 AM,08:33 PM,06:00 AM,07:14 PM,20,27,27,25,25,49,72,0.9,1015,26,10,54,19,United%20States%2C%20Hawaii
2020-07-22,26,25,0.0,11.6,7,10,08:02 AM,09:20 PM,06:01 AM,07:14 PM,20,27,27,26,17,43,73,2.6,1016,26,10,93,13,United%20States%2C%20Hawaii
2020-07-23,26,25,0.0,11.6,6,17,09:05 AM,10:03 PM,06:01 AM,07:14 PM,21,28,28,26,27,59,77,2.9,1017,26,10,80,20,United%20States%2C%20Hawaii
2020-07-24,26,23,0.0,9.1,6,24,10:05 AM,10:44 PM,06:02 AM,07:13 PM,22,28,28,26,43,66,78,5.9,1016,26,9,76,32,United%20States%2C%20Hawaii
2020-07-25,27,20,0.0,10.3,6,32,11:05 AM,11:25 PM,06:02 AM,07:13 PM,22,28,28,25,45,55,78,1.1,1016,27,10,70,35,United%20States%2C%20Hawaii
2020-07-26,27,25,0.0,6.6,6,39,12:05 PM,No moonset,06:02 AM,07:12 PM,22,29,29,26,45,67,77,1.0,1013,27,10,87,34,United%20States%2C%20Hawaii
2020-07-27,27,26,0.0,9.1,6,46,01:05 PM,12:05 AM,06:03 AM,07:12 PM,22,29,29,26,37,57,79,8.2,1014,27,9,131,28,United%20States%2C%20Hawaii
2020-07-28,26,23,0.0,7.8,6,53,02:06 PM,12:48 AM,06:03 AM,07:11 PM,21,27,27,25,52,61,75,1.4,1017,26,10,69,40,United%20States%2C%20Hawaii
2020-07-29,26,25,0.0,7.8,6,61,03:07 PM,01:33 AM,06:03 AM,07:11 PM,20,27,27,25,45,70,75,3.5,1015,26,10,68,33,United%20States%2C%20Hawaii
2020-07-30,26,25,0.0,7.8,6,68,04:08 PM,02:22 AM,06:04 AM,07:11 PM,20,27,27,25,46,68,76,3.1,1015,26,9,67,35,United%20States%2C%20Hawaii
2020-07-31,26,25,0.0,10.3,6,72,05:08 PM,03:16 AM,06:04 AM,07:10 PM,20,27,27,25,44,59,73,2.3,1016,26,10,69,34,United%20States%2C%20Hawaii
2020-08-01,26,25,0.0,11.6,6,82,06:04 PM,04:12 AM,06:05 AM,07:09 PM,20,27,27,25,37,56,73,0.8,1016,26,10,70,29,United%20States%2C%20Hawaii
2020-08-02,26,25,0.0,10.3,6,90,06:54 PM,05:10 AM,06:05 AM,07:09 PM,21,27,27,25,43,50,75,1.0,1016,26,10,74,33,United%20States%2C%20Hawaii
2020-08-03,26,25,0.0,10.3,6,97,07:40 PM,06:07 AM,06:05 AM,07:08 PM,20,27,27,26,41,42,73,0.6,1017,26,10,73,31,United%20States%2C%20Hawaii
2020-08-04,26,25,0.0,10.3,6,100,08:21 PM,07:03 AM,06:06 AM,07:08 PM,21,27,27,25,39,55,75,2.8,1017,26,10,72,30,United%20States%2C%20Hawaii
2020-08-05,26,25,0.0,10.3,6,88,08:59 PM,07:57 AM,06:06 AM,07:07 PM,21,28,28,26,40,59,76,1.0,1017,26,10,74,30,United%20States%2C%20Hawaii
2020-08-06,27,26,0.0,9.1,6,81,09:33 PM,08:48 AM,06:06 AM,07:07 PM,22,29,29,26,36,67,78,6.9,1017,27,9,79,26,United%20States%2C%20Hawaii
2020-08-07,27,26,0.0,10.3,6,74,10:06 PM,09:38 AM,06:07 AM,07:06 PM,22,29,29,26,39,59,80,0.7,1017,27,10,73,30,United%20States%2C%20Hawaii
2020-08-08,26,24,0.0,6.5,6,67,10:39 PM,10:27 AM,06:07 AM,07:05 PM,22,28,28,26,47,69,80,2.8,1017,26,10,75,35,United%20States%2C%20Hawaii
2020-08-09,26,25,0.0,9.0,6,59,11:12 PM,11:16 AM,06:07 AM,07:05 PM,22,28,28,26,47,63,79,1.0,1018,26,10,68,36,United%20States%2C%20Hawaii
2020-08-10,26,25,0.0,7.8,6,52,11:47 PM,12:05 PM,06:08 AM,07:04 PM,21,27,27,25,43,65,77,0.9,1017,26,10,68,33,United%20States%2C%20Hawaii
2020-08-11,26,25,0.0,11.6,7,45,No moonrise,12:55 PM,06:08 AM,07:03 PM,21,27,27,25,38,41,76,0.2,1015,26,10,72,30,United%20States%2C%20Hawaii
2020-08-12,26,25,0.0,10.3,6,38,12:25 AM,01:48 PM,06:08 AM,07:03 PM,21,27,27,25,31,50,77,1.1,1014,26,10,70,24,United%20States%2C%20Hawaii
2020-08-13,26,25,0.0,11.6,6,30,01:07 AM,02:43 PM,06:09 AM,07:02 PM,21,27,27,25,27,54,75,0.6,1014,26,10,70,21,United%20States%2C%20Hawaii
2020-08-14,26,21,0.0,11.6,6,23,01:53 AM,03:39 PM,06:09 AM,07:01 PM,21,27,27,25,28,48,75,2.6,1015,26,10,81,21,United%20States%2C%20Hawaii
2020-08-15,26,22,0.0,11.6,7,16,02:45 AM,04:35 PM,06:09 AM,07:00 PM,22,27,27,25,30,47,79,1.1,1015,26,10,70,23,United%20States%2C%20Hawaii
2020-08-16,26,25,0.0,11.6,6,8,03:42 AM,05:30 PM,06:10 AM,07:00 PM,21,28,28,25,29,38,77,0.4,1014,26,10,60,23,United%20States%2C%20Hawaii
2020-08-17,26,25,0.0,6.2,6,1,04:43 AM,06:22 PM,06:10 AM,06:59 PM,21,27,27,25,27,64,75,2.6,1015,26,10,60,21,United%20States%2C%20Hawaii
2020-08-18,26,25,0.0,10.3,6,0,05:47 AM,07:12 PM,06:10 AM,06:58 PM,20,27,27,26,32,63,72,1.0,1016,26,10,68,24,United%20States%2C%20Hawaii
2020-08-19,26,25,0.0,8.9,6,0,06:50 AM,07:57 PM,06:11 AM,06:57 PM,21,28,28,26,37,61,74,0.8,1016,26,10,74,28,United%20States%2C%20Hawaii
2020-08-20,26,25,0.0,7.6,6,6,07:53 AM,08:40 PM,06:11 AM,06:57 PM,22,28,28,26,39,58,78,0.3,1016,26,10,71,29,United%20States%2C%20Hawaii
2020-08-21,26,25,0.0,11.6,6,13,08:55 AM,09:22 PM,06:11 AM,06:56 PM,21,28,28,26,32,40,75,0.2,1016,26,10,70,25,United%20States%2C%20Hawaii
2020-08-22,27,25,0.0,6.2,6,20,09:57 AM,10:04 PM,06:12 AM,06:55 PM,22,28,28,26,35,72,79,2.0,1015,27,10,62,27,United%20States%2C%20Hawaii
2020-08-23,27,24,0.0,10.3,6,28,10:58 AM,10:46 PM,06:12 AM,06:54 PM,22,29,29,26,32,61,78,2.5,1016,27,10,72,25,United%20States%2C%20Hawaii
2020-08-24,27,22,0.0,11.6,6,35,12:00 PM,11:32 PM,06:12 AM,06:53 PM,22,28,28,26,35,53,75,0.4,1015,27,10,73,27,United%20States%2C%20Hawaii
2020-08-25,26,25,0.0,11.6,7,42,01:02 PM,No moonset,06:12 AM,06:52 PM,21,28,28,26,34,43,76,0.4,1015,26,10,71,27,United%20States%2C%20Hawaii
2020-08-26,26,25,0.0,11.6,6,50,02:03 PM,12:19 AM,06:13 AM,06:51 PM,21,28,28,26,36,42,75,0.5,1015,26,10,69,28,United%20States%2C%20Hawaii
2020-08-27,26,25,0.0,11.6,6,57,03:03 PM,01:11 AM,06:13 AM,06:51 PM,21,28,28,26,37,43,75,0.3,1015,26,10,69,28,United%20States%2C%20Hawaii
2020-08-28,26,25,0.0,11.6,6,64,03:59 PM,02:06 AM,06:13 AM,06:50 PM,21,28,28,26,33,40,73,0.2,1016,26,10,72,26,United%20States%2C%20Hawaii
2020-08-29,26,25,0.0,10.2,6,71,04:50 PM,03:03 AM,06:14 AM,06:49 PM,21,28,28,26,37,59,74,1.3,1016,26,10,72,28,United%20States%2C%20Hawaii
2020-08-30,27,25,0.0,10.2,6,79,05:37 PM,03:59 AM,06:14 AM,06:48 PM,21,28,28,26,43,60,74,1.0,1016,27,10,77,33,United%20States%2C%20Hawaii
2020-08-31,27,26,0.0,11.6,6,82,06:19 PM,04:55 AM,06:14 AM,06:47 PM,22,28,28,26,45,50,76,0.6,1016,27,10,75,34,United%20States%2C%20Hawaii
2020-09-01,26,26,0.0,11.6,6,97,06:57 PM,05:49 AM,06:14 AM,06:46 PM,22,28,28,26,38,53,77,2.2,1016,26,10,73,29,United%20States%2C%20Hawaii
2020-09-02,26,25,0.0,10.2,6,100,07:33 PM,06:41 AM,06:15 AM,06:45 PM,21,28,28,26,29,49,75,1.1,1015,26,10,70,22,United%20States%2C%20Hawaii
2020-09-03,26,25,0.0,11.6,7,88,08:06 PM,07:32 AM,06:15 AM,06:44 PM,20,27,27,26,23,38,71,0.5,1014,26,10,88,18,United%20States%2C%20Hawaii
2020-09-04,26,25,0.0,10.2,6,81,08:38 PM,08:21 AM,06:15 AM,06:43 PM,21,28,28,25,27,57,76,1.2,1015,26,10,79,21,United%20States%2C%20Hawaii
2020-09-05,26,25,0.0,11.6,6,73,09:11 PM,09:10 AM,06:15 AM,06:42 PM,21,28,28,25,37,45,77,1.0,1017,26,10,77,29,United%20States%2C%20Hawaii
2020-09-06,26,25,0.0,10.2,6,66,09:46 PM,09:58 AM,06:16 AM,06:41 PM,21,28,28,26,43,58,76,2.2,1017,26,10,75,32,United%20States%2C%20Hawaii
2020-09-07,27,25,0.0,8.9,6,58,10:21 PM,10:48 AM,06:16 AM,06:40 PM,22,28,28,26,35,61,79,3.6,1015,27,10,72,27,United%20States%2C%20Hawaii
2020-09-08,27,25,0.0,10.2,6,50,11:01 PM,11:40 AM,06:16 AM,06:40 PM,22,28,28,26,34,50,78,0.5,1014,27,10,73,26,United%20States%2C%20Hawaii
2020-09-09,26,26,0.0,8.9,6,43,11:45 PM,12:32 PM,06:16 AM,06:39 PM,21,28,28,26,35,54,77,0.4,1014,26,10,70,27,United%20States%2C%20Hawaii
2020-09-10,26,25,0.0,11.6,7,35,No moonrise,01:27 PM,06:17 AM,06:38 PM,21,28,28,26,41,35,75,0.1,1016,26,10,67,32,United%20States%2C%20Hawaii
2020-09-11,26,25,0.0,11.6,7,28,12:33 AM,02:22 PM,06:17 AM,06:37 PM,21,28,28,26,32,31,75,0.1,1017,26,10,64,25,United%20States%2C%20Hawaii
2020-09-12,26,22,0.0,10.2,6,20,01:27 AM,03:17 PM,06:17 AM,06:36 PM,21,27,27,25,27,60,73,1.1,1015,26,10,68,20,United%20States%2C%20Hawaii
2020-09-13,26,25,0.0,11.6,6,13,02:25 AM,04:09 PM,06:17 AM,06:35 PM,20,27,27,25,26,31,72,0.2,1015,26,10,67,20,United%20States%2C%20Hawaii
2020-09-14,26,25,0.0,10.2,6,5,03:27 AM,05:00 PM,06:18 AM,06:34 PM,20,27,27,25,22,51,72,0.7,1015,26,10,73,17,United%20States%2C%20Hawaii
2020-09-15,26,25,0.0,11.6,6,0,04:30 AM,05:47 PM,06:18 AM,06:33 PM,21,28,28,26,27,52,74,1.1,1017,26,10,70,21,United%20States%2C%20Hawaii
2020-09-16,26,25,0.0,11.6,6,0,05:34 AM,06:31 PM,06:18 AM,06:32 PM,21,27,27,25,26,61,75,1.0,1017,26,10,72,20,United%20States%2C%20Hawaii
2020-09-17,26,25,0.0,10.2,6,0,06:37 AM,07:15 PM,06:18 AM,06:31 PM,20,27,27,25,28,38,72,0.2,1016,26,10,68,22,United%20States%2C%20Hawaii
2020-09-18,26,25,0.0,11.6,6,2,07:41 AM,07:57 PM,06:19 AM,06:30 PM,21,27,27,25,30,57,76,0.2,1016,26,10,71,24,United%20States%2C%20Hawaii
2020-09-19,26,24,0.0,11.6,6,10,08:44 AM,08:40 PM,06:19 AM,06:29 PM,21,28,28,25,33,37,75,0.1,1017,26,10,66,26,United%20States%2C%20Hawaii
2020-09-20,27,26,0.0,7.4,6,17,09:49 AM,09:26 PM,06:19 AM,06:28 PM,22,28,28,26,29,56,77,1.3,1016,27,10,62,23,United%20States%2C%20Hawaii
2020-09-21,26,25,0.0,7.4,6,25,10:53 AM,10:14 PM,06:19 AM,06:27 PM,21,28,28,26,31,65,75,1.6,1016,26,10,68,24,United%20States%2C%20Hawaii
2020-09-22,26,23,0.0,10.2,6,32,11:56 AM,11:07 PM,06:20 AM,06:26 PM,21,28,28,25,35,60,74,1.0,1016,26,10,71,27,United%20States%2C%20Hawaii
2020-09-23,27,25,0.0,6.0,6,40,12:58 PM,No moonset,06:20 AM,06:25 PM,22,28,28,26,37,71,77,3.3,1017,27,10,76,28,United%20States%2C%20Hawaii
2020-09-24,26,26,0.0,10.2,6,47,01:56 PM,12:01 AM,06:20 AM,06:24 PM,22,28,28,26,42,56,78,1.5,1018,26,10,71,32,United%20States%2C%20Hawaii
2020-09-25,26,26,0.0,8.8,6,55,02:48 PM,12:58 AM,06:20 AM,06:23 PM,21,28,28,26,37,59,76,1.8,1017,26,10,74,29,United%20States%2C%20Hawaii
2020-09-26,26,22,0.0,6.0,6,62,03:36 PM,01:55 AM,06:21 AM,06:22 PM,21,27,27,25,30,64,75,2.1,1016,26,10,73,23,United%20States%2C%20Hawaii
2020-09-27,26,25,0.0,10.2,6,70,04:19 PM,02:50 AM,06:21 AM,06:21 PM,20,27,27,26,23,47,73,0.5,1015,26,10,78,17,United%20States%2C%20Hawaii
2020-09-28,26,25,0.0,6.0,6,78,04:58 PM,03:45 AM,06:21 AM,06:20 PM,21,28,28,26,20,64,78,2.2,1014,26,10,66,15,United%20States%2C%20Hawaii
2020-09-29,26,25,0.0,11.6,7,85,05:34 PM,04:37 AM,06:21 AM,06:19 PM,21,28,28,26,18,27,75,0.0,1013,26,10,49,13,United%20States%2C%20Hawaii
2020-09-30,27,25,0.0,11.6,6,93,06:07 PM,05:27 AM,06:22 AM,06:19 PM,20,28,28,26,13,28,71,0.2,1013,27,10,23,10,United%20States%2C%20Hawaii
2020-10-01,27,25,0.0,11.6,7,97,06:39 PM,06:16 AM,06:22 AM,06:18 PM,20,28,28,26,17,19,70,0.0,1013,27,10,35,13,United%20States%2C%20Hawaii
2020-10-02,27,25,0.0,8.8,6,100,07:12 PM,07:05 AM,06:22 AM,06:17 PM,22,29,29,26,11,62,78,1.2,1012,27,10,92,8,United%20States%2C%20Hawaii
2020-10-03,27,26,0.0,11.6,6,89,07:46 PM,07:54 AM,06:23 AM,06:16 PM,22,29,29,27,16,32,77,2.0,1014,27,10,127,13,United%20States%2C%20Hawaii
2020-10-04,26,25,0.0,10.2,6,82,08:20 PM,08:43 AM,06:23 AM,06:15 PM,21,28,28,26,31,48,76,0.1,1015,26,10,70,24,United%20States%2C%20Hawaii
