date_time,Belize_maxtempC,Belize_mintempC,Belize_totalSnow_cm,Belize_sunHour,Belize_uvIndex,Belize_moon_illumination,Belize_moonrise,Belize_moonset,Belize_sunrise,Belize_sunset,Belize_DewPointC,Belize_FeelsLikeC,Belize_HeatIndexC,Belize_WindChillC,Belize_WindGustKmph,Belize_cloudcover,Belize_humidity,Belize_precipMM,Belize_pressure,Belize_tempC,Belize_visibility,Belize_winddirDegree,Belize_windspeedKmph,Belize_location
2020-08-30,35,24,0.0,11.9,7,79,04:45 PM,03:21 AM,05:41 AM,06:09 PM,23,33,33,29,12,45,78,0.4,1010,35,7,99,8,Belize
2020-08-31,35,24,0.0,12.7,7,82,05:30 PM,04:15 AM,05:42 AM,06:09 PM,23,33,33,29,12,29,77,0.0,1011,35,6,96,9,Belize
2020-09-01,33,23,0.0,10.5,6,97,06:10 PM,05:09 AM,05:42 AM,06:08 PM,22,31,31,28,10,62,80,0.9,1012,33,5,105,7,Belize
2020-09-02,34,22,0.0,12.7,7,100,06:47 PM,05:59 AM,05:42 AM,06:07 PM,21,31,31,28,8,59,74,0.2,1011,34,6,115,5,Belize
2020-09-03,29,23,0.0,9.2,6,88,07:23 PM,06:48 AM,05:42 AM,06:06 PM,24,29,29,25,12,83,91,27.7,1008,29,8,158,6,Belize
2020-09-04,29,23,0.0,10.5,6,81,07:57 PM,07:36 AM,05:42 AM,06:06 PM,24,29,29,26,6,79,92,11.1,1010,29,8,126,4,Belize
2020-09-05,31,23,0.0,7.9,6,73,08:31 PM,08:23 AM,05:42 AM,06:05 PM,24,28,28,25,5,84,93,51.2,1012,31,7,63,3,Belize
2020-09-06,28,23,0.0,11.9,6,66,09:07 PM,09:10 AM,05:42 AM,06:04 PM,24,28,28,25,6,62,93,22.0,1011,28,7,131,4,Belize
2020-09-07,29,23,0.0,10.5,6,58,09:44 PM,09:58 AM,05:42 AM,06:03 PM,23,28,28,25,7,69,90,7.8,1009,29,7,182,4,Belize
2020-09-08,34,22,0.0,11.8,6,50,10:23 PM,10:48 AM,05:43 AM,06:02 PM,22,31,31,27,7,54,77,0.2,1008,34,8,131,5,Belize
2020-09-09,34,23,0.0,10.5,7,43,11:08 PM,11:40 AM,05:43 AM,06:02 PM,23,32,32,29,9,64,80,0.0,1010,34,5,112,6,Belize
2020-09-10,34,24,0.0,10.5,7,35,11:56 PM,12:32 PM,05:43 AM,06:01 PM,23,32,32,28,10,73,80,0.2,1011,34,5,97,7,Belize
2020-09-11,34,23,0.0,12.6,7,28,No moonrise,01:27 PM,05:43 AM,06:00 PM,22,32,32,28,8,50,77,0.3,1010,34,6,142,5,Belize
2020-09-12,36,23,0.0,11.6,6,20,12:49 AM,02:22 PM,05:43 AM,05:59 PM,22,30,30,27,8,23,76,5.3,1009,36,10,162,5,Belize
2020-09-13,34,23,0.0,6.1,6,13,01:46 AM,03:16 PM,05:43 AM,05:58 PM,23,31,31,28,7,80,83,20.4,1008,34,8,190,4,Belize
2020-09-14,34,23,0.0,10.2,7,5,02:46 AM,04:08 PM,05:43 AM,05:57 PM,22,32,32,28,6,67,79,3.5,1010,34,7,186,4,Belize
2020-09-15,36,23,0.0,8.8,7,0,03:48 AM,04:57 PM,05:43 AM,05:57 PM,22,31,31,28,7,65,77,3.5,1012,36,8,197,4,Belize
2020-09-16,35,23,0.0,10.2,7,0,04:50 AM,05:44 PM,05:44 AM,05:56 PM,23,32,32,28,8,66,81,8.8,1011,35,8,163,5,Belize
2020-09-17,33,23,0.0,10.2,6,0,05:52 AM,06:29 PM,05:44 AM,05:55 PM,23,32,32,28,7,68,81,9.2,1010,33,8,128,4,Belize
2020-09-18,36,23,0.0,8.8,7,2,06:53 AM,07:14 PM,05:44 AM,05:54 PM,23,32,32,29,7,72,78,0.9,1009,36,7,175,5,Belize
2020-09-19,33,23,0.0,8.8,6,10,07:55 AM,07:59 PM,05:44 AM,05:53 PM,23,31,31,28,7,70,81,9.6,1009,33,9,225,4,Belize
2020-09-20,30,23,0.0,6.0,6,17,08:56 AM,08:46 PM,05:44 AM,05:53 PM,24,29,29,26,6,81,91,11.6,1011,30,6,167,4,Belize
2020-09-21,34,22,0.0,7.4,6,25,09:59 AM,09:36 PM,05:44 AM,05:52 PM,22,29,29,26,7,75,83,5.7,1012,34,5,199,4,Belize
2020-09-22,35,22,0.0,11.6,6,32,11:01 AM,10:28 PM,05:44 AM,05:51 PM,21,30,30,27,8,47,76,0.9,1012,35,10,203,4,Belize
2020-09-23,36,22,0.0,11.6,7,40,12:02 PM,11:24 PM,05:44 AM,05:50 PM,22,31,31,28,8,39,77,1.6,1011,36,8,193,5,Belize
2020-09-24,37,22,0.0,10.2,7,47,01:00 PM,No moonset,05:45 AM,05:49 PM,22,32,32,28,6,41,77,0.6,1011,37,7,161,4,Belize
2020-09-25,31,23,0.0,7.4,6,55,01:55 PM,12:20 AM,05:45 AM,05:48 PM,22,28,28,25,5,58,87,1.6,1012,31,7,141,3,Belize
2020-09-26,34,23,0.0,7.4,6,62,02:44 PM,01:16 AM,05:45 AM,05:48 PM,24,32,32,28,7,73,85,7.0,1011,34,8,126,4,Belize
2020-09-27,35,24,0.0,8.8,7,70,03:29 PM,02:11 AM,05:45 AM,05:47 PM,23,32,32,29,9,62,80,0.2,1010,35,5,118,6,Belize
2020-09-28,33,24,0.0,6.0,6,78,04:10 PM,03:04 AM,05:45 AM,05:46 PM,24,31,31,28,9,93,82,1.3,1009,33,5,104,6,Belize
2020-09-29,35,23,0.0,8.8,7,85,04:47 PM,03:55 AM,05:45 AM,05:45 PM,22,32,32,28,7,76,80,13.1,1010,35,6,133,4,Belize
2020-09-30,29,22,0.0,7.4,6,93,05:23 PM,04:44 AM,05:45 AM,05:44 PM,23,27,27,24,10,82,93,27.9,1012,29,8,253,6,Belize
2020-10-01,30,22,0.0,7.4,6,97,05:58 PM,05:32 AM,05:46 AM,05:44 PM,22,28,28,25,9,77,89,10.2,1012,30,7,268,6,Belize
2020-10-02,30,22,0.0,7.4,6,100,06:31 PM,06:19 AM,05:46 AM,05:43 PM,22,28,28,25,13,82,87,8.2,1009,30,7,259,8,Belize
2020-10-03,27,22,0.0,6.0,6,89,07:06 PM,07:06 AM,05:46 AM,05:42 PM,23,27,27,24,12,83,93,10.9,1009,27,7,252,7,Belize
2020-10-04,30,21,0.0,8.8,6,82,07:43 PM,07:54 AM,05:46 AM,05:41 PM,20,27,27,25,15,68,76,0.2,1011,30,8,257,10,Belize
2020-10-05,30,22,0.0,6.0,6,74,08:21 PM,08:43 AM,05:46 AM,05:40 PM,20,27,27,25,16,66,74,0.0,1012,30,10,256,12,Belize
2020-10-06,30,22,0.0,7.4,6,67,09:03 PM,09:34 AM,05:47 AM,05:40 PM,20,27,27,25,16,55,75,0.0,1010,30,10,258,11,Belize
2020-10-07,29,23,0.0,8.8,6,60,09:49 PM,10:25 AM,05:47 AM,05:39 PM,19,27,27,25,15,47,71,0.0,1009,29,10,252,11,Belize
2020-10-08,33,22,0.0,10.2,6,53,10:39 PM,11:19 AM,05:47 AM,05:38 PM,21,30,30,27,8,52,77,0.4,1011,33,10,200,5,Belize
2020-10-09,30,22,0.0,7.4,6,45,11:34 PM,12:12 PM,05:47 AM,05:37 PM,23,28,28,25,7,74,87,5.5,1010,30,7,158,4,Belize
2020-10-10,34,22,0.0,10.2,6,38,No moonrise,01:05 PM,05:47 AM,05:37 PM,22,31,31,28,7,50,80,1.7,1010,34,8,193,4,Belize
2020-10-11,32,23,0.0,5.9,6,31,12:30 AM,01:57 PM,05:48 AM,05:36 PM,23,30,30,27,8,84,87,10.0,1011,32,5,150,5,Belize
2020-10-12,33,23,0.0,8.8,6,23,01:30 AM,02:45 PM,05:48 AM,05:35 PM,23,31,31,28,8,66,82,0.3,1012,33,5,111,6,Belize
2020-10-13,28,23,0.0,8.8,6,16,02:30 AM,03:33 PM,05:48 AM,05:35 PM,23,28,28,25,5,60,92,5.0,1013,28,7,198,3,Belize
2020-10-14,27,22,0.0,5.9,5,9,03:32 AM,04:17 PM,05:48 AM,05:34 PM,23,27,27,24,6,83,97,16.4,1012,27,5,216,3,Belize
2020-10-15,30,22,0.0,5.9,6,2,04:32 AM,05:02 PM,05:48 AM,05:33 PM,23,28,28,25,6,85,92,9.2,1010,30,6,194,4,Belize
2020-10-16,29,21,0.0,8.8,6,0,05:34 AM,05:48 PM,05:49 AM,05:33 PM,23,28,28,25,7,81,92,11.7,1012,29,5,172,4,Belize
2020-10-17,30,22,0.0,7.3,6,0,06:36 AM,06:34 PM,05:49 AM,05:32 PM,22,28,28,25,5,76,87,3.5,1013,30,9,175,3,Belize
2020-10-18,32,21,0.0,10.2,6,5,07:41 AM,07:24 PM,05:49 AM,05:31 PM,22,28,28,25,7,41,86,8.8,1012,32,8,200,4,Belize
2020-10-19,28,21,0.0,5.9,6,13,08:45 AM,08:17 PM,05:49 AM,05:31 PM,23,27,27,24,7,85,94,16.7,1010,28,5,236,4,Belize
2020-10-20,31,21,0.0,5.9,6,20,09:50 AM,09:14 PM,05:50 AM,05:30 PM,22,28,28,25,9,79,83,3.4,1008,31,7,247,6,Belize
2020-10-21,30,22,0.0,8.7,6,27,10:52 AM,10:11 PM,05:50 AM,05:29 PM,21,28,28,25,9,62,82,0.0,1009,30,6,242,6,Belize
2020-10-22,30,22,0.0,8.7,6,35,11:50 AM,11:10 PM,05:50 AM,05:29 PM,22,28,28,26,8,70,82,0.4,1010,30,8,238,5,Belize
2020-10-23,31,23,0.0,8.7,6,42,12:42 PM,No moonset,05:51 AM,05:28 PM,22,29,29,26,9,64,83,0.6,1010,31,8,246,6,Belize
2020-10-24,32,22,0.0,7.3,6,49,01:29 PM,12:06 AM,05:51 AM,05:28 PM,23,29,29,26,7,78,87,16.0,1010,32,7,244,5,Belize
2020-10-25,32,23,0.0,7.3,6,56,02:10 PM,01:01 AM,05:51 AM,05:27 PM,23,30,30,27,8,77,85,14.2,1010,32,9,251,5,Belize
2020-10-26,31,22,0.0,10.2,6,64,02:49 PM,01:52 AM,05:52 AM,05:27 PM,21,28,28,26,10,39,80,0.0,1009,31,8,245,6,Belize
2020-10-27,33,22,0.0,11.6,6,71,03:25 PM,02:41 AM,05:52 AM,05:26 PM,21,30,30,27,9,22,75,0.0,1009,33,9,195,5,Belize
2020-10-28,29,22,0.0,11.6,6,78,03:59 PM,03:30 AM,05:52 AM,05:26 PM,22,28,28,25,7,53,85,0.0,1009,29,7,168,5,Belize
2020-10-29,29,23,0.0,5.9,5,85,04:33 PM,04:16 AM,05:53 AM,05:25 PM,22,27,27,24,6,86,91,30.0,1011,29,8,175,4,Belize
2020-10-30,26,21,0.0,7.3,5,93,05:07 PM,05:03 AM,05:53 AM,05:25 PM,23,26,26,24,8,75,95,17.8,1014,26,9,247,4,Belize
2020-10-31,26,21,0.0,7.3,5,97,05:43 PM,05:51 AM,05:53 AM,05:24 PM,23,26,26,23,7,78,97,14.2,1016,26,9,282,4,Belize
2020-11-01,26,22,0.0,5.9,5,89,06:20 PM,06:39 AM,05:54 AM,05:24 PM,23,26,26,24,6,84,96,10.2,1015,26,6,213,3,Belize
2020-11-02,27,20,0.0,5.8,5,81,07:02 PM,07:30 AM,05:54 AM,05:23 PM,21,25,25,23,10,84,93,6.9,1015,27,7,293,6,Belize
2020-11-03,24,22,0.0,5.8,5,74,07:46 PM,08:21 AM,05:55 AM,05:23 PM,22,25,25,22,11,99,98,30.5,1014,24,8,317,6,Belize
2020-11-04,24,21,0.0,5.8,5,66,08:34 PM,09:14 AM,05:55 AM,05:22 PM,22,25,25,22,13,100,99,32.8,1013,24,8,322,8,Belize
2020-11-05,24,22,0.0,5.8,5,58,09:27 PM,10:07 AM,05:55 AM,05:22 PM,23,26,26,23,15,100,99,90.8,1008,24,5,47,8,Belize
2020-11-06,26,22,0.0,7.3,5,51,10:22 PM,11:00 AM,05:56 AM,05:22 PM,23,26,26,23,10,84,98,59.4,1007,26,7,281,5,Belize
2020-11-07,27,21,0.0,7.3,5,43,11:19 PM,11:51 AM,05:56 AM,05:21 PM,21,26,26,23,10,72,88,1.6,1010,27,8,262,6,Belize
2020-11-08,28,21,0.0,8.7,6,36,No moonrise,12:38 PM,05:57 AM,05:21 PM,21,27,27,24,11,53,84,0.6,1011,28,8,249,7,Belize
2020-11-09,29,20,0.0,8.7,6,28,12:17 AM,01:25 PM,05:57 AM,05:21 PM,20,26,26,24,10,68,82,0.2,1011,29,6,247,6,Belize
2020-11-10,29,19,0.0,11.6,7,21,01:16 AM,02:08 PM,05:58 AM,05:21 PM,18,24,24,23,12,4,76,0.0,1009,29,9,237,7,Belize
2020-11-11,31,18,0.0,11.6,7,13,02:14 AM,02:52 PM,05:58 AM,05:20 PM,17,26,26,24,6,2,71,0.0,1011,31,10,239,4,Belize
2020-11-12,31,20,0.0,11.6,6,6,03:14 AM,03:35 PM,05:59 AM,05:20 PM,20,28,28,26,6,21,76,0.1,1013,31,8,236,4,Belize
2020-11-13,28,21,0.0,8.7,6,0,04:14 AM,04:20 PM,05:59 AM,05:20 PM,22,27,27,24,7,64,90,14.1,1013,28,8,259,4,Belize
2020-11-14,30,22,0.0,5.6,6,0,05:17 AM,05:08 PM,06:00 AM,05:20 PM,22,28,28,25,6,88,88,1.6,1013,30,5,173,4,Belize
2020-11-15,32,21,0.0,10.1,6,0,06:22 AM,06:00 PM,06:00 AM,05:19 PM,21,28,28,25,5,55,84,2.8,1012,32,7,200,3,Belize
2020-11-16,26,21,0.0,5.7,5,2,07:29 AM,06:56 PM,06:01 AM,05:19 PM,22,26,26,23,5,79,95,9.6,1013,26,7,255,3,Belize
2020-11-17,25,20,0.0,4.2,5,9,08:34 AM,07:56 PM,06:01 AM,05:19 PM,21,24,24,22,8,89,97,19.5,1014,25,8,266,5,Belize
2020-11-18,24,21,0.0,4.2,5,17,09:36 AM,08:56 PM,06:02 AM,05:19 PM,22,25,25,22,11,94,99,44.9,1013,24,7,58,6,Belize
2020-11-19,23,22,0.0,4.2,5,24,10:33 AM,09:56 PM,06:02 AM,05:19 PM,22,25,25,22,4,99,100,29.3,1015,23,8,186,2,Belize
2020-11-20,24,22,0.0,4.2,5,32,11:24 AM,10:53 PM,06:03 AM,05:19 PM,23,25,25,23,6,99,99,40.0,1016,24,7,213,3,Belize
2020-11-21,25,22,0.0,4.2,5,39,12:08 PM,11:47 PM,06:03 AM,05:19 PM,23,26,26,23,9,93,98,47.9,1014,25,7,252,5,Belize
2020-11-22,24,21,0.0,4.2,5,47,12:49 PM,No moonset,06:04 AM,05:19 PM,22,25,25,22,6,95,99,24.5,1014,24,9,285,3,Belize
2020-11-23,28,20,0.0,4.2,5,54,01:26 PM,12:37 AM,06:04 AM,05:19 PM,21,24,24,23,6,82,91,2.3,1015,28,7,164,4,Belize
2020-11-24,29,20,0.0,5.7,6,62,02:00 PM,01:26 AM,06:05 AM,05:19 PM,21,26,26,24,7,84,87,1.1,1016,29,7,174,4,Belize
2020-11-25,28,20,0.0,5.7,6,70,02:34 PM,02:13 AM,06:06 AM,05:19 PM,21,25,25,24,7,85,89,1.0,1015,28,5,133,4,Belize
2020-11-26,26,20,0.0,5.7,5,77,03:08 PM,03:00 AM,06:06 AM,05:19 PM,22,24,24,22,5,89,96,9.0,1015,26,4,143,3,Belize
2020-11-27,28,20,0.0,7.2,6,85,03:43 PM,03:47 AM,06:07 AM,05:19 PM,20,25,25,24,4,65,88,0.8,1014,28,7,127,3,Belize
2020-11-28,29,19,0.0,5.7,5,92,04:20 PM,04:35 AM,06:07 AM,05:19 PM,20,24,24,23,6,78,88,2.2,1013,29,4,151,4,Belize
2020-11-29,27,21,0.0,4.2,5,100,05:00 PM,05:25 AM,06:08 AM,05:19 PM,22,26,26,23,5,89,93,7.8,1013,27,6,134,3,Belize
2020-11-30,30,20,0.0,7.2,6,100,05:44 PM,06:17 AM,06:08 AM,05:19 PM,21,26,26,24,5,74,86,7.9,1014,30,6,198,3,Belize
2020-12-01,24,18,0.0,7.2,5,89,06:31 PM,07:10 AM,06:09 AM,05:20 PM,18,20,21,20,7,67,87,2.6,1018,24,9,249,5,Belize
2020-12-02,27,17,0.0,4.2,5,82,07:23 PM,08:04 AM,06:10 AM,05:20 PM,19,23,23,22,4,81,83,0.5,1016,27,10,157,3,Belize
2020-12-03,27,21,0.0,4.2,5,75,08:17 PM,08:57 AM,06:10 AM,05:20 PM,22,26,26,23,5,90,96,11.1,1014,27,7,172,3,Belize
2020-12-04,28,21,0.0,4.2,5,67,09:14 PM,09:48 AM,06:11 AM,05:20 PM,22,26,26,23,5,88,94,9.6,1015,28,5,233,3,Belize
2020-12-05,25,21,0.0,4.2,5,60,10:11 PM,10:36 AM,06:11 AM,05:21 PM,22,26,26,23,7,83,96,12.6,1015,25,5,228,4,Belize
2020-12-06,29,21,0.0,5.7,6,53,11:08 PM,11:22 AM,06:12 AM,05:21 PM,21,26,26,24,5,64,88,5.9,1014,29,10,263,3,Belize
2020-12-07,27,20,0.0,4.2,5,46,No moonrise,12:05 PM,06:13 AM,05:21 PM,21,25,25,23,11,92,93,11.6,1016,27,7,262,7,Belize
2020-12-08,24,17,0.0,7.2,5,38,12:04 AM,12:47 PM,06:13 AM,05:21 PM,17,20,20,20,8,75,84,7.4,1021,24,9,254,5,Belize
2020-12-09,24,14,0.0,8.7,5,31,01:01 AM,01:29 PM,06:14 AM,05:22 PM,14,18,19,18,6,44,80,0.0,1022,24,8,208,3,Belize
2020-12-10,23,14,0.0,4.2,4,24,01:59 AM,02:11 PM,06:14 AM,05:22 PM,15,18,18,18,5,89,83,0.3,1019,23,9,193,3,Belize
2020-12-11,23,17,0.0,4.2,5,17,02:58 AM,02:56 PM,06:15 AM,05:22 PM,18,20,21,20,6,84,90,0.4,1015,23,7,129,4,Belize
2020-12-12,27,18,0.0,5.7,5,9,04:00 AM,03:45 PM,06:15 AM,05:23 PM,20,23,23,22,6,78,88,0.2,1014,27,4,95,4,Belize
2020-12-13,29,20,0.0,5.7,6,2,05:05 AM,04:37 PM,06:16 AM,05:23 PM,21,27,27,24,6,71,84,0.1,1014,29,8,142,4,Belize
2020-12-14,28,21,0.0,5.7,5,0,06:11 AM,05:36 PM,06:17 AM,05:24 PM,22,26,26,24,6,85,92,7.3,1015,28,4,131,4,Belize
2020-12-15,29,20,0.0,7.2,6,0,07:16 AM,06:36 PM,06:17 AM,05:24 PM,21,27,27,24,7,75,86,0.4,1014,29,6,168,4,Belize
2020-12-16,30,20,0.0,8.7,6,5,08:16 AM,07:38 PM,06:18 AM,05:24 PM,21,26,26,24,6,75,86,0.3,1013,30,5,115,4,Belize
2020-12-17,28,20,0.0,4.2,5,12,09:12 AM,08:38 PM,06:18 AM,05:25 PM,20,24,24,23,5,89,89,2.1,1016,28,6,199,3,Belize
2020-12-18,24,20,0.0,4.1,5,20,10:01 AM,09:36 PM,06:19 AM,05:25 PM,21,23,23,22,4,83,97,9.4,1018,24,8,201,3,Belize
2020-12-19,29,20,0.0,7.2,6,27,10:44 AM,10:29 PM,06:19 AM,05:26 PM,20,25,25,24,6,56,85,0.4,1017,29,7,182,4,Belize
2020-12-20,27,19,0.0,5.7,5,34,11:24 AM,11:19 PM,06:20 AM,05:26 PM,20,23,23,22,5,87,93,11.1,1015,27,4,181,3,Belize
2020-12-21,24,20,0.0,5.7,5,41,12:00 PM,No moonset,06:20 AM,05:27 PM,21,23,23,22,4,82,98,7.3,1017,24,5,184,2,Belize
2020-12-22,25,20,0.0,5.7,5,49,12:34 PM,12:07 AM,06:21 AM,05:27 PM,21,23,23,22,5,79,95,1.4,1018,25,4,149,3,Belize
2020-12-23,28,19,0.0,4.2,5,56,01:08 PM,12:55 AM,06:21 AM,05:28 PM,20,25,25,23,6,93,88,0.2,1016,28,4,142,4,Belize
2020-12-24,30,20,0.0,8.7,6,63,01:42 PM,01:42 AM,06:22 AM,05:28 PM,20,26,26,25,6,42,82,0.0,1015,30,6,128,4,Belize
2020-12-25,21,17,0.0,4.2,4,70,02:18 PM,02:29 AM,06:22 AM,05:29 PM,17,19,19,19,8,93,88,3.5,1021,21,9,314,5,Belize
2020-12-26,23,15,0.0,8.7,5,78,02:57 PM,03:19 AM,06:23 AM,05:29 PM,14,19,20,19,6,54,78,0.2,1020,23,10,213,4,Belize
2020-12-27,25,15,0.0,7.2,5,85,03:39 PM,04:09 AM,06:23 AM,05:30 PM,15,20,21,20,6,53,77,0.0,1017,25,9,176,4,Belize
2020-12-28,27,16,0.0,8.7,5,92,04:26 PM,05:02 AM,06:23 AM,05:31 PM,18,20,21,20,4,62,89,6.3,1018,27,7,172,3,Belize
2020-12-29,26,17,0.0,7.2,5,100,05:17 PM,05:57 AM,06:24 AM,05:31 PM,18,21,21,21,5,68,89,2.6,1017,26,8,140,3,Belize
2020-12-30,28,18,0.0,7.2,5,100,06:11 PM,06:51 AM,06:24 AM,05:32 PM,19,23,23,22,6,63,88,0.4,1013,28,8,129,4,Belize
2020-12-31,30,20,0.0,8.7,6,89,07:08 PM,07:44 AM,06:25 AM,05:32 PM,21,26,26,24,8,57,85,0.0,1009,30,5,129,5,Belize
2021-01-01,31,22,0.0,7.2,6,79,08:06 PM,08:34 AM,06:25 AM,05:33 PM,22,29,29,26,8,72,86,2.1,1012,31,7,92,5,Belize
2021-01-02,28,21,0.0,5.7,6,71,09:03 PM,09:21 AM,06:25 AM,05:34 PM,22,26,26,24,7,79,89,2.1,1015,28,7,120,5,Belize
2021-01-03,24,21,0.0,4.2,5,64,10:00 PM,10:05 AM,06:26 AM,05:34 PM,22,25,25,22,5,86,98,7.1,1015,24,7,168,3,Belize
2021-01-04,28,20,0.0,4.2,6,57,10:56 PM,10:47 AM,06:26 AM,05:35 PM,20,24,24,23,6,85,86,0.5,1015,28,5,128,4,Belize
2021-01-05,26,19,0.0,4.2,5,50,11:52 PM,11:28 AM,06:26 AM,05:35 PM,21,23,23,22,5,85,94,8.5,1016,26,5,173,3,Belize
2021-01-06,28,18,0.0,8.7,5,42,No moonrise,12:08 PM,06:26 AM,05:36 PM,18,24,24,23,7,49,82,0.0,1014,28,6,158,4,Belize
2021-01-07,28,18,0.0,5.7,5,35,12:49 AM,12:51 PM,06:27 AM,05:37 PM,20,23,23,22,5,81,90,7.0,1015,28,6,132,3,Belize
2021-01-08,23,19,0.0,4.2,5,28,01:48 AM,01:36 PM,06:27 AM,05:37 PM,20,21,22,21,6,82,96,8.2,1017,23,6,246,4,Belize
2021-01-09,24,16,0.0,7.2,5,20,02:49 AM,02:25 PM,06:27 AM,05:38 PM,15,19,20,19,6,43,80,0.9,1019,24,10,220,4,Belize
2021-01-10,23,15,0.0,4.2,4,13,03:53 AM,03:20 PM,06:27 AM,05:38 PM,16,18,19,18,6,69,86,0.4,1018,23,10,169,3,Belize
2021-01-11,26,18,0.0,4.2,5,6,04:56 AM,04:18 PM,06:28 AM,05:39 PM,20,21,22,21,3,91,96,4.5,1017,26,5,195,2,Belize
2021-01-12,24,20,0.0,4.2,5,0,05:59 AM,05:19 PM,06:28 AM,05:40 PM,20,21,22,21,5,96,95,7.7,1019,24,7,283,3,Belize
2021-01-13,29,20,0.0,4.2,5,0,06:57 AM,06:20 PM,06:28 AM,05:40 PM,21,24,24,22,5,85,91,4.5,1017,29,6,175,3,Belize
2021-01-14,25,20,0.0,5.7,5,1,07:49 AM,07:20 PM,06:28 AM,05:41 PM,20,22,22,21,6,81,93,0.1,1016,25,3,218,4,Belize
2021-01-15,28,19,0.0,5.7,5,8,08:36 AM,08:16 PM,06:28 AM,05:41 PM,21,24,24,22,5,82,91,3.9,1014,28,6,119,3,Belize
2021-01-16,24,19,0.0,4.2,5,16,09:18 AM,09:09 PM,06:28 AM,05:42 PM,19,21,21,21,6,87,88,1.6,1017,24,10,142,4,Belize
2021-01-17,23,14,0.0,4.2,4,23,09:56 AM,09:59 PM,06:28 AM,05:43 PM,17,18,19,18,4,92,88,0.0,1017,23,7,171,2,Belize
2021-01-18,21,18,0.0,4.2,5,30,10:31 AM,10:47 PM,06:28 AM,05:43 PM,19,20,20,20,3,97,93,4.8,1017,21,8,131,2,Belize
2021-01-19,24,19,0.0,4.2,5,38,11:06 AM,11:35 PM,06:28 AM,05:44 PM,21,23,23,21,9,89,99,17.9,1017,24,8,91,5,Belize
2021-01-20,28,20,0.0,4.2,5,45,11:40 AM,No moonset,06:28 AM,05:44 PM,21,25,25,23,10,82,91,16.2,1018,28,9,71,6,Belize
2021-01-21,28,20,0.0,5.7,5,52,12:15 PM,12:22 AM,06:28 AM,05:45 PM,20,24,24,23,7,81,89,1.0,1017,28,7,119,5,Belize
2021-01-22,29,20,0.0,5.7,6,59,12:52 PM,01:10 AM,06:28 AM,05:46 PM,21,25,25,24,6,65,87,1.0,1014,29,9,95,4,Belize
2021-01-23,29,20,0.0,5.7,6,67,01:33 PM,02:00 AM,06:28 AM,05:46 PM,21,25,25,24,8,77,87,0.4,1014,29,5,129,6,Belize
2021-01-24,29,21,0.0,5.7,6,74,02:17 PM,02:52 AM,06:28 AM,05:47 PM,21,25,25,24,10,79,89,0.9,1013,29,5,104,7,Belize
2021-01-25,29,21,0.0,5.7,6,81,03:07 PM,03:46 AM,06:28 AM,05:47 PM,20,27,27,25,11,74,83,0.1,1012,29,5,111,7,Belize
2021-01-26,31,21,0.0,8.7,6,88,04:00 PM,04:40 AM,06:28 AM,05:48 PM,21,28,28,25,10,55,83,0.0,1010,31,5,100,7,Belize
2021-01-27,31,21,0.0,8.7,6,96,04:57 PM,05:35 AM,06:28 AM,05:48 PM,21,28,28,25,9,65,84,0.1,1013,31,5,94,6,Belize
2021-01-28,28,20,0.0,4.2,5,100,05:56 PM,06:26 AM,06:27 AM,05:49 PM,21,23,23,22,6,91,93,11.0,1019,28,4,151,3,Belize
2021-01-29,25,19,0.0,4.2,5,90,06:55 PM,07:16 AM,06:27 AM,05:49 PM,20,21,22,21,4,95,96,6.9,1018,25,6,231,2,Belize
2021-01-30,24,18,0.0,4.2,5,82,07:53 PM,08:02 AM,06:27 AM,05:50 PM,19,20,21,20,5,92,94,1.7,1016,24,5,186,4,Belize
2021-01-31,28,18,0.0,4.2,5,79,08:51 PM,08:46 AM,06:27 AM,05:51 PM,20,24,24,22,6,87,89,2.3,1014,28,7,119,4,Belize
2021-02-01,29,20,0.0,4.2,5,63,09:48 PM,09:28 AM,06:26 AM,05:51 PM,19,24,24,23,7,89,85,1.5,1017,29,8,218,4,Belize
2021-02-02,25,14,0.0,7.2,5,55,10:45 PM,10:08 AM,06:26 AM,05:52 PM,13,19,21,19,8,31,73,0.1,1021,25,10,268,5,Belize
2021-02-03,25,12,0.0,8.7,5,48,11:43 PM,10:50 AM,06:26 AM,05:52 PM,12,19,20,19,7,2,74,0.0,1019,25,9,182,5,Belize
2021-02-04,26,14,0.0,7.2,5,40,No moonrise,11:34 AM,06:26 AM,05:53 PM,15,22,22,20,8,51,80,0.0,1016,26,7,132,5,Belize
2021-02-05,29,16,0.0,8.7,5,33,12:42 AM,12:21 PM,06:25 AM,05:53 PM,18,24,24,23,9,51,81,0.0,1011,29,5,114,6,Belize
2021-02-06,35,18,0.0,8.7,6,25,01:43 AM,01:12 PM,06:25 AM,05:53 PM,19,27,27,26,7,43,78,0.0,1009,35,5,141,4,Belize
2021-02-07,32,18,0.0,7.2,6,18,02:45 AM,02:07 PM,06:25 AM,05:54 PM,19,26,26,25,7,18,80,0.2,1013,32,9,170,4,Belize
