date_time,China_maxtempC,China_mintempC,China_totalSnow_cm,China_sunHour,China_uvIndex,China_moon_illumination,China_moonrise,China_moonset,China_sunrise,China_sunset,China_DewPointC,China_FeelsLikeC,China_HeatIndexC,China_WindChillC,China_WindGustKmph,China_cloudcover,China_humidity,China_precipMM,China_pressure,China_tempC,China_visibility,China_winddirDegree,China_windspeedKmph,China_location
2020-06-12,38,24,0.0,14.5,8,46,12:12 AM,10:55 AM,04:45 AM,07:44 PM,12,32,32,31,11,10,33,0.0,1003,38,10,154,8,China
2020-06-13,32,29,0.0,10.4,7,38,12:40 AM,11:55 AM,04:45 AM,07:44 PM,17,31,31,30,12,56,45,20.0,1002,32,9,174,9,China
2020-06-14,37,26,0.0,14.5,8,31,01:05 AM,12:53 PM,04:45 AM,07:45 PM,5,31,31,32,18,1,20,0.0,1008,37,10,316,15,China
2020-06-15,41,30,0.0,14.5,9,23,01:29 AM,01:51 PM,04:45 AM,07:45 PM,3,35,35,36,8,3,14,0.0,1007,41,10,231,7,China
2020-06-16,38,27,0.0,13.5,7,16,01:53 AM,02:49 PM,04:45 AM,07:45 PM,5,32,32,33,14,31,19,0.0,1004,38,10,131,11,China
2020-06-17,35,27,0.0,14.5,8,8,02:17 AM,03:49 PM,04:45 AM,07:46 PM,11,31,31,31,22,18,33,0.0,1003,35,10,205,18,China
2020-06-18,34,25,0.0,12.5,7,1,02:44 AM,04:49 PM,04:45 AM,07:46 PM,12,29,29,29,8,50,37,0.2,1004,34,10,242,7,China
2020-06-19,36,24,0.0,14.5,8,0,03:15 AM,05:51 PM,04:46 AM,07:46 PM,14,30,30,30,13,14,42,0.0,1007,36,10,152,10,China
2020-06-20,38,28,0.0,13.5,7,0,03:50 AM,06:53 PM,04:46 AM,07:47 PM,14,33,33,33,20,39,33,1.6,1004,38,10,202,16,China
2020-06-21,38,28,0.0,14.5,7,0,04:32 AM,07:53 PM,04:46 AM,07:47 PM,16,34,34,33,12,34,39,6.7,1003,38,9,199,10,China
2020-06-22,36,31,0.0,14.5,8,7,05:22 AM,08:50 PM,04:46 AM,07:47 PM,13,33,33,33,16,12,31,0.0,1003,36,10,187,14,China
2020-06-23,36,28,0.0,14.5,8,14,06:19 AM,09:41 PM,04:46 AM,07:47 PM,14,32,32,32,13,20,36,0.0,1003,36,10,204,11,China
2020-06-24,35,24,0.0,13.5,6,22,07:24 AM,10:25 PM,04:47 AM,07:47 PM,17,30,30,29,12,48,52,5.0,1004,35,9,154,10,China
2020-06-25,30,23,0.0,11.4,6,29,08:32 AM,11:04 PM,04:47 AM,07:47 PM,17,28,28,27,10,75,60,22.1,1003,30,9,140,8,China
2020-06-26,35,23,0.0,13.5,7,37,09:43 AM,11:37 PM,04:47 AM,07:47 PM,16,30,30,29,11,38,49,2.1,1002,35,10,112,9,China
2020-06-27,38,24,0.0,14.5,8,44,10:53 AM,No moonset,04:48 AM,07:47 PM,16,32,32,31,8,14,44,0.0,1004,38,10,130,7,China
2020-06-28,36,27,0.0,14.5,8,52,12:03 PM,12:08 AM,04:48 AM,07:47 PM,14,32,32,32,12,8,37,0.0,1005,36,10,144,10,China
2020-06-29,34,27,0.0,13.5,7,59,01:14 PM,12:37 AM,04:49 AM,07:47 PM,13,30,30,30,11,54,37,4.8,1002,34,9,113,9,China
2020-06-30,38,27,0.0,14.5,8,67,02:25 PM,01:07 AM,04:49 AM,07:47 PM,12,31,31,32,8,11,33,0.0,1003,38,10,107,6,China
2020-07-01,37,28,0.0,13.5,7,72,03:37 PM,01:38 AM,04:49 AM,07:47 PM,14,32,32,32,10,34,35,2.0,1003,37,10,93,8,China
2020-07-02,33,25,0.0,13.5,6,79,04:49 PM,02:12 AM,04:50 AM,07:47 PM,17,30,30,29,11,48,51,2.7,1006,33,10,124,9,China
2020-07-03,30,24,0.0,10.4,6,86,06:00 PM,02:52 AM,04:51 AM,07:47 PM,17,28,28,27,8,67,55,7.2,1009,30,10,148,6,China
2020-07-04,31,23,0.0,14.5,6,94,07:06 PM,03:39 AM,04:51 AM,07:47 PM,17,28,28,27,10,29,56,0.1,1005,31,10,164,9,China
2020-07-05,31,26,0.0,11.4,6,100,08:05 PM,04:32 AM,04:52 AM,07:46 PM,16,29,29,28,5,62,49,2.9,999,31,9,323,4,China
2020-07-06,38,26,0.0,14.5,8,100,08:55 PM,05:32 AM,04:52 AM,07:46 PM,16,33,33,32,5,18,41,0.3,999,38,10,114,4,China
2020-07-07,38,24,0.0,14.5,8,85,09:37 PM,06:34 AM,04:53 AM,07:46 PM,14,32,32,32,11,14,35,0.1,1006,38,10,80,9,China
2020-07-08,37,28,0.0,14.5,8,77,10:11 PM,07:39 AM,04:53 AM,07:46 PM,13,32,32,32,11,7,31,0.0,1006,37,10,158,10,China
2020-07-09,27,24,0.0,9.3,6,70,10:41 PM,08:41 AM,04:54 AM,07:45 PM,16,27,27,26,8,76,54,11.8,1002,27,9,120,6,China
2020-07-10,32,24,0.0,10.4,6,63,11:07 PM,09:43 AM,04:55 AM,07:45 PM,17,29,29,28,12,72,54,14.5,1002,32,9,149,8,China
2020-07-11,31,26,0.0,9.3,6,55,11:32 PM,10:42 AM,04:56 AM,07:44 PM,20,30,30,28,10,80,60,13.0,1005,31,9,110,7,China
2020-07-12,28,24,0.0,9.3,6,48,11:55 PM,11:40 AM,04:56 AM,07:44 PM,20,27,27,25,13,84,71,33.2,1007,28,7,177,8,China
2020-07-13,32,24,0.0,11.4,6,41,No moonrise,12:38 PM,04:57 AM,07:43 PM,18,29,29,28,12,56,57,13.3,1008,32,9,161,9,China
2020-07-14,35,26,0.0,14.5,8,34,12:19 AM,01:37 PM,04:58 AM,07:43 PM,18,32,32,31,8,15,47,0.0,1007,35,10,210,7,China
2020-07-15,36,29,0.0,14.5,8,26,12:45 AM,02:36 PM,04:58 AM,07:42 PM,17,34,34,33,11,9,40,0.0,1004,36,10,142,9,China
2020-07-16,36,31,0.0,14.5,8,19,01:13 AM,03:37 PM,04:59 AM,07:42 PM,17,34,34,33,15,12,40,0.0,1003,36,10,194,12,China
2020-07-17,33,29,0.0,14.4,8,12,01:46 AM,04:38 PM,05:00 AM,07:41 PM,16,32,32,31,21,43,42,0.3,1003,33,10,208,17,China
2020-07-18,32,24,0.0,12.3,6,5,02:25 AM,05:40 PM,05:01 AM,07:40 PM,18,30,30,28,10,48,55,4.8,1004,32,10,225,8,China
2020-07-19,34,24,0.0,13.4,6,0,03:12 AM,06:39 PM,05:02 AM,07:40 PM,17,30,30,29,9,53,52,1.4,1004,34,10,114,7,China
2020-07-20,37,29,0.0,14.4,8,0,04:07 AM,07:34 PM,05:03 AM,07:39 PM,12,32,32,33,11,4,29,0.0,1006,37,10,161,9,China
2020-07-21,38,30,0.0,14.4,8,2,05:10 AM,08:21 PM,05:03 AM,07:38 PM,14,34,34,34,14,16,32,0.0,1008,38,10,223,11,China
2020-07-22,37,28,0.0,14.3,8,10,06:19 AM,09:02 PM,05:04 AM,07:38 PM,14,32,32,32,12,12,35,0.0,1008,37,10,129,10,China
2020-07-23,38,28,0.0,14.3,8,17,07:31 AM,09:39 PM,05:05 AM,07:37 PM,14,33,33,33,8,4,36,0.0,1008,38,10,125,7,China
2020-07-24,39,30,0.0,14.3,9,24,08:43 AM,10:10 PM,05:06 AM,07:36 PM,15,35,35,34,9,3,34,0.0,1010,39,10,168,8,China
2020-07-25,39,30,0.0,13.4,8,32,09:55 AM,10:40 PM,05:07 AM,07:35 PM,12,34,34,34,9,29,27,0.0,1005,39,10,142,7,China
2020-07-26,31,29,0.0,13.4,8,39,11:06 AM,11:10 PM,05:08 AM,07:34 PM,14,30,30,31,15,46,36,0.0,1005,31,10,174,13,China
2020-07-27,28,23,0.0,10.0,6,46,12:16 PM,11:40 PM,05:09 AM,07:33 PM,18,27,27,25,9,75,66,3.9,1005,28,9,175,7,China
2020-07-28,31,25,0.0,10.0,6,53,01:28 PM,No moonset,05:10 AM,07:32 PM,19,30,30,28,9,74,61,8.3,1007,31,9,88,6,China
2020-07-29,33,25,0.0,8.9,6,61,02:39 PM,12:13 AM,05:10 AM,07:31 PM,21,32,32,29,8,73,64,15.3,1008,33,9,126,6,China
2020-07-30,35,25,0.0,10.0,7,68,03:49 PM,12:50 AM,05:11 AM,07:30 PM,21,33,33,30,11,65,61,11.9,1009,35,9,118,8,China
2020-07-31,37,29,0.0,14.2,7,72,04:55 PM,01:34 AM,05:12 AM,07:29 PM,19,36,36,33,12,23,46,2.6,1007,37,10,163,10,China
2020-08-01,38,27,0.0,12.2,7,82,05:55 PM,02:23 AM,05:13 AM,07:28 PM,22,36,36,32,11,54,57,6.0,1004,38,10,143,8,China
2020-08-02,38,29,0.0,10.0,7,90,06:47 PM,03:20 AM,05:14 AM,07:27 PM,21,37,37,33,13,74,53,11.2,1001,38,9,166,10,China
2020-08-03,39,26,0.0,14.1,9,97,07:32 PM,04:21 AM,05:15 AM,07:26 PM,16,34,34,33,8,23,42,0.7,1001,39,10,179,7,China
2020-08-04,41,31,0.0,14.1,9,100,08:09 PM,05:24 AM,05:16 AM,07:25 PM,13,37,37,36,9,13,27,0.1,1003,41,10,169,7,China
2020-08-05,38,30,0.0,13.4,7,88,08:41 PM,06:27 AM,05:17 AM,07:24 PM,19,36,36,34,9,44,45,1.9,1006,38,9,94,7,China
2020-08-06,36,29,0.0,14.1,8,81,09:08 PM,07:30 AM,05:18 AM,07:23 PM,16,33,33,32,8,23,39,0.0,1007,36,10,210,7,China
2020-08-07,35,28,0.0,9.9,7,74,09:34 PM,08:30 AM,05:19 AM,07:21 PM,19,33,33,31,13,45,50,0.4,1006,35,10,153,11,China
2020-08-08,35,27,0.0,14.0,7,67,09:57 PM,09:29 AM,05:20 AM,07:20 PM,18,32,32,31,12,29,47,0.2,1002,35,10,174,10,China
2020-08-09,38,27,0.0,14.0,7,59,10:21 PM,10:27 AM,05:21 AM,07:19 PM,19,34,34,32,12,25,49,0.6,997,38,10,151,10,China
2020-08-10,40,26,0.0,11.0,7,52,10:46 PM,11:25 AM,05:22 AM,07:18 PM,15,35,35,33,12,62,39,9.7,999,40,10,155,9,China
2020-08-11,40,30,0.0,13.3,8,45,11:13 PM,12:24 PM,05:23 AM,07:16 PM,15,35,35,34,11,27,33,1.1,1004,40,10,162,9,China
2020-08-12,36,29,0.0,12.2,7,38,11:43 PM,01:24 PM,05:24 AM,07:15 PM,20,35,35,32,14,62,51,3.1,1007,36,10,161,12,China
2020-08-13,36,24,0.0,13.3,7,30,No moonrise,02:24 PM,05:25 AM,07:14 PM,20,33,33,30,13,43,56,13.4,1000,36,9,208,10,China
2020-08-14,38,26,0.0,13.9,8,23,12:18 AM,03:26 PM,05:26 AM,07:12 PM,22,36,36,32,10,18,59,0.0,1000,38,10,131,9,China
2020-08-15,30,28,0.0,13.9,6,16,01:01 AM,04:25 PM,05:26 AM,07:11 PM,19,32,32,30,11,30,54,0.1,1003,30,10,164,10,China
2020-08-16,31,25,0.0,13.3,6,8,01:52 AM,05:21 PM,05:27 AM,07:10 PM,20,29,29,27,10,41,63,1.5,1008,31,10,151,8,China
2020-08-17,31,25,0.0,8.6,6,1,02:52 AM,06:12 PM,05:28 AM,07:08 PM,22,31,31,28,7,89,70,2.2,1007,31,6,149,6,China
2020-08-18,30,23,0.0,11.0,6,0,03:59 AM,06:56 PM,05:29 AM,07:07 PM,18,29,29,27,15,67,59,5.0,1009,30,10,262,12,China
2020-08-19,29,19,0.0,13.8,7,0,05:11 AM,07:35 PM,05:30 AM,07:06 PM,15,26,26,25,11,31,51,0.1,1013,29,10,124,9,China
2020-08-20,29,23,0.0,13.7,7,6,06:24 AM,08:09 PM,05:31 AM,07:04 PM,15,27,27,26,9,34,53,0.0,1016,29,10,107,7,China
2020-08-21,30,23,0.0,13.7,7,13,07:39 AM,08:41 PM,05:32 AM,07:03 PM,15,27,27,26,9,15,51,0.0,1017,30,10,153,8,China
2020-08-22,30,25,0.0,13.7,7,20,08:52 AM,09:11 PM,05:33 AM,07:01 PM,16,28,28,27,12,5,52,0.0,1012,30,10,160,10,China
2020-08-23,30,23,0.0,9.7,6,28,10:06 AM,09:42 PM,05:34 AM,07:00 PM,17,28,28,26,9,59,56,0.2,1006,30,9,216,7,China
2020-08-24,34,21,0.0,12.0,6,35,11:19 AM,10:14 PM,05:35 AM,06:58 PM,18,30,30,28,11,47,60,53.7,1001,34,8,293,9,China
2020-08-25,39,27,0.0,13.2,8,42,12:31 PM,10:50 PM,05:36 AM,06:57 PM,21,36,36,33,7,2,53,0.0,1003,39,10,111,6,China
2020-08-26,32,28,0.0,13.2,7,50,01:42 PM,11:32 PM,05:37 AM,06:55 PM,21,34,34,31,11,14,58,0.1,1004,32,10,104,9,China
2020-08-27,32,25,0.0,13.2,6,57,02:49 PM,No moonset,05:38 AM,06:54 PM,18,29,29,28,8,46,56,1.2,1002,32,10,121,6,China
2020-08-28,32,25,0.0,13.1,6,64,03:50 PM,12:19 AM,05:39 AM,06:52 PM,18,30,30,28,8,30,57,0.6,1006,32,10,220,7,China
2020-08-29,30,25,0.0,8.2,6,71,04:44 PM,01:13 AM,05:40 AM,06:50 PM,20,30,30,27,8,80,64,0.5,1010,30,10,136,7,China
2020-08-30,32,26,0.0,8.2,6,79,05:30 PM,02:12 AM,05:41 AM,06:49 PM,20,31,31,29,12,75,60,4.9,1011,32,10,162,10,China
2020-08-31,30,25,0.0,10.7,6,82,06:09 PM,03:14 AM,05:42 AM,06:47 PM,18,28,28,27,9,51,59,13.5,1011,30,9,195,6,China
2020-09-01,36,21,0.0,13.0,7,97,06:42 PM,04:17 AM,05:43 AM,06:46 PM,12,31,31,30,8,16,36,1.2,1008,36,10,322,7,China
2020-09-02,31,25,0.0,13.0,7,100,07:10 PM,05:19 AM,05:43 AM,06:44 PM,8,27,27,28,18,27,30,1.5,1010,31,10,324,14,China
2020-09-03,30,23,0.0,13.0,7,88,07:36 PM,06:20 AM,05:44 AM,06:43 PM,7,26,26,26,21,21,30,0.1,1006,30,10,324,17,China
2020-09-04,32,25,0.0,13.0,7,81,08:00 PM,07:20 AM,05:45 AM,06:41 PM,7,27,27,28,15,7,29,0.0,1005,32,10,255,12,China
2020-09-05,35,23,0.0,12.9,6,73,08:23 PM,08:18 AM,05:46 AM,06:39 PM,12,29,29,28,10,32,38,0.4,1007,35,10,118,8,China
2020-09-06,33,24,0.0,12.9,7,66,08:47 PM,09:16 AM,05:47 AM,06:38 PM,14,29,29,28,7,23,42,0.0,1008,33,10,79,6,China
2020-09-07,35,25,0.0,12.9,7,58,09:13 PM,10:14 AM,05:48 AM,06:36 PM,15,30,30,29,8,38,44,4.5,1007,35,10,168,6,China
2020-09-08,32,25,0.0,12.9,7,50,09:42 PM,11:13 AM,05:49 AM,06:34 PM,13,28,28,28,12,25,40,0.8,1010,32,10,306,9,China
2020-09-09,32,25,0.0,12.8,7,43,10:14 PM,12:13 PM,05:50 AM,06:33 PM,9,27,27,28,15,12,30,0.1,1010,32,10,322,12,China
2020-09-10,25,17,0.0,10.6,5,35,10:53 PM,01:13 PM,05:51 AM,06:31 PM,11,24,24,23,12,42,44,0.3,1011,25,9,173,10,China
2020-09-11,24,15,0.0,9.3,5,28,11:40 PM,02:12 PM,05:52 AM,06:29 PM,11,23,23,21,14,60,50,0.0,1015,24,10,210,10,China
2020-09-12,25,15,0.0,11.9,5,20,No moonrise,03:09 PM,05:53 AM,06:28 PM,12,24,24,22,10,66,52,0.2,1019,25,10,67,8,China
2020-09-13,28,21,0.0,10.6,5,13,12:34 AM,04:01 PM,05:54 AM,06:26 PM,15,25,25,24,11,70,60,2.5,1018,28,10,161,8,China
2020-09-14,21,19,0.0,7.9,5,5,01:37 AM,04:48 PM,05:55 AM,06:25 PM,14,21,22,21,10,73,64,11.0,1015,21,9,227,8,China
2020-09-15,20,16,0.0,7.9,4,0,02:46 AM,05:29 PM,05:56 AM,06:23 PM,17,20,20,20,8,85,78,36.2,1008,20,8,181,6,China
2020-09-16,26,15,0.0,12.7,6,0,03:59 AM,06:05 PM,05:56 AM,06:21 PM,4,21,21,21,25,2,33,0.0,1008,26,10,293,19,China
2020-09-17,27,21,0.0,12.6,6,0,05:14 AM,06:37 PM,05:57 AM,06:20 PM,4,24,24,24,16,4,28,0.0,1012,27,10,290,14,China
2020-09-18,29,21,0.0,12.6,7,2,06:29 AM,07:09 PM,05:58 AM,06:18 PM,3,25,25,25,12,3,25,0.0,1014,29,10,308,10,China
2020-09-19,30,23,0.0,12.6,7,10,07:45 AM,07:40 PM,05:59 AM,06:16 PM,5,26,26,26,7,3,27,0.0,1016,30,10,211,6,China
2020-09-20,28,23,0.0,12.2,7,17,09:01 AM,08:12 PM,06:00 AM,06:15 PM,7,25,25,25,10,3,32,0.0,1018,28,10,101,8,China
2020-09-21,29,20,0.0,10.2,6,25,10:16 AM,08:48 PM,06:01 AM,06:13 PM,13,25,25,24,9,33,51,2.0,1017,29,10,157,7,China
2020-09-22,24,20,0.0,10.2,5,32,11:31 AM,09:29 PM,06:02 AM,06:11 PM,12,23,23,22,10,57,53,2.7,1018,24,10,80,8,China
2020-09-23,19,13,0.0,6.0,4,40,12:41 PM,10:15 PM,06:03 AM,06:10 PM,13,18,19,18,9,89,70,8.9,1018,19,8,66,7,China
2020-09-24,28,18,0.0,11.6,6,47,01:46 PM,11:08 PM,06:04 AM,06:08 PM,13,23,23,22,6,37,56,0.0,1017,28,10,73,5,China
2020-09-25,30,20,0.0,11.6,7,55,02:42 PM,No moonset,06:05 AM,06:06 PM,14,25,25,24,6,7,53,0.0,1017,30,10,118,6,China
2020-09-26,29,21,0.0,11.6,7,62,03:31 PM,12:05 AM,06:06 AM,06:05 PM,12,26,26,25,8,2,46,0.0,1018,29,10,141,7,China
2020-09-27,28,21,0.0,11.6,6,70,04:11 PM,01:07 AM,06:07 AM,06:03 PM,11,25,25,25,9,11,44,0.0,1018,28,10,153,7,China
2020-09-28,28,21,0.0,11.6,6,78,04:45 PM,02:09 AM,06:08 AM,06:02 PM,12,25,25,24,10,11,47,0.0,1015,28,10,142,8,China
2020-09-29,17,12,0.0,6.0,4,85,05:14 PM,03:12 AM,06:09 AM,06:00 PM,12,16,17,16,11,86,74,49.7,1017,17,7,79,9,China
2020-09-30,22,13,0.0,8.7,5,93,05:40 PM,04:12 AM,06:10 AM,05:58 PM,8,19,19,19,10,20,50,0.0,1016,22,10,130,8,China
2020-10-01,25,16,0.0,7.2,5,97,06:04 PM,05:12 AM,06:11 AM,05:57 PM,8,20,20,20,17,44,47,1.7,1009,25,10,189,13,China
2020-10-02,22,15,0.0,7.2,4,100,06:27 PM,06:10 AM,06:12 AM,05:55 PM,-6,18,18,18,26,30,19,0.0,1016,22,10,307,20,China
2020-10-03,25,16,0.0,8.7,6,89,06:51 PM,07:09 AM,06:12 AM,05:54 PM,-3,20,21,20,14,19,21,0.0,1016,25,10,189,11,China
2020-10-04,19,11,0.0,8.7,5,82,07:16 PM,08:07 AM,06:13 AM,05:52 PM,-7,15,16,15,30,1,21,0.0,1022,19,10,320,24,China
2020-10-05,23,15,0.0,8.7,5,74,07:43 PM,09:06 AM,06:14 AM,05:51 PM,-4,18,18,18,7,4,22,0.0,1024,23,10,281,6,China
2020-10-06,23,16,0.0,8.7,4,67,08:13 PM,10:05 AM,06:15 AM,05:49 PM,-3,19,19,19,6,27,23,0.0,1023,23,10,103,5,China
2020-10-07,24,15,0.0,8.7,6,60,08:49 PM,11:05 AM,06:16 AM,05:47 PM,0,20,19,20,6,37,28,0.0,1025,24,10,121,5,China
2020-10-08,22,15,0.0,8.7,5,53,09:32 PM,12:04 PM,06:17 AM,05:46 PM,3,19,20,19,9,17,35,0.0,1027,22,10,121,7,China
2020-10-09,25,16,0.0,8.7,6,45,10:22 PM,01:00 PM,06:18 AM,05:44 PM,5,20,21,20,6,21,36,0.0,1023,25,10,156,5,China
2020-10-10,26,18,0.0,8.7,6,38,11:20 PM,01:53 PM,06:19 AM,05:43 PM,8,23,23,22,8,9,41,0.0,1019,26,10,126,6,China
2020-10-11,20,16,0.0,8.7,5,31,No moonrise,02:40 PM,06:20 AM,05:41 PM,3,18,18,18,16,17,38,0.0,1019,20,10,241,14,China
2020-10-12,21,15,0.0,8.7,5,23,12:24 AM,03:23 PM,06:22 AM,05:40 PM,-6,18,18,18,11,1,19,0.0,1022,21,10,220,9,China
2020-10-13,19,16,0.0,7.2,4,16,01:34 AM,04:00 PM,06:23 AM,05:38 PM,-8,17,17,17,12,23,18,0.0,1024,19,10,257,10,China
2020-10-14,15,11,0.0,5.7,3,9,02:47 AM,04:33 PM,06:24 AM,05:37 PM,-9,12,13,12,9,57,22,0.2,1028,15,10,106,8,China
2020-10-15,21,14,0.0,8.7,5,2,04:01 AM,05:04 PM,06:25 AM,05:35 PM,2,17,17,17,7,10,38,0.0,1025,21,10,159,6,China
2020-10-16,20,14,0.0,8.7,5,0,05:17 AM,05:35 PM,06:26 AM,05:34 PM,-5,16,17,16,17,24,24,0.1,1025,20,10,283,13,China
2020-10-17,24,14,0.0,8.7,6,0,06:33 AM,06:07 PM,06:27 AM,05:32 PM,-6,20,20,20,6,2,17,0.0,1023,24,10,242,5,China
2020-10-18,25,15,0.0,8.7,6,5,07:51 AM,06:41 PM,06:28 AM,05:31 PM,-5,20,20,20,7,5,18,0.0,1023,25,10,100,6,China
2020-10-19,25,17,0.0,8.7,6,13,09:09 AM,07:21 PM,06:29 AM,05:29 PM,-0,21,21,21,6,0,25,0.0,1024,25,10,147,5,China
2020-10-20,21,14,0.0,7.2,4,20,10:24 AM,08:06 PM,06:30 AM,05:28 PM,-1,19,19,19,6,34,27,0.0,1020,21,10,183,5,China
2020-10-21,16,11,0.0,8.7,4,27,11:35 AM,08:58 PM,06:31 AM,05:27 PM,-11,12,14,12,29,5,18,0.0,1019,16,10,302,23,China
2020-10-22,16,12,0.0,8.7,4,35,12:37 PM,09:56 PM,06:32 AM,05:25 PM,-12,13,14,13,15,4,16,0.0,1022,16,10,262,13,China
2020-10-23,20,12,0.0,8.7,5,42,01:30 PM,10:58 PM,06:33 AM,05:24 PM,-8,16,16,16,7,1,19,0.0,1025,20,10,247,6,China
2020-10-24,21,14,0.0,8.7,4,49,02:12 PM,No moonset,06:34 AM,05:22 PM,-6,17,17,17,4,17,20,0.0,1022,21,10,110,4,China
2020-10-25,20,12,0.0,7.2,4,56,02:48 PM,12:02 AM,06:35 AM,05:21 PM,-6,16,16,16,5,53,22,0.0,1018,20,10,132,4,China
2020-10-26,24,14,0.0,8.7,5,64,03:19 PM,01:04 AM,06:37 AM,05:20 PM,-5,18,18,18,14,13,21,0.0,1019,24,10,157,10,China
2020-10-27,18,13,0.0,8.7,3,71,03:46 PM,02:05 AM,06:38 AM,05:18 PM,-11,14,15,14,12,25,17,0.0,1027,18,10,175,10,China
2020-10-28,19,12,0.0,8.7,4,78,04:09 PM,03:05 AM,06:39 AM,05:17 PM,-12,15,15,15,6,35,14,0.0,1028,19,10,168,4,China
2020-10-29,18,12,0.0,7.1,4,85,04:32 PM,04:04 AM,06:40 AM,05:16 PM,-10,15,15,15,4,51,18,0.0,1027,18,10,121,3,China
2020-10-30,18,14,0.0,8.7,4,93,04:56 PM,05:02 AM,06:41 AM,05:15 PM,-4,16,16,16,9,20,26,0.0,1026,18,10,134,7,China
2020-10-31,19,14,0.0,8.7,4,97,05:20 PM,06:00 AM,06:42 AM,05:13 PM,-6,16,16,16,17,42,24,0.0,1019,19,10,259,13,China
2020-11-01,17,12,0.0,8.7,4,89,05:46 PM,06:59 AM,06:43 AM,05:12 PM,-12,13,14,13,23,14,15,0.0,1022,17,10,319,17,China
2020-11-02,12,9,0.0,8.7,4,81,06:15 PM,07:59 AM,06:44 AM,05:11 PM,-16,8,11,8,26,2,14,0.0,1027,12,10,296,20,China
2020-11-03,15,10,0.0,8.7,4,74,06:49 PM,08:59 AM,06:46 AM,05:10 PM,-12,11,12,11,10,0,17,0.0,1028,15,10,271,9,China
2020-11-04,17,9,0.0,8.7,4,66,07:30 PM,09:58 AM,06:47 AM,05:09 PM,-9,13,13,13,5,0,20,0.0,1021,17,10,98,4,China
2020-11-05,15,7,0.0,7.1,3,58,08:16 PM,10:56 AM,06:48 AM,05:08 PM,-9,12,12,12,5,47,21,0.0,1020,15,10,81,4,China
2020-11-06,20,12,0.0,8.7,5,51,09:11 PM,11:49 AM,06:49 AM,05:07 PM,-8,15,16,15,12,14,20,0.0,1018,20,10,253,9,China
2020-11-07,16,11,0.0,8.7,4,43,10:11 PM,12:37 PM,06:50 AM,05:06 PM,-11,13,14,13,22,0,16,0.0,1023,16,10,306,17,China
2020-11-08,16,9,0.0,8.7,4,36,11:17 PM,01:20 PM,06:51 AM,05:05 PM,-12,12,12,12,12,2,18,0.0,1030,16,10,260,10,China
2020-11-09,18,12,0.0,8.7,5,28,No moonrise,01:58 PM,06:53 AM,05:04 PM,-8,15,15,15,5,0,20,0.0,1027,18,10,129,4,China
2020-11-10,19,10,0.0,8.7,4,21,12:26 AM,02:31 PM,06:54 AM,05:03 PM,-8,15,15,15,4,5,21,0.0,1027,19,10,108,3,China
2020-11-11,18,10,0.0,8.7,4,13,01:38 AM,03:02 PM,06:55 AM,05:02 PM,-6,14,14,14,5,4,25,0.0,1027,18,10,114,4,China
2020-11-12,20,11,0.0,8.7,5,6,02:50 AM,03:31 PM,06:56 AM,05:01 PM,-5,16,16,16,9,3,25,0.0,1028,20,10,67,7,China
2020-11-13,16,12,0.0,8.7,4,0,04:04 AM,04:01 PM,06:57 AM,05:00 PM,-5,14,14,14,7,10,27,0.0,1033,16,10,95,5,China
2020-11-14,14,9,0.0,5.4,3,0,05:21 AM,04:34 PM,06:58 AM,04:59 PM,2,12,12,12,3,34,51,0.0,1029,14,10,80,3,China
2020-11-15,17,10,0.0,8.7,4,0,06:38 AM,05:10 PM,06:59 AM,04:58 PM,2,13,13,13,5,14,47,0.0,1025,17,10,99,4,China
2020-11-16,14,11,0.0,5.3,3,2,07:57 AM,05:53 PM,07:01 AM,04:57 PM,1,12,12,12,5,50,47,0.0,1026,14,10,112,4,China
2020-11-17,13,10,0.0,3.6,3,9,09:12 AM,06:43 PM,07:02 AM,04:57 PM,5,11,12,11,6,96,64,0.0,1019,13,10,91,5,China
2020-11-18,11,8,0.0,3.6,3,17,10:21 AM,07:40 PM,07:03 AM,04:56 PM,9,10,11,10,8,99,83,8.2,1011,11,7,149,7,China
2020-11-19,11,7,0.0,8.7,3,24,11:21 AM,08:43 PM,07:04 AM,04:55 PM,-0,7,9,7,10,47,56,1.0,1017,11,9,103,8,China
2020-11-20,9,4,0.0,8.7,3,32,12:09 PM,09:49 PM,07:05 AM,04:55 PM,-4,6,7,6,5,21,46,0.0,1027,9,10,136,4,China
2020-11-21,5,3,1.6,3.6,1,39,12:49 PM,10:53 PM,07:06 AM,04:54 PM,-2,3,4,3,5,81,65,2.8,1027,5,8,78,4,China
2020-11-22,6,2,0.0,8.7,1,47,01:22 PM,11:57 PM,07:07 AM,04:53 PM,-10,2,4,2,10,30,41,0.0,1036,6,10,268,8,China
2020-11-23,8,-0,0.0,8.7,3,54,01:50 PM,No moonset,07:09 AM,04:53 PM,-13,4,5,4,5,11,27,0.0,1034,8,10,279,4,China
2020-11-24,9,2,0.0,8.7,2,62,02:14 PM,12:57 AM,07:10 AM,04:52 PM,-14,5,5,5,3,45,24,0.0,1030,9,10,221,3,China
2020-11-25,7,3,0.0,7.0,2,70,02:38 PM,01:57 AM,07:11 AM,04:52 PM,-12,3,5,3,9,48,29,0.0,1031,7,10,17,7,China
2020-11-26,6,2,0.0,8.7,2,77,03:01 PM,02:55 AM,07:12 AM,04:51 PM,-9,4,5,4,4,18,37,0.0,1034,6,10,112,4,China
