date_time,Palestine_maxtempC,Palestine_mintempC,Palestine_totalSnow_cm,Palestine_sunHour,Palestine_uvIndex,Palestine_moon_illumination,Palestine_moonrise,Palestine_moonset,Palestine_sunrise,Palestine_sunset,Palestine_DewPointC,Palestine_FeelsLikeC,Palestine_HeatIndexC,Palestine_WindChillC,Palestine_WindGustKmph,Palestine_cloudcover,Palestine_humidity,Palestine_precipMM,Palestine_pressure,Palestine_tempC,Palestine_visibility,Palestine_winddirDegree,Palestine_windspeedKmph,Palestine_location
2020-06-07,31,21,0.0,14.1,7,84,08:35 PM,05:51 AM,04:33 AM,06:43 PM,9,26,26,25,16,3,37,0.0,1009,31,10,287,10,Palestine
2020-06-08,30,22,0.0,14.1,7,76,09:30 PM,06:49 AM,04:33 AM,06:44 PM,7,25,25,25,19,0,32,0.0,1008,30,10,297,12,Palestine
2020-06-09,28,20,0.0,14.1,7,69,10:16 PM,07:50 AM,04:33 AM,06:44 PM,9,24,24,24,18,0,41,0.0,1010,28,10,272,11,Palestine
2020-06-10,29,18,0.0,14.1,7,61,10:56 PM,08:49 AM,04:33 AM,06:45 PM,7,23,23,23,17,6,37,0.0,1011,29,10,272,11,Palestine
2020-06-11,27,18,0.0,14.1,6,54,11:31 PM,09:48 AM,04:33 AM,06:45 PM,9,22,22,22,34,15,48,0.0,1012,27,10,276,23,Palestine
2020-06-12,28,17,0.0,14.1,6,46,No moonrise,10:45 AM,04:33 AM,06:45 PM,8,22,22,22,22,1,45,0.0,1012,28,10,290,15,Palestine
2020-06-13,31,18,0.0,14.1,7,38,12:02 AM,11:40 AM,04:33 AM,06:46 PM,7,25,25,25,18,3,32,0.0,1008,31,10,235,13,Palestine
2020-06-14,28,19,0.0,14.1,6,31,12:31 AM,12:33 PM,04:33 AM,06:46 PM,7,23,23,22,22,4,41,0.0,1008,28,10,276,15,Palestine
2020-06-15,25,16,0.0,14.1,6,23,12:59 AM,01:27 PM,04:33 AM,06:47 PM,12,20,21,20,22,4,65,0.0,1011,25,10,312,15,Palestine
2020-06-16,28,17,0.0,14.1,6,16,01:28 AM,02:20 PM,04:33 AM,06:47 PM,12,22,22,22,18,1,56,0.0,1011,28,10,229,12,Palestine
2020-06-17,32,18,0.0,14.1,7,8,01:57 AM,03:15 PM,04:33 AM,06:47 PM,8,26,26,27,12,0,32,0.0,1009,32,10,214,8,Palestine
2020-06-18,26,18,0.0,14.1,6,1,02:28 AM,04:12 PM,04:33 AM,06:47 PM,12,24,24,23,30,4,54,0.0,1010,26,10,282,20,Palestine
2020-06-19,25,17,0.0,14.2,6,0,03:04 AM,05:10 PM,04:33 AM,06:48 PM,13,20,20,20,35,17,67,0.0,1009,25,10,276,24,Palestine
2020-06-20,25,17,0.0,12.2,5,0,03:44 AM,06:09 PM,04:34 AM,06:48 PM,15,21,21,21,39,46,73,0.3,1009,25,10,270,27,Palestine
2020-06-21,29,17,0.0,14.1,7,0,04:30 AM,07:07 PM,04:34 AM,06:48 PM,12,24,24,24,15,9,55,0.0,1009,29,10,251,10,Palestine
2020-06-22,30,20,0.0,14.1,7,7,05:23 AM,08:03 PM,04:34 AM,06:48 PM,9,24,24,25,29,0,38,0.0,1009,30,10,271,19,Palestine
2020-06-23,29,18,0.0,14.1,7,14,06:21 AM,08:54 PM,04:34 AM,06:48 PM,7,23,23,24,21,0,42,0.0,1013,29,10,277,14,Palestine
2020-06-24,28,18,0.0,14.2,6,22,07:25 AM,09:41 PM,04:34 AM,06:49 PM,9,23,23,22,24,0,48,0.0,1014,28,10,313,17,Palestine
2020-06-25,26,15,0.0,14.1,6,29,08:29 AM,10:22 PM,04:35 AM,06:49 PM,13,22,22,21,20,5,67,0.0,1012,26,10,302,14,Palestine
2020-06-26,29,17,0.0,14.1,7,37,09:35 AM,11:00 PM,04:35 AM,06:49 PM,14,23,23,23,18,0,61,0.0,1009,29,10,271,12,Palestine
2020-06-27,31,20,0.0,14.1,7,44,10:40 AM,11:36 PM,04:35 AM,06:49 PM,12,26,26,26,18,0,47,0.0,1008,31,10,276,12,Palestine
2020-06-28,31,21,0.0,14.1,7,52,11:46 AM,No moonset,04:36 AM,06:49 PM,12,26,26,25,23,0,50,0.0,1008,31,10,294,15,Palestine
2020-06-29,29,18,0.0,14.1,7,59,12:51 PM,12:09 AM,04:36 AM,06:49 PM,13,24,24,24,29,1,56,0.0,1007,29,10,280,18,Palestine
2020-06-30,28,17,0.0,14.1,6,67,01:57 PM,12:44 AM,04:37 AM,06:49 PM,14,22,22,22,27,3,61,0.0,1005,28,10,273,18,Palestine
2020-07-01,30,19,0.0,14.1,7,72,03:04 PM,01:22 AM,04:37 AM,06:49 PM,12,25,25,25,19,0,48,0.0,1005,30,10,274,12,Palestine
2020-07-02,32,20,0.0,14.1,7,79,04:11 PM,02:02 AM,04:37 AM,06:49 PM,10,26,26,26,18,0,39,0.0,1005,32,10,275,12,Palestine
2020-07-03,34,22,0.0,14.1,7,86,05:18 PM,02:47 AM,04:38 AM,06:49 PM,10,28,28,27,19,0,39,0.0,1004,34,10,232,13,Palestine
2020-07-04,31,22,0.0,14.1,7,94,06:20 PM,03:38 AM,04:38 AM,06:49 PM,13,27,27,25,27,0,50,0.0,1006,31,10,296,18,Palestine
2020-07-05,31,20,0.0,14.1,7,100,07:18 PM,04:34 AM,04:39 AM,06:49 PM,13,25,25,25,27,0,51,0.0,1004,31,10,283,18,Palestine
2020-07-06,30,19,0.0,14.1,7,100,08:08 PM,05:34 AM,04:39 AM,06:48 PM,17,25,25,24,24,7,68,0.0,1002,30,10,265,16,Palestine
2020-07-07,30,19,0.0,14.1,7,85,08:51 PM,06:34 AM,04:40 AM,06:48 PM,14,24,24,24,27,3,60,0.0,1004,30,10,284,18,Palestine
2020-07-08,31,19,0.0,14.1,7,77,09:29 PM,07:35 AM,04:40 AM,06:48 PM,13,25,25,25,22,1,52,0.0,1007,31,10,276,15,Palestine
2020-07-09,29,19,0.0,14.1,7,70,10:02 PM,08:33 AM,04:41 AM,06:48 PM,15,24,24,23,18,3,59,0.0,1007,29,10,279,12,Palestine
2020-07-10,32,17,0.0,14.1,7,63,10:32 PM,09:29 AM,04:41 AM,06:48 PM,14,25,25,25,19,0,52,0.0,1006,32,10,234,12,Palestine
2020-07-11,30,20,0.0,14.1,7,55,11:00 PM,10:23 AM,04:42 AM,06:47 PM,16,26,26,25,23,2,62,0.0,1008,30,10,297,15,Palestine
2020-07-12,30,19,0.0,14.1,7,48,11:28 PM,11:17 AM,04:42 AM,06:47 PM,17,25,25,24,26,11,70,0.0,1006,30,10,282,17,Palestine
2020-07-13,30,19,0.0,14.0,7,41,11:57 PM,12:11 PM,04:43 AM,06:47 PM,17,25,25,24,22,11,68,0.0,1004,30,9,283,14,Palestine
2020-07-14,32,21,0.0,14.0,7,34,No moonrise,01:05 PM,04:43 AM,06:46 PM,14,26,26,26,17,0,51,0.0,1005,32,10,268,11,Palestine
2020-07-15,33,22,0.0,14.0,7,26,12:27 AM,02:00 PM,04:44 AM,06:46 PM,12,27,27,27,20,0,41,0.0,1008,33,10,314,14,Palestine
2020-07-16,31,21,0.0,14.0,7,19,01:00 AM,02:58 PM,04:45 AM,06:45 PM,15,26,26,25,23,0,57,0.0,1007,31,10,303,15,Palestine
2020-07-17,29,19,0.0,14.0,7,12,01:39 AM,03:56 PM,04:45 AM,06:45 PM,15,24,24,24,20,2,64,0.0,1005,29,10,274,13,Palestine
2020-07-18,31,20,0.0,14.0,7,5,02:22 AM,04:55 PM,04:46 AM,06:45 PM,15,26,26,25,18,0,58,0.0,1006,31,10,268,12,Palestine
2020-07-19,34,21,0.0,14.0,7,0,03:12 AM,05:53 PM,04:46 AM,06:44 PM,12,27,27,27,15,0,43,0.0,1006,34,10,232,9,Palestine
2020-07-20,35,22,0.0,14.0,8,0,04:09 AM,06:47 PM,04:47 AM,06:44 PM,15,29,29,28,15,1,48,0.0,1007,35,10,275,9,Palestine
2020-07-21,33,22,0.0,14.0,7,2,05:12 AM,07:36 PM,04:48 AM,06:43 PM,13,27,27,27,20,1,47,0.0,1007,33,10,301,13,Palestine
2020-07-22,31,20,0.0,13.9,7,10,06:18 AM,08:20 PM,04:48 AM,06:42 PM,14,26,26,26,17,0,53,0.0,1004,31,10,279,11,Palestine
2020-07-23,33,22,0.0,13.9,7,17,07:25 AM,09:00 PM,04:49 AM,06:42 PM,14,28,28,27,20,0,47,0.0,1002,33,10,266,13,Palestine
2020-07-24,34,23,0.0,13.9,8,24,08:32 AM,09:37 PM,04:50 AM,06:41 PM,13,29,29,28,19,1,44,0.0,1003,34,10,305,12,Palestine
2020-07-25,32,21,0.0,13.9,7,32,09:39 AM,10:11 PM,04:50 AM,06:41 PM,12,27,27,26,18,0,47,0.0,1005,32,10,294,12,Palestine
2020-07-26,35,23,0.0,13.9,8,39,10:44 AM,10:46 PM,04:51 AM,06:40 PM,11,28,28,28,17,3,39,0.0,1006,35,10,242,10,Palestine
2020-07-27,34,22,0.0,13.9,8,46,11:50 AM,11:22 PM,04:52 AM,06:39 PM,12,29,29,28,18,19,40,0.0,1006,34,10,309,11,Palestine
2020-07-28,34,22,0.0,13.9,7,53,12:55 PM,No moonset,04:52 AM,06:39 PM,13,28,28,27,15,17,45,0.0,1005,34,10,260,10,Palestine
2020-07-29,35,23,0.0,13.9,8,61,02:02 PM,12:01 AM,04:53 AM,06:38 PM,11,29,29,29,14,3,37,0.0,1007,35,10,286,10,Palestine
2020-07-30,36,25,0.0,13.8,8,68,03:07 PM,12:43 AM,04:54 AM,06:37 PM,9,30,30,30,14,0,29,0.0,1008,36,10,258,9,Palestine
2020-07-31,32,22,0.0,13.8,7,72,04:10 PM,01:31 AM,04:54 AM,06:36 PM,12,28,28,27,20,1,43,0.0,1007,32,10,276,13,Palestine
2020-08-01,32,22,0.0,13.8,7,82,05:08 PM,02:24 AM,04:55 AM,06:36 PM,14,27,27,27,21,0,47,0.0,1004,32,10,271,14,Palestine
2020-08-02,33,21,0.0,13.8,7,90,06:00 PM,03:22 AM,04:56 AM,06:35 PM,9,26,26,27,21,0,36,0.0,1004,33,10,259,13,Palestine
2020-08-03,32,22,0.0,13.8,7,97,06:46 PM,04:21 AM,04:56 AM,06:34 PM,10,27,27,27,21,3,40,0.0,1006,32,10,266,14,Palestine
2020-08-04,30,20,0.0,13.8,7,100,07:26 PM,05:22 AM,04:57 AM,06:33 PM,16,25,25,24,27,7,65,0.0,1006,30,10,282,18,Palestine
2020-08-05,30,19,0.0,13.7,7,88,08:00 PM,06:21 AM,04:58 AM,06:32 PM,16,25,25,24,28,11,66,0.0,1005,30,10,270,19,Palestine
2020-08-06,30,20,0.0,13.7,7,81,08:31 PM,07:19 AM,04:58 AM,06:31 PM,16,26,26,25,22,0,61,0.0,1007,30,10,279,15,Palestine
2020-08-07,32,22,0.0,13.7,7,74,09:01 PM,08:14 AM,04:59 AM,06:30 PM,14,28,28,27,24,0,49,0.0,1008,32,10,270,16,Palestine
2020-08-08,32,21,0.0,13.3,7,67,09:29 PM,09:08 AM,05:00 AM,06:29 PM,17,27,27,26,29,1,63,0.0,1007,32,10,277,19,Palestine
2020-08-09,29,20,0.0,13.3,7,59,09:57 PM,10:01 AM,05:00 AM,06:29 PM,15,24,24,23,31,7,66,0.0,1006,29,10,282,21,Palestine
2020-08-10,29,18,0.0,13.3,6,52,10:26 PM,10:55 AM,05:01 AM,06:28 PM,16,23,23,22,24,14,69,0.0,1008,29,9,279,16,Palestine
2020-08-11,28,19,0.0,13.3,6,45,10:58 PM,11:50 AM,05:02 AM,06:27 PM,16,23,23,23,23,5,70,0.0,1009,28,10,282,16,Palestine
2020-08-12,29,19,0.0,13.2,7,38,11:33 PM,12:45 PM,05:02 AM,06:26 PM,17,24,24,23,22,15,72,0.0,1008,29,10,286,14,Palestine
2020-08-13,31,20,0.0,13.2,7,30,No moonrise,01:43 PM,05:03 AM,06:25 PM,17,25,25,25,22,4,67,0.0,1007,31,10,288,15,Palestine
2020-08-14,31,21,0.0,13.2,7,23,12:13 AM,02:41 PM,05:03 AM,06:24 PM,16,27,27,26,26,0,59,0.0,1005,31,10,285,16,Palestine
2020-08-15,32,22,0.0,13.2,7,16,01:00 AM,03:39 PM,05:04 AM,06:22 PM,15,27,27,26,24,0,55,0.0,1004,32,10,278,16,Palestine
2020-08-16,32,22,0.0,13.2,7,8,01:54 AM,04:34 PM,05:05 AM,06:21 PM,13,28,28,26,23,0,49,0.0,1004,32,10,276,15,Palestine
2020-08-17,32,22,0.0,13.2,7,1,02:54 AM,05:26 PM,05:05 AM,06:20 PM,10,27,27,26,18,0,39,0.0,1005,32,10,276,12,Palestine
2020-08-18,30,20,0.0,13.1,7,0,03:59 AM,06:13 PM,05:06 AM,06:19 PM,13,25,25,25,20,0,51,0.0,1005,30,10,277,13,Palestine
2020-08-19,31,20,0.0,13.1,7,0,05:08 AM,06:55 PM,05:07 AM,06:18 PM,16,26,26,25,15,0,62,0.0,1004,31,10,278,9,Palestine
2020-08-20,32,20,0.0,13.1,7,6,06:16 AM,07:34 PM,05:07 AM,06:17 PM,12,25,25,25,19,0,50,0.0,1005,32,10,271,12,Palestine
2020-08-21,29,19,0.0,13.1,7,13,07:25 AM,08:10 PM,05:08 AM,06:16 PM,15,23,23,23,25,0,64,0.0,1006,29,10,272,17,Palestine
2020-08-22,29,19,0.0,13.1,7,20,08:33 AM,08:46 PM,05:09 AM,06:15 PM,17,24,24,24,21,9,68,0.0,1005,29,9,277,14,Palestine
2020-08-23,30,20,0.0,13.1,7,28,09:41 AM,09:22 PM,05:09 AM,06:14 PM,17,25,25,24,20,9,66,0.0,1004,30,9,272,13,Palestine
2020-08-24,32,21,0.0,13.0,7,35,10:48 AM,10:00 PM,05:10 AM,06:12 PM,13,27,27,26,19,0,51,0.0,1005,32,10,275,12,Palestine
2020-08-25,32,21,0.0,13.0,7,42,11:55 AM,10:42 PM,05:11 AM,06:11 PM,11,26,26,26,17,0,44,0.0,1008,32,10,269,11,Palestine
2020-08-26,31,21,0.0,13.0,7,50,01:01 PM,11:29 PM,05:11 AM,06:10 PM,15,26,26,25,20,0,60,0.0,1008,31,10,305,13,Palestine
2020-08-27,29,19,0.0,13.0,7,57,02:04 PM,No moonset,05:12 AM,06:09 PM,15,24,24,24,18,0,64,0.0,1008,29,10,289,12,Palestine
2020-08-28,31,19,0.0,13.0,7,64,03:03 PM,12:19 AM,05:12 AM,06:08 PM,13,25,25,25,12,0,53,0.0,1006,31,10,237,8,Palestine
2020-08-29,37,23,0.0,12.9,8,71,03:56 PM,01:15 AM,05:13 AM,06:07 PM,11,30,30,30,14,0,36,0.0,1006,37,10,191,9,Palestine
2020-08-30,39,26,0.0,12.9,8,79,04:43 PM,02:13 AM,05:14 AM,06:05 PM,11,32,32,32,15,0,36,0.0,1006,39,10,145,10,Palestine
2020-08-31,36,24,0.0,12.9,8,82,05:24 PM,03:13 AM,05:14 AM,06:04 PM,16,29,29,29,16,0,53,0.0,1005,36,10,165,11,Palestine
2020-09-01,34,24,0.0,12.9,7,97,06:00 PM,04:12 AM,05:15 AM,06:03 PM,16,29,29,28,18,0,54,0.0,1005,34,10,268,12,Palestine
2020-09-02,33,23,0.0,12.9,7,100,06:32 PM,05:10 AM,05:16 AM,06:02 PM,15,28,28,27,15,0,51,0.0,1008,33,10,310,9,Palestine
2020-09-03,37,20,0.0,12.8,8,88,07:02 PM,06:05 AM,05:16 AM,06:00 PM,13,30,30,29,13,1,41,0.0,1010,37,10,257,8,Palestine
2020-09-04,42,28,0.0,11.6,9,81,07:30 PM,07:00 AM,05:17 AM,05:59 PM,5,35,35,35,13,0,18,0.0,1009,42,10,169,9,Palestine
2020-09-05,40,28,0.0,11.6,9,73,07:58 PM,07:54 AM,05:17 AM,05:58 PM,6,32,32,33,15,1,20,0.0,1007,40,10,188,9,Palestine
2020-09-06,37,24,0.0,11.6,8,66,08:26 PM,08:47 AM,05:18 AM,05:57 PM,12,30,30,30,14,3,34,0.0,1007,37,10,218,8,Palestine
2020-09-07,36,22,0.0,11.6,8,58,08:57 PM,09:42 AM,05:19 AM,05:55 PM,12,29,29,28,15,6,40,0.0,1009,36,10,237,9,Palestine
2020-09-08,34,21,0.0,11.6,7,50,09:30 PM,10:36 AM,05:19 AM,05:54 PM,17,28,28,27,13,4,58,0.0,1010,34,10,276,8,Palestine
2020-09-09,34,21,0.0,11.6,7,43,10:07 PM,11:33 AM,05:20 AM,05:53 PM,18,29,29,27,12,2,62,0.0,1008,34,10,232,7,Palestine
2020-09-10,35,23,0.0,11.6,8,35,10:50 PM,12:29 PM,05:20 AM,05:52 PM,16,29,29,28,12,5,51,0.0,1004,35,10,219,8,Palestine
2020-09-11,34,21,0.0,11.6,7,28,11:40 PM,01:26 PM,05:21 AM,05:50 PM,16,28,28,26,17,6,53,0.0,1006,34,10,287,10,Palestine
2020-09-12,33,21,0.0,11.6,7,20,No moonrise,02:21 PM,05:22 AM,05:49 PM,13,27,27,27,19,2,43,0.0,1010,33,10,319,12,Palestine
2020-09-13,31,20,0.0,11.6,7,13,12:36 AM,03:14 PM,05:22 AM,05:48 PM,14,26,26,25,23,1,54,0.0,1012,31,10,314,14,Palestine
2020-09-14,32,20,0.0,11.6,7,5,01:39 AM,04:02 PM,05:23 AM,05:46 PM,14,25,25,25,23,0,56,0.0,1012,32,10,241,14,Palestine
2020-09-15,32,20,0.0,11.6,7,0,02:45 AM,04:47 PM,05:24 AM,05:45 PM,16,25,25,25,17,0,62,0.0,1011,32,10,235,10,Palestine
2020-09-16,34,22,0.0,11.6,7,0,03:54 AM,05:27 PM,05:24 AM,05:44 PM,17,28,28,27,11,0,59,0.0,1010,34,10,210,7,Palestine
2020-09-17,34,23,0.0,11.6,7,0,05:04 AM,06:05 PM,05:25 AM,05:42 PM,15,29,29,28,12,1,51,0.0,1011,34,10,276,8,Palestine
2020-09-18,34,22,0.0,11.6,7,2,06:13 AM,06:41 PM,05:25 AM,05:41 PM,11,27,27,27,21,2,39,0.0,1012,34,10,287,13,Palestine
2020-09-19,33,22,0.0,11.6,7,10,07:23 AM,07:18 PM,05:26 AM,05:40 PM,12,27,27,27,26,2,43,0.0,1011,33,10,256,16,Palestine
2020-09-20,33,22,0.0,11.6,7,17,08:33 AM,07:57 PM,05:27 AM,05:38 PM,9,27,27,26,27,2,36,0.0,1009,33,10,246,17,Palestine
2020-09-21,31,20,0.0,11.6,7,25,09:43 AM,08:38 PM,05:27 AM,05:37 PM,14,24,24,24,20,1,55,0.0,1010,31,10,277,12,Palestine
2020-09-22,30,19,0.0,11.6,7,32,10:52 AM,09:24 PM,05:28 AM,05:36 PM,14,25,25,24,17,0,57,0.0,1013,30,10,278,11,Palestine
2020-09-23,29,19,0.0,11.6,6,40,11:58 AM,10:15 PM,05:28 AM,05:34 PM,17,23,23,23,20,10,73,0.0,1013,29,10,304,13,Palestine
2020-09-24,28,18,0.0,11.6,6,47,12:59 PM,11:10 PM,05:29 AM,05:33 PM,15,22,22,22,18,9,71,0.0,1013,28,10,307,12,Palestine
2020-09-25,27,16,0.0,11.6,6,55,01:55 PM,No moonset,05:30 AM,05:32 PM,15,22,22,21,18,3,71,0.0,1011,27,10,287,12,Palestine
2020-09-26,27,17,0.0,11.6,6,62,02:43 PM,12:07 AM,05:30 AM,05:31 PM,15,22,22,22,18,23,71,0.0,1010,27,9,294,12,Palestine
2020-09-27,30,15,0.0,11.6,7,70,03:25 PM,01:07 AM,05:31 AM,05:29 PM,13,24,24,23,14,0,54,0.0,1013,30,10,226,9,Palestine
2020-09-28,35,21,0.0,11.6,8,78,04:02 PM,02:06 AM,05:32 AM,05:28 PM,10,28,28,28,17,0,34,0.0,1014,35,10,171,10,Palestine
2020-09-29,32,21,0.0,11.6,7,85,04:34 PM,03:03 AM,05:32 AM,05:27 PM,14,26,26,26,16,0,53,0.0,1012,32,10,256,9,Palestine
2020-09-30,32,20,0.0,11.6,7,93,05:04 PM,03:59 AM,05:33 AM,05:25 PM,15,27,27,26,19,1,54,0.0,1009,32,10,308,12,Palestine
2020-10-01,30,19,0.0,11.6,7,97,05:33 PM,04:54 AM,05:34 AM,05:24 PM,13,24,24,24,22,2,50,0.0,1010,30,10,267,13,Palestine
2020-10-02,29,20,0.0,11.6,7,100,06:00 PM,05:48 AM,05:34 AM,05:23 PM,14,24,24,23,14,1,57,0.0,1013,29,10,281,8,Palestine
2020-10-03,27,16,0.0,11.6,6,89,06:28 PM,06:41 AM,05:35 AM,05:21 PM,14,22,22,21,18,0,66,0.0,1015,27,10,270,11,Palestine
2020-10-04,26,16,0.0,11.6,6,82,06:58 PM,07:36 AM,05:35 AM,05:20 PM,14,21,21,20,19,2,69,0.0,1015,26,10,303,12,Palestine
2020-10-05,29,15,0.0,11.6,6,74,07:30 PM,08:30 AM,05:36 AM,05:19 PM,13,23,23,22,13,1,59,0.0,1014,29,10,256,8,Palestine
2020-10-06,31,19,0.0,11.6,7,67,08:05 PM,09:26 AM,05:37 AM,05:18 PM,6,25,25,25,10,0,32,0.0,1013,31,10,170,6,Palestine
2020-10-07,33,22,0.0,11.6,7,60,08:45 PM,10:21 AM,05:37 AM,05:16 PM,5,26,26,27,9,0,26,0.0,1013,33,10,258,6,Palestine
2020-10-08,33,23,0.0,11.6,6,53,09:32 PM,11:18 AM,05:38 AM,05:15 PM,3,27,27,27,11,10,24,0.0,1013,33,10,163,8,Palestine
2020-10-09,35,25,0.0,11.6,8,45,10:23 PM,12:13 PM,05:39 AM,05:14 PM,2,28,28,29,8,1,18,0.0,1013,35,10,142,5,Palestine
2020-10-10,32,20,0.0,11.6,7,38,11:22 PM,01:05 PM,05:39 AM,05:13 PM,11,26,26,26,13,0,43,0.0,1014,32,10,282,8,Palestine
2020-10-11,28,17,0.0,11.6,6,31,No moonrise,01:54 PM,05:40 AM,05:11 PM,15,23,23,22,14,1,68,0.0,1014,28,10,234,8,Palestine
2020-10-12,28,16,0.0,11.6,6,23,12:25 AM,02:38 PM,05:41 AM,05:10 PM,15,23,23,22,10,1,64,0.0,1014,28,10,201,6,Palestine
2020-10-13,27,16,0.0,11.6,5,16,01:31 AM,03:19 PM,05:42 AM,05:09 PM,14,21,21,21,14,21,65,0.0,1014,27,10,223,8,Palestine
2020-10-14,25,17,0.0,11.6,6,9,02:39 AM,03:57 PM,05:42 AM,05:08 PM,13,20,20,20,19,1,69,0.0,1016,25,10,319,12,Palestine
2020-10-15,27,13,0.0,11.6,6,2,03:48 AM,04:34 PM,05:43 AM,05:07 PM,15,21,21,20,20,8,73,0.0,1017,27,10,278,12,Palestine
2020-10-16,26,17,0.0,11.6,6,0,04:58 AM,05:11 PM,05:44 AM,05:06 PM,14,20,20,20,14,8,71,0.0,1015,26,9,272,8,Palestine
2020-10-17,28,16,0.0,11.6,6,0,06:09 AM,05:49 PM,05:44 AM,05:04 PM,11,21,21,20,13,1,59,0.0,1014,28,10,248,8,Palestine
2020-10-18,28,19,0.0,11.6,6,5,07:21 AM,06:29 PM,05:45 AM,05:03 PM,10,22,22,22,14,1,48,0.0,1014,28,10,210,8,Palestine
2020-10-19,30,19,0.0,11.6,7,13,08:33 AM,07:15 PM,05:46 AM,05:02 PM,9,23,23,23,14,1,46,0.0,1015,30,10,180,8,Palestine
2020-10-20,29,18,0.0,11.5,6,20,09:44 AM,08:05 PM,05:47 AM,05:01 PM,11,22,22,22,21,3,56,0.0,1016,29,10,257,12,Palestine
2020-10-21,26,16,0.0,11.5,5,27,10:49 AM,09:01 PM,05:47 AM,05:00 PM,15,21,21,20,22,23,73,0.2,1017,26,10,236,13,Palestine
2020-10-22,28,16,0.0,11.1,7,35,11:49 AM,09:59 PM,05:48 AM,04:59 PM,9,23,23,23,10,0,44,0.0,1017,28,10,151,6,Palestine
2020-10-23,29,19,0.0,11.1,7,42,12:41 PM,11:00 PM,05:49 AM,04:58 PM,7,23,23,23,11,0,39,0.0,1015,29,10,155,6,Palestine
2020-10-24,29,17,0.0,11.1,6,49,01:26 PM,12:00 AM,05:50 AM,04:57 PM,4,22,22,22,15,18,36,0.0,1012,29,10,190,8,Palestine
2020-10-25,26,19,0.0,10.1,5,56,02:04 PM,No moonset,05:50 AM,04:56 PM,10,22,22,22,14,49,54,0.9,1012,26,10,213,9,Palestine
2020-10-26,28,18,0.0,11.0,6,64,02:38 PM,12:58 AM,05:51 AM,04:55 PM,7,22,22,22,11,1,43,0.0,1013,28,10,127,7,Palestine
2020-10-27,29,15,0.0,11.0,7,71,03:08 PM,01:54 AM,05:52 AM,04:54 PM,8,22,22,22,10,2,43,0.0,1013,29,10,187,5,Palestine
2020-10-28,27,16,0.0,11.0,6,78,03:37 PM,02:49 AM,05:53 AM,04:53 PM,14,23,23,22,12,3,63,0.0,1015,27,10,218,7,Palestine
2020-10-29,28,16,0.0,11.0,6,85,04:04 PM,03:43 AM,05:54 AM,04:52 PM,14,22,22,22,11,7,61,0.0,1016,28,10,213,6,Palestine
2020-10-30,27,16,0.0,11.0,6,93,04:31 PM,04:36 AM,05:54 AM,04:51 PM,12,21,21,21,11,28,60,0.0,1015,27,10,234,6,Palestine
2020-10-31,25,16,0.0,11.0,5,97,05:00 PM,05:30 AM,05:55 AM,04:50 PM,14,19,19,19,17,12,73,0.0,1014,25,10,237,10,Palestine
2020-11-01,24,15,0.0,10.9,5,89,05:31 PM,06:24 AM,05:56 AM,04:49 PM,14,19,19,19,12,27,76,2.4,1014,24,10,312,7,Palestine
2020-11-02,21,14,0.0,5.5,4,81,06:05 PM,07:20 AM,05:57 AM,04:48 PM,14,18,18,18,15,58,76,2.0,1016,21,10,294,10,Palestine
2020-11-03,20,14,0.0,10.9,5,74,06:44 PM,08:16 AM,05:58 AM,04:47 PM,12,17,17,17,18,15,73,0.0,1018,20,10,286,12,Palestine
2020-11-04,19,14,0.0,10.9,4,66,07:28 PM,09:13 AM,05:58 AM,04:47 PM,11,16,16,16,33,37,73,0.3,1016,19,10,257,22,Palestine
2020-11-05,17,12,0.0,7.0,4,58,08:17 PM,10:08 AM,05:59 AM,04:46 PM,11,15,15,15,48,66,73,3.2,1011,17,10,272,31,Palestine
2020-11-06,18,14,0.0,10.0,5,51,09:13 PM,11:01 AM,06:00 AM,04:45 PM,10,16,16,16,12,48,69,0.3,1013,18,10,219,8,Palestine
2020-11-07,20,14,0.0,8.7,4,43,10:12 PM,11:50 AM,06:01 AM,04:44 PM,9,17,17,17,10,31,60,0.2,1014,20,10,163,6,Palestine
2020-11-08,21,13,0.0,8.7,4,36,11:16 PM,12:34 PM,06:02 AM,04:44 PM,10,18,18,18,14,26,60,0.8,1014,21,10,199,10,Palestine
2020-11-09,21,16,0.0,7.1,4,28,No moonrise,01:15 PM,06:03 AM,04:43 PM,10,19,19,19,7,49,57,0.6,1016,21,10,194,4,Palestine
2020-11-10,21,17,0.0,8.7,4,21,12:20 AM,01:53 PM,06:04 AM,04:42 PM,10,19,20,19,7,30,56,0.2,1016,21,10,216,5,Palestine
2020-11-11,20,13,0.0,7.1,4,13,01:27 AM,02:28 PM,06:04 AM,04:42 PM,12,17,17,17,11,33,68,0.2,1017,20,10,305,7,Palestine
2020-11-12,21,16,0.0,8.7,5,6,02:34 AM,03:03 PM,06:05 AM,04:41 PM,10,18,18,18,12,26,63,0.1,1019,21,10,250,8,Palestine
2020-11-13,22,18,0.0,8.7,6,0,03:43 AM,03:40 PM,06:06 AM,04:40 PM,8,20,20,20,17,6,46,0.0,1019,22,10,88,11,Palestine
2020-11-14,22,18,0.0,8.7,4,0,04:53 AM,04:18 PM,06:07 AM,04:40 PM,6,19,20,19,14,33,44,2.0,1016,22,10,135,8,Palestine
