date_time,Solomon%20Islands_maxtempC,Solomon%20Islands_mintempC,Solomon%20Islands_totalSnow_cm,Solomon%20Islands_sunHour,Solomon%20Islands_uvIndex,Solomon%20Islands_moon_illumination,Solomon%20Islands_moonrise,Solomon%20Islands_moonset,Solomon%20Islands_sunrise,Solomon%20Islands_sunset,Solomon%20Islands_DewPointC,Solomon%20Islands_FeelsLikeC,Solomon%20Islands_HeatIndexC,Solomon%20Islands_WindChillC,Solomon%20Islands_WindGustKmph,Solomon%20Islands_cloudcover,Solomon%20Islands_humidity,Solomon%20Islands_precipMM,Solomon%20Islands_pressure,Solomon%20Islands_tempC,Solomon%20Islands_visibility,Solomon%20Islands_winddirDegree,Solomon%20Islands_windspeedKmph,Solomon%20Islands_location
2020-05-27,31,26,0.0,11.6,6,32,10:11 AM,10:04 PM,06:28 AM,06:06 PM,24,32,32,28,16,35,78,0.8,1012,31,10,119,12,Solomon%20Islands
2020-05-28,31,26,0.0,5.9,6,39,11:04 AM,11:01 PM,06:29 AM,06:06 PM,24,32,32,28,16,54,79,6.9,1012,31,9,115,12,Solomon%20Islands
2020-05-29,30,26,0.0,8.7,6,47,11:55 AM,11:57 PM,06:29 AM,06:06 PM,24,31,31,28,18,61,80,14.9,1012,30,8,117,12,Solomon%20Islands
2020-05-30,29,26,0.0,8.7,6,54,12:44 PM,No moonset,06:29 AM,06:06 PM,23,31,31,27,9,64,79,7.0,1012,29,9,113,7,Solomon%20Islands
2020-05-31,29,26,0.0,8.7,6,58,01:32 PM,12:52 AM,06:29 AM,06:06 PM,24,31,31,27,8,63,81,13.4,1012,29,9,101,5,Solomon%20Islands
2020-06-01,29,26,0.0,5.9,6,71,02:18 PM,01:47 AM,06:30 AM,06:06 PM,23,31,31,27,8,75,80,14.8,1011,29,8,110,6,Solomon%20Islands
2020-06-02,30,26,0.0,8.7,6,79,03:05 PM,02:41 AM,06:30 AM,06:06 PM,24,31,31,28,12,64,79,3.8,1011,30,9,115,10,Solomon%20Islands
2020-06-03,30,26,0.0,5.9,6,86,03:53 PM,03:38 AM,06:30 AM,06:06 PM,23,31,31,27,18,72,79,9.9,1011,30,9,112,12,Solomon%20Islands
2020-06-04,30,26,0.0,5.9,6,94,04:43 PM,04:34 AM,06:30 AM,06:06 PM,23,31,31,28,11,71,78,16.2,1011,30,8,116,7,Solomon%20Islands
2020-06-05,29,25,0.0,7.3,6,100,05:37 PM,05:34 AM,06:31 AM,06:06 PM,23,30,30,27,7,68,81,10.7,1010,29,9,137,5,Solomon%20Islands
2020-06-06,29,25,0.0,7.3,6,100,06:33 PM,06:35 AM,06:31 AM,06:07 PM,23,30,30,27,8,73,83,13.5,1008,29,9,148,6,Solomon%20Islands
2020-06-07,29,25,0.0,8.7,6,84,07:32 PM,07:36 AM,06:31 AM,06:07 PM,23,30,30,27,6,68,81,5.6,1008,29,9,184,5,Solomon%20Islands
2020-06-08,30,25,0.0,5.9,6,76,08:29 PM,08:34 AM,06:31 AM,06:07 PM,23,30,30,27,7,65,81,12.5,1010,30,9,224,4,Solomon%20Islands
2020-06-09,29,25,0.0,7.3,6,69,09:26 PM,09:30 AM,06:32 AM,06:07 PM,24,31,31,27,9,64,83,6.5,1010,29,9,114,6,Solomon%20Islands
2020-06-10,30,26,0.0,7.3,6,61,10:19 PM,10:21 AM,06:32 AM,06:07 PM,24,31,31,27,17,72,80,13.6,1010,30,9,118,12,Solomon%20Islands
2020-06-11,30,26,0.0,5.9,6,54,11:09 PM,11:08 AM,06:32 AM,06:07 PM,24,31,31,27,18,81,80,20.7,1010,30,8,117,11,Solomon%20Islands
2020-06-12,30,26,0.0,8.7,6,46,11:57 PM,11:51 AM,06:32 AM,06:07 PM,23,31,31,27,16,61,79,9.5,1010,30,9,115,11,Solomon%20Islands
2020-06-13,30,25,0.0,5.9,6,38,No moonrise,12:30 PM,06:33 AM,06:08 PM,24,31,31,27,17,58,82,12.6,1011,30,9,118,11,Solomon%20Islands
2020-06-14,30,26,0.0,7.3,6,31,12:42 AM,01:09 PM,06:33 AM,06:08 PM,24,31,31,27,21,60,84,15.1,1010,30,9,113,14,Solomon%20Islands
2020-06-15,29,26,0.0,7.3,6,23,01:26 AM,01:46 PM,06:33 AM,06:08 PM,24,31,31,27,27,74,84,15.2,1010,29,8,116,17,Solomon%20Islands
2020-06-16,30,26,0.0,5.9,6,16,02:10 AM,02:23 PM,06:33 AM,06:08 PM,24,31,31,27,24,78,81,8.3,1009,30,9,115,17,Solomon%20Islands
2020-06-17,29,26,0.0,5.9,6,8,02:55 AM,03:02 PM,06:34 AM,06:08 PM,24,31,31,27,19,79,83,20.6,1010,29,8,124,12,Solomon%20Islands
2020-06-18,29,21,0.0,5.9,6,1,03:41 AM,03:43 PM,06:34 AM,06:08 PM,23,30,30,26,10,78,82,5.5,1010,29,9,116,7,Solomon%20Islands
2020-06-19,29,25,0.0,5.9,6,0,04:29 AM,04:26 PM,06:34 AM,06:09 PM,24,31,31,27,13,70,85,3.6,1010,29,9,107,10,Solomon%20Islands
2020-06-20,29,25,0.0,5.9,6,0,05:20 AM,05:14 PM,06:34 AM,06:09 PM,23,30,30,27,13,81,83,19.2,1009,29,8,135,8,Solomon%20Islands
2020-06-21,29,25,0.0,5.9,6,0,06:14 AM,06:05 PM,06:35 AM,06:09 PM,23,30,30,27,17,76,81,12.9,1008,29,8,118,11,Solomon%20Islands
2020-06-22,30,25,0.0,8.7,6,7,07:09 AM,07:01 PM,06:35 AM,06:09 PM,23,30,30,27,10,44,80,3.4,1008,30,9,122,7,Solomon%20Islands
2020-06-23,30,26,0.0,10.2,6,14,08:05 AM,07:58 PM,06:35 AM,06:10 PM,23,31,31,27,7,50,78,2.2,1010,30,10,142,5,Solomon%20Islands
2020-06-24,29,25,0.0,5.9,6,22,09:00 AM,08:56 PM,06:35 AM,06:10 PM,23,30,30,27,5,78,82,11.2,1010,29,9,234,4,Solomon%20Islands
2020-06-25,30,25,0.0,8.7,6,29,09:53 AM,09:53 PM,06:35 AM,06:10 PM,23,31,31,27,13,43,81,3.5,1010,30,10,125,9,Solomon%20Islands
2020-06-26,30,25,0.0,8.7,6,37,10:42 AM,10:48 PM,06:36 AM,06:10 PM,23,31,31,27,13,35,79,0.7,1010,30,10,123,10,Solomon%20Islands
2020-06-27,30,25,0.0,5.9,6,44,11:30 AM,11:43 PM,06:36 AM,06:10 PM,24,31,31,27,18,64,81,5.4,1010,30,9,123,13,Solomon%20Islands
2020-06-28,29,25,0.0,8.7,6,52,12:16 PM,No moonset,06:36 AM,06:11 PM,23,30,30,27,14,42,81,7.5,1010,29,10,125,10,Solomon%20Islands
2020-06-29,29,25,0.0,5.9,6,59,01:01 PM,12:36 AM,06:36 AM,06:11 PM,23,30,30,27,9,78,80,23.0,1009,29,8,123,6,Solomon%20Islands
2020-06-30,26,25,0.0,5.9,6,67,01:48 PM,01:31 AM,06:36 AM,06:11 PM,23,28,28,26,9,72,83,20.8,1009,26,8,213,6,Solomon%20Islands
2020-07-01,29,24,0.0,8.7,6,72,02:35 PM,02:25 AM,06:36 AM,06:11 PM,22,29,29,26,8,61,78,2.6,1010,29,10,132,5,Solomon%20Islands
2020-07-02,29,25,0.0,7.3,6,79,03:27 PM,03:22 AM,06:37 AM,06:12 PM,23,30,30,26,17,56,84,14.7,1010,29,9,123,11,Solomon%20Islands
2020-07-03,26,25,0.0,5.9,6,86,04:20 PM,04:21 AM,06:37 AM,06:12 PM,23,28,28,25,17,69,89,21.9,1011,26,7,130,12,Solomon%20Islands
2020-07-04,29,25,0.0,5.9,6,94,05:17 PM,05:21 AM,06:37 AM,06:12 PM,24,30,30,27,23,78,85,17.0,1010,29,8,116,15,Solomon%20Islands
2020-07-05,30,25,0.0,8.7,6,100,06:15 PM,06:20 AM,06:37 AM,06:12 PM,23,30,30,27,16,63,77,4.0,1010,30,10,113,12,Solomon%20Islands
2020-07-06,29,25,0.0,5.9,6,100,07:12 PM,07:17 AM,06:37 AM,06:13 PM,23,30,30,27,14,75,82,5.3,1011,29,10,119,11,Solomon%20Islands
2020-07-07,29,25,0.0,8.7,6,85,08:07 PM,08:11 AM,06:37 AM,06:13 PM,23,30,30,27,23,52,82,18.0,1011,29,8,117,14,Solomon%20Islands
2020-07-08,30,25,0.0,5.9,6,77,09:00 PM,09:00 AM,06:37 AM,06:13 PM,24,30,30,27,17,63,83,4.5,1010,30,10,111,13,Solomon%20Islands
2020-07-09,30,26,0.0,8.7,6,70,09:49 PM,09:45 AM,06:37 AM,06:13 PM,24,31,31,27,23,64,81,3.0,1010,30,10,112,17,Solomon%20Islands
2020-07-10,28,25,0.0,5.9,6,63,10:35 PM,10:26 AM,06:37 AM,06:14 PM,24,30,30,26,24,75,84,11.6,1010,28,9,117,16,Solomon%20Islands
2020-07-11,29,25,0.0,5.9,6,55,11:21 PM,11:05 AM,06:37 AM,06:14 PM,23,30,30,27,23,68,82,16.1,1009,29,8,112,14,Solomon%20Islands
2020-07-12,29,24,0.0,5.9,6,48,No moonrise,11:43 AM,06:37 AM,06:14 PM,23,30,30,26,24,65,79,1.0,1009,29,9,109,18,Solomon%20Islands
2020-07-13,29,26,0.0,5.9,6,41,12:04 AM,12:20 PM,06:37 AM,06:14 PM,23,30,30,27,26,70,81,2.9,1009,29,9,111,20,Solomon%20Islands
2020-07-14,30,25,0.0,8.7,6,34,12:49 AM,12:58 PM,06:37 AM,06:15 PM,23,30,30,27,21,41,81,7.9,1010,30,9,110,14,Solomon%20Islands
2020-07-15,29,25,0.0,7.3,6,26,01:34 AM,01:38 PM,06:37 AM,06:15 PM,23,30,30,27,18,61,80,15.0,1009,29,9,125,11,Solomon%20Islands
2020-07-16,30,25,0.0,10.2,6,19,02:21 AM,02:19 PM,06:37 AM,06:15 PM,23,30,30,27,16,57,79,4.6,1009,30,10,113,12,Solomon%20Islands
2020-07-17,29,25,0.0,10.2,6,12,03:11 AM,03:05 PM,06:37 AM,06:15 PM,22,29,29,27,9,37,77,0.6,1009,29,10,123,7,Solomon%20Islands
2020-07-18,29,25,0.0,5.9,6,5,04:03 AM,03:55 PM,06:37 AM,06:15 PM,24,30,30,27,18,81,85,22.0,1009,29,8,123,11,Solomon%20Islands
2020-07-19,29,25,0.0,5.9,6,0,04:58 AM,04:49 PM,06:37 AM,06:16 PM,23,30,30,27,9,74,79,7.2,1010,29,10,111,6,Solomon%20Islands
2020-07-20,29,25,0.0,8.7,6,0,05:54 AM,05:47 PM,06:37 AM,06:16 PM,23,30,30,27,7,37,80,5.3,1010,29,9,119,5,Solomon%20Islands
2020-07-21,28,25,0.0,10.2,6,2,06:51 AM,06:45 PM,06:37 AM,06:16 PM,23,29,29,26,10,54,83,4.8,1010,28,10,137,8,Solomon%20Islands
2020-07-22,29,24,0.0,10.2,6,10,07:46 AM,07:45 PM,06:37 AM,06:16 PM,22,28,28,26,14,27,78,2.6,1011,29,10,124,10,Solomon%20Islands
2020-07-23,29,22,0.0,8.7,6,17,08:37 AM,08:42 PM,06:37 AM,06:16 PM,23,30,30,26,25,48,82,10.1,1010,29,9,112,18,Solomon%20Islands
2020-07-24,30,25,0.0,8.7,6,24,09:27 AM,09:38 PM,06:37 AM,06:16 PM,23,30,30,27,25,64,79,5.8,1010,30,9,112,18,Solomon%20Islands
2020-07-25,30,25,0.0,10.2,6,32,10:14 AM,10:33 PM,06:37 AM,06:17 PM,24,31,31,27,28,43,81,15.4,1009,30,9,114,18,Solomon%20Islands
2020-07-26,27,25,0.0,7.3,6,39,11:00 AM,11:27 PM,06:36 AM,06:17 PM,23,29,29,26,24,68,85,6.6,1009,27,9,119,17,Solomon%20Islands
2020-07-27,30,25,0.0,11.6,6,46,11:46 AM,No moonset,06:36 AM,06:17 PM,23,30,30,27,20,36,80,1.5,1008,30,10,113,15,Solomon%20Islands
2020-07-28,30,25,0.0,7.3,6,53,12:33 PM,12:21 AM,06:36 AM,06:17 PM,23,31,31,27,20,63,80,4.0,1008,30,10,107,14,Solomon%20Islands
2020-07-29,30,26,0.0,8.8,6,61,01:22 PM,01:17 AM,06:36 AM,06:17 PM,23,31,31,27,10,63,77,3.7,1008,30,10,115,7,Solomon%20Islands
2020-07-30,29,25,0.0,7.3,6,68,02:14 PM,02:13 AM,06:36 AM,06:17 PM,23,30,30,27,10,74,82,18.3,1009,29,8,119,7,Solomon%20Islands
2020-07-31,29,25,0.0,8.8,6,72,03:08 PM,03:12 AM,06:35 AM,06:17 PM,23,30,30,27,10,52,82,11.9,1008,29,9,125,7,Solomon%20Islands
2020-08-01,28,26,0.0,5.9,6,82,04:05 PM,04:10 AM,06:35 AM,06:18 PM,24,30,30,26,6,69,85,14.8,1008,28,9,145,4,Solomon%20Islands
2020-08-02,29,25,0.0,5.9,6,90,05:01 PM,05:07 AM,06:35 AM,06:18 PM,23,30,30,27,8,80,80,6.3,1009,29,9,130,6,Solomon%20Islands
2020-08-03,30,25,0.0,8.8,6,97,05:57 PM,06:01 AM,06:35 AM,06:18 PM,23,31,31,27,12,46,80,0.6,1008,30,10,116,9,Solomon%20Islands
2020-08-04,30,25,0.0,8.8,6,100,06:50 PM,06:52 AM,06:34 AM,06:18 PM,23,31,31,27,17,35,81,1.1,1008,30,10,115,13,Solomon%20Islands
2020-08-05,30,25,0.0,8.8,6,88,07:41 PM,07:39 AM,06:34 AM,06:18 PM,23,31,31,27,21,57,79,4.2,1009,30,10,110,15,Solomon%20Islands
2020-08-06,30,25,0.0,11.6,6,81,08:29 PM,08:21 AM,06:34 AM,06:18 PM,23,31,31,27,23,49,80,1.7,1009,30,10,111,18,Solomon%20Islands
2020-08-07,30,26,0.0,10.2,6,74,09:15 PM,09:01 AM,06:33 AM,06:18 PM,23,31,31,27,29,50,76,0.5,1010,30,10,113,22,Solomon%20Islands
2020-08-08,31,25,0.0,10.2,6,67,09:59 PM,09:40 AM,06:33 AM,06:18 PM,22,30,30,27,24,27,75,0.6,1010,31,10,112,18,Solomon%20Islands
2020-08-09,29,26,0.0,5.9,6,59,10:43 PM,10:17 AM,06:33 AM,06:18 PM,23,31,31,27,23,72,80,11.7,1011,29,9,110,15,Solomon%20Islands
2020-08-10,30,25,0.0,8.8,6,52,11:28 PM,10:54 AM,06:32 AM,06:18 PM,23,30,30,27,14,40,79,1.9,1012,30,10,104,10,Solomon%20Islands
2020-08-11,30,25,0.0,8.8,6,45,No moonrise,11:33 AM,06:32 AM,06:18 PM,23,31,31,27,17,38,76,3.3,1012,30,10,110,13,Solomon%20Islands
2020-08-12,29,25,0.0,7.3,6,38,12:13 AM,12:13 PM,06:32 AM,06:18 PM,23,30,30,27,11,76,79,6.8,1012,29,9,125,8,Solomon%20Islands
2020-08-13,29,26,0.0,5.9,6,30,01:01 AM,12:57 PM,06:31 AM,06:18 PM,24,30,30,27,11,64,85,32.7,1010,29,8,144,7,Solomon%20Islands
2020-08-14,28,26,0.0,7.4,6,23,01:52 AM,01:45 PM,06:31 AM,06:18 PM,24,30,30,26,7,72,84,29.6,1009,28,7,183,4,Solomon%20Islands
2020-08-15,29,26,0.0,5.9,6,16,02:45 AM,02:36 PM,06:31 AM,06:18 PM,23,30,30,27,9,73,82,20.4,1009,29,9,184,5,Solomon%20Islands
2020-08-16,29,25,0.0,8.8,6,8,03:40 AM,03:32 PM,06:30 AM,06:19 PM,23,30,30,26,10,49,84,16.5,1009,29,9,241,6,Solomon%20Islands
2020-08-17,29,25,0.0,8.8,6,1,04:36 AM,04:30 PM,06:30 AM,06:19 PM,23,30,30,27,7,47,81,2.2,1009,29,10,250,6,Solomon%20Islands
2020-08-18,29,25,0.0,8.8,6,0,05:33 AM,05:30 PM,06:29 AM,06:19 PM,23,30,30,27,6,45,80,3.6,1009,29,10,116,5,Solomon%20Islands
2020-08-19,29,25,0.0,6.0,6,0,06:26 AM,06:29 PM,06:29 AM,06:19 PM,24,31,31,27,14,78,85,24.3,1009,29,8,128,9,Solomon%20Islands
2020-08-20,30,25,0.0,6.0,6,6,07:19 AM,07:28 PM,06:28 AM,06:18 PM,23,31,31,27,12,82,81,17.7,1011,30,8,85,7,Solomon%20Islands
2020-08-21,28,25,0.0,6.0,6,13,08:08 AM,08:24 PM,06:28 AM,06:18 PM,24,30,30,27,6,69,83,13.1,1012,28,9,121,4,Solomon%20Islands
2020-08-22,29,25,0.0,7.4,6,20,08:55 AM,09:20 PM,06:27 AM,06:18 PM,23,30,30,27,6,63,83,8.4,1012,29,9,137,5,Solomon%20Islands
2020-08-23,31,25,0.0,8.8,6,28,09:43 AM,10:16 PM,06:27 AM,06:18 PM,24,31,31,27,23,54,82,12.1,1010,31,9,115,15,Solomon%20Islands
2020-08-24,29,25,0.0,6.0,6,35,10:30 AM,11:12 PM,06:26 AM,06:18 PM,23,30,30,26,15,79,83,22.1,1011,29,8,114,9,Solomon%20Islands
2020-08-25,30,25,0.0,6.0,6,42,11:19 AM,No moonset,06:26 AM,06:18 PM,23,30,30,27,14,77,80,8.5,1012,30,9,117,10,Solomon%20Islands
2020-08-26,30,25,0.0,6.0,6,50,12:10 PM,12:09 AM,06:25 AM,06:18 PM,23,31,31,27,14,77,81,10.9,1011,30,9,130,9,Solomon%20Islands
2020-08-27,30,26,0.0,6.0,6,57,01:04 PM,01:07 AM,06:25 AM,06:18 PM,23,31,31,27,25,62,80,19.2,1009,30,8,117,16,Solomon%20Islands
2020-08-28,28,26,0.0,6.0,6,64,01:59 PM,02:05 AM,06:24 AM,06:18 PM,22,29,29,26,25,77,79,3.6,1009,28,10,115,18,Solomon%20Islands
2020-08-29,28,26,0.0,7.4,6,71,02:55 PM,03:02 AM,06:24 AM,06:18 PM,24,30,30,27,24,67,82,19.4,1009,28,9,115,15,Solomon%20Islands
2020-08-30,31,26,0.0,8.8,6,79,03:51 PM,03:56 AM,06:23 AM,06:18 PM,24,32,32,28,17,48,82,2.6,1009,31,10,114,13,Solomon%20Islands
2020-08-31,31,26,0.0,8.8,6,82,04:44 PM,04:47 AM,06:23 AM,06:18 PM,24,32,32,28,21,56,82,6.2,1009,31,9,108,16,Solomon%20Islands
2020-09-01,30,26,0.0,8.8,6,97,05:35 PM,05:35 AM,06:22 AM,06:18 PM,24,32,32,27,23,59,83,19.9,1009,30,8,117,15,Solomon%20Islands
2020-09-02,26,23,0.0,7.4,6,100,06:23 PM,06:18 AM,06:22 AM,06:18 PM,23,28,28,25,21,59,87,28.2,1010,26,9,119,15,Solomon%20Islands
2020-09-03,30,26,0.0,7.4,6,88,07:10 PM,06:59 AM,06:21 AM,06:18 PM,24,31,31,27,26,71,81,11.2,1010,30,9,113,18,Solomon%20Islands
2020-09-04,29,26,0.0,7.4,6,81,07:55 PM,07:38 AM,06:20 AM,06:18 PM,24,31,31,27,29,73,84,23.6,1009,29,8,109,19,Solomon%20Islands
2020-09-05,29,22,0.0,6.0,6,73,08:38 PM,08:15 AM,06:20 AM,06:18 PM,24,30,30,26,29,80,84,36.9,1009,29,7,108,17,Solomon%20Islands
2020-09-06,29,26,0.0,6.0,6,66,09:23 PM,08:52 AM,06:19 AM,06:17 PM,24,31,31,27,22,73,82,15.4,1009,29,9,110,15,Solomon%20Islands
2020-09-07,29,25,0.0,6.0,6,58,10:08 PM,09:30 AM,06:19 AM,06:17 PM,23,30,30,27,16,77,82,12.3,1011,29,9,110,10,Solomon%20Islands
2020-09-08,29,25,0.0,6.0,6,50,10:54 PM,10:09 AM,06:18 AM,06:17 PM,23,30,30,26,14,74,83,6.6,1011,29,9,119,10,Solomon%20Islands
2020-09-09,28,25,0.0,7.4,6,43,11:43 PM,10:51 AM,06:18 AM,06:17 PM,23,29,29,26,17,65,86,27.0,1009,28,8,126,10,Solomon%20Islands
2020-09-10,28,25,0.0,6.0,6,35,No moonrise,11:36 AM,06:17 AM,06:17 PM,23,29,29,26,12,77,84,35.4,1008,28,7,149,7,Solomon%20Islands
2020-09-11,28,24,0.0,6.0,6,28,12:34 AM,12:25 PM,06:16 AM,06:17 PM,23,29,29,26,12,70,84,7.7,1010,28,9,116,9,Solomon%20Islands
2020-09-12,29,24,0.0,7.4,6,20,01:28 AM,01:18 PM,06:16 AM,06:17 PM,23,30,30,27,18,50,82,5.0,1011,29,9,111,13,Solomon%20Islands
2020-09-13,30,25,0.0,8.8,6,13,02:22 AM,02:14 PM,06:15 AM,06:17 PM,23,31,31,27,12,63,80,5.8,1011,30,9,108,9,Solomon%20Islands
2020-09-14,30,25,0.0,6.0,6,5,03:18 AM,03:12 PM,06:15 AM,06:17 PM,23,31,31,27,20,76,78,3.9,1011,30,9,110,15,Solomon%20Islands
2020-09-15,29,25,0.0,7.4,6,0,04:12 AM,04:11 PM,06:14 AM,06:17 PM,23,30,30,27,25,46,80,2.7,1010,29,10,111,19,Solomon%20Islands
2020-09-16,30,22,0.0,8.8,6,0,05:05 AM,05:10 PM,06:13 AM,06:17 PM,23,30,30,26,25,62,81,8.1,1011,30,9,105,18,Solomon%20Islands
2020-09-17,30,26,0.0,6.0,6,0,05:55 AM,06:08 PM,06:13 AM,06:16 PM,24,31,31,27,31,64,83,10.6,1011,30,9,109,21,Solomon%20Islands
2020-09-18,31,26,0.0,8.8,6,2,06:44 AM,07:06 PM,06:12 AM,06:16 PM,24,32,32,28,30,62,79,5.2,1010,31,9,107,22,Solomon%20Islands
2020-09-19,30,25,0.0,6.0,6,10,07:33 AM,08:03 PM,06:11 AM,06:16 PM,23,30,30,27,17,78,78,15.4,1011,30,9,110,11,Solomon%20Islands
2020-09-20,29,25,0.0,7.4,6,17,08:22 AM,09:01 PM,06:11 AM,06:16 PM,23,30,30,27,15,54,81,24.2,1010,29,8,118,9,Solomon%20Islands
2020-09-21,30,25,0.0,8.8,6,25,09:12 AM,10:00 PM,06:10 AM,06:16 PM,24,30,30,27,21,65,84,14.7,1009,30,9,113,14,Solomon%20Islands
2020-09-22,29,25,0.0,6.0,6,32,10:04 AM,11:00 PM,06:10 AM,06:16 PM,23,30,30,27,14,76,82,15.5,1010,29,9,106,9,Solomon%20Islands
2020-09-23,30,25,0.0,6.0,6,40,10:59 AM,11:59 PM,06:09 AM,06:16 PM,23,30,30,27,15,67,80,10.9,1010,30,9,109,10,Solomon%20Islands
2020-09-24,29,25,0.0,6.0,6,47,11:55 AM,No moonset,06:08 AM,06:16 PM,23,30,30,27,11,78,81,27.0,1009,29,7,112,7,Solomon%20Islands
2020-09-25,29,25,0.0,6.0,6,55,12:51 PM,12:58 AM,06:08 AM,06:16 PM,23,30,30,27,12,74,80,14.8,1010,29,9,120,8,Solomon%20Islands
2020-09-26,30,25,0.0,6.0,6,62,01:47 PM,01:53 AM,06:07 AM,06:16 PM,23,31,31,27,18,68,76,5.1,1011,30,9,117,13,Solomon%20Islands
2020-09-27,30,25,0.0,8.8,6,70,02:40 PM,02:45 AM,06:07 AM,06:15 PM,23,31,31,27,21,45,79,5.8,1011,30,10,110,15,Solomon%20Islands
2020-09-28,29,25,0.0,6.0,6,78,03:32 PM,03:33 AM,06:06 AM,06:15 PM,23,30,30,27,23,77,82,14.2,1010,29,8,106,16,Solomon%20Islands
2020-09-29,28,25,0.0,6.0,6,85,04:20 PM,04:17 AM,06:06 AM,06:15 PM,23,29,29,26,14,80,82,24.6,1009,28,7,96,9,Solomon%20Islands
2020-09-30,28,25,0.0,6.1,6,93,05:07 PM,04:58 AM,06:05 AM,06:15 PM,23,29,29,26,14,76,85,34.4,1008,28,7,121,8,Solomon%20Islands
2020-10-01,27,21,0.0,7.4,6,97,05:52 PM,05:37 AM,06:04 AM,06:15 PM,23,28,28,25,17,55,87,53.0,1009,27,8,142,11,Solomon%20Islands
2020-10-02,30,21,0.0,10.2,6,100,06:36 PM,06:14 AM,06:04 AM,06:15 PM,22,29,29,26,14,36,77,2.9,1010,30,10,101,11,Solomon%20Islands
2020-10-03,30,24,0.0,11.6,6,89,07:20 PM,06:51 AM,06:03 AM,06:15 PM,20,29,29,26,16,24,71,0.3,1011,30,10,114,12,Solomon%20Islands
2020-10-04,29,25,0.0,8.8,6,82,08:04 PM,07:29 AM,06:03 AM,06:15 PM,23,30,30,27,14,57,79,2.1,1010,29,10,111,10,Solomon%20Islands
2020-10-05,31,25,0.0,8.8,6,74,08:50 PM,08:07 AM,06:02 AM,06:15 PM,23,30,30,27,14,62,78,1.6,1009,31,10,105,11,Solomon%20Islands
2020-10-06,29,25,0.0,7.4,6,67,09:38 PM,08:48 AM,06:02 AM,06:15 PM,23,30,30,27,14,46,81,6.8,1009,29,10,108,10,Solomon%20Islands
2020-10-07,29,25,0.0,6.1,6,60,10:28 PM,09:32 AM,06:01 AM,06:15 PM,23,30,30,27,11,77,81,16.8,1009,29,8,123,7,Solomon%20Islands
2020-10-08,29,25,0.0,7.6,6,53,11:20 PM,10:18 AM,06:00 AM,06:15 PM,24,31,31,27,11,81,84,29.7,1009,29,7,130,7,Solomon%20Islands
2020-10-09,29,25,0.0,10.4,6,45,No moonrise,11:09 AM,06:00 AM,06:15 PM,23,30,30,27,20,68,82,8.7,1008,29,9,117,13,Solomon%20Islands
2020-10-10,30,25,0.0,9.2,6,38,12:13 AM,12:02 PM,05:59 AM,06:15 PM,23,31,31,27,19,60,80,11.4,1009,30,9,110,12,Solomon%20Islands
2020-10-11,31,25,0.0,10.5,6,31,01:06 AM,12:58 PM,05:59 AM,06:15 PM,23,31,31,28,20,49,79,3.4,1009,31,10,106,14,Solomon%20Islands
2020-10-12,31,26,0.0,11.8,6,23,01:59 AM,01:55 PM,05:58 AM,06:15 PM,24,32,32,28,20,49,79,6.4,1009,31,10,111,14,Solomon%20Islands
2020-10-13,30,26,0.0,9.2,6,16,02:51 AM,02:53 PM,05:58 AM,06:15 PM,24,32,32,28,23,73,81,21.0,1008,30,8,111,14,Solomon%20Islands
2020-10-14,29,24,0.0,12.6,7,9,03:42 AM,03:50 PM,05:57 AM,06:15 PM,21,28,28,26,6,52,73,10.7,1009,29,9,201,4,Solomon%20Islands
2020-10-15,29,25,0.0,11.8,6,2,04:30 AM,04:47 PM,05:57 AM,06:15 PM,23,30,30,27,6,41,78,1.7,1008,29,10,119,4,Solomon%20Islands
2020-10-16,30,25,0.0,11.8,6,0,05:19 AM,05:45 PM,05:57 AM,06:15 PM,23,30,30,27,10,69,80,2.8,1008,30,9,106,8,Solomon%20Islands
2020-10-17,30,25,0.0,7.9,6,0,06:08 AM,06:43 PM,05:56 AM,06:15 PM,23,31,31,27,12,77,78,6.6,1008,30,9,105,9,Solomon%20Islands
2020-10-18,30,25,0.0,7.9,6,5,06:58 AM,07:44 PM,05:56 AM,06:15 PM,23,31,31,27,12,75,77,12.2,1009,30,9,113,9,Solomon%20Islands
2020-10-19,30,25,0.0,7.9,6,13,07:51 AM,08:45 PM,05:55 AM,06:15 PM,23,31,31,27,10,77,80,23.1,1009,30,8,120,6,Solomon%20Islands
2020-10-20,29,25,0.0,9.2,6,20,08:46 AM,09:47 PM,05:55 AM,06:15 PM,23,30,30,27,11,66,80,20.9,1008,29,8,112,7,Solomon%20Islands
2020-10-21,30,25,0.0,7.9,6,27,09:44 AM,10:48 PM,05:54 AM,06:15 PM,23,31,31,27,13,77,79,12.0,1008,30,9,105,10,Solomon%20Islands
2020-10-22,30,25,0.0,7.9,6,35,10:43 AM,11:47 PM,05:54 AM,06:15 PM,23,30,30,27,7,75,78,13.9,1009,30,9,134,5,Solomon%20Islands
2020-10-23,29,22,0.0,9.2,6,42,11:41 AM,No moonset,05:54 AM,06:16 PM,23,29,29,26,16,68,80,13.6,1010,29,9,124,10,Solomon%20Islands
2020-10-24,29,25,0.0,9.2,6,49,12:36 PM,12:41 AM,05:53 AM,06:16 PM,23,30,30,27,21,70,82,28.8,1010,29,8,111,13,Solomon%20Islands
