date_time,Paraguay_maxtempC,Paraguay_mintempC,Paraguay_totalSnow_cm,Paraguay_sunHour,Paraguay_uvIndex,Paraguay_moon_illumination,Paraguay_moonrise,Paraguay_moonset,Paraguay_sunrise,Paraguay_sunset,Paraguay_DewPointC,Paraguay_FeelsLikeC,Paraguay_HeatIndexC,Paraguay_WindChillC,Paraguay_WindGustKmph,Paraguay_cloudcover,Paraguay_humidity,Paraguay_precipMM,Paraguay_pressure,Paraguay_tempC,Paraguay_visibility,Paraguay_winddirDegree,Paraguay_windspeedKmph,Paraguay_location
2020-06-05,16,11,0.0,5.4,3,100,06:12 PM,07:08 AM,07:31 AM,06:08 PM,14,14,15,14,15,85,96,47.8,1016,16,8,285,10,Paraguay
2020-06-06,22,6,0.0,10.8,5,100,07:07 PM,08:13 AM,07:31 AM,06:08 PM,12,14,15,14,10,8,82,0.0,1018,22,7,252,6,Paraguay
2020-06-07,20,12,0.0,10.8,4,84,08:04 PM,09:15 AM,07:32 AM,06:08 PM,13,16,16,16,14,46,80,0.1,1016,20,10,70,9,Paraguay
2020-06-08,25,17,0.0,6.9,5,76,09:03 PM,10:11 AM,07:32 AM,06:08 PM,19,21,22,21,14,71,89,1.5,1014,25,9,69,10,Paraguay
2020-06-09,28,21,0.0,8.5,5,69,10:02 PM,11:01 AM,07:32 AM,06:08 PM,22,26,26,24,18,62,88,5.3,1010,28,10,91,11,Paraguay
2020-06-10,28,19,0.0,8.5,6,61,10:58 PM,11:45 AM,07:33 AM,06:08 PM,22,27,27,24,10,67,88,3.5,1009,28,9,186,6,Paraguay
2020-06-11,29,22,0.0,10.8,7,54,11:52 PM,12:24 PM,07:33 AM,06:08 PM,21,27,27,25,23,22,79,0.0,1008,29,7,49,14,Paraguay
2020-06-12,28,22,0.0,10.7,7,46,No moonrise,12:59 PM,07:34 AM,06:08 PM,18,27,27,25,23,8,65,0.0,1008,28,10,115,13,Paraguay
2020-06-13,22,16,0.0,6.9,5,38,12:44 AM,01:31 PM,07:34 AM,06:08 PM,14,21,22,21,26,61,67,1.0,1018,22,10,141,17,Paraguay
2020-06-14,19,10,0.0,10.7,5,31,01:35 AM,02:02 PM,07:34 AM,06:08 PM,7,14,15,14,17,12,60,0.0,1022,19,10,145,11,Paraguay
2020-06-15,26,12,0.0,10.7,6,23,02:25 AM,02:33 PM,07:34 AM,06:08 PM,17,22,22,20,18,25,78,0.0,1017,26,10,57,11,Paraguay
2020-06-16,27,20,0.0,10.7,6,16,03:16 AM,03:05 PM,07:35 AM,06:08 PM,17,24,24,23,29,11,71,0.0,1015,27,10,48,18,Paraguay
2020-06-17,27,21,0.0,10.0,5,8,04:07 AM,03:39 PM,07:35 AM,06:09 PM,16,26,26,24,35,18,62,0.0,1011,27,10,32,21,Paraguay
2020-06-18,28,21,0.0,10.7,7,1,05:01 AM,04:16 PM,07:35 AM,06:09 PM,17,26,26,25,25,31,61,0.0,1010,28,10,71,15,Paraguay
2020-06-19,28,23,0.0,10.7,7,0,05:56 AM,04:57 PM,07:36 AM,06:09 PM,18,27,27,25,23,27,63,0.0,1010,28,10,32,14,Paraguay
2020-06-20,29,22,0.0,10.7,7,0,06:53 AM,05:44 PM,07:36 AM,06:09 PM,17,27,27,25,26,14,62,0.0,1011,29,10,30,16,Paraguay
2020-06-21,30,22,0.0,10.7,7,0,07:50 AM,06:36 PM,07:36 AM,06:09 PM,15,27,27,25,23,2,56,0.0,1012,30,10,40,14,Paraguay
2020-06-22,30,22,0.0,10.7,7,7,08:46 AM,07:33 PM,07:36 AM,06:10 PM,16,27,27,25,24,22,58,0.0,1011,30,10,39,15,Paraguay
2020-06-23,29,23,0.0,10.7,7,14,09:40 AM,08:34 PM,07:36 AM,06:10 PM,14,27,27,26,31,12,50,0.0,1006,29,10,33,19,Paraguay
2020-06-24,29,24,0.0,10.7,7,22,10:29 AM,09:36 PM,07:37 AM,06:10 PM,14,27,27,26,29,31,45,0.0,1004,29,10,103,19,Paraguay
2020-06-25,20,12,0.0,5.4,4,29,11:15 AM,10:39 PM,07:37 AM,06:10 PM,15,18,19,18,22,84,81,14.1,1013,20,8,193,15,Paraguay
2020-06-26,15,10,0.0,6.9,3,37,11:57 AM,11:41 PM,07:37 AM,06:11 PM,8,11,12,11,15,53,74,0.2,1019,15,10,162,11,Paraguay
2020-06-27,17,9,0.0,10.7,4,44,12:36 PM,No moonset,07:37 AM,06:11 PM,6,12,13,12,14,17,66,0.0,1019,17,10,170,11,Paraguay
2020-06-28,19,8,0.0,8.5,4,52,01:14 PM,12:42 AM,07:37 AM,06:11 PM,9,13,14,13,8,45,77,0.6,1017,19,8,167,5,Paraguay
2020-06-29,19,16,0.0,5.4,4,59,01:52 PM,01:43 AM,07:37 AM,06:12 PM,17,18,18,18,11,99,93,9.9,1011,19,7,58,7,Paraguay
2020-06-30,21,14,0.0,8.5,4,67,02:32 PM,02:45 AM,07:37 AM,06:12 PM,16,18,18,18,21,57,86,1.7,1010,21,10,149,13,Paraguay
2020-07-01,15,11,0.0,10.0,4,72,03:15 PM,03:48 AM,07:37 AM,06:12 PM,8,12,13,12,14,21,74,0.0,1018,15,10,201,11,Paraguay
2020-07-02,17,6,0.0,10.8,4,79,04:02 PM,04:53 AM,07:37 AM,06:13 PM,8,11,12,11,12,10,80,0.0,1021,17,8,155,8,Paraguay
2020-07-03,20,9,0.0,10.8,5,86,04:54 PM,05:57 AM,07:37 AM,06:13 PM,9,14,14,14,9,1,76,0.0,1019,20,10,105,7,Paraguay
2020-07-04,21,11,0.0,10.8,5,94,05:50 PM,07:00 AM,07:37 AM,06:13 PM,11,16,16,16,22,17,71,0.0,1011,21,10,50,13,Paraguay
2020-07-05,23,18,0.0,6.9,5,100,06:48 PM,07:58 AM,07:37 AM,06:14 PM,17,20,21,20,16,59,80,2.2,1011,23,8,76,10,Paraguay
2020-07-06,21,19,0.0,6.9,5,100,07:48 PM,08:51 AM,07:37 AM,06:14 PM,19,20,20,20,8,67,92,10.7,1012,21,9,160,5,Paraguay
2020-07-07,17,13,0.0,5.4,4,85,08:45 PM,09:38 AM,07:37 AM,06:15 PM,15,15,16,15,16,100,97,65.1,1011,17,7,213,11,Paraguay
2020-07-08,15,11,0.0,5.4,3,77,09:42 PM,10:19 AM,07:37 AM,06:15 PM,10,12,13,12,15,83,84,0.6,1018,15,10,187,11,Paraguay
2020-07-09,19,8,0.0,10.8,4,70,10:35 PM,10:56 AM,07:37 AM,06:15 PM,9,12,13,12,12,12,80,0.0,1022,19,9,147,9,Paraguay
2020-07-10,18,11,0.0,10.8,5,63,11:27 PM,11:30 AM,07:37 AM,06:16 PM,11,14,14,14,14,34,78,0.0,1016,18,10,75,9,Paraguay
2020-07-11,23,18,0.0,10.0,5,55,No moonrise,12:02 PM,07:37 AM,06:16 PM,17,20,21,20,17,45,81,0.0,1011,23,10,68,10,Paraguay
2020-07-12,26,21,0.0,10.1,5,48,12:17 AM,12:33 PM,07:36 AM,06:17 PM,18,25,25,23,12,38,77,0.1,1010,26,10,147,7,Paraguay
2020-07-13,20,16,0.0,8.5,4,41,01:08 AM,01:04 PM,07:36 AM,06:17 PM,16,18,18,18,16,56,87,0.0,1015,20,10,165,12,Paraguay
2020-07-14,18,11,0.0,10.8,4,34,01:58 AM,01:37 PM,07:36 AM,06:18 PM,7,13,14,13,20,10,65,0.0,1021,18,10,160,14,Paraguay
2020-07-15,17,10,0.0,8.5,3,26,02:50 AM,02:12 PM,07:36 AM,06:18 PM,8,13,13,13,10,43,72,0.2,1018,17,10,132,6,Paraguay
2020-07-16,20,12,0.0,8.5,4,19,03:45 AM,02:51 PM,07:35 AM,06:19 PM,16,17,17,17,10,69,90,2.3,1015,20,9,169,6,Paraguay
2020-07-17,29,15,0.0,10.8,6,12,04:40 AM,03:36 PM,07:35 AM,06:19 PM,18,24,24,23,22,29,73,0.0,1012,29,10,64,13,Paraguay
2020-07-18,30,21,0.0,10.8,7,5,05:38 AM,04:25 PM,07:35 AM,06:19 PM,14,26,26,25,32,2,54,0.0,1010,30,10,46,18,Paraguay
2020-07-19,30,21,0.0,10.9,7,0,06:35 AM,05:22 PM,07:34 AM,06:20 PM,14,26,26,25,29,4,50,0.0,1011,30,10,47,17,Paraguay
2020-07-20,29,21,0.0,10.9,7,0,07:31 AM,06:22 PM,07:34 AM,06:20 PM,13,26,26,24,28,4,50,0.0,1011,29,10,51,17,Paraguay
2020-07-21,30,21,0.0,10.9,7,2,08:23 AM,07:25 PM,07:34 AM,06:21 PM,15,26,26,25,24,3,55,0.0,1010,30,10,45,14,Paraguay
2020-07-22,31,21,0.0,10.9,7,10,09:11 AM,08:29 PM,07:33 AM,06:21 PM,14,26,26,25,23,4,52,0.0,1010,31,10,46,14,Paraguay
2020-07-23,31,21,0.0,10.9,7,17,09:55 AM,09:33 PM,07:33 AM,06:22 PM,13,25,25,25,23,19,50,0.0,1010,31,10,87,13,Paraguay
2020-07-24,16,5,0.0,5.5,3,24,10:36 AM,10:35 PM,07:32 AM,06:22 PM,10,12,14,12,24,75,78,0.6,1017,16,9,200,17,Paraguay
2020-07-25,19,9,0.0,10.9,4,32,11:15 AM,11:38 PM,07:32 AM,06:23 PM,7,12,13,12,16,25,70,0.8,1024,19,9,161,12,Paraguay
2020-07-26,20,11,0.0,10.1,4,39,11:53 AM,No moonset,07:32 AM,06:23 PM,7,15,16,15,14,27,59,0.0,1017,20,10,80,8,Paraguay
2020-07-27,29,15,0.0,10.9,6,46,12:32 PM,12:39 AM,07:31 AM,06:24 PM,14,22,22,21,13,19,65,0.0,1014,29,10,76,7,Paraguay
2020-07-28,18,14,0.0,8.5,4,53,01:14 PM,01:42 AM,07:31 AM,06:24 PM,12,17,17,17,26,68,73,0.1,1019,18,10,171,19,Paraguay
2020-07-29,16,7,0.0,11.0,4,61,01:58 PM,02:44 AM,07:30 AM,06:25 PM,4,10,12,10,19,28,61,0.0,1024,16,10,171,14,Paraguay
2020-07-30,18,10,0.0,10.1,3,68,02:47 PM,03:47 AM,07:29 AM,06:25 PM,9,13,13,13,11,42,74,0.0,1020,18,10,161,7,Paraguay
2020-07-31,26,16,0.0,11.0,6,72,03:40 PM,04:49 AM,07:29 AM,06:25 PM,14,21,21,20,14,44,69,0.0,1018,26,10,71,8,Paraguay
2020-08-01,29,19,0.0,11.0,6,82,04:37 PM,05:48 AM,07:28 AM,06:26 PM,15,24,24,23,24,8,60,0.0,1018,29,10,62,14,Paraguay
2020-08-02,30,21,0.0,11.0,7,90,05:36 PM,06:42 AM,07:28 AM,06:26 PM,14,26,26,24,24,5,53,0.0,1018,30,10,66,15,Paraguay
2020-08-03,30,20,0.0,11.0,7,97,06:33 PM,07:32 AM,07:27 AM,06:27 PM,14,25,25,24,18,3,54,0.0,1019,30,10,69,12,Paraguay
2020-08-04,30,20,0.0,11.0,7,100,07:31 PM,08:15 AM,07:26 AM,06:27 PM,13,25,25,24,23,4,53,0.0,1018,30,10,62,14,Paraguay
2020-08-05,31,20,0.0,11.0,7,88,08:25 PM,08:53 AM,07:26 AM,06:28 PM,10,26,26,25,27,0,41,0.0,1016,31,10,53,17,Paraguay
2020-08-06,32,21,0.0,11.0,7,81,09:18 PM,09:29 AM,07:25 AM,06:28 PM,11,26,26,25,23,0,41,0.0,1017,32,10,58,14,Paraguay
2020-08-07,32,20,0.0,11.1,7,74,10:09 PM,10:01 AM,07:24 AM,06:29 PM,12,25,25,25,20,1,45,0.0,1017,32,10,63,13,Paraguay
2020-08-08,31,19,0.0,11.1,7,67,11:00 PM,10:32 AM,07:24 AM,06:29 PM,11,25,25,24,19,5,44,0.0,1017,31,10,66,11,Paraguay
2020-08-09,32,20,0.0,11.1,7,59,11:50 PM,11:03 AM,07:23 AM,06:30 PM,11,25,25,25,20,2,43,0.0,1014,32,10,58,12,Paraguay
2020-08-10,35,21,0.0,11.1,7,52,No moonrise,11:35 AM,07:22 AM,06:30 PM,11,28,28,28,20,1,40,0.0,1008,35,10,86,13,Paraguay
2020-08-11,20,14,0.0,11.1,4,45,12:41 AM,12:09 PM,07:21 AM,06:30 PM,9,19,20,19,26,23,55,0.4,1012,20,10,149,17,Paraguay
2020-08-12,13,11,0.0,5.6,3,38,01:34 AM,12:46 PM,07:21 AM,06:31 PM,9,12,12,12,12,83,83,5.8,1012,13,9,198,8,Paraguay
2020-08-13,23,11,0.0,10.1,4,30,02:28 AM,01:27 PM,07:20 AM,06:31 PM,12,16,17,16,10,49,79,0.0,1011,23,8,169,7,Paraguay
2020-08-14,24,14,0.0,7.1,5,23,03:25 AM,02:14 PM,07:19 AM,06:32 PM,16,19,20,19,14,41,87,7.8,1007,24,8,151,9,Paraguay
2020-08-15,25,16,0.0,8.6,5,16,04:21 AM,03:07 PM,07:18 AM,06:32 PM,15,20,20,20,16,54,77,0.5,1008,25,8,160,11,Paraguay
2020-08-16,24,13,0.0,11.2,5,8,05:18 AM,04:05 PM,07:17 AM,06:33 PM,11,17,18,17,19,10,67,0.0,1013,24,10,160,14,Paraguay
2020-08-17,27,13,0.0,11.2,6,1,06:11 AM,05:08 PM,07:16 AM,06:33 PM,10,19,20,19,13,7,60,0.0,1012,27,10,160,8,Paraguay
2020-08-18,29,16,0.0,11.2,6,0,07:02 AM,06:13 PM,07:16 AM,06:33 PM,15,22,22,22,7,26,66,0.0,1007,29,10,134,5,Paraguay
2020-08-19,24,15,0.0,11.2,5,0,07:49 AM,07:19 PM,07:15 AM,06:34 PM,13,20,20,20,20,39,69,1.0,1013,24,10,158,15,Paraguay
2020-08-20,14,9,0.0,11.2,4,6,08:31 AM,08:23 PM,07:14 AM,06:34 PM,1,9,11,9,29,15,51,0.0,1029,14,10,186,21,Paraguay
2020-08-21,16,6,0.0,11.2,4,13,09:12 AM,09:28 PM,07:13 AM,06:35 PM,-0,9,11,9,15,0,50,0.0,1030,16,10,156,12,Paraguay
2020-08-22,21,7,0.0,11.2,5,20,09:52 AM,10:31 PM,07:12 AM,06:35 PM,4,13,14,13,9,0,55,0.0,1024,21,10,114,7,Paraguay
2020-08-23,20,12,0.0,10.1,4,28,10:31 AM,11:35 PM,07:11 AM,06:35 PM,10,16,17,16,19,24,72,0.0,1017,20,10,60,13,Paraguay
2020-08-24,28,12,0.0,11.3,6,35,11:13 AM,No moonset,07:10 AM,06:36 PM,14,22,22,21,28,14,64,0.0,1012,28,10,52,19,Paraguay
2020-08-25,30,20,0.0,11.3,7,42,11:56 AM,12:38 AM,07:09 AM,06:36 PM,15,25,25,24,33,3,56,0.0,1009,30,10,52,22,Paraguay
2020-08-26,32,21,0.0,11.3,7,50,12:44 PM,01:42 AM,07:08 AM,06:37 PM,14,27,27,26,31,5,48,0.0,1008,32,10,50,20,Paraguay
2020-08-27,33,21,0.0,11.3,7,57,01:36 PM,02:43 AM,07:07 AM,06:37 PM,14,28,28,27,26,9,48,0.0,1009,33,10,44,16,Paraguay
2020-08-28,34,22,0.0,11.3,7,64,02:30 PM,03:43 AM,07:06 AM,06:37 PM,14,28,28,27,18,10,45,0.0,1009,34,10,36,11,Paraguay
2020-08-29,37,23,0.0,11.3,8,71,03:28 PM,04:38 AM,07:05 AM,06:38 PM,13,30,30,29,23,10,41,0.0,1006,37,10,39,14,Paraguay
2020-08-30,27,20,0.0,11.3,5,79,04:25 PM,05:28 AM,07:04 AM,06:38 PM,16,25,25,24,23,25,64,0.0,1011,27,10,150,16,Paraguay
2020-08-31,28,16,0.0,11.4,6,82,05:22 PM,06:12 AM,07:03 AM,06:39 PM,14,22,22,21,19,31,67,0.0,1016,28,10,183,14,Paraguay
2020-09-01,26,14,0.0,11.4,5,97,06:17 PM,06:52 AM,07:02 AM,06:39 PM,13,19,20,19,18,41,68,0.0,1018,26,10,192,13,Paraguay
2020-09-02,18,14,0.0,8.6,4,100,07:11 PM,07:28 AM,07:01 AM,06:39 PM,11,15,16,15,18,57,76,0.0,1017,18,10,200,14,Paraguay
2020-09-03,26,14,0.0,11.4,6,88,08:02 PM,08:01 AM,07:00 AM,06:40 PM,12,20,21,20,14,17,64,0.0,1013,26,10,169,11,Paraguay
2020-09-04,30,14,0.0,11.6,6,81,08:53 PM,08:32 AM,06:59 AM,06:40 PM,12,22,22,21,13,7,60,0.0,1014,30,10,140,9,Paraguay
2020-09-05,37,19,0.0,11.6,8,73,09:44 PM,09:03 AM,06:58 AM,06:41 PM,15,29,29,28,16,6,52,0.0,1010,37,10,119,10,Paraguay
2020-09-06,30,22,0.0,11.6,7,66,10:34 PM,09:35 AM,06:57 AM,06:41 PM,16,27,27,26,18,9,55,0.0,1008,30,10,142,12,Paraguay
2020-09-07,21,15,0.0,8.8,4,58,11:26 PM,10:07 AM,06:56 AM,06:41 PM,13,18,18,18,23,62,74,0.0,1015,21,10,180,17,Paraguay
2020-09-08,30,12,0.0,10.2,5,50,No moonrise,10:42 AM,06:55 AM,06:42 PM,16,22,22,21,11,42,73,0.0,1012,30,9,177,7,Paraguay
2020-09-09,35,19,0.0,11.6,7,43,12:19 AM,11:22 AM,06:54 AM,06:42 PM,17,28,28,27,17,13,60,0.0,1010,35,10,152,11,Paraguay
2020-09-10,36,23,0.0,11.6,8,35,01:14 AM,12:05 PM,06:53 AM,06:42 PM,18,32,32,29,18,7,55,0.0,1010,36,10,115,13,Paraguay
2020-09-11,40,26,0.0,10.2,7,28,02:09 AM,12:54 PM,06:52 AM,06:43 PM,13,33,33,32,23,16,33,0.0,1004,40,10,88,14,Paraguay
2020-09-12,37,24,0.0,11.6,8,20,03:05 AM,01:49 PM,06:50 AM,06:43 PM,16,33,33,31,19,6,45,0.0,1005,37,10,177,11,Paraguay
2020-09-13,40,24,0.0,11.6,8,13,03:59 AM,02:48 PM,06:49 AM,06:43 PM,15,34,34,33,13,4,42,0.0,1008,40,10,153,9,Paraguay
2020-09-14,26,19,0.0,10.2,5,5,04:50 AM,03:52 PM,06:48 AM,06:44 PM,14,25,25,23,30,39,61,0.0,1018,26,10,165,22,Paraguay
2020-09-15,28,12,0.0,11.6,6,0,05:38 AM,04:57 PM,06:47 AM,06:44 PM,13,22,22,21,15,21,60,0.0,1014,28,10,172,11,Paraguay
2020-09-16,31,18,0.0,10.2,6,0,06:22 AM,06:03 PM,06:46 AM,06:45 PM,15,24,24,24,18,30,63,0.2,1010,31,10,176,13,Paraguay
2020-09-17,30,18,0.0,11.6,7,0,07:04 AM,07:09 PM,06:45 AM,06:45 PM,15,24,24,24,16,27,66,0.2,1012,30,8,177,12,Paraguay
2020-09-18,36,21,0.0,11.6,8,2,07:45 AM,08:14 PM,06:44 AM,06:45 PM,16,29,29,27,7,0,56,0.0,1010,36,10,149,5,Paraguay
2020-09-19,30,20,0.0,11.6,7,10,08:25 AM,09:21 PM,06:43 AM,06:46 PM,12,25,25,24,23,0,48,0.0,1014,30,10,156,17,Paraguay
2020-09-20,21,16,0.0,11.6,5,17,09:07 AM,10:26 PM,06:42 AM,06:46 PM,5,18,19,18,22,17,43,0.0,1019,21,10,164,16,Paraguay
2020-09-21,25,13,0.0,11.6,6,25,09:52 AM,11:33 PM,06:41 AM,06:47 PM,5,19,20,19,19,27,44,0.3,1018,25,10,162,13,Paraguay
2020-09-22,32,12,0.0,11.6,7,32,10:39 AM,No moonset,06:39 AM,06:47 PM,7,23,23,22,11,4,43,0.0,1017,32,10,140,7,Paraguay
2020-09-23,33,18,0.0,11.6,7,40,11:31 AM,12:37 AM,06:38 AM,06:47 PM,12,27,27,26,16,8,46,0.0,1016,33,10,74,10,Paraguay
2020-09-24,36,21,0.0,11.6,8,47,12:26 PM,01:39 AM,06:37 AM,06:48 PM,14,30,30,29,19,3,45,0.0,1012,36,10,61,12,Paraguay
2020-09-25,40,25,0.0,11.6,8,55,01:23 PM,02:35 AM,06:36 AM,06:48 PM,14,34,34,33,25,5,39,0.0,1007,40,10,47,16,Paraguay
2020-09-26,41,27,0.0,11.6,9,62,02:20 PM,03:27 AM,06:35 AM,06:48 PM,12,34,34,34,28,7,29,0.0,1002,41,10,71,18,Paraguay
2020-09-27,31,19,0.0,10.2,6,70,03:17 PM,04:12 AM,06:34 AM,06:49 PM,15,29,29,28,26,36,48,0.0,1005,31,10,178,18,Paraguay
2020-09-28,28,18,0.0,11.6,6,78,04:12 PM,04:52 AM,06:33 AM,06:49 PM,11,23,23,23,19,35,52,0.4,1013,28,9,166,14,Paraguay
2020-09-29,37,18,0.0,11.6,8,85,05:06 PM,05:29 AM,06:32 AM,06:50 PM,13,29,29,28,15,11,42,0.0,1008,37,10,104,10,Paraguay
2020-09-30,42,27,0.0,11.6,9,93,05:57 PM,06:02 AM,06:31 AM,06:50 PM,14,35,35,34,25,8,34,0.0,1004,42,10,117,16,Paraguay
2020-10-01,43,30,0.0,11.6,9,97,06:48 PM,06:34 AM,06:30 AM,06:51 PM,11,37,37,36,26,3,24,0.0,1001,43,10,101,17,Paraguay
2020-10-02,38,29,0.0,11.6,8,100,07:39 PM,07:05 AM,06:29 AM,06:51 PM,16,35,35,33,20,9,39,0.0,1004,38,10,232,14,Paraguay
2020-10-03,28,19,0.0,11.6,5,89,08:29 PM,07:36 AM,06:28 AM,06:51 PM,18,26,26,24,25,41,69,0.0,1011,28,10,191,19,Paraguay
2020-10-04,33,16,0.0,11.6,7,82,09:21 PM,08:08 AM,06:27 AM,06:52 PM,15,25,25,24,16,24,59,0.0,1012,33,10,196,12,Paraguay
2020-10-05,29,18,0.0,11.6,6,74,10:13 PM,08:42 AM,06:26 AM,06:52 PM,14,24,24,23,22,10,60,0.0,1012,29,10,181,17,Paraguay
2020-10-06,36,17,0.0,11.6,7,67,11:07 PM,09:19 AM,06:25 AM,06:53 PM,14,28,28,27,18,4,52,0.0,1010,36,10,160,13,Paraguay
2020-10-07,39,23,0.0,11.6,8,60,No moonrise,10:00 AM,06:24 AM,06:53 PM,16,33,33,31,19,5,47,0.0,1007,39,10,161,13,Paraguay
2020-10-08,36,23,0.0,11.6,8,53,12:01 AM,10:46 AM,06:23 AM,06:54 PM,18,31,31,29,20,5,56,0.0,1007,36,10,152,14,Paraguay
2020-10-09,31,21,0.0,11.6,6,45,12:56 AM,11:38 AM,06:22 AM,06:54 PM,17,27,27,25,18,42,63,1.0,1009,31,10,157,13,Paraguay
2020-10-10,33,18,0.0,11.6,7,38,01:49 AM,12:33 PM,06:21 AM,06:55 PM,9,25,25,26,15,1,41,0.0,1013,33,10,125,11,Paraguay
2020-10-11,35,19,0.0,11.6,8,31,02:40 AM,01:34 PM,06:20 AM,06:55 PM,9,28,28,27,18,9,35,0.0,1012,35,10,132,11,Paraguay
2020-10-12,37,21,0.0,11.6,8,23,03:28 AM,02:37 PM,06:19 AM,06:56 PM,10,29,29,29,18,22,32,0.0,1011,37,10,133,11,Paraguay
2020-10-13,33,22,0.0,11.6,7,16,04:12 AM,03:41 PM,06:18 AM,06:56 PM,12,28,28,27,16,20,41,0.0,1010,33,10,131,11,Paraguay
2020-10-14,32,20,0.0,6.2,6,9,04:55 AM,04:46 PM,06:17 AM,06:57 PM,15,27,27,26,22,65,56,5.9,1008,32,9,119,13,Paraguay
2020-10-15,23,20,0.0,6.2,5,2,05:36 AM,05:52 PM,06:16 AM,06:57 PM,21,23,23,22,13,76,93,27.4,1013,23,6,117,7,Paraguay
2020-10-16,34,21,0.0,11.6,7,0,06:16 AM,06:58 PM,06:15 AM,06:58 PM,20,29,29,27,9,38,71,0.0,1013,34,7,92,5,Paraguay
2020-10-17,35,24,0.0,11.6,8,0,06:57 AM,08:05 PM,06:14 AM,06:58 PM,20,31,31,29,15,27,60,0.5,1010,35,10,65,10,Paraguay
2020-10-18,32,22,0.0,10.3,6,5,07:41 AM,09:14 PM,06:13 AM,06:59 PM,20,29,29,27,15,44,69,15.3,1008,32,9,33,10,Paraguay
2020-10-19,38,23,0.0,11.6,8,13,08:29 AM,10:22 PM,06:12 AM,06:59 PM,19,32,32,30,16,7,57,0.0,1006,38,10,53,10,Paraguay
2020-10-20,38,26,0.0,11.6,8,20,09:21 AM,11:28 PM,06:11 AM,07:00 PM,18,35,35,32,15,13,46,0.0,1008,38,10,97,9,Paraguay
2020-10-21,38,26,0.0,11.6,8,27,10:16 AM,No moonset,06:10 AM,07:00 PM,16,32,32,31,13,26,43,0.0,1011,38,10,92,8,Paraguay
2020-10-22,37,25,0.0,11.6,7,35,11:15 AM,12:28 AM,06:10 AM,07:01 PM,17,33,33,31,18,27,47,0.4,1010,37,10,68,12,Paraguay
2020-10-23,37,25,0.0,11.6,7,42,12:13 PM,01:23 AM,06:09 AM,07:01 PM,16,32,32,31,16,27,45,1.0,1009,37,10,64,11,Paraguay
2020-10-24,36,24,0.0,11.6,8,49,01:12 PM,02:11 AM,06:08 AM,07:02 PM,19,31,31,29,12,19,58,0.0,1006,36,10,67,8,Paraguay
2020-10-25,39,26,0.0,11.6,7,56,02:07 PM,02:54 AM,06:07 AM,07:03 PM,18,34,34,32,22,22,47,2.9,1002,39,9,122,15,Paraguay
2020-10-26,28,22,0.0,7.8,6,64,03:01 PM,03:31 AM,06:06 AM,07:03 PM,20,27,27,25,21,67,79,84.6,1006,28,8,185,14,Paraguay
2020-10-27,34,18,0.0,11.6,7,71,03:53 PM,04:05 AM,06:06 AM,07:04 PM,16,27,27,26,9,1,60,0.0,1007,34,10,148,7,Paraguay
2020-10-28,37,22,0.0,11.6,8,78,04:44 PM,04:37 AM,06:05 AM,07:04 PM,15,31,31,29,14,2,46,0.0,1004,37,10,95,9,Paraguay
2020-10-29,27,20,0.0,11.6,6,85,05:35 PM,05:08 AM,06:04 AM,07:05 PM,13,25,25,24,29,22,51,0.0,1012,27,10,168,21,Paraguay
2020-10-30,27,16,0.0,11.6,6,93,06:25 PM,05:38 AM,06:03 AM,07:06 PM,11,21,21,21,22,6,53,0.0,1016,27,10,180,16,Paraguay
2020-10-31,29,16,0.0,11.6,6,97,07:16 PM,06:09 AM,06:03 AM,07:06 PM,13,22,22,22,19,6,57,0.0,1017,29,10,186,14,Paraguay
2020-11-01,30,18,0.0,11.6,7,89,08:08 PM,06:43 AM,06:02 AM,07:07 PM,13,24,24,24,17,3,56,0.0,1015,30,10,171,12,Paraguay
2020-11-02,34,18,0.0,11.6,7,81,09:02 PM,07:19 AM,06:01 AM,07:07 PM,13,26,26,26,11,9,48,0.0,1012,34,10,152,7,Paraguay
2020-11-03,34,19,0.0,11.6,7,74,09:57 PM,07:59 AM,06:01 AM,07:08 PM,10,26,26,26,15,7,40,0.0,1011,34,10,166,10,Paraguay
2020-11-04,34,20,0.0,13.1,7,66,10:51 PM,08:43 AM,06:00 AM,07:09 PM,10,27,27,27,16,1,40,0.0,1012,34,10,161,11,Paraguay
2020-11-05,38,21,0.0,13.1,8,58,11:44 PM,09:32 AM,06:00 AM,07:09 PM,9,30,30,29,15,2,32,0.0,1010,38,10,114,10,Paraguay
2020-11-06,40,19,0.0,13.5,8,51,No moonrise,10:26 AM,05:59 AM,07:10 PM,7,30,30,30,14,1,28,0.0,1009,40,10,119,9,Paraguay
2020-11-07,37,22,0.0,13.5,8,43,12:35 AM,11:24 AM,05:58 AM,07:11 PM,10,30,30,30,16,10,33,0.0,1011,37,10,145,9,Paraguay
2020-11-08,37,24,0.0,13.3,7,36,01:23 AM,12:23 PM,05:58 AM,07:12 PM,14,32,32,30,17,25,39,0.1,1010,37,10,131,10,Paraguay
2020-11-09,24,22,0.0,9.7,5,28,02:07 AM,01:25 PM,05:57 AM,07:12 PM,19,25,25,23,19,70,82,18.1,1010,24,9,131,13,Paraguay
2020-11-10,31,20,0.0,8.5,6,21,02:48 AM,02:27 PM,05:57 AM,07:13 PM,21,27,27,25,11,80,82,6.8,1010,31,9,161,7,Paraguay
