date_time,Slovak%20Republic_maxtempC,Slovak%20Republic_mintempC,Slovak%20Republic_totalSnow_cm,Slovak%20Republic_sunHour,Slovak%20Republic_uvIndex,Slovak%20Republic_moon_illumination,Slovak%20Republic_moonrise,Slovak%20Republic_moonset,Slovak%20Republic_sunrise,Slovak%20Republic_sunset,Slovak%20Republic_DewPointC,Slovak%20Republic_FeelsLikeC,Slovak%20Republic_HeatIndexC,Slovak%20Republic_WindChillC,Slovak%20Republic_WindGustKmph,Slovak%20Republic_cloudcover,Slovak%20Republic_humidity,Slovak%20Republic_precipMM,Slovak%20Republic_pressure,Slovak%20Republic_tempC,Slovak%20Republic_visibility,Slovak%20Republic_winddirDegree,Slovak%20Republic_windspeedKmph,Slovak%20Republic_location
2020-05-26,26,21,0.0,10.2,5,25,08:10 AM,11:00 PM,04:57 AM,07:11 PM,21,26,26,23,21,62,84,5.4,1012,26,10,131,14,Slovak%20Republic
2020-05-27,27,19,0.0,12.3,5,32,09:11 AM,11:47 PM,04:56 AM,07:12 PM,18,24,24,23,15,55,78,2.6,1010,27,9,195,10,Slovak%20Republic
2020-05-28,26,18,0.0,13.4,5,39,10:16 AM,No moonset,04:56 AM,07:12 PM,17,22,22,21,18,40,79,2.7,1012,26,10,206,12,Slovak%20Republic
2020-05-29,26,18,0.0,9.1,5,47,11:23 AM,12:27 AM,04:55 AM,07:13 PM,18,23,23,22,22,59,80,0.5,1017,26,9,126,14,Slovak%20Republic
2020-05-30,24,15,0.0,14.5,6,54,12:29 PM,01:05 AM,04:55 AM,07:13 PM,14,20,20,20,22,1,70,0.0,1020,24,10,29,14,Slovak%20Republic
2020-05-31,25,16,0.0,14.5,6,58,01:37 PM,01:40 AM,04:55 AM,07:14 PM,15,20,21,20,19,6,74,0.0,1021,25,10,44,12,Slovak%20Republic
2020-06-01,27,17,0.0,14.5,6,71,02:45 PM,02:13 AM,04:54 AM,07:15 PM,15,22,22,22,15,8,68,0.0,1021,27,10,100,9,Slovak%20Republic
2020-06-02,28,18,0.0,14.5,7,79,03:55 PM,02:47 AM,04:54 AM,07:15 PM,16,24,24,23,8,24,63,0.0,1018,28,10,176,4,Slovak%20Republic
2020-06-03,30,22,0.0,11.3,6,86,05:06 PM,03:23 AM,04:54 AM,07:16 PM,19,28,28,25,16,66,70,1.7,1014,30,10,202,9,Slovak%20Republic
2020-06-04,31,22,0.0,9.1,6,94,06:16 PM,04:02 AM,04:54 AM,07:16 PM,22,29,29,26,21,79,81,25.9,1011,31,8,205,12,Slovak%20Republic
2020-06-05,33,23,0.0,12.4,6,100,07:26 PM,04:45 AM,04:53 AM,07:17 PM,23,32,32,28,17,38,74,1.6,1011,33,10,207,10,Slovak%20Republic
2020-06-06,34,23,0.0,13.4,6,100,08:31 PM,05:36 AM,04:53 AM,07:18 PM,22,32,32,28,13,47,70,0.9,1012,34,10,167,8,Slovak%20Republic
2020-06-07,33,23,0.0,14.5,7,84,09:30 PM,06:30 AM,04:53 AM,07:18 PM,22,31,31,28,24,5,72,0.0,1010,33,10,66,15,Slovak%20Republic
2020-06-08,25,18,0.0,9.2,5,76,10:21 PM,07:30 AM,04:53 AM,07:19 PM,21,25,25,23,46,69,86,27.1,1003,25,9,88,28,Slovak%20Republic
2020-06-09,34,20,0.0,14.5,6,69,11:04 PM,08:31 AM,04:53 AM,07:19 PM,23,32,32,27,43,39,77,2.5,1002,34,10,214,28,Slovak%20Republic
2020-06-10,25,17,0.0,14.5,6,61,11:41 PM,09:32 AM,04:53 AM,07:19 PM,14,23,23,22,28,6,60,0.1,1013,25,10,286,18,Slovak%20Republic
2020-06-11,26,15,0.0,14.5,6,54,No moonrise,10:31 AM,04:53 AM,07:20 PM,14,22,22,21,17,0,68,0.0,1022,26,10,160,11,Slovak%20Republic
2020-06-12,29,18,0.0,14.5,6,46,12:13 AM,11:29 AM,04:53 AM,07:20 PM,16,24,24,23,14,6,64,0.0,1024,29,10,32,8,Slovak%20Republic
2020-06-13,29,20,0.0,14.5,7,38,12:42 AM,12:24 PM,04:53 AM,07:21 PM,18,25,25,24,15,19,67,0.0,1020,29,10,58,9,Slovak%20Republic
2020-06-14,30,21,0.0,14.5,7,31,01:09 AM,01:19 PM,04:53 AM,07:21 PM,18,27,27,25,14,22,65,0.0,1019,30,10,79,8,Slovak%20Republic
2020-06-15,30,20,0.0,13.4,6,23,01:36 AM,02:14 PM,04:53 AM,07:21 PM,18,26,26,25,12,29,69,0.5,1021,30,10,56,7,Slovak%20Republic
2020-06-16,28,18,0.0,14.5,6,16,02:03 AM,03:09 PM,04:53 AM,07:22 PM,14,24,24,23,15,9,61,0.0,1021,28,10,63,10,Slovak%20Republic
2020-06-17,29,19,0.0,14.5,5,8,02:31 AM,04:06 PM,04:53 AM,07:22 PM,17,24,24,23,12,15,68,0.0,1019,29,10,35,7,Slovak%20Republic
2020-06-18,30,19,0.0,14.5,7,1,03:03 AM,05:05 PM,04:53 AM,07:22 PM,16,25,25,25,9,9,63,0.0,1016,30,10,138,5,Slovak%20Republic
2020-06-19,31,21,0.0,14.5,7,0,03:39 AM,06:04 PM,04:53 AM,07:23 PM,17,27,27,26,14,23,61,0.0,1016,31,10,169,9,Slovak%20Republic
2020-06-20,31,22,0.0,13.4,6,0,04:20 AM,07:04 PM,04:54 AM,07:23 PM,19,29,29,26,20,33,63,0.2,1015,31,10,189,13,Slovak%20Republic
2020-06-21,30,22,0.0,11.3,6,0,05:08 AM,08:02 PM,04:54 AM,07:23 PM,21,29,29,26,23,46,73,4.1,1013,30,10,201,13,Slovak%20Republic
2020-06-22,30,21,0.0,9.2,6,7,06:02 AM,08:56 PM,04:54 AM,07:23 PM,22,28,28,25,28,80,86,17.9,1012,30,9,201,17,Slovak%20Republic
2020-06-23,28,21,0.0,9.2,5,14,07:03 AM,09:45 PM,04:54 AM,07:23 PM,21,25,25,24,16,76,83,41.9,1010,28,8,147,9,Slovak%20Republic
2020-06-24,28,20,0.0,13.4,5,22,08:08 AM,10:28 PM,04:55 AM,07:23 PM,18,25,25,24,13,35,72,1.9,1013,28,10,188,8,Slovak%20Republic
2020-06-25,28,20,0.0,10.2,6,29,09:15 AM,11:07 PM,04:55 AM,07:24 PM,21,26,26,24,14,66,84,0.1,1014,28,6,139,9,Slovak%20Republic
2020-06-26,29,22,0.0,14.5,6,37,10:22 AM,11:42 PM,04:55 AM,07:24 PM,20,28,28,25,28,37,76,0.1,1018,29,10,203,19,Slovak%20Republic
2020-06-27,30,20,0.0,11.3,6,44,11:29 AM,No moonset,04:56 AM,07:24 PM,19,27,27,25,29,48,73,0.4,1015,30,10,204,19,Slovak%20Republic
2020-06-28,32,23,0.0,14.5,7,52,12:35 PM,12:15 AM,04:56 AM,07:24 PM,23,31,31,27,27,32,78,0.4,1012,32,10,196,17,Slovak%20Republic
2020-06-29,30,23,0.0,12.4,6,59,01:43 PM,12:48 AM,04:56 AM,07:24 PM,23,30,30,26,25,52,81,0.4,1012,30,9,185,16,Slovak%20Republic
2020-06-30,32,24,0.0,10.2,6,67,02:51 PM,01:22 AM,04:57 AM,07:24 PM,24,32,32,28,26,66,81,4.1,1011,32,10,204,16,Slovak%20Republic
2020-07-01,32,24,0.0,12.4,6,72,04:00 PM,01:58 AM,04:57 AM,07:24 PM,24,33,33,28,23,41,79,0.4,1010,32,10,206,15,Slovak%20Republic
2020-07-02,33,26,0.0,12.4,7,79,05:09 PM,02:38 AM,04:58 AM,07:23 PM,25,34,34,29,20,46,80,12.8,1010,33,9,237,11,Slovak%20Republic
2020-07-03,33,22,0.0,12.4,6,86,06:15 PM,03:25 AM,04:58 AM,07:23 PM,22,31,31,27,12,58,78,15.5,1012,33,8,164,7,Slovak%20Republic
2020-07-04,32,24,0.0,12.4,6,94,07:16 PM,04:17 AM,04:59 AM,07:23 PM,23,30,30,27,15,38,78,1.8,1012,32,10,68,9,Slovak%20Republic
2020-07-05,32,23,0.0,14.5,6,100,08:10 PM,05:15 AM,04:59 AM,07:23 PM,23,30,30,27,14,46,80,1.5,1010,32,10,85,9,Slovak%20Republic
2020-07-06,32,23,0.0,13.4,6,100,08:57 PM,06:15 AM,05:00 AM,07:23 PM,22,30,30,27,18,39,74,1.9,1012,32,10,98,11,Slovak%20Republic
2020-07-07,31,24,0.0,11.1,6,85,09:38 PM,07:17 AM,05:00 AM,07:23 PM,22,30,30,27,11,66,74,4.5,1013,31,10,109,7,Slovak%20Republic
2020-07-08,30,22,0.0,10.0,6,77,10:12 PM,08:17 AM,05:01 AM,07:22 PM,23,29,29,26,17,57,84,16.2,1012,30,9,200,10,Slovak%20Republic
2020-07-09,33,24,0.0,11.1,6,70,10:42 PM,09:17 AM,05:01 AM,07:22 PM,24,33,33,28,17,57,80,4.0,1011,33,8,218,10,Slovak%20Republic
2020-07-10,33,25,0.0,12.3,6,63,11:11 PM,10:13 AM,05:02 AM,07:22 PM,24,33,33,29,13,43,77,3.0,1012,33,10,273,8,Slovak%20Republic
2020-07-11,34,26,0.0,12.2,7,55,11:37 PM,11:09 AM,05:03 AM,07:21 PM,25,35,35,30,14,51,77,2.5,1013,34,10,206,8,Slovak%20Republic
2020-07-12,32,25,0.0,11.1,6,48,No moonrise,12:04 PM,05:03 AM,07:21 PM,24,32,32,27,22,43,80,8.5,1010,32,9,209,14,Slovak%20Republic
2020-07-13,32,21,0.0,14.2,7,41,12:04 AM,12:59 PM,05:04 AM,07:21 PM,21,30,30,26,18,27,75,0.4,1011,32,10,89,10,Slovak%20Republic
2020-07-14,32,23,0.0,13.4,6,34,12:31 AM,01:55 PM,05:04 AM,07:20 PM,22,32,32,27,16,30,75,0.9,1012,32,10,141,10,Slovak%20Republic
2020-07-15,33,25,0.0,12.2,6,26,01:01 AM,02:52 PM,05:05 AM,07:20 PM,24,33,33,28,23,45,80,2.0,1013,33,10,180,14,Slovak%20Republic
2020-07-16,34,24,0.0,13.4,7,19,01:35 AM,03:51 PM,05:06 AM,07:19 PM,23,34,34,29,24,27,74,1.4,1015,34,10,197,14,Slovak%20Republic
2020-07-17,31,25,0.0,10.0,6,12,02:13 AM,04:51 PM,05:06 AM,07:19 PM,25,33,33,28,17,59,82,3.4,1017,31,10,172,10,Slovak%20Republic
2020-07-18,33,24,0.0,14.1,6,5,02:59 AM,05:50 PM,05:07 AM,07:18 PM,22,32,32,28,17,28,73,0.1,1017,33,10,177,11,Slovak%20Republic
2020-07-19,33,24,0.0,12.2,6,0,03:51 AM,06:47 PM,05:08 AM,07:18 PM,22,32,32,28,17,32,71,2.8,1015,33,10,190,9,Slovak%20Republic
2020-07-20,33,24,0.0,14.1,7,0,04:50 AM,07:39 PM,05:08 AM,07:17 PM,22,31,31,28,14,21,71,0.2,1015,33,10,183,8,Slovak%20Republic
2020-07-21,33,25,0.0,12.2,6,2,05:55 AM,08:25 PM,05:09 AM,07:16 PM,23,32,32,28,16,42,74,0.9,1014,33,10,181,9,Slovak%20Republic
2020-07-22,33,24,0.0,11.1,6,10,07:03 AM,09:06 PM,05:10 AM,07:16 PM,23,32,32,28,16,58,74,2.6,1016,33,10,175,10,Slovak%20Republic
2020-07-23,29,24,0.0,11.1,6,17,08:12 AM,09:43 PM,05:11 AM,07:15 PM,23,30,30,26,15,55,83,2.2,1016,29,10,77,9,Slovak%20Republic
2020-07-24,32,24,0.0,14.0,6,24,09:21 AM,10:17 PM,05:11 AM,07:14 PM,22,31,31,28,16,32,74,0.3,1016,32,10,119,10,Slovak%20Republic
2020-07-25,31,23,0.0,9.9,6,32,10:28 AM,10:50 PM,05:12 AM,07:14 PM,24,31,31,27,17,63,83,4.2,1016,31,8,148,10,Slovak%20Republic
2020-07-26,32,23,0.0,13.4,6,39,11:36 AM,11:24 PM,05:13 AM,07:13 PM,23,31,31,27,13,46,78,3.1,1017,32,10,173,8,Slovak%20Republic
2020-07-27,31,23,0.0,14.0,7,46,12:43 PM,11:59 PM,05:13 AM,07:12 PM,21,29,29,26,15,22,75,0.1,1016,31,10,213,9,Slovak%20Republic
2020-07-28,30,22,0.0,12.2,6,53,01:51 PM,No moonset,05:14 AM,07:11 PM,22,29,29,26,12,50,82,0.9,1014,30,9,146,7,Slovak%20Republic
2020-07-29,31,23,0.0,13.3,6,61,02:58 PM,12:37 AM,05:15 AM,07:11 PM,23,30,30,27,18,44,82,2.7,1013,31,9,180,11,Slovak%20Republic
2020-07-30,31,24,0.0,13.9,7,68,04:04 PM,01:20 AM,05:16 AM,07:10 PM,22,30,30,27,28,45,77,0.4,1013,31,10,231,16,Slovak%20Republic
2020-07-31,30,23,0.0,9.9,6,72,05:06 PM,02:09 AM,05:16 AM,07:09 PM,23,29,29,26,21,64,86,8.8,1010,30,8,246,12,Slovak%20Republic
2020-08-01,26,20,0.0,9.9,5,82,06:02 PM,03:04 AM,05:17 AM,07:08 PM,20,25,25,23,17,76,83,0.7,1011,26,8,272,12,Slovak%20Republic
2020-08-02,30,19,0.0,12.2,6,90,06:51 PM,04:02 AM,05:18 AM,07:07 PM,20,26,26,24,17,40,78,3.6,1012,30,8,186,9,Slovak%20Republic
2020-08-03,29,20,0.0,12.2,6,97,07:34 PM,05:04 AM,05:19 AM,07:06 PM,20,25,25,24,13,52,79,3.9,1013,29,9,235,9,Slovak%20Republic
2020-08-04,27,17,0.0,13.9,5,100,08:10 PM,06:05 AM,05:19 AM,07:05 PM,17,23,23,22,16,10,77,0.0,1015,27,8,195,9,Slovak%20Republic
2020-08-05,26,16,0.0,13.8,5,88,08:42 PM,07:05 AM,05:20 AM,07:04 PM,16,21,22,21,15,14,76,0.0,1017,26,9,47,9,Slovak%20Republic
2020-08-06,29,17,0.0,13.8,6,81,09:11 PM,08:03 AM,05:21 AM,07:03 PM,18,24,24,23,14,11,75,0.0,1017,29,10,64,8,Slovak%20Republic
2020-08-07,27,20,0.0,13.8,6,74,09:38 PM,08:59 AM,05:22 AM,07:02 PM,20,25,25,24,12,34,79,0.0,1018,27,10,157,7,Slovak%20Republic
2020-08-08,32,22,0.0,13.3,6,67,10:05 PM,09:54 AM,05:22 AM,07:01 PM,21,30,30,27,13,35,73,0.8,1018,32,10,155,8,Slovak%20Republic
2020-08-09,34,23,0.0,13.3,6,59,10:31 PM,10:49 AM,05:23 AM,07:00 PM,22,31,31,28,17,37,71,2.3,1018,34,10,177,9,Slovak%20Republic
2020-08-10,35,24,0.0,13.4,7,52,11:00 PM,11:45 AM,05:24 AM,06:59 PM,22,33,33,29,20,17,69,0.0,1015,35,10,215,11,Slovak%20Republic
2020-08-11,34,24,0.0,13.3,7,45,11:32 PM,12:40 PM,05:25 AM,06:58 PM,22,33,33,29,18,24,71,5.1,1014,34,9,196,10,Slovak%20Republic
2020-08-12,31,22,0.0,10.8,6,38,No moonrise,01:39 PM,05:25 AM,06:57 PM,22,29,29,26,10,64,81,7.3,1014,31,9,223,6,Slovak%20Republic
2020-08-13,28,21,0.0,9.6,6,30,12:08 AM,02:37 PM,05:26 AM,06:56 PM,22,27,27,24,14,72,87,1.3,1013,28,7,287,9,Slovak%20Republic
2020-08-14,31,23,0.0,13.3,6,23,12:49 AM,03:36 PM,05:27 AM,06:55 PM,23,30,30,27,12,55,81,5.8,1011,31,9,215,7,Slovak%20Republic
2020-08-15,32,23,0.0,13.3,6,16,01:38 AM,04:33 PM,05:28 AM,06:53 PM,23,30,30,27,14,41,80,2.7,1012,32,10,65,8,Slovak%20Republic
2020-08-16,29,22,0.0,10.8,6,8,02:34 AM,05:28 PM,05:28 AM,06:52 PM,20,27,27,25,18,35,79,0.1,1015,29,9,78,11,Slovak%20Republic
2020-08-17,30,18,0.0,13.2,5,1,03:37 AM,06:16 PM,05:29 AM,06:51 PM,18,24,24,23,15,7,73,0.0,1017,30,9,47,9,Slovak%20Republic
2020-08-18,28,21,0.0,13.2,5,0,04:44 AM,07:01 PM,05:30 AM,06:50 PM,19,26,26,24,19,23,75,0.1,1014,28,10,136,12,Slovak%20Republic
2020-08-19,28,19,0.0,13.2,6,0,05:55 AM,07:40 PM,05:31 AM,06:49 PM,19,24,24,23,22,26,83,0.0,1012,28,10,21,14,Slovak%20Republic
2020-08-20,27,17,0.0,13.2,5,6,07:05 AM,08:16 PM,05:31 AM,06:47 PM,18,23,23,22,18,51,84,0.0,1012,27,6,28,11,Slovak%20Republic
2020-08-21,29,19,0.0,10.7,5,13,08:15 AM,08:50 PM,05:32 AM,06:46 PM,20,25,25,23,13,51,82,6.4,1011,29,6,30,8,Slovak%20Republic
2020-08-22,29,20,0.0,12.0,6,20,09:25 AM,09:24 PM,05:33 AM,06:45 PM,20,26,26,24,11,37,79,1.1,1012,29,9,95,6,Slovak%20Republic
2020-08-23,31,20,0.0,13.1,7,28,10:34 AM,09:59 PM,05:34 AM,06:44 PM,19,26,26,25,9,4,72,0.0,1015,31,10,123,5,Slovak%20Republic
2020-08-24,31,20,0.0,13.1,7,35,11:43 AM,10:37 PM,05:34 AM,06:42 PM,19,27,27,25,15,2,71,0.0,1016,31,10,75,9,Slovak%20Republic
2020-08-25,31,21,0.0,13.1,6,42,12:51 PM,11:19 PM,05:35 AM,06:41 PM,21,28,28,26,14,24,76,0.4,1016,31,10,82,8,Slovak%20Republic
2020-08-26,32,23,0.0,10.7,6,50,01:58 PM,No moonset,05:36 AM,06:40 PM,24,31,31,27,19,63,83,25.1,1013,32,8,130,11,Slovak%20Republic
2020-08-27,28,23,0.0,9.4,6,57,03:00 PM,12:06 AM,05:36 AM,06:38 PM,23,28,28,25,32,58,89,20.6,1010,28,6,114,18,Slovak%20Republic
2020-08-28,30,22,0.0,9.4,6,64,03:58 PM,12:58 AM,05:37 AM,06:37 PM,22,28,28,25,41,74,84,3.9,1007,30,9,218,25,Slovak%20Republic
2020-08-29,35,23,0.0,13.0,7,71,04:48 PM,01:55 AM,05:38 AM,06:36 PM,23,33,33,28,19,12,76,0.0,1009,35,10,216,11,Slovak%20Republic
2020-08-30,29,22,0.0,8.1,6,79,05:32 PM,02:54 AM,05:39 AM,06:34 PM,23,29,29,25,24,75,90,24.5,1007,29,8,140,14,Slovak%20Republic
2020-08-31,32,23,0.0,8.1,6,82,06:09 PM,03:55 AM,05:39 AM,06:33 PM,24,31,31,27,15,69,85,27.7,1008,32,6,199,8,Slovak%20Republic
2020-09-01,31,24,0.0,10.6,6,97,06:42 PM,04:55 AM,05:40 AM,06:32 PM,24,31,31,27,17,70,87,20.3,1011,31,9,194,9,Slovak%20Republic
2020-09-02,29,24,0.0,8.1,6,100,07:12 PM,05:53 AM,05:41 AM,06:30 PM,24,30,30,26,23,78,90,11.7,1011,29,8,215,14,Slovak%20Republic
2020-09-03,27,23,0.0,10.6,5,88,07:40 PM,06:50 AM,05:41 AM,06:29 PM,22,27,27,24,20,48,87,1.3,1013,27,8,249,13,Slovak%20Republic
2020-09-04,26,22,0.0,10.6,5,81,08:06 PM,07:46 AM,05:42 AM,06:28 PM,22,27,27,24,18,52,88,11.1,1018,26,8,134,11,Slovak%20Republic
2020-09-05,26,16,0.0,12.8,6,73,08:33 PM,08:41 AM,05:43 AM,06:26 PM,16,21,21,21,18,6,76,0.0,1024,26,10,42,10,Slovak%20Republic
2020-09-06,29,17,0.0,12.8,6,66,09:01 PM,09:36 AM,05:44 AM,06:25 PM,17,24,24,23,11,3,73,0.0,1020,29,10,141,6,Slovak%20Republic
2020-09-07,30,20,0.0,12.8,7,58,09:31 PM,10:31 AM,05:44 AM,06:23 PM,18,27,27,25,20,3,66,0.0,1013,30,10,184,11,Slovak%20Republic
2020-09-08,30,20,0.0,12.8,7,50,10:04 PM,11:28 AM,05:45 AM,06:22 PM,18,26,26,24,20,3,69,0.0,1012,30,10,142,11,Slovak%20Republic
2020-09-09,30,21,0.0,11.9,6,43,10:42 PM,12:26 PM,05:46 AM,06:21 PM,21,28,28,25,17,43,77,2.7,1016,30,10,112,10,Slovak%20Republic
2020-09-10,29,21,0.0,11.9,6,35,11:27 PM,01:24 PM,05:46 AM,06:19 PM,22,26,26,24,21,36,86,3.8,1021,29,9,41,13,Slovak%20Republic
2020-09-11,26,20,0.0,7.9,5,28,No moonrise,02:20 PM,05:47 AM,06:18 PM,21,25,25,23,19,53,90,0.0,1018,26,7,30,12,Slovak%20Republic
2020-09-12,30,20,0.0,11.9,6,20,12:18 AM,03:15 PM,05:48 AM,06:16 PM,21,26,26,24,10,52,82,0.0,1013,30,6,125,6,Slovak%20Republic
2020-09-13,28,22,0.0,12.7,7,13,01:17 AM,04:06 PM,05:49 AM,06:15 PM,21,27,27,24,22,23,81,0.1,1014,28,10,66,14,Slovak%20Republic
2020-09-14,27,20,0.0,11.9,5,5,02:22 AM,04:51 PM,05:49 AM,06:14 PM,19,25,25,23,31,50,77,0.0,1019,27,10,36,21,Slovak%20Republic
2020-09-15,27,19,0.0,12.6,6,0,03:31 AM,05:33 PM,05:50 AM,06:12 PM,19,24,24,22,25,25,80,0.1,1018,27,9,39,17,Slovak%20Republic
2020-09-16,27,21,0.0,7.9,5,0,04:42 AM,06:10 PM,05:51 AM,06:11 PM,21,25,25,24,21,73,88,5.2,1014,27,5,51,14,Slovak%20Republic
2020-09-17,28,19,0.0,11.8,5,0,05:54 AM,06:46 PM,05:51 AM,06:09 PM,19,24,24,23,24,46,80,0.9,1014,28,10,26,15,Slovak%20Republic
2020-09-18,23,17,0.0,12.6,5,2,07:05 AM,07:21 PM,05:52 AM,06:08 PM,16,20,20,20,30,32,77,0.0,1018,23,10,27,20,Slovak%20Republic
2020-09-19,21,13,0.0,12.5,5,10,08:17 AM,07:56 PM,05:53 AM,06:06 PM,11,16,17,16,30,1,71,0.0,1021,21,10,37,19,Slovak%20Republic
2020-09-20,26,13,0.0,12.5,5,17,09:29 AM,08:33 PM,05:53 AM,06:05 PM,15,18,19,18,24,26,82,0.1,1022,26,10,53,14,Slovak%20Republic
2020-09-21,23,15,0.0,12.5,5,25,10:40 AM,09:15 PM,05:54 AM,06:04 PM,15,19,19,19,22,21,77,0.0,1023,23,10,89,13,Slovak%20Republic
2020-09-22,18,17,0.0,10.5,4,32,11:49 AM,10:02 PM,05:55 AM,06:02 PM,14,18,18,18,19,65,77,0.5,1020,18,8,101,12,Slovak%20Republic
2020-09-23,16,11,0.0,7.8,4,40,12:55 PM,10:53 PM,05:56 AM,06:01 PM,15,15,16,15,19,98,91,10.8,1017,16,5,67,12,Slovak%20Republic
2020-09-24,21,15,0.0,6.0,4,47,01:55 PM,11:49 PM,05:56 AM,05:59 PM,16,17,17,17,21,90,91,0.2,1013,21,9,37,14,Slovak%20Republic
2020-09-25,25,15,0.0,8.8,5,55,02:47 PM,No moonset,05:57 AM,05:58 PM,16,19,20,19,11,33,83,0.0,1014,25,7,184,6,Slovak%20Republic
2020-09-26,26,16,0.0,11.6,5,62,03:33 PM,12:48 AM,05:58 AM,05:57 PM,17,21,22,21,19,11,84,0.0,1014,26,7,178,12,Slovak%20Republic
2020-09-27,28,16,0.0,11.6,5,70,04:11 PM,01:49 AM,05:58 AM,05:55 PM,17,23,23,22,21,4,79,0.0,1010,28,9,186,12,Slovak%20Republic
2020-09-28,18,15,0.0,8.8,4,78,04:45 PM,02:48 AM,05:59 AM,05:54 PM,14,17,17,17,29,49,81,3.6,1013,18,10,148,18,Slovak%20Republic
2020-09-29,18,11,0.0,11.5,4,85,05:15 PM,03:47 AM,06:00 AM,05:53 PM,8,14,14,14,18,31,68,0.8,1017,18,10,275,11,Slovak%20Republic
2020-09-30,25,13,0.0,8.7,6,93,05:43 PM,04:43 AM,06:01 AM,05:51 PM,10,18,20,18,24,4,61,0.0,1016,25,10,239,14,Slovak%20Republic
2020-10-01,24,13,0.0,8.7,5,97,06:09 PM,05:40 AM,06:01 AM,05:50 PM,7,18,19,18,22,4,53,0.0,1020,24,10,225,12,Slovak%20Republic
2020-10-02,18,8,0.0,8.7,4,100,06:35 PM,06:34 AM,06:02 AM,05:48 PM,5,12,13,12,18,7,60,0.0,1023,18,10,32,10,Slovak%20Republic
2020-10-03,20,9,0.0,8.7,4,89,07:03 PM,07:30 AM,06:03 AM,05:47 PM,8,14,14,14,17,25,65,0.0,1021,20,10,149,10,Slovak%20Republic
2020-10-04,22,15,0.0,8.7,4,82,07:32 PM,08:25 AM,06:04 AM,05:46 PM,10,17,18,17,20,26,65,0.0,1020,22,10,204,12,Slovak%20Republic
2020-10-05,19,8,0.0,8.7,4,74,08:03 PM,09:22 AM,06:04 AM,05:44 PM,7,12,14,12,17,0,69,0.0,1022,19,10,54,10,Slovak%20Republic
2020-10-06,24,9,0.0,8.7,5,67,08:39 PM,10:18 AM,06:05 AM,05:43 PM,6,16,17,16,10,2,56,0.0,1018,24,10,188,6,Slovak%20Republic
2020-10-07,26,13,0.0,8.7,6,60,09:21 PM,11:16 AM,06:06 AM,05:42 PM,9,19,19,19,8,1,55,0.0,1017,26,10,167,4,Slovak%20Republic
2020-10-08,26,15,0.0,4.2,5,53,10:08 PM,12:12 PM,06:07 AM,05:40 PM,12,20,21,20,12,43,60,0.0,1017,26,10,104,7,Slovak%20Republic
2020-10-09,20,15,0.0,4.2,4,45,11:03 PM,01:07 PM,06:07 AM,05:39 PM,17,19,19,19,15,70,87,1.9,1015,20,9,115,9,Slovak%20Republic
2020-10-10,21,18,0.0,4.2,5,38,No moonrise,01:57 PM,06:08 AM,05:38 PM,19,20,21,20,40,89,94,73.3,1008,21,6,66,25,Slovak%20Republic
2020-10-11,25,19,0.0,4.2,5,31,12:03 AM,02:43 PM,06:09 AM,05:36 PM,20,23,23,22,20,72,87,0.0,1008,25,10,254,13,Slovak%20Republic
2020-10-12,26,20,0.0,7.2,5,23,01:09 AM,03:26 PM,06:10 AM,05:35 PM,16,23,23,22,27,26,75,0.0,1012,26,9,198,17,Slovak%20Republic
2020-10-13,23,12,0.0,8.7,5,16,02:17 AM,04:04 PM,06:11 AM,05:34 PM,7,17,18,17,10,0,53,0.0,1019,23,10,88,5,Slovak%20Republic
2020-10-14,24,12,0.0,8.7,5,9,03:28 AM,04:39 PM,06:11 AM,05:33 PM,9,17,18,17,17,0,60,0.0,1016,24,10,180,10,Slovak%20Republic
2020-10-15,19,13,0.0,5.7,4,2,04:39 AM,05:14 PM,06:12 AM,05:31 PM,10,15,15,15,23,50,72,0.0,1015,19,10,111,14,Slovak%20Republic
2020-10-16,18,12,0.0,8.7,4,0,05:51 AM,05:49 PM,06:13 AM,05:30 PM,6,13,15,13,23,14,59,0.0,1025,18,10,39,15,Slovak%20Republic
2020-10-17,18,8,0.0,8.7,4,0,07:04 AM,06:26 PM,06:14 AM,05:29 PM,4,12,13,12,24,5,55,0.0,1022,18,10,170,15,Slovak%20Republic
2020-10-18,21,14,0.0,5.7,4,5,08:18 AM,07:07 PM,06:15 AM,05:28 PM,12,17,17,17,27,63,72,0.1,1018,21,10,167,16,Slovak%20Republic
2020-10-19,27,19,0.0,8.7,5,13,09:32 AM,07:52 PM,06:16 AM,05:26 PM,18,23,23,22,29,36,79,0.0,1017,27,10,193,18,Slovak%20Republic
2020-10-20,27,20,0.0,4.2,5,20,10:42 AM,08:44 PM,06:16 AM,05:25 PM,19,24,24,23,16,76,82,6.6,1018,27,10,155,10,Slovak%20Republic
2020-10-21,27,18,0.0,8.7,6,27,11:47 AM,09:40 PM,06:17 AM,05:24 PM,17,23,23,22,15,0,72,0.0,1018,27,10,151,9,Slovak%20Republic
2020-10-22,28,19,0.0,8.7,6,35,12:43 PM,10:40 PM,06:18 AM,05:23 PM,18,24,24,23,19,9,76,0.0,1017,28,10,151,11,Slovak%20Republic
2020-10-23,27,20,0.0,7.2,5,42,01:32 PM,11:41 PM,06:19 AM,05:22 PM,18,24,24,23,22,46,77,0.9,1016,27,10,167,14,Slovak%20Republic
