date_time,Luxembourg_maxtempC,Luxembourg_mintempC,Luxembourg_totalSnow_cm,Luxembourg_sunHour,Luxembourg_uvIndex,Luxembourg_moon_illumination,Luxembourg_moonrise,Luxembourg_moonset,Luxembourg_sunrise,Luxembourg_sunset,Luxembourg_DewPointC,Luxembourg_FeelsLikeC,Luxembourg_HeatIndexC,Luxembourg_WindChillC,Luxembourg_WindGustKmph,Luxembourg_cloudcover,Luxembourg_humidity,Luxembourg_precipMM,Luxembourg_pressure,Luxembourg_tempC,Luxembourg_visibility,Luxembourg_winddirDegree,Luxembourg_windspeedKmph,Luxembourg_location
2020-06-01,21,9,0.0,14.5,5,71,02:58 PM,02:37 AM,04:33 AM,08:34 PM,9,14,16,14,27,6,70,0.0,1020,21,10,74,17,Luxembourg
2020-06-02,23,11,0.0,14.5,5,79,04:20 PM,02:59 AM,04:32 AM,08:35 PM,12,17,19,17,12,15,73,0.0,1017,23,10,58,7,Luxembourg
2020-06-03,22,13,0.0,10.0,4,86,05:43 PM,03:22 AM,04:31 AM,08:36 PM,13,17,18,17,6,74,77,9.6,1006,22,9,163,4,Luxembourg
2020-06-04,16,11,0.0,10.0,3,94,07:06 PM,03:48 AM,04:31 AM,08:37 PM,11,13,13,13,17,83,84,5.8,998,16,10,316,12,Luxembourg
2020-06-05,10,4,0.0,10.1,2,100,08:26 PM,04:19 AM,04:30 AM,08:38 PM,8,6,9,6,31,79,91,8.3,999,10,8,252,21,Luxembourg
2020-06-06,14,4,0.0,10.9,3,100,09:40 PM,04:59 AM,04:30 AM,08:39 PM,6,7,10,7,30,58,76,0.9,1002,14,10,243,21,Luxembourg
2020-06-07,15,6,0.0,11.8,3,84,10:41 PM,05:48 AM,04:29 AM,08:40 PM,7,9,11,9,17,58,78,0.5,1008,15,10,245,12,Luxembourg
2020-06-08,19,8,0.0,13.6,4,76,11:31 PM,06:46 AM,04:29 AM,08:40 PM,9,14,14,14,10,33,75,0.3,1012,19,10,89,7,Luxembourg
2020-06-09,18,8,0.0,12.7,3,69,No moonrise,07:52 AM,04:29 AM,08:41 PM,10,12,13,12,24,51,84,3.6,1015,18,9,13,15,Luxembourg
2020-06-10,14,11,0.0,10.1,3,61,12:08 AM,09:01 AM,04:28 AM,08:42 PM,11,11,12,11,16,87,93,3.9,1015,14,8,39,10,Luxembourg
2020-06-11,17,10,0.0,11.0,3,54,12:38 AM,10:10 AM,04:28 AM,08:42 PM,12,13,13,13,12,83,89,1.8,1010,17,7,61,9,Luxembourg
2020-06-12,24,12,0.0,13.6,4,46,01:02 AM,11:18 AM,04:28 AM,08:43 PM,14,18,18,18,15,49,80,5.2,1007,24,10,152,10,Luxembourg
2020-06-13,20,15,0.0,11.9,4,38,01:22 AM,12:24 PM,04:28 AM,08:44 PM,15,17,17,17,10,66,87,6.7,1011,20,7,153,6,Luxembourg
2020-06-14,20,12,0.0,14.5,4,31,01:40 AM,01:30 PM,04:27 AM,08:44 PM,13,16,16,16,20,43,83,0.1,1015,20,8,273,13,Luxembourg
2020-06-15,19,12,0.0,11.0,4,23,01:57 AM,02:34 PM,04:27 AM,08:45 PM,14,16,16,16,12,65,87,2.9,1016,19,8,242,9,Luxembourg
2020-06-16,20,12,0.0,10.1,4,16,02:13 AM,03:40 PM,04:27 AM,08:45 PM,13,16,16,16,11,77,84,1.6,1015,20,9,248,7,Luxembourg
2020-06-17,18,6,0.0,10.1,4,8,02:32 AM,04:46 PM,04:27 AM,08:45 PM,13,14,15,14,15,81,90,13.7,1012,18,9,250,9,Luxembourg
2020-06-18,16,10,0.0,10.1,3,1,02:53 AM,05:55 PM,04:27 AM,08:46 PM,12,13,14,13,13,68,86,0.1,1013,16,9,219,10,Luxembourg
2020-06-19,18,11,0.0,11.0,4,0,03:18 AM,07:03 PM,04:28 AM,08:46 PM,12,14,14,14,16,61,88,1.8,1016,18,9,244,11,Luxembourg
2020-06-20,20,12,0.0,12.7,4,0,03:49 AM,08:10 PM,04:28 AM,08:46 PM,13,16,17,16,8,43,83,1.5,1021,20,8,243,6,Luxembourg
2020-06-21,21,12,0.0,11.9,4,0,04:29 AM,09:12 PM,04:28 AM,08:46 PM,13,17,16,17,13,59,80,1.2,1020,21,10,251,10,Luxembourg
2020-06-22,23,13,0.0,14.5,5,7,05:20 AM,10:06 PM,04:28 AM,08:47 PM,12,18,19,18,11,14,72,0.0,1024,23,9,310,8,Luxembourg
2020-06-23,24,12,0.0,14.5,6,14,06:21 AM,10:51 PM,04:28 AM,08:47 PM,13,18,20,18,17,0,74,0.0,1024,24,10,52,11,Luxembourg
2020-06-24,24,14,0.0,14.5,6,22,07:32 AM,11:28 PM,04:29 AM,08:47 PM,13,19,21,19,22,3,69,0.0,1022,24,10,70,14,Luxembourg
2020-06-25,25,14,0.0,14.5,6,29,08:48 AM,11:57 PM,04:29 AM,08:47 PM,14,19,21,19,23,2,71,0.0,1018,25,10,83,15,Luxembourg
2020-06-26,25,17,0.0,11.9,5,37,10:07 AM,No moonset,04:30 AM,08:47 PM,17,20,22,20,19,50,83,22.4,1012,25,8,161,11,Luxembourg
2020-06-27,22,17,0.0,11.9,4,44,11:26 AM,12:21 AM,04:30 AM,08:47 PM,16,19,20,19,22,57,85,6.9,1012,22,10,215,15,Luxembourg
2020-06-28,17,7,0.0,10.1,4,52,12:44 PM,12:43 AM,04:31 AM,08:47 PM,13,15,16,15,22,73,82,1.2,1015,17,8,231,16,Luxembourg
2020-06-29,18,12,0.0,12.7,4,59,02:04 PM,01:04 AM,04:31 AM,08:46 PM,11,14,15,14,24,46,81,1.6,1015,18,9,241,17,Luxembourg
2020-06-30,15,8,0.0,11.0,3,67,03:24 PM,01:26 AM,04:32 AM,08:46 PM,11,11,12,11,23,67,87,0.3,1013,15,8,226,15,Luxembourg
2020-07-01,23,14,0.0,11.0,4,72,04:45 PM,01:50 AM,04:32 AM,08:46 PM,16,18,19,18,21,67,86,2.1,1009,23,7,234,15,Luxembourg
2020-07-02,18,14,0.0,11.0,4,79,06:05 PM,02:18 AM,04:33 AM,08:46 PM,13,16,16,16,20,65,85,1.9,1012,18,10,251,14,Luxembourg
2020-07-03,19,10,0.0,13.6,4,86,07:20 PM,02:53 AM,04:34 AM,08:45 PM,11,14,15,14,19,30,79,0.1,1018,19,9,261,13,Luxembourg
2020-07-04,18,12,0.0,12.7,4,94,08:26 PM,03:37 AM,04:35 AM,08:45 PM,12,15,15,15,22,58,81,0.0,1019,18,10,233,14,Luxembourg
2020-07-05,21,16,0.0,10.1,4,100,09:22 PM,04:30 AM,04:35 AM,08:44 PM,16,18,18,18,31,86,87,0.7,1016,21,9,237,22,Luxembourg
2020-07-06,17,10,0.0,10.9,3,100,10:04 PM,05:33 AM,04:36 AM,08:44 PM,10,13,14,13,27,62,77,1.8,1017,17,10,279,19,Luxembourg
2020-07-07,19,8,0.0,14.5,5,85,10:38 PM,06:41 AM,04:37 AM,08:43 PM,9,14,14,14,11,15,74,0.0,1022,19,10,238,7,Luxembourg
2020-07-08,18,11,0.0,11.8,4,77,11:04 PM,07:52 AM,04:38 AM,08:43 PM,12,15,15,15,20,65,82,0.3,1018,18,9,259,14,Luxembourg
2020-07-09,22,14,0.0,11.8,4,70,11:26 PM,09:01 AM,04:39 AM,08:42 PM,15,18,19,18,17,64,84,0.5,1017,22,8,238,12,Luxembourg
2020-07-10,19,15,0.0,10.9,4,63,11:45 PM,10:09 AM,04:40 AM,08:41 PM,14,17,17,17,23,51,82,1.3,1014,19,10,268,16,Luxembourg
2020-07-11,20,9,0.0,14.5,5,55,No moonrise,11:16 AM,04:41 AM,08:40 PM,9,14,15,14,15,18,69,0.0,1022,20,10,282,10,Luxembourg
2020-07-12,21,9,0.0,14.5,5,48,12:02 AM,12:20 PM,04:42 AM,08:40 PM,9,15,16,15,19,10,71,0.0,1025,21,10,37,12,Luxembourg
2020-07-13,23,11,0.0,14.5,5,41,12:18 AM,01:26 PM,04:43 AM,08:39 PM,10,17,18,17,15,18,66,0.0,1022,23,10,95,9,Luxembourg
2020-07-14,21,12,0.0,12.7,4,34,12:36 AM,02:31 PM,04:44 AM,08:38 PM,10,16,16,16,13,55,69,0.1,1017,21,10,312,9,Luxembourg
2020-07-15,20,13,0.0,10.0,4,26,12:56 AM,03:39 PM,04:45 AM,08:37 PM,11,16,16,16,10,76,73,6.5,1015,20,9,267,8,Luxembourg
2020-07-16,16,8,0.0,9.9,3,19,01:19 AM,04:46 PM,04:46 AM,08:36 PM,13,14,14,14,12,94,87,1.4,1018,16,7,284,9,Luxembourg
2020-07-17,21,11,0.0,10.8,4,12,01:47 AM,05:54 PM,04:47 AM,08:35 PM,13,16,17,16,11,68,80,0.5,1019,21,8,306,8,Luxembourg
2020-07-18,24,14,0.0,14.5,6,5,02:23 AM,06:59 PM,04:48 AM,08:34 PM,13,19,20,19,9,31,71,0.0,1018,24,10,124,6,Luxembourg
2020-07-19,24,16,0.0,10.8,5,0,03:09 AM,07:57 PM,04:50 AM,08:33 PM,13,20,21,20,10,68,68,1.3,1016,24,10,235,7,Luxembourg
2020-07-20,20,14,0.0,13.6,4,0,04:07 AM,08:47 PM,04:51 AM,08:32 PM,12,17,17,17,15,30,74,0.2,1018,20,10,187,10,Luxembourg
2020-07-21,22,11,0.0,14.5,5,2,05:16 AM,09:27 PM,04:52 AM,08:31 PM,9,16,17,16,21,14,64,0.0,1022,22,10,15,14,Luxembourg
2020-07-22,23,10,0.0,13.6,4,10,06:32 AM,09:59 PM,04:53 AM,08:30 PM,9,16,18,16,18,17,64,0.0,1021,23,10,63,12,Luxembourg
2020-07-23,23,11,0.0,14.5,5,17,07:52 AM,10:25 PM,04:55 AM,08:28 PM,10,17,18,17,14,23,65,0.0,1017,23,10,172,9,Luxembourg
2020-07-24,21,15,0.0,9.8,4,24,09:13 AM,10:49 PM,04:56 AM,08:27 PM,12,17,18,17,19,78,71,1.6,1014,21,10,285,14,Luxembourg
2020-07-25,23,14,0.0,11.7,5,32,10:33 AM,11:10 PM,04:57 AM,08:26 PM,14,19,19,19,14,59,76,2.6,1013,23,10,245,9,Luxembourg
2020-07-26,22,16,0.0,11.7,4,39,11:53 AM,11:32 PM,04:59 AM,08:24 PM,14,18,19,18,23,68,76,10.0,1012,22,9,252,17,Luxembourg
2020-07-27,26,14,0.0,14.5,6,46,01:13 PM,11:54 PM,05:00 AM,08:23 PM,13,21,21,20,15,17,66,0.0,1015,26,10,160,10,Luxembourg
2020-07-28,21,16,0.0,11.5,4,53,02:32 PM,No moonset,05:01 AM,08:22 PM,12,18,19,18,23,48,69,0.1,1013,21,10,255,16,Luxembourg
2020-07-29,22,10,0.0,14.5,5,61,03:51 PM,12:20 AM,05:03 AM,08:20 PM,9,16,18,16,13,7,67,0.0,1020,22,10,279,9,Luxembourg
2020-07-30,25,12,0.0,14.5,6,68,05:07 PM,12:52 AM,05:04 AM,08:19 PM,10,18,19,18,14,8,61,0.0,1020,25,10,49,9,Luxembourg
2020-07-31,31,17,0.0,14.5,7,72,06:15 PM,01:32 AM,05:05 AM,08:17 PM,15,26,26,25,13,1,57,0.0,1015,31,10,98,9,Luxembourg
2020-08-01,28,21,0.0,13.5,6,82,07:14 PM,02:20 AM,05:07 AM,08:16 PM,17,26,26,24,14,30,65,1.4,1014,28,10,232,10,Luxembourg
2020-08-02,20,16,0.0,10.4,4,90,08:00 PM,03:19 AM,05:08 AM,08:14 PM,13,18,18,18,17,73,73,5.1,1015,20,9,316,12,Luxembourg
2020-08-03,21,12,0.0,13.5,4,97,08:37 PM,04:25 AM,05:10 AM,08:13 PM,9,17,17,17,13,38,65,0.2,1014,21,10,322,9,Luxembourg
2020-08-04,22,10,0.0,14.5,5,100,09:06 PM,05:35 AM,05:11 AM,08:11 PM,9,15,17,15,17,23,67,0.3,1015,22,10,275,11,Luxembourg
2020-08-05,26,13,0.0,14.5,6,88,09:29 PM,06:45 AM,05:12 AM,08:10 PM,10,19,20,19,10,9,59,0.0,1017,26,10,109,7,Luxembourg
2020-08-06,27,16,0.0,14.5,6,81,09:49 PM,07:54 AM,05:14 AM,08:08 PM,12,22,22,21,14,7,59,0.0,1019,27,10,86,10,Luxembourg
2020-08-07,30,17,0.0,14.5,7,74,10:06 PM,09:01 AM,05:15 AM,08:06 PM,14,24,24,23,15,5,60,0.0,1019,30,10,67,10,Luxembourg
2020-08-08,31,20,0.0,14.5,7,67,10:23 PM,10:07 AM,05:17 AM,08:05 PM,16,27,27,26,13,13,59,0.0,1018,31,10,69,9,Luxembourg
2020-08-09,33,21,0.0,14.5,7,59,10:40 PM,11:12 AM,05:18 AM,08:03 PM,15,28,28,27,12,15,51,0.1,1016,33,10,89,8,Luxembourg
2020-08-10,32,21,0.0,14.5,7,52,10:59 PM,12:17 PM,05:20 AM,08:01 PM,14,27,27,27,16,11,50,0.0,1014,32,10,85,11,Luxembourg
2020-08-11,32,19,0.0,14.4,6,45,11:20 PM,01:24 PM,05:21 AM,07:59 PM,17,26,26,26,9,48,66,5.3,1014,32,9,87,6,Luxembourg
2020-08-12,32,20,0.0,11.2,6,38,11:45 PM,02:30 PM,05:23 AM,07:58 PM,19,27,27,25,10,71,71,7.0,1013,32,9,112,6,Luxembourg
2020-08-13,26,20,0.0,13.4,5,30,No moonrise,03:38 PM,05:24 AM,07:56 PM,17,24,24,23,17,43,73,4.3,1012,26,10,198,12,Luxembourg
2020-08-14,22,17,0.0,11.2,5,23,12:17 AM,04:43 PM,05:25 AM,07:54 PM,17,19,20,19,15,70,83,16.0,1014,22,8,211,9,Luxembourg
2020-08-15,25,17,0.0,10.0,5,16,12:58 AM,05:44 PM,05:27 AM,07:52 PM,16,21,22,21,12,53,77,0.3,1013,25,10,261,8,Luxembourg
2020-08-16,29,18,0.0,14.2,6,8,01:50 AM,06:37 PM,05:28 AM,07:50 PM,15,23,23,23,7,33,67,1.8,1011,29,10,188,5,Luxembourg
2020-08-17,23,17,0.0,11.1,5,1,02:54 AM,07:22 PM,05:30 AM,07:49 PM,14,20,20,20,17,60,73,5.8,1010,23,9,236,12,Luxembourg
2020-08-18,22,15,0.0,10.0,4,0,04:08 AM,07:57 PM,05:31 AM,07:47 PM,14,18,19,18,17,53,77,7.2,1011,22,9,257,11,Luxembourg
2020-08-19,25,15,0.0,13.4,5,0,05:29 AM,08:26 PM,05:33 AM,07:45 PM,14,20,20,20,11,36,71,0.2,1010,25,10,184,8,Luxembourg
2020-08-20,31,18,0.0,12.2,6,6,06:52 AM,08:51 PM,05:34 AM,07:43 PM,16,25,25,24,15,60,66,2.3,1008,31,9,176,11,Luxembourg
2020-08-21,29,21,0.0,13.4,6,13,08:15 AM,09:14 PM,05:36 AM,07:41 PM,15,26,26,24,22,47,57,0.1,1011,29,10,207,14,Luxembourg
2020-08-22,23,17,0.0,14.0,6,20,09:38 AM,09:36 PM,05:37 AM,07:39 PM,12,20,21,20,24,41,62,0.2,1017,23,10,241,17,Luxembourg
2020-08-23,20,14,0.0,13.3,4,28,11:00 AM,09:58 PM,05:39 AM,07:37 PM,11,16,16,16,23,53,70,0.2,1018,20,10,260,16,Luxembourg
2020-08-24,20,12,0.0,13.3,4,35,12:21 PM,10:23 PM,05:40 AM,07:35 PM,10,15,15,15,18,49,72,0.1,1017,20,10,265,13,Luxembourg
2020-08-25,23,12,0.0,13.9,5,42,01:42 PM,10:53 PM,05:42 AM,07:33 PM,10,18,18,18,19,33,62,0.0,1012,23,10,193,12,Luxembourg
2020-08-26,19,14,0.0,9.8,4,50,02:59 PM,11:30 PM,05:43 AM,07:31 PM,11,16,16,16,37,62,71,0.3,1013,19,10,260,26,Luxembourg
2020-08-27,21,11,0.0,11.0,4,57,04:09 PM,No moonset,05:45 AM,07:29 PM,10,15,16,15,12,46,72,0.0,1016,21,10,243,8,Luxembourg
2020-08-28,18,14,0.0,8.6,4,64,05:10 PM,12:15 AM,05:46 AM,07:27 PM,11,16,16,16,25,75,73,4.8,1005,18,10,217,16,Luxembourg
2020-08-29,19,11,0.0,13.3,4,71,05:59 PM,01:11 AM,05:47 AM,07:25 PM,10,14,15,14,17,48,77,1.4,1005,19,9,235,11,Luxembourg
2020-08-30,20,10,0.0,13.3,4,79,06:38 PM,02:14 AM,05:49 AM,07:23 PM,10,15,15,15,10,51,75,0.7,1009,20,10,277,7,Luxembourg
2020-08-31,19,12,0.0,10.9,4,82,07:08 PM,03:22 AM,05:50 AM,07:20 PM,10,14,15,14,17,64,76,0.5,1016,19,9,115,11,Luxembourg
2020-09-01,17,10,0.0,9.7,3,97,07:33 PM,04:31 AM,05:52 AM,07:18 PM,8,13,13,13,18,57,72,0.2,1018,17,10,81,12,Luxembourg
2020-09-02,20,10,0.0,12.1,4,100,07:53 PM,05:41 AM,05:53 AM,07:16 PM,8,14,14,14,12,49,69,0.4,1018,20,10,94,7,Luxembourg
2020-09-03,21,11,0.0,13.6,5,88,08:11 PM,06:49 AM,05:55 AM,07:14 PM,8,16,16,16,11,36,64,0.0,1021,21,10,177,7,Luxembourg
2020-09-04,25,16,0.0,13.6,5,81,08:28 PM,07:55 AM,05:56 AM,07:12 PM,12,20,20,20,15,39,60,0.0,1021,25,10,226,10,Luxembourg
2020-09-05,17,12,0.0,12.1,4,73,08:45 PM,09:00 AM,05:58 AM,07:10 PM,11,15,15,15,15,51,74,0.3,1019,17,10,310,10,Luxembourg
2020-09-06,17,9,0.0,9.6,3,66,09:03 PM,10:06 AM,05:59 AM,07:08 PM,8,13,13,13,9,62,72,0.0,1020,17,10,184,6,Luxembourg
2020-09-07,20,9,0.0,13.1,5,58,09:22 PM,11:11 AM,06:00 AM,07:05 PM,7,14,14,14,12,19,67,0.0,1023,20,10,18,8,Luxembourg
2020-09-08,23,11,0.0,11.6,5,50,09:45 PM,12:17 PM,06:02 AM,07:03 PM,9,17,17,17,7,8,62,0.0,1026,23,10,206,4,Luxembourg
2020-09-09,23,14,0.0,11.6,4,43,10:13 PM,01:24 PM,06:03 AM,07:01 PM,12,18,18,18,10,24,70,0.0,1023,23,10,210,7,Luxembourg
2020-09-10,22,15,0.0,8.9,4,35,10:49 PM,02:29 PM,06:05 AM,06:59 PM,14,18,18,18,12,68,79,0.5,1020,22,10,92,8,Luxembourg
2020-09-11,24,12,0.0,11.6,5,28,11:36 PM,03:32 PM,06:06 AM,06:57 PM,10,18,19,18,9,1,63,0.0,1016,24,10,26,6,Luxembourg
2020-09-12,24,13,0.0,11.6,5,20,No moonrise,04:27 PM,06:08 AM,06:55 PM,9,18,19,18,13,9,60,0.0,1017,24,10,206,9,Luxembourg
2020-09-13,26,14,0.0,11.6,6,13,12:33 AM,05:14 PM,06:09 AM,06:52 PM,11,20,21,20,8,4,63,0.0,1024,26,10,40,5,Luxembourg
2020-09-14,27,15,0.0,7.6,5,5,01:42 AM,05:53 PM,06:10 AM,06:50 PM,13,22,22,21,14,44,67,0.0,1022,27,10,94,9,Luxembourg
2020-09-15,31,17,0.0,11.6,7,0,03:00 AM,06:25 PM,06:12 AM,06:48 PM,14,25,25,24,8,6,60,0.0,1020,31,10,148,5,Luxembourg
2020-09-16,30,18,0.0,10.2,6,0,04:22 AM,06:51 PM,06:13 AM,06:46 PM,14,25,25,24,9,39,61,1.2,1019,30,10,112,5,Luxembourg
2020-09-17,24,14,0.0,11.6,4,0,05:47 AM,07:15 PM,06:15 AM,06:44 PM,14,19,20,19,27,33,75,4.1,1022,24,9,44,17,Luxembourg
2020-09-18,22,10,0.0,11.6,5,2,07:12 AM,07:37 PM,06:16 AM,06:41 PM,8,15,17,15,28,0,64,0.0,1021,22,10,67,18,Luxembourg
2020-09-19,25,11,0.0,11.6,5,10,08:36 AM,07:59 PM,06:18 AM,06:39 PM,9,17,18,17,14,22,60,0.9,1017,25,10,92,8,Luxembourg
2020-09-20,22,13,0.0,11.6,5,17,10:02 AM,08:24 PM,06:19 AM,06:37 PM,7,18,19,18,12,28,53,0.0,1015,22,10,48,7,Luxembourg
2020-09-21,26,11,0.0,11.6,6,25,11:26 AM,08:53 PM,06:21 AM,06:35 PM,9,18,18,18,8,2,61,0.0,1015,26,10,106,5,Luxembourg
2020-09-22,24,12,0.0,11.6,5,32,12:47 PM,09:28 PM,06:22 AM,06:33 PM,9,18,18,18,8,10,61,0.0,1011,24,10,174,6,Luxembourg
2020-09-23,21,12,0.0,10.2,4,40,02:02 PM,10:11 PM,06:24 AM,06:30 PM,9,16,17,16,18,34,64,0.3,1007,21,10,218,12,Luxembourg
2020-09-24,17,11,0.0,11.6,3,47,03:07 PM,11:04 PM,06:25 AM,06:28 PM,9,14,15,14,29,53,69,1.9,1004,17,9,218,20,Luxembourg
2020-09-25,11,6,0.0,6.0,2,55,04:00 PM,No moonset,06:27 AM,06:26 PM,5,5,8,5,31,70,79,1.8,1003,11,9,256,21,Luxembourg
2020-09-26,13,5,0.0,6.0,2,62,04:41 PM,12:05 AM,06:28 AM,06:24 PM,6,6,9,6,29,93,83,13.4,1000,13,9,289,21,Luxembourg
2020-09-27,15,9,0.0,7.4,3,70,05:13 PM,01:12 AM,06:30 AM,06:22 PM,10,10,12,10,19,80,88,31.1,1000,15,9,159,13,Luxembourg
2020-09-28,9,2,0.0,5.9,2,78,05:39 PM,02:21 AM,06:31 AM,06:20 PM,6,6,7,6,11,71,89,2.2,1011,9,9,239,7,Luxembourg
2020-09-29,13,7,0.0,5.9,3,85,06:00 PM,03:31 AM,06:33 AM,06:17 PM,10,10,11,10,15,86,93,13.5,1015,13,7,228,10,Luxembourg
2020-09-30,17,12,0.0,5.9,3,93,06:18 PM,04:38 AM,06:34 AM,06:15 PM,12,14,14,14,12,90,88,0.8,1014,17,7,176,8,Luxembourg
2020-10-01,13,10,0.0,5.9,3,97,06:34 PM,05:45 AM,06:36 AM,06:13 PM,9,10,11,10,20,77,87,2.1,1005,13,10,178,13,Luxembourg
2020-10-02,13,8,0.0,5.9,3,100,06:51 PM,06:51 AM,06:37 AM,06:11 PM,9,9,11,9,28,75,89,2.7,994,13,6,102,16,Luxembourg
2020-10-03,12,9,0.0,5.9,3,89,07:08 PM,07:56 AM,06:39 AM,06:09 PM,8,8,10,8,24,85,85,3.5,991,12,10,193,16,Luxembourg
2020-10-04,12,8,0.0,5.8,2,82,07:27 PM,09:02 AM,06:40 AM,06:07 PM,7,7,10,7,36,89,84,9.5,995,12,9,193,24,Luxembourg
2020-10-05,9,4,0.0,5.8,2,74,07:48 PM,10:08 AM,06:42 AM,06:05 PM,7,5,9,5,43,97,91,17.8,1001,9,9,206,28,Luxembourg
2020-10-06,12,7,0.0,5.8,3,67,08:13 PM,11:14 AM,06:43 AM,06:03 PM,9,7,10,7,42,87,89,12.1,1005,12,8,230,27,Luxembourg
2020-10-07,13,8,0.0,5.8,3,60,08:46 PM,12:20 PM,06:45 AM,06:01 PM,8,7,10,7,33,79,89,8.6,1012,13,9,256,22,Luxembourg
2020-10-08,14,8,0.0,4.2,3,53,09:27 PM,01:23 PM,06:46 AM,05:59 PM,9,9,11,9,31,83,88,1.9,1019,14,7,225,21,Luxembourg
2020-10-09,15,10,0.0,4.2,3,45,10:18 PM,02:19 PM,06:48 AM,05:56 PM,11,12,13,12,20,93,88,7.8,1019,15,7,256,13,Luxembourg
2020-10-10,11,6,0.0,8.7,3,38,11:21 PM,03:09 PM,06:49 AM,05:54 PM,5,6,8,6,21,43,81,1.3,1021,11,10,276,14,Luxembourg
2020-10-11,11,5,0.0,4.1,2,31,No moonrise,03:50 PM,06:51 AM,05:52 PM,4,5,7,5,16,76,82,0.1,1021,11,9,296,10,Luxembourg
2020-10-12,11,4,0.0,4.1,2,23,12:33 AM,04:23 PM,06:53 AM,05:50 PM,5,6,7,6,11,71,87,1.5,1020,11,7,287,7,Luxembourg
2020-10-13,11,5,0.0,5.6,2,16,01:52 AM,04:51 PM,06:54 AM,05:48 PM,5,6,7,6,10,71,83,0.2,1012,11,10,160,7,Luxembourg
2020-10-14,10,4,0.0,7.2,2,9,03:14 AM,05:15 PM,06:56 AM,05:46 PM,4,4,7,4,22,55,82,0.2,1014,10,9,39,14,Luxembourg
2020-10-15,9,6,0.0,4.1,2,2,04:38 AM,05:37 PM,06:57 AM,05:44 PM,5,4,7,4,26,96,87,0.5,1017,9,8,20,18,Luxembourg
2020-10-16,9,5,0.0,4.1,2,0,06:03 AM,05:59 PM,06:59 AM,05:42 PM,5,4,7,4,21,68,88,0.0,1019,9,8,26,13,Luxembourg
2020-10-17,11,4,0.0,7.1,2,0,07:30 AM,06:22 PM,07:01 AM,05:40 PM,3,6,8,6,11,67,72,0.0,1020,11,10,91,7,Luxembourg
2020-10-18,10,6,0.0,3.9,2,5,08:57 AM,06:49 PM,07:02 AM,05:38 PM,3,7,8,7,8,66,74,0.2,1023,10,10,278,5,Luxembourg
2020-10-19,11,6,0.0,8.7,2,13,10:24 AM,07:22 PM,07:04 AM,05:37 PM,3,7,8,7,13,45,71,0.1,1022,11,10,184,8,Luxembourg
2020-10-20,14,5,0.0,5.5,3,20,11:46 AM,08:03 PM,07:05 AM,05:35 PM,7,8,10,8,23,58,81,1.3,1014,14,9,174,13,Luxembourg
2020-10-21,17,11,0.0,7.1,3,27,12:58 PM,08:54 PM,07:07 AM,05:33 PM,8,13,14,13,31,59,68,0.8,1010,17,8,188,17,Luxembourg
2020-10-22,15,13,0.0,3.8,3,35,01:57 PM,09:55 PM,07:09 AM,05:31 PM,12,13,14,13,27,78,86,6.7,1014,15,9,202,16,Luxembourg
2020-10-23,14,12,0.0,3.8,3,42,02:43 PM,11:02 PM,07:10 AM,05:29 PM,12,12,13,12,21,92,93,11.2,1013,14,9,221,14,Luxembourg
2020-10-24,12,7,0.0,3.8,3,49,03:18 PM,No moonset,07:12 AM,05:27 PM,8,8,10,8,28,88,88,0.6,1017,12,10,226,19,Luxembourg
2020-10-25,10,9,0.0,3.8,2,56,03:45 PM,12:11 AM,07:14 AM,05:25 PM,8,7,10,7,27,75,90,12.6,1008,10,8,190,17,Luxembourg
2020-10-26,10,6,0.0,3.8,2,64,04:07 PM,01:21 AM,07:15 AM,05:23 PM,6,6,8,6,22,78,88,9.5,1005,10,8,224,14,Luxembourg
2020-10-27,9,6,0.0,3.8,2,71,04:25 PM,02:29 AM,07:17 AM,05:22 PM,5,4,8,4,29,89,86,0.7,1009,9,9,211,19,Luxembourg
2020-10-28,11,7,0.0,5.4,3,78,04:42 PM,03:36 AM,07:18 AM,05:20 PM,8,7,10,7,36,78,87,4.7,1011,11,10,224,23,Luxembourg
2020-10-29,11,7,0.0,3.7,3,85,04:58 PM,04:41 AM,07:20 AM,05:18 PM,8,7,10,7,36,97,88,7.2,1019,11,9,241,24,Luxembourg
2020-10-30,14,9,0.0,3.7,3,93,05:15 PM,05:47 AM,07:22 AM,05:16 PM,10,10,12,10,26,83,89,1.1,1023,14,9,237,17,Luxembourg
2020-10-31,14,8,0.0,8.7,3,97,05:33 PM,06:53 AM,07:23 AM,05:15 PM,9,10,11,10,16,47,87,0.1,1021,14,9,181,10,Luxembourg
2020-11-01,14,10,0.0,3.7,3,89,05:53 PM,07:59 AM,07:25 AM,05:13 PM,11,11,12,11,33,99,87,2.4,1016,14,4,215,21,Luxembourg
2020-11-02,17,12,0.0,3.7,4,81,06:16 PM,09:06 AM,07:27 AM,05:11 PM,13,14,15,14,40,95,88,3.6,1014,17,8,228,25,Luxembourg
2020-11-03,10,5,0.0,7.0,2,74,06:46 PM,10:12 AM,07:28 AM,05:09 PM,5,6,8,6,20,64,81,2.0,1024,10,10,240,13,Luxembourg
2020-11-04,9,3,0.0,8.7,3,66,07:24 PM,11:17 AM,07:30 AM,05:08 PM,3,4,5,4,12,18,85,0.0,1031,9,10,124,7,Luxembourg
